,target,output,question
0,hallway,Answer: John is the one who went to the hallway.,Where is John? 
1,bathroom,Answer: Mary is a character in the story. She is a squirrel who is friends with,Where is Mary? 
2,kitchen,Answer: Sandra is Horace's sister.,Where is Sandra? 
3,hallway,"Answer: Sandra is Jessica's sister. She is mentioned several times throughout the text,",Where is Sandra? 
4,kitchen,Answer: Sandra is the younger sister of Kate and Ethel Minster. She is mentioned several,Where is Sandra? 
5,hallway,Answer: Sandra is not mentioned in the passage. The narrator is describing events and people related,Where is Sandra? 
6,garden,Answer: Sandra is mentioned in the context as being present in the photographer's gallery.,Where is Sandra? 
7,hallway,Answer: Daniel is the one who found Sandra lying injured on the mountain ledge. He is,Where is Daniel? 
8,office,Answer: Sandra is a young woman who works as a chambermaid at the Summit Hotel,Where is Sandra? 
9,office,Answer: Daniel is mentioned in the context of the other characters and their interactions with him. For example,Where is Daniel? 
10,kitchen,Answer: Mary is mentioned in the passage as journeying to the kitchen.,Where is Mary? 
11,garden,"Answer: Mary is in the garden. The text mentions that ""Mary moved to the garden.""",Where is Mary? 
12,office,Answer: Daniel is not mentioned in the passage. The passage focuses on the experiences of the other,Where is Daniel? 
13,bedroom,Answer: Mary is the narrator of the story. The entire excerpt is told from Mary,Where is Mary? 
14,bedroom,Answer: Mary is in the bedroom.,Where is Mary? 
15,kitchen,Answer: John is the protagonist of the story. The entire excerpt is told from John,Where is John? 
16,garden,Answer: The passage mentions that John journeyed to the hallway. It seems that John is in,Where is John? 
17,kitchen,Answer: The most recent location of John is the hallway.,Where is John? 
18,office,"Answer: Daniel is Inza's father. According to Inza, Daniel is an invalid and",Where is Daniel? 
19,kitchen,Answer: John is the professor's assistant. He helps the professor with his experiments and research.,Where is John? 
20,hallway,Answer: Mary is a slave girl who works at the hotel where the conspirators meet. Fred,Where is Mary? 
21,office,Answer: John is not mentioned in the passage. The passage focuses on the story of Fred Sh,Where is John? 
22,office,Answer: John is in the hallway.,Where is John? 
23,hallway,Answer: Sandra is in the hallway.,Where is Sandra? 
24,bedroom,Answer: Daniel is a painter who is mentioned several times throughout the text. He is friends with L,Where is Daniel? 
25,bedroom,Answer: Sandra is a young American woman living in Paris. She is mentioned briefly in the book,Where is Sandra? 
26,bedroom,Answer: Mary is a young American girl living in Paris. She is mentioned briefly in the context of,Where is Mary? 
27,kitchen,Answer: Daniel is in the kitchen.,Where is Daniel? 
28,kitchen,"Answer: Daniel is a character in the passage. He is mentioned several times, especially in the context",Where is Daniel? 
29,kitchen,Answer: Daniel is not a major character in the excerpt. He is only mentioned briefly in,Where is Daniel? 
30,hallway,Answer: Sandra is not mentioned in the passage. The passage focuses on the relationship between Jenn,Where is Sandra? 
31,office,Answer: John is not mentioned in the passage. The passage focuses on Eleanor's,Where is John? 
32,kitchen,Answer: Sandra is not mentioned in the passage. The passage focuses on Eleanor and,Where is Sandra? 
33,kitchen,Answer: Sandra is in the kitchen.,Where is Sandra? 
34,bathroom,Answer: Sandra is in the kitchen.,Where is Sandra? 
35,office,Answer: Mary is in the hallway.,Where is Mary? 
36,bathroom,Answer: Mary is in the bathroom.,Where is Mary? 
37,garden,Answer: Mary is in the kitchen.,Where is Mary? 
38,kitchen,Answer: Sandra is not mentioned in the passage. The passage focuses on explaining the history of,Where is Sandra? 
39,bedroom,Answer: Daniel is a character in the story who is mentioned but does not appear in person. He,Where is Daniel? 
40,bathroom,Answer: Sandra is not explicitly mentioned in the passage. The context suggests that Sandra is General,Where is Sandra? 
41,garden,Answer: Daniel is not mentioned in the passage. The passage focuses on the adventures of Frank,Where is Daniel? 
42,bathroom,Answer: Sandra is the missing Queen of Flowers. She was kidnapped by Manuel Maz,Where is Sandra? 
43,hallway,Answer: Daniel is in the hallway.,Where is Daniel? 
44,garden,"Answer: Daniel is in the garden. The passage mentions that ""Mary went to the bedroom",Where is Daniel? 
45,kitchen,Answer: Mary is Fred's cousin. She is mentioned when Fred visits his uncle and a,Where is Mary? 
46,hallway,Answer: Daniel is not present at the meeting between Croyden and Macloud. The letter,Where is Daniel? 
47,bathroom,Answer: Sandra is a woman who is friends with Croyden and Macloud. She,Where is Sandra? 
48,office,"Answer: John is in Hampton, Virginia. The passage mentions that Croyden and Macl",Where is John? 
49,bedroom,Answer: John is in the bedroom.,Where is John? 
