,target,output,question
0,hallway,"her. Sidney, and Sidney, and Sidney, and Sidney, and Sidney",Where is John? 
1,bathroom,Aidle,Where is Mary? 
2,kitchen,Answer: Sandra had an affair with the man had not been going on with her.,Where is Sandra? 
3,hallway,Answer: The question is: The answer is: The question is: The question is: The question,Where is Sandra? 
4,kitchen,Answer: The sprite's tale of adventure. The sprite's tale of adventure.,Where is Sandra? 
5,hallway,Answer: Sandra is not mentioned in the passage. The poem is written in first person narration,Where is Sandra? 
6,garden,"Answer: Sandra, my heart of man's heart of man, my life of man,",Where is Sandra? 
7,hallway,"Answer: The doctor, Moira, Moira, Moira, Moira, Moira,",Where is Daniel? 
8,office,He said he added to the brave.,Where is Sandra? 
9,office,Harrying the bed.,Where is Daniel? 
10,kitchen,Answer: The professor Scotchand he had died.,Where is Mary? 
11,garden,"Moler, and yea",Where is Mary? 
12,office,"Daniel's earn's earns the fairest maned, and Daniels earns",Where is Daniel? 
13,bedroom,"Where is a question of the answer to the smote, as if he will be so devotion",Where is Mary? 
14,bedroom,Answer: Mary is not mentioned in the passage. The passage focuses on the interactions between Pauline,Where is Mary? 
15,kitchen,"Johnny, and Jane's a bit of a school--it.",Where is John? 
16,garden,Answer: Simiti.,Where is John? 
17,kitchen,Answer: Carmen and women and children.,Where is John? 
18,office,"Answer: The girl's Daniel's face lithean's ""Hean's",Where is Daniel? 
19,kitchen,Answer: Paine.,Where is John? 
20,hallway,Answer: Theophilated by the French Revolution.,Where is Mary? 
21,office,Answer: The question of liberty is a man named John Adams.,Where is John? 
22,office,Where is the tunnel and smoke and haleast year.,Where is John? 
23,hallway,"Answer: Sandrailand the time, it will come to be recklessness of the",Where is Sandra? 
24,bedroom,"s of the time, buttruths of the time, buttruths of the time",Where is Daniel? 
25,bedroom,Answer: The scene is set in Africa.,Where is Sandra? 
26,bedroom,Answer: Paine by one.,Where is Mary? 
27,kitchen,Answer: The portrait of Paine was painted by Charles Willson in probably a year of,Where is Daniel? 
28,kitchen,"Answer: ""Adrienne, as a shocked at the time, it is shock",Where is Daniel? 
29,kitchen,Where is Daniel Morda She is a man of her.,Where is Daniel? 
30,hallway,Answer: The passage.,Where is Sandra? 
31,office,Answer: The question is asked by a schoolgirl in India.,Where is John? 
32,kitchen,Answer: Sandra is mentioned several times throughout the text. She is described as one of Dr.,Where is Sandra? 
33,kitchen,Answer: Sandra. Sandra.,Where is Sandra? 
34,bathroom,Where is.,Where is Sandra? 
35,office,He was calculated to be happy with Sidney's,Where is Mary? 
36,bathroom,Where is Fred's preparations for his journey.,Where is Mary? 
37,garden,"Where is a boy and girl, he had come to Fred, he had come to Fred,",Where is Mary? 
38,kitchen,Answer: Sandra Stickney's college days.,Where is Sandra? 
39,bedroom,Answer: Daniel is not mentioned in the passage. The focus is on Angeline Hall and her letters,Where is Daniel? 
40,bathroom,Answer: Sandra is a servant girl at Geralton Castle. She is mentioned several times throughout,Where is Sandra? 
41,garden,Answer: Daniel's motive.,Where is Daniel? 
42,bathroom,Answer: Sandravenience.,Where is Sandra? 
43,hallway,"Answer: Daniel is mentioned in the context of the fresco in the church at San Donato,",Where is Daniel? 
44,garden,"Answer: The passage is a question.


The passage is a question.",Where is Daniel? 
45,kitchen,her eyes had aublethought Her eyes had a passionate the stormy and raind,Where is Mary? 
46,hallway,Answer: I have realized that I have realized that I have come to realize that I have come to,Where is Daniel? 
47,bathroom,Answer: Sandra is not explicitly mentioned in the passage. The narrator is describing scenes and events,Where is Sandra? 
48,office,Answer: John is Eleanor's cousin. He is the nephew of Eleanor,Where is John? 
49,bedroom,Where is a question of you can be loved one's loved one.,Where is John? 
50,bedroom,Answer: The Indian boyhood.,Where is John? 
51,office,"A 
A 
A 
early a 
fellowing to the earth",Where is John? 
52,garden,Questions of the answer.,Where is John? 
53,garden,,Where is John? 
