,target,output,question
0,bedroom,Answer: The bathroom is east of the hallway.,What is the bathroom east of?
1,bedroom,"Answer: According to the passage, the bedroom is west of the kitchen.",What is west of the kitchen?
2,bathroom,"Answer: According to the passage, the bathroom is north of the garden.",What is north of the garden?
3,bedroom,"Answer: According to the passage, the bedroom is south of the kitchen.",What is south of the kitchen?
4,bedroom,"Answer: According to the passage, the bedroom is east of the kitchen.",What is east of the kitchen?
5,garden,"Answer: According to the text, the bathroom is west of the hallway.",What is the bathroom west of?
6,kitchen,"Answer: According to the text, the kitchen is east of the bedroom.",What is east of the bedroom?
7,bathroom,"Answer: According to the illustration, the garden is south of the bedroom.",What is the garden south of?
8,kitchen,"Answer: According to the text, the kitchen is south of the office.",What is south of the office?
9,office,"Answer: According to the passage, the hallway is east of the garden.",What is east of the hallway?
10,garden,"Answer: According to the text, the garden is north of the office.",What is north of the office?
11,garden,"Answer: According to the context, the garden is south of the kitchen.",What is south of the kitchen?
12,bathroom,"Answer: According to the passage, the bedroom is east of the kitchen.",What is east of the kitchen?
13,garden,"Answer: According to the text, the garden is west of the kitchen.",What is west of the kitchen?
14,garden,"Answer: According to the text, the garden is north of the bedroom. The reason for this",What is north of the bedroom?
15,garden,"Answer: According to the passage, the garden is east of the hallway.",What is east of the hallway?
16,hallway,"Answer: According to the context, the hallway is east of the office.",What is east of the office?
17,office,"Answer: According to the context, the kitchen is south of the bathroom.",What is south of the bathroom?
18,garden,"Answer: According to the passage, the bedroom is north of the kitchen.",What is the bedroom north of?
19,garden,"Answer: According to the passage, the kitchen is west of the bedroom.",What is the kitchen west of?
20,garden,"Answer: According to the context, the office is east of the temple ruins.",What is the office east of?
21,garden,"Answer: According to the passage, the bathroom is south of the kitchen.",What is the bathroom south of?
22,bathroom,"Answer: According to the context, the bathroom is north of the bedroom.",What is north of the bedroom?
23,bathroom,Answer: The bedroom is south of the living room.,What is the bedroom south of?
24,hallway,"Answer: According to the passage, the bedroom is west of the hallway.",What is the bedroom west of?
25,office,"Answer: According to the text, the office is east of the bathroom.",What is east of the bathroom?
26,office,"Answer: According to the passage, the office is north of the bedroom.",What is north of the bedroom?
27,hallway,"Answer: According to the passage, the hallway is west of the bathroom.",What is west of the bathroom?
28,garden,"Answer: According to the text, the bathroom is located north of the office where Powhatan",What is the bathroom north of?
29,garden,"Answer: According to the passage, the garden is north of the office.",What is north of the office?
30,bedroom,"Answer: According to the passage, the bedroom is east of the kitchen.",What is east of the kitchen?
31,kitchen,"Answer: According to the illustration, the kitchen is east of the bathroom.",What is the bathroom east of?
32,bathroom,"Answer: According to the illustration, the bathroom is north of the garden.",What is north of the garden?
33,kitchen,"Answer: According to the illustration, the bedroom is west of the kitchen.",What is the bedroom west of?
34,bedroom,Answer: The kitchen is south of the tall spruce tree.,What is the kitchen south of?
35,garden,"Answer: According to the story, the bathroom is east of the garden.",What is the bathroom east of?
36,office,Answer: The office is south of the hallway.,What is south of the hallway?
37,bedroom,"Answer: According to the passage, the bedroom is north of the bathroom.",What is north of the bathroom?
38,bedroom,Answer: The bathroom is east of the bedroom.,What is the bathroom east of?
39,office,"Answer: According to the passage, the office is north of the bedroom.",What is north of the bedroom?
40,bathroom,"Answer: According to the passage, the bathroom is south of the kitchen.",What is south of the kitchen?
41,bedroom,"Answer: According to the text, the bathroom is west of the bedroom.",What is west of the office?
42,kitchen,Answer: The garden is south of the kitchen.,What is the garden south of?
43,garden,"Answer: According to the sketch map, the river and marsh lie south of Heywood's",What is south of the bedroom?
44,garden,"Answer: According to the passage, the office is south of the village roofs and rice fields.",What is the office south of?
45,hallway,"Answer: According to the passage, the office is east of the bedroom.",What is the office east of?
46,garden,"Answer: According to the passage, there is a garden south of the office.",What is south of the office?
47,garden,"Answer: According to the passage, the garden is west of the bedroom.",What is west of the bedroom?
48,garden,"Answer: According to the passage, the garden is east of the hallway.",What is east of the hallway?
49,garden,Answer: The office is south of the garden.,What is the office south of?
50,bedroom,Answer: The hallway is north of the garden.,What is the hallway north of?
51,garden,"Answer: According to the context, the garden is north of the bathroom.",What is north of the bathroom?
52,hallway,Answer: The bedroom is north of the garden.,What is the bedroom north of?
53,bathroom,"Answer: According to the passage, the bathroom is east of the garden.",What is east of the garden?
54,bathroom,"Answer: According to the context, the bathroom is west of the bedroom.",What is west of the bedroom?
55,garden,"Answer: According to the passage, there is a bedroom located east of the hallway.",What is east of the hallway?
56,hallway,"Answer: According to the poem, the bedroom is east of the kitchen.",What is the bedroom east of?
57,kitchen,"Answer: According to the passage, the kitchen is west of the hallway.",What is west of the hallway?
58,hallway,"Answer: According to the text, the garden is south of the bedroom.",What is south of the bedroom?
59,kitchen,Answer: The garden is north of the house where the missionary is staying.,What is the garden north of?
60,hallway,Answer: The bedroom is north of the hallway.,What is the bedroom north of?
61,bedroom,"Answer: According to the passage, the bedroom is south of the hallway.",What is south of the hallway?
62,kitchen,Answer: The hallway is north of the barn.,What is the hallway north of?
63,hallway,"Answer: According to the passage, the hallway is west of the bedroom.",What is west of the bedroom?
64,bedroom,"Answer: According to the context, the office is east of the garden.",What is east of the garden?
65,office,"Answer: According to the illustration, the bedroom is south of the garden.",What is the bedroom north of?
66,bathroom,"Answer: According to the context, the bedroom is north of the hallway.",What is the bedroom north of?
67,office,Answer: The garden is south of the bedroom.,What is the garden south of?
68,kitchen,Answer: The bathroom is west of the kitchen.,What is the bathroom west of?
69,garden,Answer: The hallway east of is the bathroom.,What is the hallway east of?
70,bathroom,"Answer: According to the context, the bathroom is south of the bedroom.",What is south of the bedroom?
71,kitchen,Answer: The garden is south of the Secretariate building.,What is the garden south of?
72,garden,"Answer: According to the context, the bedroom is south of the hallway.",What is the bedroom south of?
73,bathroom,"Answer: According to the passage, the bathroom is north of the office.",What is north of the office?
74,bathroom,Answer: The hallway is north of the office.,What is the hallway north of?
75,bedroom,"Answer: According to the passage, the bedroom is south of the hallway.",What is south of the hallway?
76,bedroom,Answer: The hallway east of is the bathroom.,What is the hallway east of?
77,bathroom,"Answer: The phrase ""north of the office"" refers to the bathroom.",What is north of the office?
78,kitchen,"Answer: The phrase ""east of the garden"" is a metaphor used to refer to the",What is east of the garden?
79,hallway,Answer: The kitchen is south of the office.,What is the kitchen south of?
80,garden,"Answer: According to the context, the garden is west of the office.",What is west of the office?
81,office,"Answer: According to the context, the bedroom west of is the office east of.",What is the bedroom west of?
82,kitchen,Answer: The hallway south of is the bathroom.,What is the hallway south of?
83,garden,Answer: The office west of is the bedroom.,What is the office west of?
84,bathroom,"Answer: According to the passage, the bathroom is north of the hallway.",What is north of the hallway?
85,office,"Answer: According to the passage, the bathroom is west of the garden.",What is west of the garden?
86,office,"Answer: According to the passage, the shove-ha'penny table is west of the",What is west of the garden?
87,garden,"Answer: According to the passage, the garden is east of the bathroom.",What is east of the bathroom?
88,bathroom,"Answer: According to the passage, the bathroom is north of the office.",What is north of the office?
89,kitchen,"Answer: According to the context, the bedroom is west of the hallway.",What is the bedroom west of?
90,office,Answer: The bathroom is south of the office.,What is the bathroom south of?
91,office,"Answer: According to the context, the office is east of the bedroom.",What is east of the bedroom?
92,bedroom,"Answer: According to the context, there is a bedroom located south of the office.",What is south of the office?
93,bathroom,Answer: The garden is west of the Deanery.,What is the garden west of?
94,garden,"Answer: According to the context, the bedroom west of is Ruby's.",What is the bedroom west of?
95,hallway,"Answer: According to the passage, the hallway is north of the garden.",What is north of the garden?
96,bedroom,"Answer: According to the passage, the kitchen is west of the bathroom.",What is the kitchen west of?
97,kitchen,"Answer: According to the passage, the kitchen is west of the bedroom.",What is west of the bedroom?
98,bathroom,Answer: The kitchen is north of the three little rooms that form the popular side of Lavenue,What is the kitchen north of?
99,garden,Answer: The office north of is the bedroom.,What is the office north of?
100,bedroom,"Answer: According to the passage, the bedroom is east of the hallway.",What is east of the hallway?
101,kitchen,"Answer: According to the text, the kitchen is south of the hallway.",What is south of the hallway?
102,bedroom,"Answer: According to the context, the office is west of the ruined buildings and trees.",What is the office west of?
103,bathroom,Answer: The kitchen is south of the garden.,What is the kitchen north of?
104,hallway,"Answer: When Norcross looks out the window from his bedroom, he sees ""the ramp",What is west of the bedroom?
105,bedroom,"Answer: According to the passage, there is a small, swift stream called Willow Creek that runs",What is west of the kitchen?
106,office,Answer: The kitchen is south of the hallway.,What is the kitchen south of?
107,bathroom,"Answer: According to the passage, the bathroom is west of the garden.",What is west of the garden?
108,bedroom,Answer: The bathroom is south of the bedroom.,What is the bathroom south of?
109,bathroom,"Answer: According to the context, the kitchen is west of the garden.",What is the kitchen west of?
110,garden,Answer: The hallway is west of the bathroom.,What is the hallway west of?
111,hallway,Answer: The kitchen is south of the coal pit.,What is the kitchen south of?
112,office,"Answer: According to the passage, the office is south of the bathroom.",What is south of the bathroom?
113,hallway,Answer: The office west of is the bedroom.,What is the office west of?
114,bedroom,Answer: The kitchen is north of the garden.,What is the kitchen north of?
115,office,"Answer: According to the passage, the garden is east of the courtyard where Pochard",What is the garden east of?
116,bedroom,"Answer: According to the passage, the hallway is south of the bedroom where the rescu",What is the hallway south of?
117,bedroom,"Answer: According to the text, the bedroom is east of the garden.",What is the garden west of?
118,hallway,"Answer: According to the passage, the hallway is north of the office.",What is north of the office?
119,office,"Answer: According to the passage, the office is west of the hallway.",What is west of the hallway?
120,bedroom,"Answer: According to the context, the bathroom is north of the bedroom.",What is the bathroom north of?
121,kitchen,Answer: The hallway north of is the bedroom.,What is the hallway north of?
122,office,"Answer: According to the passage, the kitchen is east of the bathroom.",What is east of the bathroom?
123,bathroom,"Answer: According to the poem, the bathroom is north of the hallway.",What is north of the hallway?
124,bathroom,"Answer: According to the passage, the bedroom is north of the hallway.",What is the bedroom north of?
125,kitchen,"Answer: According to the passage, the kitchen is west of the garden.",What is west of the garden?
126,bathroom,"Answer: According to the text, the garden is north of the kitchen.",What is north of the kitchen?
127,hallway,"Answer: According to the passage, the bedroom is east of the hallway.",What is the bedroom east of?
128,garden,Answer: The bedroom is south of the kitchen.,What is the bedroom south of?
129,hallway,"Answer: According to the illustration, the lumbering stages are east of the bathroom.",What is east of the bathroom?
130,garden,Answer: The bedroom east of is the hallway.,What is the bedroom east of?
131,kitchen,"Answer: According to the context, the kitchen is south of the bathroom.",What is south of the bathroom?
132,kitchen,"Answer: According to Eleanor, the kitchen is east of the garden.",What is east of the garden?
133,bathroom,"Answer: According to the context, the hallway east of is the bathroom.",What is the hallway east of?
134,office,Answer: The hallway east of is the one that leads to the Observatory.,What is the hallway east of?
135,kitchen,Answer: The garden is east of the kitchen.,What is the garden east of?
136,bathroom,"Answer: According to the letter, the bedroom is south of the kitchen.",What is the bedroom south of?
137,hallway,"Answer: According to the context, the garden is east of the hallway.",What is the garden east of?
