Unnamed: 0,target,output,question
0,football,"Answer: football


Answer: football


Answer: football


Answer: football",What did Fred give to Jeff? 
1,Fred,"Answer: Fred

Question: What did Fred give to Bill?
Answer: apple

Question: Who did",Who gave the football to Jeff? 
2,football,"Answer: football

Example:
Mary picked up the apple there. Mary gave the apple to Fred. Mary moved",What did Fred give to Jeff? 
3,Jeff,"Answer: Jeff

Example:

Jeff handed the football to Fred.

Jeff gave the football to",Who did Fred give the football to? 
4,Fred,"Answer: Fred

I'm not sure if this is the best way to do this, but I'",Who did Jeff give the football to? 
5,Jeff,"Answer: Fred

Example:
Mary picked up the apple there. Mary gave the apple to Fred. Mary moved",Who gave the apple? 
6,Bill,"Answer: Bill

Example:
Mary picked up the apple there. Mary gave the apple to Fred. Mary moved",Who received the apple? 
7,apple,"Answer: apple

I'm not sure if this is a good idea, but I'm going to",What did Bill give to Fred? 
8,apple,"Answer: apple

I have a lot of these questions and answers. I need to know if the answer is",What did Bill give to Fred? 
9,Fred,"Answer: Bill

I'm looking for a way to parse the text and extract the answer.
I",Who received the apple? 
10,Mary,"Answer: Mary

I am not sure if this is a good idea, but I am trying to create a",Who received the milk? 
11,milk,"Answer: milk

Example:
Mary picked up the apple there. Mary gave the apple to Fred. Mary",What did Mary give to Bill? 
12,Bill,"Answer: Mary

I am looking for a way to extract the answer from the text. I have tried using",Who received the milk? 
13,Bill,,Who did Mary give the milk to? 
14,milk,"Answer: milk

I'm looking for a way to parse the text and extract the answer. I'",What did Mary give to Bill? 
15,Jeff,"Answer: Jeff


A: I think you're looking for a chatbot.
You can use the",Who received the football? 
16,Fred,"Answer: Jeff

Question: Who gave the football to Fred?
Answer: Jeff

Question: Who gave",Who gave the football to Jeff? 
17,football,"Answer: football

Example:
Mary took the apple there. Mary gave the apple to Fred. Mary moved to",What did Fred give to Jeff? 
18,Jeff,"Answer: Jeff

I'm not sure if this is the best way to do it, but I'",Who received the football? 
19,Mary,"Answer: Mary

I'm looking for a solution that can be used in a web application.",Who gave the milk? 
20,milk,"Answer: milk

I'm looking for a way to generate a random question and answer from a set of",What did Jeff give to Mary? 
21,Mary,"Answer: Mary

Question: Who gave the apple to Bill?
Answer: Fred

Question: Who gave",Who gave the milk to Jeff? 
22,Mary,"Answer: Mary




         Fred grabbed the football there. Mary passed the milk to Jeff. Fred dropped",Who gave the milk to Jeff? 
23,Bill,"Answer: Bill


Answer:
I'm not sure if this is what you're looking for,",Who gave the apple to Jeff? 
24,Jeff,"Answer: Bill

Question: Who gave the apple?
Answer: Bill

Question: Who gave the apple",Who gave the apple? 
25,apple,"Answer: apple


Answer: I'm not sure if this is what you're looking for",What did Jeff give to Fred? 
26,Fred,"Answer: Fred

I'm not sure if this is a good idea, but I'm going to",Who received the apple? 
27,Jeff,"Answer: Fred

Question: Who gave the apple?

Answer: Jeff

Question: Who gave",Who received the apple? 
28,Jeff,"Answer: Fred

Example:
Jeff took the apple there. Jeff passed the apple to Fred. Jeff got the",Who gave the apple? 
29,Fred,Answer: Fred,Who did Jeff give the apple to? 
30,Mary,"Answer: Bill

Context: Fred grabbed the football there. _Statement and Dying Confession of Charles P.",Who gave the milk? 
31,Bill,"Answer: Mary

Question: Who gave the apple?
Answer: Fred

Question: Who gave the football",Who gave the milk? 
32,Bill,"Answer: Bill


Answer: I think you're looking for a ""dependency parser"".

Answer:",Who gave the milk to Mary? 
33,milk,"Answer: milk


Answer: I'm not sure if this is what you're looking for, but",What did Bill give to Mary? 
34,apple,"Answer: apple


Answer: I'm not sure if this is what you're looking for",What did Mary give to Fred? 
35,Jeff,Answer: Jeff,Who did Fred give the milk to? 
36,Jeff,"Answer: Jeff

Question: What did Fred give to Bill?
Answer: milk

Question: Who did",Who did Fred give the milk to? 
37,milk,Answer: milk,What did Jeff give to Mary? 
38,milk,Answer: milk,What did Jeff give to Mary? 
39,Fred,"Answer: Fred

Question: Who gave the milk?
Answer: Jeff

Question: Who gave the football",Who gave the apple? 
40,Mary,"Answer: Fred

Example:
Mary picked up the apple there. Mary gave the apple to Fred. Mary moved",Who gave the milk? 
41,milk,"Answer: handkerchief

I'm looking for a way to generate a question and answer based on the",What did Mary give to Fred? 
42,Jeff,"Answer: Fred


A: I'm not sure if this is what you're looking for,",Who gave the milk? 
43,Fred,"Answer: Mary

Example:
Jeff took the milk there. Jeff passed the milk to Mary. Mary passed the",Who received the milk? 
44,Mary,"Answer: Bill

I'm looking for a program that can read the context and answer the question.",Who gave the milk? 
45,Bill,"Answer: Bill

I'm looking for a way to generate these questions and answers automatically.
I'",Who did Mary give the milk to? 
46,milk,"Answer: milk

I'm looking for a name for this type of puzzle.

• I'",What did Mary give to Bill? 
47,Mary,"Answer: Mary

Question: Who gave the apple?
Answer: Fred

Question: Who gave the football",Who gave the milk? 
48,Mary,"Answer: Mary

Example:
Mary went to the garden. Mary went to the kitchen. Mary went to the",Who did Bill give the milk to? 
49,Bill,"Answer: Bill

I have a lot of these questions and answers. I need to be able to generate a",Who gave the milk to Mary? 
50,Mary,"CHAPTER VI

""A DEJEUNER AT LAVENUE'S""",Who gave the apple to Fred? 
51,Fred,"Answer: Fred

Example:

Mary picked up the apple there. Mary gave the apple to Fred.",Who gave the apple to Mary? 
52,apple,Answer: apple,What did Fred give to Mary? 
53,apple,"Answer: apple

Question: What did Fred give to Bill?

Answer: apple

Question:",What did Mary give to Jeff? 
54,apple,"Answer: apple

Example:
Mary took the apple there. Jeff went back to the kitchen. Jeff passed",What did Mary give to Jeff? 
55,Fred,"Answer: Fred

Example:
Mary picked up the apple there. Mary gave the apple to Fred. Mary",Who received the football? 
56,football,"Answer: football

Example:
Mary picked up the apple there. Mary gave the apple to Fred. Mary",What did Bill give to Fred? 
57,Bill,Answer: Mary,Who gave the apple? 
58,Bill,"Answer: Bill




CHAPTER III

THE BOULEVARD ST. GERMAIN",Who did Mary give the apple to? 
59,Jeff,Answer: Bill,Who did Bill give the apple to? 
60,Jeff,"Answer: Jeff

Example:
Mary picked up the apple there. Mary gave the apple to Fred. Mary moved",Who did Bill give the apple to? 
61,Bill,Answer: Bill,Who gave the apple to Jeff? 
62,Jeff,"Answer: Bill

Example:
Mary took the apple there. Mary gave the apple to Fred. Mary moved to",Who gave the apple to Bill? 
63,Bill,"Answer: Bill

Example:
Mary took the apple there. Mary gave the apple to Fred. Mary moved to",Who received the apple? 
64,Mary,Answer: Mary,Who gave the milk? 
65,Mary,Answer:,Who gave the apple to Bill? 
66,Bill,"Answer: Bill

Question: Who gave the football?
Answer: Jeff

Question: What did Fred give",Who did Mary give the apple to? 
67,Mary,"Answer: Mary

Example:
Jeff took the football there. Jeff passed the football to Fred. Jeff got the",Who did Bill give the apple to? 
68,apple,Answer: apple,What did Bill give to Mary? 
69,Mary,"Answer: Mary


Answer: I'm not sure if this is what you're looking for,",Who did Bill give the apple to? 
70,apple,Answer: apple,What did Fred give to Jeff? 
71,Jeff,Answer: Jeff,Who gave the football? 
72,Jeff,"Answer: Jeff

Question: What did Fred give to Bill?

Answer: apple

Question:",Who gave the football? 
73,apple,"Answer: apple

I am looking for a solution that can be used in a web application.

Answer",What did Fred give to Bill? 
74,apple,"Answer: apple

I'm looking for a solution that can be used in a web application.",What did Fred give to Bill? 
75,Fred,"Answer: Jeff

Example:
Mary picked up the apple there. Mary gave the apple to Fred. Mary moved",Who gave the football? 
76,Fred,Answer:,Who gave the football? 
77,Mary,Answer: Mary,Who received the football? 
78,Mary,"Answer: Jeff

Example:
Mary picked up the apple there. Mary gave the apple to Fred. Mary",Who gave the football? 
79,football,"Answer: football

I'm looking for a way to parse the text and extract the answer. I'",What did Mary give to Fred? 
80,milk,"Answer: milk

Example:
Jeff took the football there. Jeff passed the football to Fred. Jeff got",What did Fred give to Jeff? 
81,milk,"Answer: football

Context:

Mary moved to the kitchen.

Bill travelled to the kitchen.",What did Fred give to Jeff? 
82,Fred,"Answer: Fred


A: I'm not sure if this is what you're looking for, but",Who did Jeff give the milk to? 
83,milk,"Answer: milk

Example:
Mary moved to the kitchen. Mary took the milk there. Mary left the",What did Jeff give to Fred? 
84,Jeff,"Answer: Jeff

I'm looking for a solution that can be used in a web application.",Who gave the milk to Fred? 
85,Fred,"I'm not sure how to approach this problem. I'm thinking of using a neural network, but I",Who did Mary give the apple to? 
86,Fred,"Answer: Fred

Example:
Mary picked up the apple there. Mary gave the apple to Fred. Mary moved",Who gave the apple to Mary? 
87,Mary,"Answer: Mary

Question: Who gave the football?

Answer: Jeff

Question: Who gave",Who gave the apple? 
88,Jeff,"Answer: Jeff


A: I'm not sure if this is what you're looking for,",Who did Mary give the apple to? 
89,Jeff,Answer: Jeff,Who received the football? 
90,football,"Answer: football

I am looking for a solution that can be used in a web application.

I",What did Mary give to Jeff? 
91,Mary,"Answer: Jeff

Example:
Mary took the apple there. Mary gave the apple to Jeff. Mary moved to",Who received the football? 
92,Mary,"Answer: Jeff

Example:
Jeff took the football there. Jeff passed the football to Fred. Jeff got",Who gave the football? 
