Unnamed: 0,target,output,question
0,hallway,Answer: The milk is in the kitchen.,Where is the milk? 
1,hallway,"Answer: The football is in the hallway.


A: I think you are looking for a way to do",Where is the football? 
2,hallway,"Answer: The football is in the hallway.


A: I'm not sure if this is what",Where is the football? 
3,hallway,"Answer: The football is in the hallway.


A: I'm not sure if this is what you",Where is the football? 
4,garden,"Answer: The milk is in the hallway.


A: I think you're looking for a ""context",Where is the milk? 
5,garden,Answer: The milk is in the garden.,Where is the milk? 
6,bedroom,"Answer: The football is in the garden.

Example:

Mary went to the kitchen. Mary got",Where is the football? 
7,bedroom,"Answer: The milk is in the garden.

I am not sure if this is the best way to do",Where is the milk? 
8,kitchen,"Answer: The football is in the kitchen.

Example:

Context:

The kind-hearted",Where is the football? 
9,kitchen,"Answer: The football is in the kitchen.

Example:

Context:

Mary journeyed to",Where is the football? 
10,bedroom,"Answer: The football is in the garden.

Example:

Alan went to the kitchen. Alan got",Where is the football? 
11,hallway,"Answer: The football is in the hallway.

Example:

John went to the bedroom. John got",Where is the football? 
12,garden,"Answer: The milk is in the kitchen.


Answer: I'm not sure if this is what you",Where is the milk? 
13,garden,"Answer: The milk is in the bathroom.


A: I'm not sure if this is what",Where is the milk? 
14,bathroom,"Answer: The apple is in the garden.

I have tried to use the following code but it does not",Where is the apple? 
15,garden,Answer: The milk is in the garden.,Where is the milk? 
16,garden,Answer: The milk is in the garden.,Where is the milk? 
17,garden,"Answer: The milk is in the garden.


A: You can use a dictionary to store the items",Where is the milk? 
18,kitchen,"Answer: The apple is in the kitchen.


Answer: The apple is in the kitchen.",Where is the apple? 
19,kitchen,Answer: The apple is in the kitchen.,Where is the apple? 
20,bedroom,"Answer: The apple is in the bedroom.

Example:
Alan moved to the garage. Alan got a screw",Where is the apple? 
21,bedroom,"Answer: The apple is in the office.


A: I'm not sure if this is what you",Where is the apple? 
22,bathroom,"Answer: The football is in the hallway.


A: I'm not sure if this is what you",Where is the football? 
23,bathroom,Answer: The football is in the hallway.,Where is the football? 
24,bedroom,"Answer: The milk is in the bedroom.


Answer: I'm not sure if this is what",Where is the milk? 
25,kitchen,"Answer: The milk is in the kitchen.

Example:

Context:

The first part of",Where is the milk? 
26,kitchen,"Answer: The milk is in the kitchen.

Example:
Alan moved to the garage. Alan got a",Where is the milk? 
27,bathroom,"Answer: The apple is in the garden.

• I'm not sure if this is a puzzle or",Where is the apple? 
28,bathroom,"Answer: The apple is in the kitchen.


Answer: I'm not sure if this is what you",Where is the apple? 
29,kitchen,Answer: The milk is in the kitchen.,Where is the milk? 
30,garden,"Answer: The apple is in the garden.


Answer: I'm not sure if this is what",Where is the apple? 
31,garden,"Answer: The apple is in the garden.

I have a lot of these questions and answers. I need",Where is the apple? 
