Unnamed: 0,target,output,question
0,hallway,"Context: Bode had in the first place translated the
English term by “sittlich,” a",Where is the milk? 
1,hallway,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the kitchen.",Where is the football? 
2,hallway,"Answer: In the hallway.

Question: Where is the football?

Answer: In the garden.",Where is the football? 
3,hallway,"Answer: In the garden.

Question: Where is the garden?

Answer: In the country.",Where is the football? 
4,garden,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the kitchen.",Where is the milk? 
5,garden,"Context: The following is the text of the question:

Question: Where is the milk?

Context",Where is the milk? 
6,bedroom,"Context: ""I'm not a regular member, either; and I want someone to
keep me in count",Where is the football? 
7,bedroom,"Answer: In the hallway.

Question: Where is the milk?

Answer: In the hallway.",Where is the milk? 
8,kitchen,"Answer: The football is in the garden.

Question: Where is the milk?

Answer: The",Where is the football? 
9,kitchen,"Answer: The football is in the garden.

Question: Where is the milk?

Answer: The",Where is the football? 
10,bedroom,"Answer: In the garden.

Question: Where is the football?

Answer: In the garden.",Where is the football? 
11,hallway,"Answer: In the garden.

Question: Where is the milk?

Answer: In the kitchen.",Where is the football? 
12,garden,"Answer: In the hallway.

Question: Where is the football?

Answer: In the bedroom.",Where is the milk? 
13,garden,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the garden.",Where is the milk? 
14,bathroom,"Answer: In the garden.

Question: Where is the milk?

Answer: In the kitchen.",Where is the apple? 
15,garden,"Context: The best food for an infant, under ordinary circumstances, is the milk
of its mother. The best",Where is the milk? 
16,garden,"Answer: The milk is in the garden.

Question: Where is the milk?

Answer: The",Where is the milk? 
17,garden,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the kitchen.",Where is the milk? 
18,kitchen,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the bathroom.",Where is the apple? 
19,kitchen,"Answer: In the hallway.

Question: Where is the milk?

Answer: In the hallway.",Where is the apple? 
20,bedroom,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the kitchen.",Where is the apple? 
21,bedroom,"Answer: In the office.

Question: Where is the football?

Answer: In the office.",Where is the apple? 
22,bathroom,"Answer: In the hallway.

Question: Where is the apple?

Answer: In the kitchen.",Where is the football? 
23,bathroom,"Answer: The football is in the hallway.

Question: Where is the apple?

Answer: The",Where is the football? 
24,bedroom,"Answer: In the kitchen.

Question: Where is the apple?

Answer: In the kitchen.",Where is the milk? 
