Unnamed: 0,target,output,question
0,hallway,"Answer: In the hallway.

Context: John travelled to the hallway. Mary journeyed to the bathroom.",Where is John? 
1,bathroom,"Answer: In the bathroom.

Context: John travelled to the hallway. Mary journeyed to the bathroom.",Where is Mary? 
2,kitchen,"Answer: In the kitchen.

Context: John travelled to the hallway. Mary journeyed to the bathroom.",Where is Sandra? 
3,hallway,"Answer: In the kitchen.

Context: John travelled to the hallway. Mary journeyed to the bathroom.",Where is Sandra? 
4,kitchen,"Answer: In the kitchen.

Context: John travelled to the hallway. Mary journeyed to the bathroom.",Where is Sandra? 
5,hallway,"Answer: Sandra is in the hallway.

Context: Sandra travelled to the kitchen. Sandra travelled to the hallway",Where is Sandra? 
6,garden,"Answer: Sandra is in the garden.

Context: Sandra travelled to the kitchen. Sandra travelled to the hallway",Where is Sandra? 
7,hallway,"Answer: In the hallway.

Context: Daniel journeyed to the hallway.

Question: Where is",Where is Daniel? 
8,office,"Answer: Sandra is in the office.

Context: Sandra travelled to the kitchen. Sandra travelled to the hallway",Where is Sandra? 
9,office,"Answer: Daniel is in the office.

Context: Daniel journeyed to the hallway. Daniel journeyed to",Where is Daniel? 
10,kitchen,"Answer: In the kitchen.

Context: John travelled to the office. Mary journeyed to the kitchen.",Where is Mary? 
11,garden,Context: John travelled to the office. Mary journeyed to the kitchen. Mary moved to the garden. Daniel went,Where is Mary? 
12,office,Context: John travelled to the office. Mary journeyed to the kitchen. Mary moved to the garden. Daniel went,Where is Daniel? 
13,bedroom,Context: John travelled to the office. Mary journeyed to the kitchen. Mary moved to the garden. Daniel went,Where is Mary? 
14,bedroom,Context: John travelled to the office. Mary journeyed to the kitchen. Mary moved to the garden. Daniel went,Where is Mary? 
15,kitchen,"Answer: John is in the kitchen.

Context: John moved to the kitchen. John journeyed to the",Where is John? 
16,garden,Context: John moved to the hallway. John journeyed to the kitchen. Sandra travelled to the garden. John journey,Where is John? 
17,kitchen,Context: John moved to the hallway. John journeyed to the kitchen. Sandra travelled to the garden. John journey,Where is John? 
18,office,Context: John moved to the hallway. John journeyed to the kitchen. Sandra travelled to the garden. John journey,Where is Daniel? 
19,kitchen,Context: John moved to the hallway. John journeyed to the kitchen. Sandra travelled to the garden. John journey,Where is John? 
