Unnamed: 0,target,output,question
0,football,"Answer: football

Example:
Jeff took the football there. Jeff passed the football to Fred. Jeff got",What did Fred give to Jeff? 
1,Fred,"Answer: Fred

Example:
Jeff took the football there. Jeff passed the football to Fred. Jeff got the",Who gave the football to Jeff? 
2,football,"Answer: football

Example:
Jeff took the football there. Jeff passed the football to Fred. Jeff got the",What did Fred give to Jeff? 
3,Jeff,"Answer: Jeff

Example:
Jeff took the football there. Jeff passed the football to Fred. Jeff got the",Who did Fred give the football to? 
4,Fred,"Answer: Fred

Example:
Jeff took the football there. Jeff passed the football to Fred. Jeff got the",Who did Jeff give the football to? 
5,Jeff,"Answer: Fred


A: I'm not sure if this is what you're looking for,",Who gave the apple? 
6,Bill,"Answer: Bill

Context: ""I
don't know,"" said the major, ""but I'",Who received the apple? 
7,apple,"Answer: apple

Context:

Mary moved to the hallway.

Jeff got the apple there.",What did Bill give to Fred? 
8,apple,"Answer: apple


Answer: I'm not sure if this is what you're looking for,",What did Bill give to Fred? 
9,Fred,"Answer: Fred




THE LITTLE WIDOW

A Comedy in One Act",Who received the apple? 
10,Mary,Answer: Mary,Who received the milk? 
11,milk,Answer: milk,What did Mary give to Bill? 
12,Bill,"Answer: Bill

Example:
Mary picked up the apple there. Mary gave the apple to Fred. Mary moved",Who received the milk? 
13,Bill,"Answer: Bill

Example:
Mary picked up the apple there. Mary gave the apple to Fred. Mary moved",Who did Mary give the milk to? 
14,milk,"Answer: milk

Example:
Jeff took the football there. Jeff passed the football to Fred. Jeff got the",What did Mary give to Bill? 
15,Jeff,"I'm not sure if this is a good question, but I'm trying to make it as clear as",Who received the football? 
16,Fred,"Answer: Jeff

Example:
Jeff took the football there. Jeff passed the football to Fred. Jeff got the",Who gave the football to Jeff? 
17,football,"Answer: football


A: I think you're looking for a parser.
I'd recommend",What did Fred give to Jeff? 
18,Jeff,"Answer: Jeff


Answer: I'm not sure if this is what you're looking for",Who received the football? 
19,Mary,"Answer: Jeff


A: I'm not sure if this is what you're looking for, but",Who gave the milk? 
20,milk,Answer: milk,What did Jeff give to Mary? 
21,Mary,"I'm not sure if this is a good idea, but I'm going to try it anyway.",Who gave the milk to Jeff? 
22,Mary,Answer: Bill,Who gave the milk to Jeff? 
23,Bill,"Answer: Bill

I am looking for a program that can answer these questions.

I have tried to",Who gave the apple to Jeff? 
24,Jeff,"Answer: Bill

Example:
Mary went to the kitchen. Mary travelled to the hallway. Mary went to the",Who gave the apple? 
25,apple,"Answer: apple

I'm not sure if this is the best way to do it, but I'",What did Jeff give to Fred? 
26,Fred,"Answer: Fred

Example:
Mary picked up the apple there. Mary gave the apple to Fred. Mary moved",Who received the apple? 
27,Jeff,"Answer: Fred


Answer: Fred


Answer: Fred


Answer: Fred",Who received the apple? 
28,Jeff,,Who gave the apple? 
29,Fred,"Answer: Fred

I'm looking for a way to generate a random question and answer from the text.",Who did Jeff give the apple to? 
30,Mary,"Answer: Bill

Example:
Mary picked up the apple there. Mary gave the apple to Fred. Mary moved",Who gave the milk? 
31,Bill,"Answer: Mary

Example:
Jeff took the apple there. Jeff gave the apple to Mary. Jeff went to",Who gave the milk? 
32,Bill,"Answer: Bill

Example:
Mary picked up the apple there. Mary gave the apple to Fred. Mary moved",Who gave the milk to Mary? 
33,milk,"Answer: milk

Example:
Mary picked up the apple there. Mary gave the apple to Fred. Mary moved",What did Bill give to Mary? 
34,apple,"Answer: apple

I am looking for a way to parse the text and extract the answer. I have tried",What did Mary give to Fred? 
35,Jeff,"Answer: Jeff

Example:
Mary went to the garden. Mary went to the office. Mary went to",Who did Fred give the milk to? 
36,Jeff,"Answer: Jeff

Example:

Mary went to the garden.

Mary went to the office.",Who did Fred give the milk to? 
37,milk,"Answer: milk

I'm not sure how to approach this problem. I'm thinking of using a",What did Jeff give to Mary? 
38,milk,"Answer: apple

I'm looking for a way to generate a random question and answer based on the facts",What did Jeff give to Mary? 
39,Fred,"Answer: Fred


Answer: I'm not sure if this is what you're looking for,",Who gave the apple? 
40,Mary,"Answer: Fred


A: I'm not sure if this is what you're looking for, but",Who gave the milk? 
41,milk,"Answer: milk


Answer: I'm not sure if this is what you're looking for,",What did Mary give to Fred? 
42,Jeff,"Answer: Fred


A: I think you can use the following code to get the answer:
import re",Who gave the milk? 
43,Fred,Answer: Mary,Who received the milk? 
44,Mary,"Answer: Jeff

Example:
Jeff travelled to the garden. Jeff grabbed the milk there. Jeff passed the milk",Who gave the milk? 
45,Bill,"Answer: Bill

Example:
Jeff took the football there. Jeff passed the football to Fred. Jeff got the",Who did Mary give the milk to? 
46,milk,"Answer: apple

Example:

Mary went to the garden.

Mary went to the office.",What did Mary give to Bill? 
47,Mary,"Answer: Mary




THE LAST CONFLICTS IN THE SHENANDOAH",Who gave the milk? 
48,Mary,"Answer: Mary

Example:
Mary took the apple there. Mary gave the apple to Fred. Mary moved",Who did Bill give the milk to? 
49,Bill,"Answer: Bill

Example:
Mary took the apple there. Mary gave the apple to Fred. Mary moved to",Who gave the milk to Mary? 
50,Mary,Answer: Mary,Who gave the apple to Fred? 
51,Fred,Answer: Fred,Who gave the apple to Mary? 
52,apple,Answer: apple,What did Fred give to Mary? 
53,apple,"Answer: apple


A: I'm not sure if this is what you're looking for, but",What did Mary give to Jeff? 
54,apple,"Answer: apple

Example:
Mary took the apple there. Mary handed the apple to Jeff. Jeff went",What did Mary give to Jeff? 
55,Fred,"Answer: Fred

Example:
Jeff took the football there. Jeff passed the football to Fred. Jeff got the",Who received the football? 
56,football,"Answer: football

Example:

Mary took the apple there. Mary gave the apple to Fred. Mary",What did Bill give to Fred? 
57,Bill,"Answer: Mary

Example:
Jeff took the football there. Jeff passed the football to Fred. Jeff got the",Who gave the apple? 
58,Bill,"Answer: Bill

Example:
Jeff took the football there. Jeff passed the football to Fred. Jeff got",Who did Mary give the apple to? 
59,Jeff,Answer: Jeff,Who did Bill give the apple to? 
60,Jeff,"Answer: Jeff

Example:
Mary picked up the apple there. Mary gave the apple to Fred. Mary moved",Who did Bill give the apple to? 
61,Bill,"Answer: Bill

Example:
Mary took the apple there. Mary gave the apple to Fred. Mary moved to",Who gave the apple to Jeff? 
62,Jeff,"Answer: Bill

Example:
Mary picked up the apple there. Mary gave the apple to Fred. Mary",Who gave the apple to Bill? 
63,Bill,"Answer: Bill

Example:
Mary took the apple there. Mary gave the apple to Fred. Mary moved to",Who received the apple? 
64,Mary,"Answer: Jeff

I'm looking for a solution that can be used to generate a large number of questions",Who gave the milk? 
65,Mary,"Answer: Fred

Example:
Mary picked up the apple there. Mary gave the apple to Fred. Mary moved",Who gave the apple to Bill? 
66,Bill,"Answer: Fred

Example:
Jeff took the football there. Jeff passed the football to Fred. Jeff got",Who did Mary give the apple to? 
67,Mary,"Answer: Mary


Answer: Mary


Answer: Mary


Answer: Mary",Who did Bill give the apple to? 
68,apple,"Answer: apple

Example:
Mary picked up the apple there. Mary gave the apple to Fred. Mary moved",What did Bill give to Mary? 
69,Mary,"Answer: Mary

Example:

Mary took the apple there. Mary gave the apple to Fred. Mary",Who did Bill give the apple to? 
70,apple,"Answer: apple

Example:
Fred picked up the apple there. Fred handed the apple to Bill. Bill",What did Fred give to Jeff? 
71,Jeff,"Answer: Jeff

Example:
Fred picked up the apple there. Fred handed the apple to Bill. Bill",Who gave the football? 
72,Jeff,"Answer: Jeff

Example:
Mary took the apple there. Mary gave the apple to Fred. Mary moved",Who gave the football? 
73,apple,"Answer: apple

Example:

Mary picked up the apple there. Mary gave the apple to Fred.",What did Fred give to Bill? 
74,apple,Answer: apple,What did Fred give to Bill? 
75,Fred,"Answer: Jeff




[Illustration]




CHAPTER VI.

THE CHRIST",Who gave the football? 
76,Fred,"Answer: Jeff

Example:
Jeff took the football there. Jeff passed the football to Fred. Jeff got",Who gave the football? 
77,Mary,"Answer: Mary


Example:
Mary picked up the apple there. Mary gave the apple to Fred.",Who received the football? 
78,Mary,"Answer:

I'm not sure if this is the best way to do this, but I'll",Who gave the football? 
79,football,"Answer: apple

Example:
Mary picked up the apple there. Mary gave the apple to Fred. Mary",What did Mary give to Fred? 
80,milk,"Answer: milk

Example:
Mary picked up the apple there. Mary gave the apple to Fred. Mary moved",What did Fred give to Jeff? 
81,milk,Answer: milk,What did Fred give to Jeff? 
82,Fred,"Answer: Fred


Answer: Fred


Answer: Fred


Answer: Fred",Who did Jeff give the milk to? 
83,milk,"I'm not sure if this is the right place to ask this question, but I'm trying to find",What did Jeff give to Fred? 
84,Jeff,"Answer: Fred


Answer: Fred


Answer: Fred


Answer: Fred",Who gave the milk to Fred? 
85,Fred,Answer: Fred,Who did Mary give the apple to? 
86,Fred,"Answer:
Mary gave the apple to Fred.


Answer:
Mary gave the apple to Fred",Who gave the apple to Mary? 
87,Mary,"Answer: Jeff

Question: Who gave the football?
Answer: Jeff

Question: Who gave the milk",Who gave the apple? 
88,Jeff,"Answer: Jeff

Example:
Jeff took the football there. Jeff passed the football to Fred. Jeff got",Who did Mary give the apple to? 
89,Jeff,"Answer: Jeff

Example:
Jeff took the football there. Jeff passed the football to Fred. Jeff got the",Who received the football? 
90,football,"Answer: football

Example:
Jeff took the football there. Jeff passed the football to Fred. Jeff got",What did Mary give to Jeff? 
91,Mary,"Answer: Jeff

Example:
Jeff took the football there. Jeff passed the football to Fred. Jeff got the",Who received the football? 
92,Mary,"Answer: Jeff

Example:
Jeff took the football there. Jeff passed the football to Mary. Jeff got",Who gave the football? 
