Unnamed: 0,target,output,question
0,bedroom,"Answer: The hallway.

Question: What is the bedroom west of?

Answer: The bathroom.",What is the bathroom east of?
1,bedroom,"Answer: The bedroom.




CHAPTER IX. The _psalterium_, or _ps",What is west of the kitchen?
2,bathroom,"Answer: The bathroom.

Question: What is the bathroom north of?

Answer: The garden.",What is north of the garden?
3,bedroom,"A. The bathroom

B. The bedroom

C. The kitchen

D. The bathroom",What is south of the kitchen?
4,bedroom,"Context: The
natives of the country are not even aware of their existence, and it
will be many",What is east of the kitchen?
5,garden,"""I don't know, sir; I never thought of it."" ""But you must have some idea.",What is the bathroom west of?
6,kitchen,"Answer: The kitchen.

Question: What is west of the bedroom?

Answer: The garden.",What is east of the bedroom?
7,bathroom,"Answer: The bathroom.

Question: What is the bathroom north of?

Answer: The garden.",What is the garden south of?
8,kitchen,"Answer: The kitchen.

Question: What is the name of the officer who rushes in?",What is south of the office?
9,office,"Answer: The garden.

Context: _The hallway is east of the garden._

Question: What",What is east of the hallway?
10,garden,"Answer: The garden.

Question: What is south of the office?

Answer: The hallway.",What is north of the office?
11,garden,"Answer: The garden is south of the kitchen.

Question: What is north of the kitchen?",What is south of the kitchen?
12,bathroom,"Answer: The bathroom

Question: What is east of the bathroom?

Answer: The bedroom",What is east of the kitchen?
13,garden,"Answer: The garden is west of the kitchen.

Question: What is east of the kitchen?",What is west of the kitchen?
14,garden,"Answer: The garden.

Question: What is north of the office?

Answer: The garden.",What is north of the bedroom?
15,garden,"Context: 17 of the old
Company's European artillery), a most daring lot of fellows,",What is east of the hallway?
16,hallway,"Answer: The hallway.

Question: What is west of the bathroom?

Answer: The hallway.",What is east of the office?
17,office,"Context: No, being afraid is no good; being afraid is standing on your toes and looking over the edge.",What is south of the bathroom?
18,garden,"Answer: The kitchen.

Question: What is the garden south of?

Answer: The bedroom.",What is the bedroom north of?
19,garden,"Context: The bedroom is west of the kitchen. And again, in January, 1854:",What is the kitchen west of?
20,garden,,What is the office east of?
21,garden,"Answer: The kitchen.

Question: What is the garden north of?

Answer: The bathroom.",What is the bathroom south of?
22,bathroom,,What is north of the bedroom?
23,bathroom,"Answer: The bathroom.

Question: What is the bathroom north of?

Answer: The bedroom.",What is the bedroom south of?
24,hallway,"Answer: The office

Question: What is the office west of?

Answer: The bedroom",What is the bedroom west of?
25,office,"Answer: The office.

Context: ""Well,"" continued Alfred at the 'phone, ""that woman",What is east of the bathroom?
26,office,"Answer: The office is north of the bedroom.

Question: What is north of the hallway?",What is north of the bedroom?
27,hallway,"Context: The Marquess of Monmouth was a man of great wealth and great
influence. He was",What is west of the bathroom?
28,garden,"Answer: The office.

Question: What is the office south of?

Answer: The bathroom.",What is the bathroom north of?
29,garden,"Answer: The garden.

Question: What is south of the bathroom?

Answer: The garden.",What is north of the office?
30,bedroom,"Answer: The bedroom.

Question: What is west of the bedroom?

Answer: The office.",What is east of the kitchen?
31,kitchen,"Answer: The kitchen.

Question: What is the hallway west of?

Answer: The kitchen.",What is the bathroom east of?
32,bathroom,,What is north of the garden?
33,kitchen,,What is the bedroom west of?
34,bedroom,"Answer: The hallway.

Question: What is the hallway south of?

Answer: The kitchen.",What is the kitchen south of?
35,garden,"Context: ""I'm not deaf,"" Eleanor said, and her voice was so clear and
distinct",What is the bathroom east of?
36,office,"Answer: The office is south of the hallway.

Question: What is south of the bathroom?",What is south of the hallway?
