Unnamed: 0,target,output,question
0,bedroom,"Answer: The hallway

Question: What is the bathroom west of?

Answer: The bedroom",What is the bathroom east of?
1,bedroom,"Answer: The bedroom.

Question: What is west of the bedroom?

Answer: The hallway.",What is west of the kitchen?
2,bathroom,"Answer: The bathroom.

Question: What is north of the hallway?

Answer: The bathroom.",What is north of the garden?
3,bedroom,"Answer: The bathroom

Question: What is south of the bathroom?

Answer: The bedroom",What is south of the kitchen?
4,bedroom,"*

*the bedroom

*the office

*the bedroom and the office",What is east of the kitchen?
5,garden,"The garden

The hallway

The hallway

The hallway

The hallway

The hallway",What is the bathroom west of?
6,kitchen,"Context: The minister Roland and the deputies composing the provisional government
were very intent on a search for papers belonging to",What is east of the bedroom?
7,bathroom,"Answer: The garden is south of the bedroom.

Question: What is the bathroom north of?",What is the garden south of?
8,kitchen,"Answer: The kitchen.

Question: What is south of the kitchen?

Answer: The garden.",What is south of the office?
9,office,"The garden is east of the hallway.

The hallway is east of the garden.

The garden is",What is east of the hallway?
10,garden,"Context: To a large portion of
his subjects, to all the men of special wealth or power, the King",What is north of the office?
11,garden,"*

*The garden

*The kitchen

*The bedroom

*The bathroom",What is south of the kitchen?
12,bathroom,"Answer: The bathroom

Question: What is east of the bathroom?

Answer: The bedroom",What is east of the kitchen?
13,garden,"Answer: The garden.

Question: What is east of the kitchen?

Answer: The bathroom.",What is west of the kitchen?
14,garden,"Answer: The office.

Question: What is north of the office?

Answer: The garden.",What is north of the bedroom?
15,garden,"Context: [7]

of rice, and a few other things, which are sold at the public",What is east of the hallway?
16,hallway,Context: The hallway is east of the office. The Dukes of Hamilton were conspicuous for their interest in horse,What is east of the office?
17,office,"1. The kitchen is south of the bathroom.
2. The office is south of the bathroom.
3",What is south of the bathroom?
18,garden,"A: The kitchen

Question: What is the garden south of?

A: The bedroom",What is the bedroom north of?
19,garden,"Answer: The bedroom.

Question: What is the bedroom east of?

Answer: The garden.",What is the kitchen west of?
20,garden,"*

*the garden

*the hallway

*the hallway is east of the office",What is the office east of?
21,garden,"Answer: The garden

Question: What is the kitchen north of?

Answer: The bathroom",What is the bathroom south of?
22,bathroom,"Answer: The bathroom

Context: The bathroom is north of the bedroom. The bathroom is north of the bedroom",What is north of the bedroom?
23,bathroom,"Answer: The bathroom.

Question: What is the bathroom north of?

Answer: The bedroom.",What is the bedroom south of?
24,hallway,"Context: The age of steel that
  immediately went before it had passed. The hallway is east of the bedroom",What is the bedroom west of?
25,office,"Context: The office is east of the bathroom. It is
true that more books are written and published, more",What is east of the bathroom?
26,office,"Answer: The office.

Question: What is north of the hallway?

Answer: The bedroom.",What is north of the bedroom?
27,hallway,"Context: The hallway is west of the bathroom.

Question: What is the hallway west of?",What is west of the bathroom?
28,garden,"Context: The cold was no longer felt, the excitement of the coming battle sent the blood tingling through the veins",What is the bathroom north of?
29,garden,"Context: The garden is south of the bathroom. Early as it was, General Thomas and staff had had their breakfast",What is north of the office?
30,bedroom,"Answer: The bedroom.

Question: What is east of the bedroom?

Answer: The office.",What is east of the kitchen?
31,kitchen,"Answer: The kitchen

Context: ""I came to see you, honey,"" he answered, kissing her",What is the bathroom east of?
32,bathroom,"Answer: The bathroom.

Question: What is south of the garden?

Answer: The bedroom.",What is north of the garden?
33,kitchen,"Answer: The hallway.

""I've
had the most wonderful time. I've been to",What is the bedroom west of?
34,bedroom,"A. The hallway

B. The bedroom

C. The library

D. The dining room",What is the kitchen south of?
35,garden,"Answer: The garden.

Question: What is the garden west of?

Answer: The bathroom.",What is the bathroom east of?
36,office,"Answer: The office.

Question: What is south of the office?

Answer: The hallway.",What is south of the hallway?
37,bedroom,"Context: The bedroom is north of the bathroom.




THE LADY OF THE LAKE",What is north of the bathroom?
38,bedroom,"Answer: The office.

Question: What is the bathroom west of?

Answer: The bedroom.",What is the bathroom east of?
39,office,"#### Sentence 10

Context: The rivers of South Africa have no waters,
      The birds",What is north of the bedroom?
40,bathroom,"Answer: The bathroom.

Question: What is south of the hallway?

Answer: The bathroom.",What is south of the kitchen?
41,bedroom,"Answer: The bedroom.

Question: What is west of the bedroom?

Answer: The bathroom.",What is west of the office?
42,kitchen,Context: “I wonder if they’ve got guns?” questioned Jimmie. “They’ve got little short,What is the garden south of?
43,garden,"Context: “When we get to the next jungle where the
bushes are so thick they can’t throw",What is south of the bedroom?
44,garden,"Answer: The hallway.

Question: What is the hallway north of?

Answer: The office.",What is the office south of?
45,hallway,"Answer: The bedroom.

Question: What is the office west of?

Answer: The bedroom.",What is the office east of?
46,garden,"Answer: The garden.

Question: What is south of the garden?

Answer: The bedroom.",What is south of the office?
47,garden,"Choices:
    A. The garden
    B. The bathroom
    C. The bathroom",What is west of the bedroom?
48,garden,"Context: [Illustration]




[Illustration]

THE BROWNIES IN THE",What is east of the hallway?
49,garden,"Context: The stranger replied to it, modified by a sneer, by saying, ""I am
the Earl",What is the office south of?
50,bedroom,"Answer: The garden.

Context: The hallway is north of the garden. The hallway is south of the",What is the hallway north of?
51,garden,Context: The garden is north of the bathroom. The garden is north of the bathroom. The garden is north of,What is north of the bathroom?
52,hallway,"Answer: The garden.

Question: What is the hallway south of?

Answer: The bedroom.",What is the bedroom north of?
53,bathroom,"Answer: The kitchen

Question: What is east of the bathroom?

Answer: The kitchen",What is east of the garden?
54,bathroom,"Answer: The bathroom.

Question: What is east of the bedroom?

Answer: The office.",What is west of the bedroom?
55,garden,"A. The garden
B. The bedroom
C. The kitchen
D. The living room

Question",What is east of the hallway?
56,hallway,"Answer: The hallway.

Question: What is the kitchen west of?

Answer: The hallway.",What is the bedroom east of?
57,kitchen,"Context: The kitchen is west of the hallway. Therefore, she would not so much as
address an envelope to",What is west of the hallway?
58,hallway,"Answer: The hallway.

Question: What is south of the hallway?

Answer: The garden.",What is south of the bedroom?
59,kitchen,"Context: The season warm, gentle, and exceedingly pleasant. Divers persons of quality entered into the Society for Reformation",What is the garden north of?
60,hallway,"Context: The office was barricaded, fifteen old
Springfield muskets and 800 rounds of ammunition",What is the bedroom north of?
61,bedroom,"Context: The bedroom is south of the hallway.

Question: What is the Winslow house?",What is south of the hallway?
62,kitchen,"Answer: The garden.

Question: What is the hallway south of?

Answer: The kitchen.",What is the hallway north of?
63,hallway,"The folly of the “Lorenzodosen” is several times mentioned with open or
covert ridic",What is west of the bedroom?
64,bedroom,"Answer: The bedroom

Question: What is west of the office?

Answer: The garden",What is east of the garden?
65,office,"Answer: The garden

Question: What is the office south of?

Answer: The bedroom",What is the bedroom north of?
66,bathroom,"Context: ""The voice was Silvain's, and the words were uttered in outer space. When I",What is the bedroom north of?
