Unnamed: 0,target,output,question
0,football,"Answer: Fred gave the football to Jeff.

Question: What did Fred give to Jeff?

Answer",What did Fred give to Jeff? 
1,Fred,"Answer: Fred

Question: Who grabbed the milk?

Answer: Jeff

Question: Who went",Who gave the football to Jeff? 
2,football,"Answer: The football.

Question: What did Jeff give to Fred?

Answer: The football.",What did Fred give to Jeff? 
3,Jeff,"Answer: Fred handed the football to Jeff.

Question: What did Rosendo do with the axe?",Who did Fred give the football to? 
4,Fred,"Answer: Fred

Question: What did Fred do with the football?

Answer: He handed it to",Who did Jeff give the football to? 
5,Jeff,"Answer: Jimmieboy

Question: Who was the major?

Answer: Jimmieboy",Who gave the apple? 
6,Bill,"Answer: Bill

Question: Who was the major?

Answer: Jimmieboy

Question:",Who received the apple? 
7,apple,"Answer: The apple.

Question: What did Fred give to Bill?

Answer: The apple.",What did Bill give to Fred? 
8,apple,"Answer: The apple

Question: What did Mary get?

Answer: The football

Question:",What did Bill give to Fred? 
9,Fred,"ACT I

_Scene: The living room of Hitty Judson's house. The room is",Who received the apple? 
10,Mary,Answer: Mary.,Who received the milk? 
11,milk,Answer: The milk.,What did Mary give to Bill? 
12,Bill,"Answer: Mary

Question: Who handed the milk to Mary?

Answer: Bill

Question:",Who received the milk? 
13,Bill,"Answer: Mary gave the milk to Bill.

Question: Who did Mary pass the milk to?",Who did Mary give the milk to? 
14,milk,"Answer: milk

Question: What did Jeff do?

Answer: journeyed

Question: What",What did Mary give to Bill? 
15,Jeff,"A. Fred

B. Jeff

C. Mary

D. Fred and Jeff

E",Who received the football? 
16,Fred,"Answer: Fred handed the football to Jeff.

Question: What did Tom do when he was left alone in",Who gave the football to Jeff? 
17,football,,What did Fred give to Jeff? 
18,Jeff,Answer: Jeff,Who received the football? 
19,Mary,"Answer: Jeff


A: I'm not sure if this is what you're looking for,",Who gave the milk? 
20,milk,Answer: milk,What did Jeff give to Mary? 
21,Mary,"Answer: Bill

Question: Who went to the garden?

Answer: Fred

Question: Who",Who gave the milk to Jeff? 
22,Mary,"Answer: Bill

Question: Who travelled to the kitchen?

Answer: Fred

Question: Who",Who gave the milk to Jeff? 
23,Bill,"Answer: Bill

Question: Who was the last person to travel to the office?

Answer: Jeff",Who gave the apple to Jeff? 
24,Jeff,"Answer: Bill

Question: Who got the apple?

Answer: Jeff

Question: Who passed",Who gave the apple? 
25,apple,"Answer: Jeff gave Fred the apple.

Question: What did Jeff do with the milk?

Answer",What did Jeff give to Fred? 
26,Fred,,Who received the apple? 
27,Jeff,Answer: Jeff,Who received the apple? 
28,Jeff,"Explanation: The answer to the question ""Who gave the apple?"" is not explicitly stated in the given text",Who gave the apple? 
29,Fred,"Answer: Fred

Question: Who did Jeff pass the apple to?

Answer: Fred

Question",Who did Jeff give the apple to? 
30,Mary,"Answer: Mary.

Question: Who took the milk? Answer: Bill.

Question: Who dropped the milk",Who gave the milk? 
31,Bill,"Answer: Mary

Question: Who picked up the apple?

Answer: Fred

Question: Who",Who gave the milk? 
32,Bill,"1. Jeff
2. Mary
3. Bill
4. Fred
5. None of the above",Who gave the milk to Mary? 
33,milk,"Answer: The milk.

Question: What did Fred pick up?

Answer: The apple.",What did Bill give to Mary? 
34,apple,"Answer: The apple

Question: What did Fred give to Mary?

Answer: The apple",What did Mary give to Fred? 
35,Jeff,"Answer: Jeff

Question: Who did Fred drop the milk?

Answer: Fred

Question:",Who did Fred give the milk to? 
36,Jeff,"Answer: Jeff

Question: Who did Fred pick up the milk from?

Answer: Mary",Who did Fred give the milk to? 
37,milk,"Answer: The milk.

Question: What did Fred give to Bill?

Answer: The apple.",What did Jeff give to Mary? 
38,milk,"Answer: The milk.

Question: What did Fred give to Bill?

Answer: The apple.",What did Jeff give to Mary? 
39,Fred,Answer: Fred gave the apple.,Who gave the apple? 
40,Mary,"Answer: Fred gave the milk.

Question: Who picked up the milk?

Answer: Fred picked",Who gave the milk? 
41,milk,"Answer:

The answer is:

milk",What did Mary give to Fred? 
42,Jeff,"Answer: Jeff

Question: Who passed the milk?

Answer: Jeff

Question: Who passed",Who gave the milk? 
43,Fred,"Answer: Mary

Question: Who passed the milk?

Answer: Mary

Question: Who picked",Who received the milk? 
44,Mary,"Answer: Fred

Question: Who got the milk?

Answer: Mary

Question: Who passed",Who gave the milk? 
45,Bill,"Answer: Bill.

Question: What did Fred do with the apple?

Answer: He put it",Who did Mary give the milk to? 
46,milk,"Answer: The milk.

and Chickamauga he commanded a division. He was killed at the head",What did Mary give to Bill? 
47,Mary,"Answer: Mary gave the milk to Bill.




THE BATTLE OF THE WILDER",Who gave the milk? 
48,Mary,"Answer: Mary.

Question: Who did Mary give the milk to?

Answer: Bill.",Who did Bill give the milk to? 
49,Bill,"Answer: Bill gave the milk to Mary.

Question: Who got the apple?

Answer: Jeff",Who gave the milk to Mary? 
50,Mary,"Answer: Mary gave the apple to Fred.

Mary gave the apple to Fred.

Mary gave the",Who gave the apple to Fred? 
51,Fred,"Answer: Fred gave the apple to Mary.

Question: Who gave the apple to Fred?

Answer",Who gave the apple to Mary? 
52,apple,Context: Jeff went back to the kitchen. Jeff went back to the hallway. Jeff passed the apple to Mary.,What did Fred give to Mary? 
53,apple,Answer: The apple.,What did Mary give to Jeff? 
54,apple,"Answer: The apple.

Question: What did Jeff do with the apple?

Answer: He handed",What did Mary give to Jeff? 
55,Fred,"Answer: Fred

Question: Who received the apple?

Answer: Fred

Question: Who received",Who received the football? 
56,football,"Answer: The football.

Question: What did Fred leave?

Answer: The apple.",What did Bill give to Fred? 
57,Bill,"Answer: Mary gave the apple.

“I’m going to take a look at the jaguars",Who gave the apple? 
58,Bill,"Context: “I’m not going to take any chances on
being poisoned. I’d rather build a",Who did Mary give the apple to? 
59,Jeff,"Answer: Jeff




                              CHAPTER XX. Jeff moved to the kitchen. “I’m going",Who did Bill give the apple to? 
60,Jeff,"Answer: Jeff

Question: What did the Inspector say to Trotting Wolf?

Answer: ""T",Who did Bill give the apple to? 
61,Bill,"Answer: Bill

Context: developed between us. I have not seen them for some time, but I",Who gave the apple to Jeff? 
62,Jeff,"Answer: Jeff

Question: Who took the milk?

Answer: Mary

Question: Who moved",Who gave the apple to Bill? 
63,Bill,"Answer: Jeff

Question: Who received the milk?

Answer: Mary

Question: Who received",Who received the apple? 
64,Mary,"Answer: Mary gave the milk.

Question: Who gave the apple?

Answer: Bill gave the",Who gave the milk? 
65,Mary,"Answer: Mary

Question: What was the name of the old woman?

Answer: Dipsas",Who gave the apple to Bill? 
66,Bill,"Context: 365, 'whose eyes corrupting all things by the very
looking upon them, Jupiter",Who did Mary give the apple to? 
67,Mary,"Answer: Mary

Question: Who did Mary pass the apple to?

Answer: Bill

Question",Who did Bill give the apple to? 
68,apple,"Answer: The apple.

Question: What did Mary do with the apple?

Answer: She passed",What did Bill give to Mary? 
69,Mary,"Answer: Mary

Question: Who did Frank believe one of the Black Caps was?

Answer: Wade",Who did Bill give the apple to? 
70,apple,"Answer: The apple.

Question: What did Jeff do with the apple?

Answer: He discarded",What did Fred give to Jeff? 
71,Jeff,"Answer: Fred

Question: Who was the girl?

Answer: GIRL

Question:",Who gave the football? 
72,Jeff,"Context: Jeff grabbed the apple there.

Context: Jeff took the football there.

Context: Jeff",Who gave the football? 
73,apple,"Answer: The apple.

Question: What did Bill give to Fred?

Answer: The apple.",What did Fred give to Bill? 
74,apple,"Answer: The apple.

Question: What did Bill do with the apple?

Answer: He passed",What did Fred give to Bill? 
75,Fred,"Answer: Fred.

Question: Who gave the football to Mary?

Answer: Fred.",Who gave the football? 
76,Fred,"Answer: Fred gave the football.

Question: Who took the football?

Answer: Fred took the",Who gave the football? 
77,Mary,"A. Van Bibber

B. Mary

C. Fred

D. Bill

E",Who received the football? 
78,Mary,"Answer: Mary

Context: The man who had been asleep for the last hour, dropped into a nighthawk",Who gave the football? 
79,football,"Answer:

Question: What did Mary give to Fred?

Answer:

Question: What did",What did Mary give to Fred? 
80,milk,"Answer: The milk.

        'If you'll only put yer shoulder to the wheel.'",What did Fred give to Jeff? 
81,milk,"Answer: The milk.

Question: What did Jeff give to Fred?

Answer: The football.",What did Fred give to Jeff? 
82,Fred,"Answer: Fred

Question: Who did Fred hand the milk to?

Answer: Jeff

Question",Who did Jeff give the milk to? 
