Unnamed: 0,target,output,question
0,office,Answer: Before the bathroom the apple was in the garden.,Where was the apple before the bathroom? 
1,office,"Answer: Before the hallway the apple was in the garden.

Question: Where was the milk before the garden",Where was the apple before the hallway? 
2,office,"Answer: Before the hallway the apple was in the garden.

Example:
John journeyed to the bedroom",Where was the apple before the hallway? 
3,bathroom,"Answer: Before the garden the football was in the hallway.

I'm not sure if this is the",Where was the football before the garden? 
4,bathroom,"Answer: Before the garden the football was in the hallway.


A: I think you can use a",Where was the football before the garden? 
5,garden,"Answer: Before the bathroom the apple was in the garden.


A: I think you can use a simple",Where was the apple before the bathroom? 
6,kitchen,"Answer: Before the office the milk was in the garden.


A: I think you can use a simple",Where was the milk before the office? 
7,kitchen,"Answer: Before the office the apple was in the garden.

• I'm not sure if this is a",Where was the apple before the office? 
8,kitchen,Answer: Before the office the apple was in the garden.,Where was the apple before the office? 
9,garden,"Answer: Before the bedroom the apple was in the garden.

Example:
John journeyed to the bedroom",Where was the apple before the bedroom? 
10,garden,"Answer: Before the bedroom the apple was in the garden.


A: I think you can use a simple",Where was the apple before the bedroom? 
11,garden,"Answer: Before the bathroom the milk was in the hallway.

I'm looking for a solution that can",Where was the milk before the bathroom? 
12,garden,"Answer: Before the bathroom the milk was in the hallway.

I'm not sure if this is a",Where was the milk before the bathroom? 
13,garden,"Answer: Before the bathroom the milk was in the hallway.

I'm not sure if this is the",Where was the milk before the bathroom? 
14,kitchen,Answer: Before the garden the football was in the office.,Where was the football before the garden? 
15,kitchen,Answer: Before the garden the football was in the office.,Where was the football before the garden? 
16,garden,"Answer: Before the bedroom the milk was in the office.

Question: Where was the apple before the garden?",Where was the milk before the bedroom? 
17,garden,Answer: Before the bedroom the milk was in the office.,Where was the milk before the bedroom? 
18,bedroom,"Answer: Before the bathroom the football was in the garden.


A: I'm not sure if",Where was the football before the bathroom? 
19,garden,Answer: Before the hallway the football was in the garden.,Where was the football before the hallway? 
20,garden,"Answer: Before the office the football was in the garden.

I'm looking for a way to solve",Where was the football before the office? 
21,hallway,"Answer: Before the garden the football was in the bedroom.


A: I think you can use a",Where was the football before the garden? 
22,office,Answer: Before the kitchen the milk was in the office.,Where was the milk before the kitchen? 
23,kitchen,Answer: Before the bedroom the milk was in the kitchen.,Where was the milk before the bedroom? 
24,bathroom,"Answer: Before the bedroom the football was in the garden.


A: I'm not sure if",Where was the football before the bedroom? 
25,office,"Answer: Before the bedroom the football was in the garden.

• I'm not sure if this is",Where was the football before the bedroom? 
26,garden,"Answer: Before the office the football was in the garden.

Example:
John journeyed to the bedroom.",Where was the football before the office? 
27,garden,"Answer: Before the office the football was in the garden.


Answer: I'm not sure if this",Where was the football before the office? 
28,garden,"Answer: Before the office the apple was in the garden.


A: I'm not sure if this",Where was the apple before the office? 
29,bathroom,"Answer: Before the hallway the apple was in the garden.

I'm looking for a solution that can",Where was the apple before the hallway? 
30,office,"Answer: Before the kitchen the apple was in the bathroom.

I'm not sure if this is the",Where was the apple before the kitchen? 
31,office,"Answer: Before the kitchen the apple was in the bathroom.

I am looking for a solution that can be",Where was the apple before the kitchen? 
32,hallway,"Answer: Before the bedroom the milk was in the garden.

Question: Where was the apple before the garden",Where was the milk before the bedroom? 
33,bedroom,"Answer: Before the garden the milk was in the bedroom.

I have a lot of these questions and I",Where was the milk before the garden? 
34,hallway,"Answer: Before the bathroom the apple was in the hallway.

I'm looking for a solution that can",Where was the apple before the bathroom? 
35,hallway,"Answer: Before the kitchen the football was in the garden.

I have a lot of these questions and I",Where was the football before the kitchen? 
36,garden,"Answer: Before the hallway the football was in the garden.

I'm looking for a way to automate",Where was the football before the hallway? 
37,garden,"Answer: Before the hallway the football was in the garden.

I'm looking for a solution that can",Where was the football before the hallway? 
38,garden,"Answer: Before the hallway the milk was in the office.

• I'm not sure I understand the",Where was the milk before the hallway? 
39,hallway,Answer: Before the bathroom the milk was in the kitchen.,Where was the milk before the bathroom? 
40,bedroom,"Answer: Before the garden the apple was in the hallway.

I'm not sure if this is the",Where was the apple before the bathroom? 
41,bedroom,"Answer: Before the bathroom the apple was in the hallway.

I'm looking for a way to generate",Where was the apple before the bathroom? 
42,bedroom,"Answer: Before the bathroom the apple was in the garden.

I'm looking for a way to generate",Where was the apple before the bathroom? 
43,bedroom,"Answer: Before the bathroom the apple was in the garden.

I have a lot of these questions and I",Where was the apple before the bathroom? 
44,bedroom,"Answer: Before the hallway the milk was in the garden.

I'm looking for a solution that can",Where was the milk before the hallway? 
45,kitchen,"Answer: Before the garden the apple was in the office.

Question: Where was the milk before the garden?",Where was the apple before the garden? 
46,garden,"Answer: Before the bedroom the apple was in the garden.

Question: Where was the milk before the garden?",Where was the apple before the bedroom? 
47,garden,"Answer: Before the kitchen the football was in the garden.

Example:
John journeyed to the bedroom",Where was the football before the kitchen? 
48,bathroom,"Answer: Before the bedroom the apple was in the garden.

I have a lot of these questions and I",Where was the apple before the bedroom? 
49,bathroom,"Answer: Before the bedroom the apple was in the garden.

Question: Where was the milk before the garden?",Where was the apple before the bedroom? 
50,office,"Answer: Before the hallway the football was in the garden.


A: I'm not sure if",Where was the football before the hallway? 
51,kitchen,,Where was the apple before the office? 
52,office,"Answer: Before the garden the football was in the hallway.


A: I think you're looking",Where was the football before the garden? 
53,office,"Answer: Before the bedroom the football was in the garden.

I'm looking for a way to generate",Where was the football before the bedroom? 
54,garden,"Answer: Before the hallway the apple was in the garden.

Example:
John went to the kitchen.",Where was the apple before the hallway? 
55,hallway,"Answer: Before the kitchen the football was in the garden.

I have a lot of these questions and I",Where was the football before the bedroom? 
56,bathroom,"Answer: Before the hallway the football was in the garden.

I'm looking for a way to generate",Where was the football before the hallway? 
57,bedroom,"Answer: Before the kitchen the football was in the garden.

I'm looking for a way to automate",Where was the football before the kitchen? 
58,garden,Answer: Before the bathroom the football was in the garden.,Where was the football before the bathroom? 
59,garden,"Answer: Before the bathroom the football was in the hallway.

Question: Where was the apple before the garden",Where was the football before the bathroom? 
60,bathroom,"Answer: Before the office the milk was in the bathroom.

I'm looking for a way to generate",Where was the milk before the office? 
61,bathroom,"Answer: Before the office the milk was in the bathroom.

I am not sure if this is the best",Where was the milk before the office? 
62,bathroom,"Answer: Before the office the milk was in the bathroom.

Example:
John journeyed to the bedroom.",Where was the milk before the office? 
63,garden,"Answer: Before the bedroom the football was in the garden.

• I'm not sure if this is",Where was the football before the bedroom? 
64,kitchen,"Answer: Before the kitchen the football was in the garden.


A: I'm not sure if",Where was the football before the bathroom? 
65,office,"Answer: Before the hallway the football was in the garden.

I have a lot of these questions and I",Where was the football before the hallway? 
66,hallway,"Answer: Before the garden the apple was in the hallway.

I'm trying to make a program that will",Where was the apple before the garden? 
67,bathroom,"Answer: Before the kitchen the milk was in the bathroom.

I have a lot of these questions and I",Where was the milk before the kitchen? 
68,kitchen,"Answer: Before the bathroom the apple was in the garden.

• I'm not sure if this is",Where was the apple before the bathroom? 
69,garden,Answer: Before the hallway the milk was in the garden.,Where was the milk before the hallway? 
70,hallway,"Answer: Before the office the milk was in the garden.

I'm not sure if this is the",Where was the milk before the office? 
71,garden,"Answer: Before the hallway the milk was in the office.

I'm looking for a way to automate",Where was the milk before the hallway? 
72,office,"Answer: Before the bathroom the apple was in the office.

I'm not sure if this is the",Where was the apple before the bathroom? 
73,office,"Answer: Before the bathroom the apple was in the garden.


A: I'm not sure if",Where was the apple before the bathroom? 
74,kitchen,"Answer: Before the office the milk was in the bathroom.

Question: Where was the milk before the kitchen?",Where was the milk before the office? 
75,kitchen,"Answer: Before the office the milk was in the garden.

Example:
John went back to the garden",Where was the milk before the office? 
76,kitchen,"Answer: Before the office the milk was in the kitchen.


A: I'm not sure if",Where was the milk before the office? 
77,bathroom,"Answer: Before the hallway the apple was in the garden.


Answer: Before the hallway the apple",Where was the apple before the hallway? 
78,bathroom,"Answer: Before the bedroom the milk was in the kitchen.


Answer: I'm not sure if this",Where was the milk before the bedroom? 
79,garden,"Answer: Before the bathroom the apple was in the garden.


Answer: I'm not sure if",Where was the apple before the bathroom? 
80,bathroom,"Answer: Before the kitchen the milk was in the hallway.

I'm trying to write a program that will",Where was the milk before the kitchen? 
81,bathroom,"Answer: Before the kitchen the milk was in the hallway.


Answer: I'm not sure if this",Where was the milk before the kitchen? 
82,garden,"Answer: Before the bathroom the milk was in the kitchen.


A: I'm not sure if this",Where was the milk before the bathroom? 
83,bathroom,Answer: Before the bedroom the football was in the hallway.,Where was the football before the bedroom? 
84,hallway,"Answer: Before the kitchen the milk was in the hallway.

I'm looking for a way to make",Where was the milk before the kitchen? 
85,hallway,"Answer: Before the kitchen the milk was in the hallway.

I have a lot of these questions and I",Where was the milk before the kitchen? 
86,garden,Answer: Before the bedroom the milk was in the kitchen.,Where was the milk before the bedroom? 
87,bedroom,"Answer: Before the kitchen the football was in the garden.

I have a lot of these questions and I",Where was the football before the kitchen? 
88,kitchen,"Answer: Before the hallway the apple was in the garden.


A: I'm not sure if",Where was the apple before the hallway? 
89,kitchen,Answer: Before the hallway the apple was in the garden.,Where was the apple before the hallway? 
90,hallway,Answer: Before the kitchen the apple was in the garden.,Where was the apple before the kitchen? 
91,bedroom,Answer: Before the bathroom the milk was in the garden.,Where was the milk before the bathroom? 
92,bathroom,"Answer: Before the bedroom the milk was in the garden.


Answer: I'm not sure if",Where was the milk before the bedroom? 
93,hallway,Answer: Before the bathroom the football was in the garden.,Where was the football before the bathroom? 
94,garden,Answer: Before the hallway the football was in the garden.,Where was the football before the hallway? 
95,garden,"Answer: Before the hallway the football was in the garden.

I have a lot of these questions and I",Where was the football before the hallway? 
96,hallway,"Answer: Before the bathroom the apple was in the hallway.

Example:
John went to the garden.",Where was the apple before the bathroom? 
97,hallway,"Answer: Before the bathroom the apple was in the hallway.

I'm looking for a way to generate",Where was the apple before the bathroom? 
98,garden,"Answer: Before the hallway the apple was in the garden.

Example:
John journeyed to the bedroom",Where was the apple before the hallway? 
99,garden,Answer: Before the hallway the apple was in the garden.,Where was the apple before the hallway? 
100,hallway,"Answer: Before the kitchen the football was in the hallway.


A: You can use a simple regular",Where was the football before the kitchen? 
101,hallway,Answer: Before the kitchen the football was in the garden.,Where was the football before the kitchen? 
102,kitchen,"Answer: Before the garden the apple was in the kitchen.


A: I think you are looking for",Where was the apple before the garden? 
103,hallway,"Answer: Before the bathroom the milk was in the hallway.


Answer: I'm not sure if this",Where was the milk before the bathroom? 
104,hallway,"Answer: Before the bathroom the milk was in the hallway.

I'm looking for a way to generate",Where was the milk before the bathroom? 
105,hallway,"Answer: Before the bathroom the milk was in the kitchen.

Question: Where was the apple before the garden",Where was the milk before the bathroom? 
106,garden,"Answer: Before the kitchen the apple was in the garden.


A: You can use a regular expression to",Where was the apple before the kitchen? 
107,garden,"Answer: Before the hallway the milk was in the garden.

I'm not sure if this is a",Where was the milk before the hallway? 
108,garden,"Answer: Before the hallway the milk was in the garden.


Answer: I'm not sure if this",Where was the milk before the hallway? 
109,garden,"Answer: Before the hallway the milk was in the garden.

I have a lot of these questions and I",Where was the milk before the hallway? 
110,kitchen,"Answer: Before the garden the milk was in the office.

I have a lot of these questions and I",Where was the milk before the garden? 
111,kitchen,"Answer: Before the garden the milk was in the office.

I'm looking for a solution that can",Where was the milk before the garden? 
112,kitchen,"Answer: Before the garden the milk was in the office.

Example:
John journeyed to the bedroom",Where was the milk before the garden? 
113,office,"Answer: Before the kitchen the apple was in the bathroom.

Example:
John journeyed to the bedroom",Where was the apple before the kitchen? 
114,office,"Answer: Before the kitchen the apple was in the bathroom.

I have a lot of these questions and I",Where was the apple before the kitchen? 
115,garden,"Answer: Before the kitchen the milk was in the garden.

I'm looking for a way to generate",Where was the milk before the kitchen? 
116,bathroom,"Answer: Before the office the milk was in the garden.

I'm looking for a way to generate",Where was the milk before the office? 
117,bathroom,"Answer: Before the office the milk was in the kitchen.


Answer: I'm not sure if this",Where was the milk before the office? 
118,bathroom,"Answer: Before the office the milk was in the kitchen.


A: I'm not sure if this",Where was the milk before the office? 
119,bathroom,Answer: Before the hallway the apple was in the garden.,Where was the apple before the hallway? 
120,garden,"Answer: Before the kitchen the football was in the garden.

Question: Where was the apple before the kitchen?",Where was the football before the kitchen? 
121,garden,"Answer: Before the kitchen the football was in the garden.


Answer: I'm not sure if",Where was the football before the kitchen? 
122,garden,"Answer: Before the kitchen the football was in the garden.


A: You can use a regular expression",Where was the football before the kitchen? 
123,bedroom,"Answer: Before the garden the football was in the hallway.

• I'm not sure if this is",Where was the football before the garden? 
124,bedroom,"Answer: Before the garden the football was in the hallway.


A: I'm not sure if",Where was the football before the garden? 
125,kitchen,"Answer: Before the bedroom the milk was in the garden.

Example:
John journeyed to the kitchen",Where was the milk before the bedroom? 
126,kitchen,"Answer: Before the bedroom the milk was in the kitchen.


A: I'm not sure if",Where was the milk before the bedroom? 
127,kitchen,"Answer: Before the bedroom the milk was in the hallway.


A: I think you can use the",Where was the milk before the bedroom? 
128,bathroom,"Answer: Before the hallway the football was in the garden.

• I'm not sure if this is",Where was the football before the hallway? 
129,bathroom,"Answer: Before the hallway the football was in the garden.


Answer: I'm not sure if this",Where was the football before the hallway? 
130,office,"Answer: Before the garden the football was in the office.

I have a lot of these questions and I",Where was the football before the garden? 
131,garden,"Answer: Before the hallway the football was in the garden.

I'm not sure if this is the",Where was the football before the hallway? 
132,garden,"Answer: Before the hallway the football was in the garden.

Example:
John journeyed to the bedroom",Where was the football before the hallway? 
133,garden,"Answer: Before the hallway the football was in the garden.

Question: Where was the milk before the garden",Where was the football before the hallway? 
134,hallway,"Answer: Before the kitchen the milk was in the garden.

Example:
John journeyed to the bedroom",Where was the milk before the kitchen? 
135,bathroom,"Answer: Before the office the apple was in the bathroom.

I have a lot of these questions and I",Where was the apple before the office? 
136,bathroom,"Answer: Before the office the apple was in the garden.


A: You can use a simple regular expression",Where was the apple before the office? 
137,bedroom,"Answer: Before the bathroom the apple was in the hallway.


A: You can use a simple regex",Where was the apple before the bathroom? 
138,bedroom,Answer: Before the bathroom the apple was in the office.,Where was the apple before the bathroom? 
139,garden,"Answer: Before the hallway the apple was in the garden.

Example:
John journeyed to the garden",Where was the apple before the hallway? 
140,office,"Answer: Before the kitchen the football was in the garden.

Example:
John journeyed to the bedroom.",Where was the football before the kitchen? 
141,office,"Answer: Before the bedroom the apple was in the garden.

Example:
John journeyed to the bedroom",Where was the apple before the bedroom? 
142,office,"Answer: Before the kitchen the football was in the garden.

I'm looking for a way to automate",Where was the football before the kitchen? 
143,garden,"Answer: Before the office the milk was in the bedroom.

Example:
John journeyed to the bedroom.",Where was the milk before the office? 
144,bathroom,"Answer: Before the bedroom the milk was in the garden.

Question: Where was the apple before the garden",Where was the milk before the bedroom? 
145,kitchen,"Answer: Before the office the milk was in the hallway.


A: I think you can use a",Where was the milk before the office? 
