,target,output,question
0,Jeff,"Answer: Jeff
Question: Who did Jeff hand the football to?
Answer: Fred
Question: Who did Fred",Who did Fred give the football to? 
1,Bill,"Answer: Fred

Question: Who gave the football?

Answer: Jeff

Question: What did",Who did Mary give the milk to? 
2,Jeff,Answer: Jeff. Question: Who did Jeff give the milk to? Answer: The baby. Question: Who did the baby,Who did Fred give the milk to? 
3,milk,"Answer: apple

Question: What did Fred give to Bill?
Answer: apple

Question: What did",What did Mary give to Fred? 
4,Fred,"Answer: Fred.

Question: Who was the first to receive the milk?
Answer: Fred.",Who received the milk? 
5,apple,Answer: The apple. Question: What did Fred give to Bill? Answer: The milk. Question: What did Bill give,What did Mary give to Jeff? 
6,apple,"Answer: apple

Question: What did Fred take from the garden?

Answer: apple

Question",What did Mary give to Jeff? 
7,apple,"Answer: apple

Question: What did Bill take from the garden?

Answer: apple

Question",What did Fred give to Bill? 
8,Jeff,"Answer: Jeff

Question: Who gave the milk to Jeff?

Answer: Fred

Question:",Who gave the milk to Fred? 
9,Fred,Answer: Bill. Question: Who took the apple there? Answer: Bill. Question: Who took the apple there? Answer,Who gave the apple to Mary? 
10,Jeff,"Answer: Jeff

Question: Who gave the apple?
Answer: Mary

Question: Who gave the apple",Who received the football? 
11,Jeff,"Answer: Jeff

Question: Who did Mary give the apple to?
Answer: Jeff

Question: Who",Who did Mary give the football to? 
12,milk,Answer: A shilling. Question: What did Bill do with the shilling? Answer: He spent it on drink.,What did Mary give to Bill? 
13,Bill,Answer: Bill. Question: Who did Bill take the milk to? Answer: Mary. Question: Who did Mary give the,Who did Mary give the milk to? 
14,milk,"Answer: The milk.




CHAPTER XXI.

THE BATTLE. ""I'm",What did Mary give to Bill? 
15,apple,"Answer: The apple.

Question: What did Jeff do with the apple?
Answer: He passed it to",What did Fred give to Mary? 
16,Mary,Answer: Jeff. Question: Who was the first to receive the football? Answer: Jeff. Question: Who was the second,Who received the football? 
17,apple,"Answer: An apple.

Question: What did Bill give to Fred?

Answer: A football.",What did Fred give to Bill? 
18,Jeff,"Answer: The man

Question: What did the man do with the apple?

Answer: He ate",Who received the apple? 
19,Bill,"Answer: Fred

Question: Who did Fred give the apple to?
Answer: Bill

Question: Who",Who did Mary give the football to? 
20,Fred,"Answer: The cow.

Question: What did the cow give?

Answer: The milk.",Who gave the milk to Jeff? 
21,Mary,Answer: Jeff. Question: Who gave the milk? Answer: Mary. Question: Who took the milk? Answer: Mary,Who received the milk? 
22,Mary,"Answer: Jeff

Question: Who took the milk there? Answer: Jeff

Question: Who took the milk there",Who gave the milk? 
23,milk,"Answer: The milk.

Question: What did Mary give to Bill?

Answer: The milk.",What did Bill give to Mary? 
24,milk,"Answer: The milk.











End of the Project Gutenberg E",What did Jeff give to Bill? 
25,football,Answer: The football. Question: What did Frank do with the football? Answer: He passed it to Fred. Question:,What did Jeff give to Fred? 
26,Mary,Answer: Tom Fairfield. Question: Who gave the football? Answer: Tom Fairfield. Question: Who gave the football? Answer,Who gave the football? 
27,Mary,"Answer: Mary

Question: Who gave the apple to Mary?

Answer: Bill

Question:",Who gave the apple to Bill? 
28,Fred,"Answer: Mary

Question: Who gave the apple to Mary?

Answer: Fred

Question:",Who received the apple? 
29,Mary,"Answer: Mary

Question: Who gave the milk to Bill?
Answer: Mary

Question: Who gave",Who gave the milk to Bill? 
30,milk,Answer: The milk. Question: What did Mary give to Jeff? Answer: The milk. Question: What did Mary give,What did Mary give to Jeff? 
31,Mary,"Answer: The Queen.

Question: Who gave the milk?

Answer: The Queen.",Who gave the milk? 
32,Fred,"Answer: Jeff journeyed to the office.

Question: Who gave the apple to Mary? Answer: Jeff journeyed",Who gave the apple to Mary? 
33,football,Answer: The apple. Question: What did Mary give to Bill? Answer: The apple. Question: What did Bill give,What did Bill give to Mary? 
34,apple,"Answer: Fred gave the apple to Mary.

Question: What did Mary do with the apple?",What did Fred give to Mary? 
35,apple,"Answer: apple

Question: What did Bill give to Fred?
Answer: apple

Question: What did",What did Fred give to Bill? 
36,Jeff,"Answer: Fred.

Question: Who gave the milk? Answer: Fred.

Question: Who gave the milk",Who gave the milk? 
37,Bill,"Answer: Fred

Question: Who gave the football?
Answer: Jeff

Question: What did Fred give",Who did Mary give the apple to? 
38,Fred,"Answer: Mary

Question: Who gave the apple to Bill?
Answer: Bill

Question: Who gave",Who gave the football to Mary? 
39,milk,"Answer: The milk

Question: Who did Mary give the milk to?

Answer: Fred",What did Mary give to Fred? 
40,milk,Answer: The milk. Question: What did Bill take? Answer: The milk. Question: What did Bill take? Answer,What did Fred give to Mary? 
41,Mary,"Answer: Mary. the cheering he turned and waved his hand to us, and then ran like a
hare for the gate",Who gave the football? 
42,Fred,"Answer: The man who received the apple was Fred.




                               CHAPTER XV.",Who received the apple? 
43,Mary,"Answer: Mary

Question: Who gave the apple to Fred?
Answer: Mary

Question: Who gave",Who gave the apple? 
44,Fred,Answer: Bill gave the apple to Fred. Question: Who gave the apple to Fred? Answer: Fred gave the apple to,Who gave the apple to Bill? 
45,apple,"Answer: apple

Question: What did Bill take from Fred? Answer: apple

Question: What did Bill take",What did Fred give to Bill? 
46,Fred,"Answer: The apple was handed to Fred.

Question: Who received the apple?

Answer: The",Who received the apple? 
47,Fred,"Answer: The milk was received by Fred.

Question: Who received the milk?

Answer: The",Who received the milk? 
48,Mary,"Answer: Mary.




/Chap. CCXLVIII./--_Of the Col",Who received the football? 
49,apple,"Answer: apple

Question: What did Jeff give to Mary?
Answer: apple

Question: What did",What did Bill give to Mary? 
50,apple,"Answer: A kiss.

Question: What did Fred give to Mary? Answer: A kiss.

Question:",What did Mary give to Fred? 
51,apple,Answer: Fred gave the apple to Bill. Question: What did Fred give to Bill? Answer: Fred gave the apple to,What did Fred give to Bill? 
52,apple,"Answer: Fred gave Bill the apple.

Question: What did Bill give to Fred?

Answer:",What did Fred give to Bill? 
53,milk,"Answer: Milk

Question: What did Fred give to Jeff? Answer: Milk

Question: What did Jeff give",What did Jeff give to Fred? 
54,Mary,"Answer: Mary











End of the Project Gutenberg E",Who received the milk? 
55,Jeff,"Answer: Jeff
Question: What did Fred do?
Answer: He passed the football to Fred.
Question:",Who gave the football? 
56,Bill,"Answer: Bill
Question: Who did Mary give the apple to?
Answer: Fred
Question: Who gave the",Who gave the football to Fred? 
57,Mary,"Answer: Mary.

Question: Who gave the apple?

Answer: Fred.

Question:",Who received the football? 
58,Mary,"Answer: Jeff

Question: Who took the milk there?

Answer: Bill

Question: Who",Who gave the football to Fred? 
59,Jeff,"Answer: Jeff

Question: Who did Jeff give the milk to?

Answer: Mary

Question",Who did Bill give the milk to? 
60,Fred,"Answer: Fred.

Question: Who gave the football to Fred?

Answer: Jeff.",Who gave the football to Jeff? 
61,Jeff,"Answer: Bill

Question: What did Fred give to Bill?

Answer: apple

Question:",Who gave the apple to Fred? 
62,Bill,"Answer: Bill. ""But,"" said I, ""the manufacturer's stamp is not the only thing lost by",Who received the milk? 
63,Jeff,Answer: Fred.,Who did Bill give the apple to? 
64,milk,"Answer: The milk

Question: Who did Mary give the apple to?

Answer: Fred",What did Mary give to Fred? 
65,Jeff,"Answer: Mary

Question: Who gave the apple? Answer: Jeff

Question: Who handed the apple? Answer",Who received the apple? 
66,Jeff,"Answer: Jeff

Question: Who took the apple from Bill?
Answer: Jeff

Question: Who took",Who gave the apple to Bill? 
67,apple,"Answer: An apple.

Question: What did Mary give to Fred?
Answer: An apple.",What did Mary give to Fred? 
68,Bill,Answer: Bill. Question: What did Fred give to Bill? Answer: The apple. Question: What did Bill give to,Who did Fred give the apple to? 
69,Jeff,"Answer: Bill

Question: Who took the apple?

Answer: Bill

Question: Who ate",Who gave the apple? 
70,Bill,"Answer: Bill

Question: Who took the milk there?
Answer: Bill

Question: Who did Fred",Who gave the milk to Fred? 
71,Bill,Answer: Stephen. Question: Who did Stephen give the apple to? Answer: Jeff. Question: Who did Bill give the,Who did Jeff give the football to? 
72,Fred,"Answer: Jeff

Question: Who took the milk?

Answer: Jeff

Question: Who gave",Who gave the milk? 
73,apple,Answer: The apple. Question: What did Bill give to Mary? Answer: The apple. Question: What did Mary give,What did Mary give to Bill? 
74,Jeff,"Answer: The milk was received by the
gudeman. Question: What did the gudeman do with the milk",Who received the milk? 
75,Bill,"Answer: Fred gave the milk to Bill.

Question: Who did Fred give the milk to?
Answer:",Who did Fred give the milk to? 
76,Bill,"Answer: Mary gave the apple to Bill.

Question: Who gave the apple?

Answer: Mary",Who gave the apple? 
77,Jeff,"Answer: Bill
Question: Who took the apple?
Answer: Jeff
Question: Who gave the apple to Jeff",Who gave the apple? 
78,Fred,"Answer: Mother Bunch.

Question: Who was the person who received the football?

Answer:",Who received the football? 
79,football,Answer: The football there. Question: What did Mary give to Fred? Answer: The football there. Question: What did,What did Mary give to Fred? 
