,target,output,question
0,kitchen,"Answer: In the go-down.

Question: Where is the go-down?

Answer:",Where is the football? 
1,garden,"Answer: In the cow. Question: Where is the
cow? Answer: In the meadow. Question: Where is",Where is the milk? 
2,bedroom,"Answer: In the bedroom.




                               BOOK IV. CHAPTER I.

                                ROMAN",Where is the apple? 
3,bedroom,"Answer: In the bedroom.

Question: Where is the milk?

Answer: In the kitchen.",Where is the apple? 
4,kitchen,Answer: In the garden. Question: Where is the garden? Answer: In the world. Question: Where is the world,Where is the apple? 
5,hallway,"Answer: In the basket.

Question: Where is the basket?

Answer: On the table.",Where is the apple? 
6,kitchen,Answer: In the jug. Question: Where is the jug? Answer: On the table. Question: Where is the table,Where is the milk? 
7,garden,Answer: In the cow. Question: Where is the cow? Answer: In the barn. Question: Where is the barn,Where is the milk? 
8,bedroom,"Answer: In the refrigerator.

Question: Where is the refrigerator?

Answer: In the kitchen.",Where is the milk? 
9,bathroom,Answer: In the cow. Question: Where is the cow? Answer: In the field. Question: Where is the field,Where is the milk? 
10,bathroom,"Answer: In the hallway.

but he made a great point of the fact that the Liberal Party was the",Where is the football? 
11,bedroom,"Answer: In the kitchen.




                               CHAPTER VI.

                                   ITALY.",Where is the milk? 
12,bathroom,"Answer: In the kitchen.

Question: Where is the apple? Answer: In the kitchen.

Question:",Where is the apple? 
13,kitchen,Answer: In the kitchen. Question: What is the football? Answer: A ball. Question: What is the ball?,Where is the football? 
14,bedroom,"Answer: In the basket.

Question: Where is the basket?

Answer: In the basket.",Where is the apple? 
15,garden,"""I don't know,"" said Moira, ""but I am glad I did not see it."" ""I",Where is the apple? 
16,bedroom,"Answer: In the pocket of Burt's coat. ""Burt,"" she said, ""you are not well",Where is the football? 
17,bedroom,Answer: In the pie. Question: What is the pie? Answer: In the oven. Question: What is the oven,Where is the apple? 
18,garden,"Answer: In the cow. Question: Where is the music? Answer: In the musician.

And if the musician",Where is the milk? 
19,garden,Answer: In the refrigerator. Question: Where is the milk? Answer: In the refrigerator. Question: Where is the milk,Where is the milk? 
20,office,Answer: In the basket.,Where is the apple? 
21,bedroom,"""I know,"" said Cissy, with a little toss of her head, ""but I didn't
care",Where is the milk? 
22,garden,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the kitchen.",Where is the milk? 
23,bathroom,Answer: In the refrigerator. Question: Where is the refrigerator? Answer: In the kitchen. Question: Where is the kitchen,Where is the milk? 
24,office,Answer: In the basket. Question: What is the apple? Answer: A fruit. Question: What is a fruit?,Where is the apple? 
25,garden,"Answer: In the
basket. Question: Where is the basket? Answer: In the
closet. Question: Where",Where is the football? 
26,garden,"Answer: In the garden.







End of the Project Gutenberg EBook of The",Where is the football? 
27,bedroom,"Answer: In the basket.

Question: Where is the basket?

Answer: In the basket.",Where is the apple? 
28,hallway,Answer: In the basket. Question: Where is the basket? Answer: On the table. Question: Where is the table,Where is the apple? 
29,hallway,"Answer: In the pocket.

Question: Where is the apple?

Answer: In the pocket.",Where is the apple? 
30,hallway,"Answer: In the basket.

Question: Where is the basket?

Answer: On the table.",Where is the apple? 
31,garden,"Answer: In the bathroom.

Question: What is the football doing there?

Answer: It is",Where is the football? 
32,hallway,Answer: In the basket. Question: Where is the basket? Answer: On the table. Question: Where is the table,Where is the apple? 
33,kitchen,"Answer: In the hallway.

Answer: In the hallway.

Answer: In the hallway.",Where is the football? 
34,hallway,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the kitchen.",Where is the milk? 
35,kitchen,"Answer: In the basket.

""I'm not sure I'm not going to have to take",Where is the apple? 
