Unnamed: 0,target,output,question
0,football,"Answer: football

Context: Fred picked up the apple there. Fred gave the apple to Bill.",What did Fred give to Jeff? 
1,Fred,"Answer: Fred

Context: Fred picked up the football there. Fred gave the football to Jeff. Bill went back",Who gave the football to Jeff? 
2,football,"Answer: football

Context: Jeff picked up the football there. Jeff gave the football to Fred. Bill went back",What did Fred give to Jeff? 
3,Jeff,"Answer: Jeff

Context: Fred picked up the football there. Fred gave the football to Jeff. Bill went back",Who did Fred give the football to? 
4,Fred,"Answer: Fred

Context: Jeff picked up the football there. Jeff gave the football to Fred. Bill went back",Who did Jeff give the football to? 
5,Jeff,"Answer: Jeff

Context: Mary moved to the hallway. Jeff moved to the garden. Jeff got the apple there",Who gave the apple? 
6,Bill,"Answer: Bill

Context: Mary moved to the hallway. Jeff moved to the garden. Jeff got the apple there",Who received the apple? 
7,apple,"Answer: apple

Context: Mary moved to the hallway. Jeff moved to the garden. Jeff got the apple there",What did Bill give to Fred? 
8,apple,"Answer: apple

Context: Mary moved to the hallway. Jeff moved to the garden. Jeff got the apple there",What did Bill give to Fred? 
9,Fred,"Answer: Fred

Context: Mary moved to the hallway. Jeff moved to the garden. Jeff got the apple there",Who received the apple? 
10,Mary,"Answer: Mary

Context: Jeff picked up the apple there. Jeff handed the apple to Bill. Bill went to",Who received the milk? 
11,milk,"Answer: milk

Context: Fred journeyed to the bedroom. Fred got the milk there. Fred went back to",What did Mary give to Bill? 
12,Bill,"Answer: Bill

Context: Fred journeyed to the bedroom. Fred got the milk there. Fred went back to",Who received the milk? 
13,Bill,"Answer: Bill

Context: Fred journeyed to the bedroom. Fred got the milk there. Fred went back to",Who did Mary give the milk to? 
14,milk,"Answer: milk

Question: What did Fred give to Bill?
Answer: apple

Question: What did",What did Mary give to Bill? 
15,Jeff,"Answer: Jeff

Context: Fred got the football there. Fred travelled to the garden. Fred passed the football to",Who received the football? 
16,Fred,"Answer: Fred

Context: Fred got the football there. Fred travelled to the garden. Fred passed the football to",Who gave the football to Jeff? 
17,football,"Answer: football

Context: Fred got the football there. Fred travelled to the garden. Fred passed the football to",What did Fred give to Jeff? 
18,Jeff,"Answer: Jeff

Context: Mary got the apple there. Mary moved to the garden. Mary handed the apple to",Who received the football? 
19,Mary,"Answer: Mary

Question: Who took the milk?
Answer: Jeff

Question: Who took the apple",Who gave the milk? 
20,milk,"Answer: milk

Question: What did Fred give to Bill?

Answer: football

Question:",What did Jeff give to Mary? 
21,Mary,"Answer: Mary

Question: Who gave the milk to Jeff?
Answer: Mary

Question: Who gave",Who gave the milk to Jeff? 
22,Mary,"Answer: Mary

Question: Who gave the milk to Jeff?

Answer: Mary

Question:",Who gave the milk to Jeff? 
23,Bill,"Answer: Bill

Question: Who gave the milk to Jeff?
Answer: Fred

Question: Who gave",Who gave the apple to Jeff? 
24,Jeff,"Answer: Bill

Question: Who gave the milk?
Answer: Jeff

Question: Who gave the football",Who gave the apple? 
25,apple,"Answer: apple

Question: What did Jeff give to Bill?
Answer: milk

Question: What did",What did Jeff give to Fred? 
26,Fred,"Answer: Fred

Context: Bill travelled to the garden. Jeff travelled to the garden. Bill travelled to the bathroom",Who received the apple? 
27,Jeff,"Answer: Fred

Question: Who gave the apple?
Answer: Jeff

Question: Who took the apple",Who received the apple? 
28,Jeff,"Answer: Jeff

Question: Who got the apple?
Answer: Jeff

Question: Who got the milk",Who gave the apple? 
29,Fred,"Answer: Fred

Question: Who did Fred give the apple to?
Answer: Jeff

Question: Who",Who did Jeff give the apple to? 
30,Mary,"Answer: Mary

Context: Fred grabbed the football there. Jeff picked up the apple there. Bill took the milk",Who gave the milk? 
31,Bill,"Answer: Mary

Context: Fred grabbed the football there. Jeff picked up the apple there. Bill took the milk",Who gave the milk? 
32,Bill,"Answer: Mary

Question: Who gave the apple to Fred?
Answer: Fred

Question: Who gave",Who gave the milk to Mary? 
33,milk,"Answer: milk

Question: What did Fred give to Mary?
Answer: apple

Question: What did",What did Bill give to Mary? 
34,apple,"Answer: apple

Question: What did Fred give to Mary?
Answer: apple

Question: What did",What did Mary give to Fred? 
35,Jeff,"Answer: Jeff

Question: What did Fred give to Jeff?

Answer: milk

Question:",Who did Fred give the milk to? 
36,Jeff,"Answer: Jeff

Question: What did Fred give to Jeff?
Answer: milk

Question: What did",Who did Fred give the milk to? 
37,milk,"Answer: milk

Question: What did Mary give to Fred?
Answer: apple

Question: What did",What did Jeff give to Mary? 
38,milk,"Answer: milk

Question: What did Mary give to Fred?

Answer: apple

Question:",What did Jeff give to Mary? 
39,Fred,"Answer: Fred

Question: Who took the apple?
Answer: Fred

Question: Who took the milk",Who gave the apple? 
40,Mary,"Answer: Fred

Example:
Jeff picked up the football there. Jeff passed the football to Fred. Jeff got",Who gave the milk? 
41,milk,"Answer: milk

Question: What did Fred give to Bill?
Answer: milk

Question: What did",What did Mary give to Fred? 
42,Jeff,"Answer: Fred

Question: Who took the milk?
Answer: Jeff

Question: Who took the apple",Who gave the milk? 
43,Fred,"Answer: Fred

Question: Who gave the milk?
Answer: Jeff

Question: Who took the milk",Who received the milk? 
44,Mary,"Answer: Fred

Question: Who took the milk?
Answer: Jeff

Question: Who took the apple",Who gave the milk? 
45,Bill,"Answer: Bill

Question: What did Fred give to Bill?
Answer: apple

Question: Who did",Who did Mary give the milk to? 
46,milk,"Answer: milk

Question: What did Fred give to Bill?
Answer: apple

Question: What did",What did Mary give to Bill? 
47,Mary,"Answer: Mary

Question: Who got the apple?
Answer: Fred

Question: Who got the football",Who gave the milk? 
48,Mary,"Answer: Mary

Question: Who did Fred give the apple to?

Answer: Bill

Question",Who did Bill give the milk to? 
49,Bill,"Answer: Bill

Question: Who got the apple?
Answer: Jeff

Question: Who got the milk",Who gave the milk to Mary? 
50,Mary,"Answer: Jeff

Context: Bill grabbed the apple there. Jeff went back to the kitchen. Fred went to the",Who gave the apple to Fred? 
51,Fred,"Answer: Fred

Question: Who gave the apple to Fred?
Answer: Mary

Question: Who gave",Who gave the apple to Mary? 
52,apple,"Answer: apple

Question: What did Mary give to Fred?
Answer: apple

Question: What did",What did Fred give to Mary? 
53,apple,"Answer: apple

Question: What did Mary give to Fred?
Answer: apple

Question: What did",What did Mary give to Jeff? 
54,apple,"Answer: apple

Question: What did Fred give to Bill?
Answer: apple

Question: What did",What did Mary give to Jeff? 
55,Fred,"Answer: Fred

Question: Who gave the football?
Answer: Bill

Question: Who took the apple",Who received the football? 
56,football,"Answer: football

Context: Mary took the apple there. Jeff moved to the kitchen. Jeff moved to the",What did Bill give to Fred? 
57,Bill,"Answer: Mary

Question: Who took the apple?
Answer: Mary

Question: Who gave the football",Who gave the apple? 
58,Bill,"Answer: Bill

Question: Who gave the football?

Answer: Jeff

Question: What did",Who did Mary give the apple to? 
59,Jeff,"Answer: Mary

Question: Who did Fred give the apple to?
Answer: Bill

Question: Who",Who did Bill give the apple to? 
60,Jeff,"Answer: Jeff

Question: What did Mary give to Fred?
Answer: football

Question: What did",Who did Bill give the apple to? 
61,Bill,"Answer: Bill

Question: Who took the apple?
Answer: Bill

Question: Who took the milk",Who gave the apple to Jeff? 
62,Jeff,"Answer: Jeff

Question: What did Fred give to Bill?
Answer: football

Question: Who did",Who gave the apple to Bill? 
63,Bill,"Answer: Bill

Question: Who gave the apple to Bill?
Answer: Jeff

Question: Who gave",Who received the apple? 
64,Mary,"Answer: Mary

Question: Who took the apple?
Answer: Fred

Question: Who took the milk",Who gave the milk? 
