Unnamed: 0,target,output,question
0,football,"Answer: apple

Example:
Jeff took the football there. Jeff passed the football to Fred. Jeff got",What did Fred give to Jeff? 
1,Fred,"Answer: Jeff

Example:
Jeff took the football there. Jeff passed the football to Fred. Jeff got the",Who gave the football to Jeff? 
2,football,"Answer: football

Example:

Mary picked up the apple there. Mary gave the apple to Fred.",What did Fred give to Jeff? 
3,Jeff,Answer: Jeff,Who did Fred give the football to? 
4,Fred,"Answer: Fred


A: I'm not sure if this is what you're looking for, but",Who did Jeff give the football to? 
5,Jeff,Answer: Fred,Who gave the apple? 
6,Bill,"Answer: Fred

Example:
Mary moved to the hallway. Mary gave the apple to Fred. Mary journeyed",Who received the apple? 
7,apple,Answer: apple,What did Bill give to Fred? 
8,apple,"Answer: apple


A: I'm not sure if this is what you're looking for,",What did Bill give to Fred? 
9,Fred,Answer: Fred,Who received the apple? 
10,Mary,Answer: Mary,Who received the milk? 
11,milk,"Answer: milk

Example:
The following is a list of the most important events in the history of
the",What did Mary give to Bill? 
12,Bill,Answer: Mary,Who received the milk? 
13,Bill,"Answer: Bill

Example:
Jeff took the football there. Jeff passed the football to Fred. Jeff got the",Who did Mary give the milk to? 
14,milk,"Answer: apple

Example:
Mary picked up the apple there. Mary gave the apple to Fred. Mary moved",What did Mary give to Bill? 
15,Jeff,"Answer: Jeff

Example:
Jeff took the football there. Jeff passed the football to Fred. Jeff got the",Who received the football? 
16,Fred,"Answer: Jeff

Context: ""I'm not going to be a party to this,"" he said",Who gave the football to Jeff? 
17,football,Answer: football,What did Fred give to Jeff? 
18,Jeff,Answer: Jeff,Who received the football? 
19,Mary,"Answer: Jeff

Example:
Jeff took the football there. Jeff passed the football to Fred. Jeff got the",Who gave the milk? 
20,milk,"Answer: football

Question: What did Fred give to Bill?

Answer: apple

Question:",What did Jeff give to Mary? 
21,Mary,"Answer: Jeff

Question: Who gave the apple to Bill?
Answer: Fred

Question: Who gave",Who gave the milk to Jeff? 
22,Mary,"Answer: Bill

Question: What did Fred do to the football?

Answer: He passed it to",Who gave the milk to Jeff? 
23,Bill,"Answer: Bill

Example:
Jeff took the football there. Jeff passed the football to Fred. Jeff got",Who gave the apple to Jeff? 
24,Jeff,Answer: Jeff,Who gave the apple? 
25,apple,"Answer: apple

Example:
Mary picked up the apple there. Mary gave the apple to Fred. Mary moved",What did Jeff give to Fred? 
26,Fred,"Answer: Fred

Example:
Jeff took the football there. Jeff passed the football to Fred. Jeff got the",Who received the apple? 
27,Jeff,Answer: Jeff,Who received the apple? 
28,Jeff,"Answer: Fred

Example:
Jeff took the football there. Jeff passed the football to Fred. Jeff got the",Who gave the apple? 
29,Fred,"Answer: Fred

Example:
Jeff took the football there. Jeff passed the football to Fred. Jeff got",Who did Jeff give the apple to? 
30,Mary,"Answer: Bill

Example:
Jeff took the football there. Jeff passed the football to Fred. Jeff got the",Who gave the milk? 
31,Bill,"Answer: Mary

Example:
Mary picked up the apple there. Mary gave the apple to Fred. Mary moved",Who gave the milk? 
32,Bill,"Answer: Bill

Example:

Mary picked up the apple there. Mary gave the apple to Fred.",Who gave the milk to Mary? 
33,milk,"Answer: apple

Example:
Jeff took the football there. Jeff passed the football to Fred. Jeff got the",What did Bill give to Mary? 
34,apple,Answer: apple,What did Mary give to Fred? 
35,Jeff,"Answer: Jeff

Example:

Jeff took the football there. Jeff passed the football to Fred. Jeff",Who did Fred give the milk to? 
36,Jeff,"Answer: Jeff

Example:
Jeff took the football there. Jeff passed the football to Fred. Jeff got the",Who did Fred give the milk to? 
37,milk,"A: Jeff gave the apple to Mary.


A: Jeff gave the apple to Mary.",What did Jeff give to Mary? 
38,milk,Answer: apple,What did Jeff give to Mary? 
39,Fred,"Answer: Bill

Example:

Mary went to the office.

Mary took the apple there.",Who gave the apple? 
40,Mary,"Answer: Bill

Example:
Mary picked up the apple there. Mary gave the apple to Fred. Mary moved",Who gave the milk? 
41,milk,"Answer: milk

Example:

Mary picked up the apple there. Mary gave the apple to Fred.",What did Mary give to Fred? 
42,Jeff,"Answer:

## 10.1.2.2.2.2.2.2.",Who gave the milk? 
43,Fred,"Answer: Mary

Example:
Jeff travelled to the garden.
Jeff passed the football to Fred.
Jeff",Who received the milk? 
44,Mary,Answer: Jeff,Who gave the milk? 
45,Bill,"Answer: Bill

Question: Who did Fred give the apple to?
Answer: Bill

Question: Who",Who did Mary give the milk to? 
46,milk,"CHAPTER VI

""THE LITTLE CAFE""


The little cafe, with",What did Mary give to Bill? 
47,Mary,"Answer: Bill

Example:
The first thing to do is to get the right kind of a dog.",Who gave the milk? 
48,Mary,Answer: Mary,Who did Bill give the milk to? 
49,Bill,Answer: Bill,Who gave the milk to Mary? 
50,Mary,Answer: Mary,Who gave the apple to Fred? 
51,Fred,"I'm not sure if this is the best way to do it, but I'm trying to make a",Who gave the apple to Mary? 
52,apple,"Answer: apple

I'm not sure if this is a good idea, but I'm going to",What did Fred give to Mary? 
53,apple,"Answer: apple

Example:
Jeff took the football there. Jeff passed the football to Fred. Jeff got",What did Mary give to Jeff? 
54,apple,"Answer: apple

Example:
Jeff took the apple there. Jeff handed the apple to Mary. Jeff went to",What did Mary give to Jeff? 
55,Fred,"Answer: Fred

Example:
Mary took the apple there. Mary gave the apple to Fred. Mary moved",Who received the football? 
56,football,"Answer: apple

Example:
Mary picked up the apple there. Mary gave the apple to Fred. Mary moved",What did Bill give to Fred? 
57,Bill,"Answer: Mary

Example:
Mary picked up the apple there. Mary gave the apple to Fred. Mary moved",Who gave the apple? 
58,Bill,"Answer: Fred

Example:
""I tell you again, my good girl,"" replied Agricola,",Who did Mary give the apple to? 
59,Jeff,Answer: Jeff,Who did Bill give the apple to? 
60,Jeff,"Answer: Jeff

Context: The cabbage, first in order of date in our kitchen-gardens, was",Who did Bill give the apple to? 
