Unnamed: 0,target,output,question
0,bedroom,"Answer: hallway

Example:
The garden is west of the bedroom. The bedroom is west of the kitchen.",What is the bathroom east of?
1,bedroom,"Answer: garden

Example:
The garden is west of the bedroom. The bedroom is west of the kitchen.",What is west of the kitchen?
2,bathroom,"Answer: bathroom

Example:
The garden is west of the bedroom. The bedroom is west of the kitchen.",What is north of the garden?
3,bedroom,"Answer: bedroom

Example:
The garden is west of the bedroom. The bedroom is west of the kitchen",What is south of the kitchen?
4,bedroom,"Answer: bedroom

Example:
The garden is west of the bedroom. The bedroom is west of the kitchen.",What is east of the kitchen?
5,garden,"Answer: garden

Example:
The garden is west of the bedroom. The bedroom is west of the kitchen.",What is the bathroom west of?
6,kitchen,"Answer: kitchen

Example:
The kitchen is east of the bedroom. The bedroom is west of the kitchen.",What is east of the bedroom?
7,bathroom,"Answer: bedroom

Example:

The hallway is south of the kitchen. The bedroom is north of the",What is the garden south of?
8,kitchen,"Answer: kitchen



SCENE VII


_The same hour of night. In the darkness",What is south of the office?
9,office,"Answer: garden

Example:
The hallway is south of the kitchen. The bedroom is north of the kitchen",What is east of the hallway?
10,garden,"Answer: hallway


Example:
The hallway is south of the kitchen. The bedroom is north of the",What is north of the office?
11,garden,"Answer: bedroom

Example:
The hallway is south of the kitchen. The bedroom is north of the kitchen",What is south of the kitchen?
12,bathroom,"Answer: bathroom

Example:
The kitchen is north of the bathroom. The bathroom is north of the bedroom",What is east of the kitchen?
13,garden,"Answer: garden

Example:
The garden is west of the bedroom. The bedroom is west of the kitchen.",What is west of the kitchen?
14,garden,Answer: garden,What is north of the bedroom?
15,garden,Answer: garden,What is east of the hallway?
16,hallway,"Answer: package


A: I think you're looking for a chatbot.
You can use",What is east of the office?
17,office,Answer: kitchen,What is south of the bathroom?
18,garden,"Answer: kitchen




                              CHAPTER VII. ––––––
                             THE WEDDING.",What is the bedroom north of?
19,garden,"Answer:


A: I think you are looking for something like this:
import re",What is the kitchen west of?
20,garden,"Answer: hallway

Example:
The garden is west of the bedroom. The bedroom is west of the kitchen.",What is the office east of?
21,garden,"Answer: garden


Answer: garden


Answer: garden


Answer: garden",What is the bathroom south of?
22,bathroom,"Answer: bathroom

Example:
The garden is west of the bedroom. The bedroom is west of the kitchen.",What is north of the bedroom?
23,bathroom,Answer:,What is the bedroom south of?
