Unnamed: 0,target,output,question
0,bedroom,"Answer: The bedroom.

Question: What is the hallway west of?

Answer: The bathroom.",What is the bathroom east of?
1,bedroom,"Answer: The hallway.

Question: What is the hallway west of?

Answer: The bedroom.",What is west of the kitchen?
2,bathroom,"Answer: The bathroom.

Question: What is north of the bathroom?

Answer: The hallway.",What is north of the garden?
3,bedroom,"Answer: The bedroom.

Question: What is west of the bedroom?

Answer: The bathroom.",What is south of the kitchen?
4,bedroom,"Answer: The bedroom.

Question: What is west of the bedroom?

Answer: The office.",What is east of the kitchen?
5,garden,"Answer: The garden.

Question: What is the garden west of?

Answer: The hallway.",What is the bathroom west of?
6,kitchen,"Answer: The kitchen.

Question: What is west of the bedroom?

Answer: The garden.",What is east of the bedroom?
7,bathroom,,What is the garden south of?
8,kitchen,"Answer: The kitchen.

Question: What is next to the kitchen?

Answer: The garden.",What is south of the office?
9,office,"county in England. I went to see the Bodleian Library, and the
Museum, where are the",What is east of the hallway?
10,garden,"Answer: The garden.

Question: What is south of the office?

Answer: The garden.",What is north of the office?
11,garden,"Answer: The garden.

Question: What is north of the kitchen?

Answer: The office.",What is south of the kitchen?
12,bathroom,"Answer: The bathroom.

Question: What is west of the bathroom?

Answer: The kitchen.",What is east of the kitchen?
13,garden,"Answer: The garden.

Question: What is east of the kitchen?

Answer: The bathroom.",What is west of the kitchen?
14,garden,"Context: The meal was seasoned by talk of
old times and by the plans which Ailie laid out for",What is north of the bedroom?
15,garden,"Answer: The garden.

Question: What is west of the hallway?

Answer: The garden.",What is east of the hallway?
16,hallway,"Answer: The hallway.

Question: What is west of the bathroom?

Answer: The hallway.",What is east of the office?
17,office,"Context: The kitchen is north of the bathroom. ""Ithers declare 'at he's got a w",What is south of the bathroom?
18,garden,"Answer: The kitchen.

Question: What is the garden south of?

Answer: The bedroom.",What is the bedroom north of?
19,garden,"Answer: The bedroom.

Question: What is the bedroom west of?

Answer: The orange gro",What is the kitchen west of?
20,garden,"Answer: The hallway.

Question: What is the hallway east of?

Answer: The office.",What is the office east of?
