Unnamed: 0,target,output,question
0,hallway,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the kitchen.",Where is the milk? 
1,hallway,"Answer: It is in the hallway. sake of revenge, and sometimes to obtain a favour from the
authorities",Where is the football? 
2,hallway,"Answer: In the hallway.

Question: Where is the milk?

Answer: In the kitchen.",Where is the football? 
3,hallway,"Answer: In the garden.

Question: Where is the milk?

Answer: In the kitchen.",Where is the football? 
4,garden,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the hallway.",Where is the milk? 
5,garden,"Answer: The milk is in the garden.

Question: Where is the milk?

Answer: The",Where is the milk? 
6,bedroom,"Mary journeyed to the garden.

Daniel journeyed to the garden.

Mary journeyed to the",Where is the football? 
7,bedroom,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the office.",Where is the milk? 
8,kitchen,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the bedroom.",Where is the football? 
9,kitchen,"Answer: The football is in the garden.

Question: Where is the milk?

Answer: The",Where is the football? 
10,bedroom,"Answer: In the garden.

Question: Where is the milk?

Answer: In the kitchen.",Where is the football? 
11,hallway,"Answer: In the hallway.

Question: Where is the apple?

Answer: In the kitchen.",Where is the football? 
12,garden,"Answer: In the hallway.

Question: Where is the football?

Answer: In the garden.",Where is the milk? 
13,garden,"Context: “I know it by the tombstone,” observes Ruby, cheerfully, as they close
the",Where is the milk? 
14,bathroom,"Answer: Mary picked up the apple there.

Question: Where is the milk?

Answer: Daniel",Where is the apple? 
15,garden,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the garden.",Where is the milk? 
16,garden,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the kitchen.",Where is the milk? 
17,garden,"Answer: The milk is in the bathroom.

Question: Where is the milk?

Answer: The",Where is the milk? 
18,kitchen,"Context: I
went to the Opera, which begins again to-day with ""The Witts,"" never",Where is the apple? 
19,kitchen,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the bathroom.",Where is the apple? 
20,bedroom,"Painting is held, is not founded on the intrinsic merit of the work,
but on the name of the",Where is the apple? 
21,bedroom,"Answer: The apple is in the kitchen.

Question: Where is the milk?

Answer: The",Where is the apple? 
22,bathroom,"Answer: The football is in the hallway.

Question: Where is the apple?

Answer: The",Where is the football? 
23,bathroom,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the kitchen.",Where is the football? 
24,bedroom,"Context: Mary moved to the kitchen. Mary travelled to the office. How could she get
anyone to take",Where is the milk? 
25,kitchen,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the kitchen.",Where is the milk? 
26,kitchen,"Answer: It is in the kitchen.

Question: Where is the football?

Answer: It is",Where is the milk? 
27,bathroom,"‘I am writing this in the train, and I am not sure whether I shall be
able to post it",Where is the apple? 
28,bathroom,"*

*In the kitchen

*In the garden

*In the office",Where is the apple? 
29,kitchen,"1. In the kitchen
2. In the office
3. In the garden
4. In the bedroom",Where is the milk? 
30,garden,Answer: The apple is in the garden.,Where is the apple? 
31,garden,"Context: Daniel journeyed to the office. Each school could
intrepidly hurl back the taunts",Where is the apple? 
32,kitchen,"Answer: In the kitchen.

Question: Where is the apple?

Answer: In the bedroom.",Where is the football? 
33,kitchen,"Answer: In the kitchen.

Question: Where is the apple?

Answer: In the kitchen.",Where is the apple? 
34,kitchen,"Answer: In the garden.

The following is a list of the 1000 most common English",Where is the apple? 
35,office,"Answer: In the hallway.

Question: Where is the office?

Answer: In the hallway.",Where is the milk? 
36,kitchen,"Context: The further
ramifications of the intrigue, for it soon became one, for the
discomfit",Where is the football? 
37,kitchen,"Context: “I know,” Jack says quickly. He puts his arm about the little
girl’s shoulders",Where is the football? 
38,kitchen,"Answer: In the garden.

### Problem 10

Context: “I’m glad I",Where is the football? 
39,bedroom,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the garden.",Where is the milk? 
40,bedroom,"Answer: In the cow.

Question: Where is the cow?

Answer: In the field.",Where is the milk? 
41,office,"Answer: In the office.

Question: Where is the tea?

Answer: In the kitchen.",Where is the milk? 
42,office,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the garden.",Where is the milk? 
43,office,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the bedroom.",Where is the milk? 
44,kitchen,Answer: In the office.,Where is the apple? 
45,bedroom,"Answer: In the refrigerator.

Pocahontas, they were not so long and so full of",Where is the milk? 
46,office,"Answer: In the office.

Question: Where is the milk?

Answer: In the hallway.",Where is the football? 
47,bathroom,Answer:,Where is the football? 
48,bathroom,"Context: The girl who walked alone into the crowded court room that cold
winter's morning. And their stories",Where is the football? 
49,bedroom,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the office.",Where is the milk? 
50,bathroom,"Answer: In the refrigerator.

Question: Where is the refrigerator?

Answer: In the kitchen.",Where is the milk? 
51,hallway,"Answer: In the garden.

Question: Where is the apple?

Answer: In the garden.",Where is the apple? 
52,kitchen,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the kitchen.",Where is the football? 
53,kitchen,"Answer: In the kitchen.

The sentence referred to is as follows:

""The King had twelve",Where is the football? 
54,kitchen,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the kitchen.",Where is the football? 
55,bathroom,"Answer: In the office.

Question: Where is the milk?

Answer: In the kitchen.",Where is the apple? 
56,bathroom,"Answer: In the kitchen.

Question: Where is the apple?

Answer: In the office.",Where is the milk? 
57,kitchen,"Answer: The milk is in the hallway.

Question: Where is the apple?

Answer: The",Where is the milk? 
58,kitchen,"Answer: In the kitchen.

Question: Where is the apple?

Answer: In the kitchen.",Where is the milk? 
59,bedroom,"Answer: The apple is in the bedroom.

Question: Where is the milk?

Answer: The",Where is the apple? 
60,garden,"Answer: In the garden.

Context: The detective and Gallegher lay there in silence, biting at",Where is the milk? 
61,garden,"Answer: In the garden.

Question: Where is the money?

Answer: In the garden.",Where is the milk? 
62,kitchen,"Answer: In the garden.

Question: Where is the football?

Answer: In the kitchen.",Where is the football? 
63,kitchen,,Where is the football? 
64,kitchen,"Context: ""Villain,"" said Henry, ""you are discovered, and you shall die the
death",Where is the football? 
65,kitchen,"Answer:

Question: Where is the football?

Answer:

Question: Where is the football",Where is the football? 
66,kitchen,"Answer: In the hallway.

Question: Where is the football?

Answer: In the kitchen.",Where is the football? 
67,bedroom,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the hallway.",Where is the milk? 
68,bedroom,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the hallway.",Where is the milk? 
69,bedroom,"Answer: The football is in the kitchen.

Question: Where is the apple?

Answer: The",Where is the football? 
70,garden,Answer: The apple is in the garden.,Where is the apple? 
71,garden,"Answer: In the garden.

Question: Where is the apple?

Answer: In the garden.",Where is the apple? 
72,bathroom,"Answer: In the garden.

Question: Where is the apple?

Answer: In the garden.",Where is the apple? 
73,bathroom,"Answer: The apple is in the garden.

Question: Where is the apple?

Answer: The",Where is the apple? 
74,bathroom,"S. S. Simon, Dan Carlo, Sundown Hill and Brindle Bill.

S. S.",Where is the apple? 
75,office,"Answer: In the office.

Question: Where is the milk?

Answer: In the bedroom.",Where is the apple? 
76,hallway,"Answer: In the kitchen.

Question: Where is the kitchen?

Answer: In the hallway.",Where is the milk? 
77,hallway,"Answer: In the kitchen.

Question: Where is the apple?

Answer: In the garden.",Where is the milk? 
78,hallway,"Answer: In the hallway.

""Gentlemen,"" said he, ""I am not a",Where is the milk? 
79,hallway,"Context: The Spider is not the only one to drag her pill about. The Epeira
does the same",Where is the milk? 
80,bathroom,"A. In the garden.

B. In the bathroom.

C. In the hallway.",Where is the football? 
81,bathroom,"Answer: In the garden.

Question: Where is the pencil?

Answer: In the bedroom.",Where is the football? 
82,kitchen,,Where is the football? 
83,kitchen,"Answer: In the garden.

Question: Where is the milk?

Answer: In the kitchen.",Where is the football? 
84,kitchen,Answer: The football is in the garden.,Where is the football? 
85,bathroom,"Answer: In the bathroom.

Question: Where is the apple?

Answer: In the kitchen.",Where is the milk? 
86,kitchen,"Answer: In the hallway.

    [Footnote 94: The Duke of Ormond, who",Where is the apple? 
87,bathroom,"Answer: In the kitchen.

Question: Where is the apple?

Answer: In the garden.",Where is the milk? 
88,bedroom,"Answer: The football is in the hallway.

Question: Where is the apple?

Answer: The",Where is the football? 
89,kitchen,"_Transcriber's Note_

This transcription is based on the scan images posted by The",Where is the apple? 
90,kitchen,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the garden.",Where is the milk? 
91,kitchen,"Context: Mary dropped the milk.

Answer: The milk is in the kitchen.

Question: Where",Where is the milk? 
92,kitchen,"Answer: In the kitchen.

Question: Where is the apple?

Answer: In the hallway.",Where is the milk? 
93,kitchen,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the kitchen.",Where is the milk? 
94,kitchen,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the kitchen.",Where is the milk? 
95,bathroom,"Answer: John got the football there.

Question: Where is the milk?

Answer: John picked",Where is the football? 
96,bathroom,"Answer: The football is in the hallway.

Context: The Marquess, who was close at hand",Where is the football? 
97,bathroom,"Answer: In the bathroom.

Question: Where is the milk?

Answer: In the kitchen.",Where is the football? 
98,bathroom,"Answer: In the bathroom.

Question: Where is the milk?
Answer: In the hallway.",Where is the football? 
99,hallway,"Answer: In the garden.

[353] Refluent, flowing back.
[354",Where is the milk? 
100,office,"Answer: In the kitchen.

Question: Where is the gold?
Answer: In the office.",Where is the milk? 
101,office,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the office.",Where is the milk? 
102,kitchen,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the office.",Where is the milk? 
103,kitchen,"Answer: The milk is in the kitchen.

Question: Where is the milk?

Answer: The",Where is the milk? 
104,bedroom,Answer: In the garden.,Where is the football? 
105,bathroom,"Context: The latter of the two possibilities seemed the more probable, and Pope was
therefore ordered to push his",Where is the football? 
106,bedroom,"Answer: In the bedroom.

Question: Where is the football?

Answer: In the kitchen.",Where is the milk? 
