,target,output,result,question
0,office, The apple was in John's hand before he journeyed to the bathroom.,0.0,Where was the apple before the bathroom? 
1,office," Before the hallway, the apple was in the kitchen.",0.0,Where was the apple before the hallway? 
2,office," Before the hallway, the apple was in the kitchen.",0.0,Where was the apple before the hallway? 
3,bathroom, Daniel took the football.,0.0,Where was the football before the garden? 
4,bathroom, The football was in the garden before John took it.,0.0,Where was the football before the garden? 
5,garden, The apple was in the bedroom.,0.0,Where was the apple before the bathroom? 
6,kitchen, The milk was in the office before it was dropped.,0.0,Where was the milk before the office? 
7,kitchen, The apple was in the office.,0.0,Where was the apple before the office? 
8,kitchen," Before the office, the apple was in the orchard.",0.0,Where was the apple before the office? 
9,bedroom, The apple was in the office.,0.0,Where was the apple before the office? 
10,garden, In Daniel's hand.,0.0,Where was the apple before the bedroom? 
11,garden, The apple was in the bedroom before Daniel discarded it.,0.0,Where was the apple before the bedroom? 
12,garden," Before the bathroom, the milk was in the kitchen.",0.0,Where was the milk before the bathroom? 
13,garden," Before the bathroom, the milk was in the kitchen.",0.0,Where was the milk before the bathroom? 
14,garden," Before the bathroom, the milk was in the kitchen.",0.0,Where was the milk before the bathroom? 
15,kitchen," Before the garden, the football was in the house.",0.0,Where was the football before the garden? 
16,kitchen," Before the garden, the football was in the house.",0.0,Where was the football before the garden? 
17,garden, The milk was in the kitchen.,0.0,Where was the milk before the bedroom? 
18,garden, The milk was in the kitchen.,0.0,Where was the milk before the bedroom? 
19,bedroom," Before Mary traveled to the bathroom, the football was with John.",0.0,Where was the football before the bathroom? 
20,garden," Before the hallway, the football was in the living room.",0.0,Where was the football before the hallway? 
21,garden, The football was in the office before Sandra took it.,0.0,Where was the football before the office? 
22,hallway," Before the garden, the football was in John's possession.",0.0,Where was the football before the garden? 
23,office, The milk was in the kitchen before it was picked up by Sandra.,0.0,Where was the milk before the kitchen? 
24,kitchen, The milk was at the store before it was put down in the bedroom.,0.0,Where was the milk before the bedroom? 
25,bathroom," Before the bedroom, the football was on the field.",0.0,Where was the football before the bedroom? 
26,office, The football was in the bedroom before it was dropped.,0.0,Where was the football before the bedroom? 
27,garden, The football was in the office before it was dropped by Sandra.,0.0,Where was the football before the office? 
28,garden, The football was in the office before it was dropped by Sandra.,0.0,Where was the football before the office? 
29,garden, The apple was in the office before John took it.,0.0,Where was the apple before the office? 
30,bathroom," Before the hallway, the apple was in the room.",0.0,Where was the apple before the hallway? 
31,office," Before the kitchen, the apple was in the living room.",0.0,Where was the apple before the kitchen? 
32,office," Before the kitchen, the apple was in the living room.",0.0,Where was the apple before the kitchen? 
33,hallway, The milk was in the kitchen before it was in the bedroom.,0.0,Where was the milk before the bedroom? 
34,bedroom, The milk was with Daniel before he put it down.,0.0,Where was the milk before the garden? 
35,hallway, The apple was in the bathroom before it was put down there.,0.0,Where was the apple before the bathroom? 
36,hallway," Before the kitchen, the football was in the living room.",0.0,Where was the football before the kitchen? 
37,bathroom, The apple was in the kitchen.,0.0,Where was the apple before the kitchen? 
