,target,output,result,question
0,bedroom, hallway,0.0,What is the bathroom east of?
1,bedroom, bedroom,1.0,What is west of the kitchen?
2,bathroom, bathroom,1.0,What is north of the garden?
3,bedroom, bedroom,1.0,What is south of the kitchen?
4,bedroom, bedroom,1.0,What is east of the kitchen?
5,garden, The hallway,0.0,What is the bathroom west of?
6,kitchen, The kitchen,1.0,What is east of the bedroom?
7,bathroom, bedroom,0.0,What is the garden south of?
8,kitchen,45,0.0,What is south of the office?
9,office,49,0.0,What is east of the hallway?
10,garden, The garden,1.0,What is north of the office?
11,garden, garden,1.0,What is south of the kitchen?
12,bathroom, bathroom,1.0,What is east of the kitchen?
13,garden,263,0.0,What is west of the kitchen?
14,garden,1,0.0,What is north of the bedroom?
15,garden, garden,1.0,What is east of the hallway?
16,hallway, hallway,1.0,What is east of the office?
17,office,1,0.0,What is south of the bathroom?
18,garden,32,0.0,What is the bedroom north of?
19,garden,265,0.0,What is the kitchen west of?
20,garden, hallway,0.0,What is the office east of?
21,garden, kitchen,0.0,What is the bathroom south of?
22,bathroom, bathroom,1.0,What is north of the bedroom?
23,bathroom,1,0.0,What is the bedroom south of?
24,hallway, office,0.0,What is the bedroom west of?
25,office,1,0.0,What is east of the bathroom?
26,office,1. hallway 2. office,1.0,What is north of the bedroom?
27,hallway, hallway,1.0,What is west of the bathroom?
28,garden, office,0.0,What is the bathroom north of?
29,garden, The garden,1.0,What is north of the office?
30,bedroom,4th Kentucky Regiment,0.0,What is east of the kitchen?
31,kitchen, hallway,0.0,What is the bathroom east of?
32,bathroom, bathroom,1.0,What is north of the garden?
33,kitchen, The hallway,0.0,What is the bedroom west of?
34,bedroom, bedroom,1.0,What is the kitchen south of?
35,garden, The garden,1.0,What is the bathroom east of?
36,office, office,1.0,What is south of the hallway?
37,bedroom, bedroom,1.0,What is north of the bathroom?
38,bedroom, office,0.0,What is the bathroom east of?
39,office, office,1.0,What is north of the bedroom?
40,bathroom, bathroom,1.0,What is south of the kitchen?
41,bedroom, bedroom,1.0,What is west of the office?
42,kitchen,1,0.0,What is the garden south of?
43,garden,1,0.0,What is south of the bedroom?
44,garden,1,0.0,What is the office south of?
45,hallway, the bedroom,0.0,What is the office east of?
46,garden,1,0.0,What is south of the office?
47,garden, The garden is west of the bedroom.,1.0,What is west of the bedroom?
48,garden, garden,1.0,What is east of the hallway?
49,garden, hallway,0.0,What is the office south of?
50,bedroom, the garden,0.0,What is the hallway north of?
51,garden,1,0.0,What is north of the bathroom?
52,hallway, kitchen,0.0,What is the bedroom north of?
53,bathroom, bathroom,1.0,What is east of the garden?
54,bathroom, bathroom,1.0,What is west of the bedroom?
55,garden, garden,1.0,What is east of the hallway?
56,hallway,1,0.0,What is the bedroom east of?
57,kitchen, kitchen,1.0,What is west of the hallway?
58,hallway, hallway,1.0,What is south of the bedroom?
59,kitchen,11th,0.0,What is the garden north of?
60,hallway,3rd and Cedar,0.0,What is the bedroom north of?
61,bedroom,1,0.0,What is south of the hallway?
62,kitchen, The garden,0.0,What is the hallway north of?
63,hallway, garden,0.0,What is west of the bedroom?
64,bedroom, bedroom,1.0,What is east of the garden?
65,office, kitchen,0.0,What is the bedroom north of?
66,bathroom, hallway,0.0,What is the bedroom north of?
67,office,1,0.0,What is the garden south of?
68,kitchen,1,0.0,What is the bathroom west of?
69,garden, bathroom,0.0,What is the hallway east of?
70,bathroom,1,0.0,What is south of the bedroom?
71,kitchen, office,0.0,What is the garden south of?
72,garden,1,0.0,What is the bedroom south of?
73,bathroom, The bathroom,1.0,What is north of the office?
74,bathroom, office,0.0,What is the hallway north of?
75,bedroom, bedroom,1.0,What is south of the hallway?
