,target,output,result,question
0,bedroom,1,0.0,What is the bathroom east of?
1,bedroom,,0.0,What is west of the kitchen?
2,bathroom,1,0.0,What is north of the garden?
3,bedroom,1,0.0,What is south of the kitchen?
4,bedroom, bedroom,1.0,What is east of the kitchen?
5,garden, garden,1.0,What is the bathroom west of?
6,kitchen, kitchen,1.0,What is east of the bedroom?
7,bathroom, bedroom,0.0,What is the garden south of?
8,kitchen, kitchen,1.0,What is south of the office?
9,office, office,1.0,What is east of the hallway?
10,garden,20 cents,0.0,What is north of the office?
11,garden,1,0.0,What is south of the kitchen?
12,bathroom, bathroom,1.0,What is east of the kitchen?
13,garden, The garden,1.0,What is west of the kitchen?
14,garden,1st of December,0.0,What is north of the bedroom?
15,garden, the garden,1.0,What is east of the hallway?
16,hallway, hallway,1.0,What is east of the office?
17,office,1,0.0,What is south of the bathroom?
18,garden, kitchen,0.0,What is the bedroom north of?
19,garden, bedroom,0.0,What is the kitchen west of?
20,garden, The hallway,0.0,What is the office east of?
21,garden,,0.0,What is the bathroom south of?
22,bathroom, bathroom,1.0,What is north of the bedroom?
23,bathroom, the kitchen,0.0,What is the bedroom south of?
24,hallway,1,0.0,What is the bedroom west of?
25,office, office,1.0,What is east of the bathroom?
26,office,1,0.0,What is north of the bedroom?
27,hallway, hallway,1.0,What is west of the bathroom?
28,garden, office,0.0,What is the bathroom north of?
29,garden,1,0.0,What is north of the office?
30,bedroom,1,0.0,What is east of the kitchen?
31,kitchen, kitchen,1.0,What is the bathroom east of?
32,bathroom, bathroom,1.0,What is north of the garden?
33,kitchen, kitchen,1.0,What is the bedroom west of?
34,bedroom, bedroom,1.0,What is the kitchen south of?
35,garden, The garden,1.0,What is the bathroom east of?
36,office, bathroom,0.0,What is south of the hallway?
37,bedroom, bedroom,1.0,What is north of the bathroom?
38,bedroom, bedroom,1.0,What is the bathroom east of?
39,office, office,1.0,What is north of the bedroom?
40,bathroom,1,0.0,What is south of the kitchen?
41,bedroom, bedroom,1.0,What is west of the office?
42,kitchen,1,0.0,What is the garden south of?
43,garden,1,0.0,What is south of the bedroom?
44,garden, hallway,0.0,What is the office south of?
45,hallway, bedroom,0.0,What is the office east of?
46,garden, garden,1.0,What is south of the office?
47,garden, The garden is west of the bedroom.,1.0,What is west of the bedroom?
48,garden,,0.0,What is east of the hallway?
49,garden,"3,000",0.0,What is the office south of?
50,bedroom, the kitchen,0.0,What is the hallway north of?
51,garden, garden,1.0,What is north of the bathroom?
52,hallway, kitchen,0.0,What is the bedroom north of?
53,bathroom, bathroom,1.0,What is east of the garden?
54,bathroom, bathroom,1.0,What is west of the bedroom?
55,garden,8th,0.0,What is east of the hallway?
56,hallway,1,0.0,What is the bedroom east of?
57,kitchen, The garden,0.0,What is west of the hallway?
58,hallway, hallway,1.0,What is south of the bedroom?
59,kitchen, bedroom,0.0,What is the garden north of?
60,hallway,1,0.0,What is the bedroom north of?
61,bedroom,"1 10"" N.; Longitude, 5 deg.",0.0,What is south of the hallway?
62,kitchen, The garden,0.0,What is the hallway north of?
63,hallway, The garden is west of the bedroom.,0.0,What is west of the bedroom?
64,bedroom, office,0.0,What is east of the garden?
65,office,4,0.0,What is the bedroom north of?
66,bathroom, hallway,0.0,What is the bedroom north of?
67,office,1,0.0,What is the garden south of?
68,kitchen, garden,0.0,What is the bathroom west of?
69,garden, the garden,1.0,What is the hallway east of?
70,bathroom, bathroom,1.0,What is south of the bedroom?
71,kitchen, office,0.0,What is the garden south of?
72,garden,1,0.0,What is the bedroom south of?
73,bathroom, bathroom,1.0,What is north of the office?
74,bathroom,,0.0,What is the hallway north of?
75,bedroom, bedroom,1.0,What is south of the hallway?
76,bedroom, bedroom,1.0,What is the hallway east of?
77,bathroom, bathroom,1.0,What is north of the office?
78,kitchen,1,0.0,What is east of the garden?
79,hallway,1,0.0,What is the kitchen south of?
80,garden, garden,1.0,What is west of the office?
81,office, kitchen,0.0,What is the bedroom west of?
82,kitchen, the bathroom,0.0,What is the hallway south of?
83,garden,1,0.0,What is the office west of?
84,bathroom, bathroom,1.0,What is north of the hallway?
85,office, office,1.0,What is west of the garden?
86,office, office,1.0,What is west of the garden?
87,garden, kitchen,0.0,What is east of the bathroom?
88,bathroom, bathroom,1.0,What is north of the office?
89,kitchen, the kitchen,1.0,What is the bedroom west of?
90,office, office,1.0,What is the bathroom south of?
91,office,1,0.0,What is east of the bedroom?
92,bedroom, hallway,0.0,What is south of the office?
