,target,output,result,question
0,hallway," Sandra?""",0.0,Where is the milk? 
1,hallway, There.,0.0,Where is the football? 
2,hallway, There is the football.,0.0,Where is the football? 
3,hallway, John put it down.,0.0,Where is the football? 
4,garden, Mary discarded the milk.,0.0,Where is the milk? 
5,garden, There.,0.0,Where is the milk? 
6,bedroom, Daniel dropped the football.,0.0,Where is the football? 
7,bedroom, It is there.,0.0,Where is the milk? 
8,kitchen, The football is in the hands of Daniel.,0.0,Where is the football? 
9,kitchen, Daniel took the football there.,0.0,Where is the football? 
10,bedroom, There it is.,0.0,Where is the football? 
11,hallway," I don't know.  I didn't see it go
over the fence.

I'm",0.0,Where is the football? 
12,garden, The milk is in the kitchen.,0.0,Where is the milk? 
13,garden, The milk is in the kitchen.,0.0,Where is the milk? 
14,bathroom, The apple is on the table.,0.0,Where is the apple? 
15,garden, Mary dropped the milk.,0.0,Where is the milk? 
16,garden, The milk is in the garden.,1.0,Where is the milk? 
17,garden," Sandra got the milk there.

Mary grabbed the milk there.

The verse was, ""Let him",0.0,Where is the milk? 
18,kitchen, I ate it.,0.0,Where is the apple? 
19,kitchen, The apple is on the table.,0.0,Where is the apple? 
20,bedroom,266.,0.0,Where is the apple? 
21,bedroom, Mary took the apple there.,0.0,Where is the apple? 
22,bathroom, The football is on the ground.,0.0,Where is the football? 
23,bathroom, It is on the ground.,0.0,Where is the football? 
24,bedroom, John left the milk.,0.0,Where is the milk? 
25,kitchen, I have it here.,0.0,Where is the milk? 
26,kitchen, Daniel asked.,0.0,Where is the milk? 
27,bathroom, The apple is in Gascony.,0.0,Where is the apple? 
28,bathroom, The apple is in the kitchen.,0.0,Where is the apple? 
29,kitchen, It is on the table.,0.0,Where is the milk? 
30,garden, The apple is on the table.,0.0,Where is the apple? 
31,garden, Daniel got the apple there.,0.0,Where is the apple? 
32,kitchen," I would leave no stone unturned; I----""

""What would you do?"" Mary got the",0.0,Where is the football? 
33,kitchen, Daniel dropped the apple.,0.0,Where is the apple? 
34,kitchen, There.,0.0,Where is the apple? 
35,office, Mary got the milk there.,0.0,Where is the milk? 
36,kitchen, Mary moved to the office.,0.0,Where is the football? 
37,kitchen, Mary left the football there.,0.0,Where is the football? 
38,kitchen, The football is at the mountings.,0.0,Where is the football? 
39,bedroom, Mary drank it.,0.0,Where is the milk? 
40,bedroom, The milk is there.,0.0,Where is the milk? 
41,office, The milk is there.,0.0,Where is the milk? 
42,office, The milk is in the kitchen.,0.0,Where is the milk? 
43,office, The milk is in the bathroom.,0.0,Where is the milk? 
44,kitchen, Mary picked up the apple there.,0.0,Where is the apple? 
45,bedroom, Mary went back to the bedroom.,1.0,Where is the milk? 
46,office,136 feet from east to west.,0.0,Where is the football? 
47,bathroom, There,0.0,Where is the football? 
48,bathroom," It was situated in the middle of a
plain, bordered on the one side by a rav",0.0,Where is the football? 
49,bedroom, The milk is in the kitchen.,0.0,Where is the milk? 
50,bathroom, The milk is in the fridge.,0.0,Where is the milk? 
51,hallway," I ate it.  I was hungry.  I had not eaten for days.

""Ah",0.0,Where is the apple? 
52,kitchen," Diego, where is the football?  Diego, where is the football?  Diego, where",0.0,Where is the football? 
53,kitchen, Sandra put down the football.,0.0,Where is the football? 
54,kitchen, A,0.0,Where is the football? 
