,target,output,result,question
0,kitchen, The football is in the cell.,0.0,Where is the football? 
1,garden, The milk is in the kitchen.,0.0,Where is the milk? 
2,bedroom, The apple is in the tree.,0.0,Where is the apple? 
3,bedroom, The apple is in the basket.,0.0,Where is the apple? 
4,kitchen, The apple is in the ground.,0.0,Where is the apple? 
5,hallway, The apple is in the kitchen.,0.0,Where is the apple? 
6,kitchen, The milk is in the kitchen.,1.0,Where is the milk? 
7,garden, The milk is in the fridge.,0.0,Where is the milk? 
8,bedroom, The milk is in the garage.,0.0,Where is the milk? 
9,bathroom, The milk is in the kitchen.,0.0,Where is the milk? 
10,bathroom, The football is in the field.,0.0,Where is the football? 
11,bedroom, The milk is in the pail.,0.0,Where is the milk? 
12,bathroom, The apple is in the trash.,0.0,Where is the apple? 
13,kitchen,"1. The football is in the backyard.
2. The football is in the backyard.
3.",0.0,Where is the football? 
14,bedroom, The apple is in the tree.,0.0,Where is the apple? 
15,garden, The apple is in the trash.,0.0,Where is the apple? 
16,bedroom, The football is in the ditch.,0.0,Where is the football? 
17,bedroom, The apple is in the child.,0.0,Where is the apple? 
18,garden, The milk is in the kitchen.,0.0,Where is the milk? 
19,garden, The milk is in the kitchen.,0.0,Where is the milk? 
20,office, The apple is in the Manlius.,0.0,Where is the apple? 
21,bedroom, The milk is in the kitchen.,0.0,Where is the milk? 
22,garden, The milk is in the kitchen.,0.0,Where is the milk? 
23,bathroom, The milk is in the kitchen.,0.0,Where is the milk? 
24,office, The apple is in the there.,0.0,Where is the apple? 
25,garden, The football is in the under side of the beam that lay between the bulls.,0.0,Where is the football? 
26,garden, The football is in Barrow Hall.,0.0,Where is the football? 
27,bedroom, The apple is in the kitchen.,0.0,Where is the apple? 
28,hallway, The apple is in there.,0.0,Where is the apple? 
29,hallway, The apple is in the kitchen.,0.0,Where is the apple? 
30,hallway, The apple is in the ground.,0.0,Where is the apple? 
31,garden, The football is in the school.,0.0,Where is the football? 
32,hallway, The apple is in the kitchen.,0.0,Where is the apple? 
33,kitchen," The football is in Howkins, W., Hillmorton Grounds, Rugby.",0.0,Where is the football? 
34,hallway, The milk is in the basement.,0.0,Where is the milk? 
35,kitchen, The apple is in London.,0.0,Where is the apple? 
36,office, The milk is in the road.,0.0,Where is the milk? 
37,hallway, The milk is in the kitchen.,0.0,Where is the milk? 
38,bathroom, The milk is in the kitchen.,0.0,Where is the milk? 
39,bathroom, The milk is in the dairy supplies.,0.0,Where is the milk? 
40,bathroom, The football is in the there.,0.0,Where is the football? 
41,hallway, The football is in the dome.,0.0,Where is the football? 
42,garden, The apple is in the garbage.,0.0,Where is the apple? 
43,bedroom, The apple is in the vicinity.,0.0,Where is the apple? 
44,kitchen, The milk is in the lady.,0.0,Where is the milk? 
45,bedroom, The milk is in the tiny farm-house.,0.0,Where is the milk? 
46,hallway, The apple is in the ground.,0.0,Where is the apple? 
47,garden, The milk is in the basement.,0.0,Where is the milk? 
48,kitchen, The football is in the there.,0.0,Where is the football? 
49,bathroom, The football is in the there.,0.0,Where is the football? 
50,garden, The milk is in the Cow's Milk.,0.0,Where is the milk? 
51,bedroom, The apple is in there.,0.0,Where is the apple? 
52,hallway, The milk is in the lady.,0.0,Where is the milk? 
53,hallway, The milk is in the fridge.,0.0,Where is the milk? 
54,office, The milk is in the fridge.,0.0,Where is the milk? 
55,kitchen, The apple is in there.,0.0,Where is the apple? 
56,bathroom, The milk is in the fridge.,0.0,Where is the milk? 
57,bathroom, The milk is in the garbage.,0.0,Where is the milk? 
58,office, The football is on the field.,0.0,Where is the football? 
59,garden," The football is in Barrow Hall, Derby.",0.0,Where is the football? 
60,kitchen, The apple is in the kitchen.,1.0,Where is the apple? 
61,bathroom, The apple is in the tree.,0.0,Where is the apple? 
62,garden, The football is in the field.,0.0,Where is the football? 
63,bathroom, The milk is in the kitchen.,0.0,Where is the milk? 
64,bathroom, The milk is in the kitchen.,0.0,Where is the milk? 
65,hallway, The milk is in the barn.,0.0,Where is the milk? 
66,bedroom, The football is in the football game.,0.0,Where is the football? 
67,garden, The football is in the field.,0.0,Where is the football? 
68,bedroom," The football is in Howkins, W., Hillmorton Grounds, Rugby.",0.0,Where is the football? 
69,bathroom, The apple is in the orchard.,0.0,Where is the apple? 
70,garden, The milk is in the kitchen.,0.0,Where is the milk? 
71,office, The milk is in the kitchen.,0.0,Where is the milk? 
72,office, The football is in the cell.,0.0,Where is the football? 
73,hallway, The football is in Daniel's chest.,0.0,Where is the football? 
74,garden, The football is in the regiment.,0.0,Where is the football? 
75,office, The milk is in the garbage.,0.0,Where is the milk? 
76,kitchen, The football is in the field.,0.0,Where is the football? 
77,office, The milk is in the kitchen.,0.0,Where is the milk? 
78,kitchen, The apple is in front of the gate.,0.0,Where is the apple? 
79,kitchen, The football is in Bordentown.,0.0,Where is the football? 
80,office, The football is in the field.,0.0,Where is the football? 
81,kitchen, The apple is in the wagon box.,0.0,Where is the apple? 
82,office, The apple is in the kitchen.,0.0,Where is the apple? 
83,bathroom, The football is in the football field.,0.0,Where is the football? 
84,bathroom, The football is in Barrow Hall.,0.0,Where is the football? 
85,office, The milk is in the kitchen.,0.0,Where is the milk? 
86,bathroom, The apple is in the ground.,0.0,Where is the apple? 
87,bedroom, The milk is in the basement.,0.0,Where is the milk? 
88,hallway, The apple is in the south-east corner.,0.0,Where is the apple? 
89,bedroom, The milk is in the garbage.,0.0,Where is the milk? 
90,bedroom, The apple is in the there.,0.0,Where is the apple? 
91,bathroom, The football is in the there.,0.0,Where is the football? 
92,bedroom, The football is in Barrow Hall.,0.0,Where is the football? 
93,bedroom, The football is in John's chest.,0.0,Where is the football? 
94,bedroom, The apple is in the pupil.,0.0,Where is the apple? 
95,kitchen, The football is in John's chest.,0.0,Where is the football? 
96,garden, The milk is in the kitchen.,0.0,Where is the milk? 
97,office, The milk is in the kitchen.,0.0,Where is the milk? 
98,bedroom, The milk is in the fridge.,0.0,Where is the milk? 
99,kitchen, The apple is in the eye.,0.0,Where is the apple? 
