,target,output,result,question
0,office, Before the $location_1$ the $item$ was in the $location_2$.,0.0,Where was the milk before the garden? 
1,bedroom, Before the hallway the football was in the bedroom.,1.0,Where was the football before the hallway? 
2,office, Before the bathroom the milk was in the kitchen.,0.0,Where was the milk before the bathroom? 
3,bathroom, Before the hallway the football was in the garden.,0.0,Where was the football before the hallway? 
4,bathroom, Before the $location_1$ the $item$ was in the $location_2$.,0.0,Where was the football before the garden? 
5,garden, Before the office the football was in the garden.,1.0,Where was the football before the office? 
6,office, Before the garden the milk was in the bedroom.,0.0,Where was the milk before the garden? 
7,bathroom, Before the hallway the milk was in the basement.,0.0,Where was the milk before the hallway? 
8,office, Before the hallway the apple was in the bathroom.,0.0,Where was the apple before the hallway? 
9,hallway, Before the $location_1$ the $item$ was in the $location_2$.,0.0,Where was the football before the kitchen? 
10,hallway, Before the bedroom the milk was in the basement.,0.0,Where was the milk before the bedroom? 
11,garden, Before the office the milk was in the bedroom.,0.0,Where was the milk before the office? 
12,bathroom, Before the $location_1$ the $item$ was in the $location_2$.,0.0,Where was the apple before the kitchen? 
13,bedroom, Before the bathroom the football was in the garden.,0.0,Where was the football before the bathroom? 
14,garden, Before the office the milk was in the bedroom.,0.0,Where was the milk before the office? 
15,bedroom, Before the garden the milk was in the bedroom.,1.0,Where was the milk before the garden? 
16,office, Before the $location_1$ the $item$ was in the $location_2$.,0.0,Where was the apple before the hallway? 
17,garden, Before the $location_1$ the $item$ was in the $location_2$.,0.0,Where was the apple before the bathroom? 
18,hallway, Before the bedroom the apple was in the living-room.,0.0,Where was the apple before the bedroom? 
19,garden, Before the $location_1$ the $item$ was in the $location_2$.,0.0,Where was the apple before the bathroom? 
20,bathroom, Before the bedroom the milk was in the garden.,0.0,Where was the milk before the bedroom? 
21,garden, Before the hallway the football was in the garden.,1.0,Where was the football before the hallway? 
22,office, Before the kitchen the apple was in the living-room.,0.0,Where was the apple before the kitchen? 
23,bathroom, Before the office the milk was in the bedroom.,0.0,Where was the milk before the office? 
24,bedroom, Before the office the milk was in the basement.,0.0,Where was the milk before the office? 
25,kitchen, Before the office the apple was in the States.,0.0,Where was the apple before the office? 
26,garden, Before the bedroom the football was in the garden.,1.0,Where was the football before the bedroom? 
27,garden, Before the $location_1$ the $item$ was in the $location_2$.,0.0,Where was the apple before the bathroom? 
28,hallway, Before the office the milk was in the basement.,0.0,Where was the milk before the office? 
29,kitchen, Before the bedroom the milk was in the kitchen.,1.0,Where was the milk before the bedroom? 
30,office, Before the bedroom the football was in the garden.,0.0,Where was the football before the bedroom? 
31,bedroom, Before the hallway the milk was in the basement.,0.0,Where was the milk before the hallway? 
32,garden, Before the office the milk was in the kitchen.,0.0,Where was the milk before the office? 
33,hallway, Before the bathroom the football was in the garden.,0.0,Where was the football before the bathroom? 
34,bathroom, Before the bedroom the apple was in the living-room.,0.0,Where was the apple before the bedroom? 
35,garden, Before the office the milk was in the bedroom.,0.0,Where was the milk before the office? 
36,hallway, Before the garden the apple was in the kitchen.,0.0,Where was the apple before the garden? 
37,kitchen, Before the office the milk was in the basement.,0.0,Where was the milk before the office? 
38,garden, Before the $location_1$ the $item$ was in the $location_2$.,0.0,Where was the apple before the bathroom? 
39,kitchen, Before the $location_1$ the $item$ was in the $location_2$.,0.0,Where was the milk before the garden? 
40,bathroom, Before the hallway the apple was in the living-room.,0.0,Where was the apple before the hallway? 
41,kitchen, Before the garden the football was in the bedroom.,0.0,Where was the football before the garden? 
42,garden, Before the $location_1$ the $item$ was in the $location_2$.,0.0,Where was the apple before the bathroom? 
43,bathroom, Before the office the football was in the garden.,0.0,Where was the football before the office? 
44,garden, Before the hallway the milk was in the basement.,0.0,Where was the milk before the hallway? 
45,kitchen, Before the $location_1$ the $item$ was in the $location_2$.,0.0,Where was the apple before the garden? 
46,hallway, Before the bathroom the milk was in the bedroom.,0.0,Where was the milk before the bathroom? 
47,bathroom, Before the office the apple was in the garden.,0.0,Where was the apple before the office? 
48,garden, Before the office the milk was in the bedroom.,0.0,Where was the milk before the office? 
49,garden, Before the office the apple was in the States.,0.0,Where was the apple before the office? 
50,garden, Before the office the apple was in the kitchen.,0.0,Where was the apple before the office? 
51,garden, Before the bedroom the milk was in the garden.,1.0,Where was the milk before the bedroom? 
52,bathroom, Before the $location_1$ the $item$ was in the $location_2$.,0.0,Where was the football before the kitchen? 
53,garden, Before the $location_1$ the $item$ was in the $location_2$.,0.0,Where was the apple before the hallway? 
54,bathroom, Before the garden the football was in the bedroom.,0.0,Where was the football before the garden? 
55,bedroom, Before the hallway the milk was in the basement.,0.0,Where was the milk before the hallway? 
