,target,output,result,question
0,kitchen, The football is on the ground.,0.0,Where is the football? 
1,garden," Where is the
milk?

[_THE DEAN goes distractedly into the
Library._]",0.0,Where is the milk? 
2,bedroom, The apple is on the table.,0.0,Where is the apple? 
3,bedroom," It is, I believe, in the writing desk.",0.0,Where is the apple? 
4,kitchen, The apple is in the bowl.,0.0,Where is the apple? 
5,hallway, Place.  Place.  Place.  Place.  Place.  Place.  Place,0.0,Where is the apple? 
6,kitchen, The milk is there.,0.0,Where is the milk? 
7,garden, I'll get it.,0.0,Where is the milk? 
8,bedroom, The milk is in the fridge.,0.0,Where is the milk? 
9,bathroom," John had it.

John had the milk.",0.0,Where is the milk? 
10,bathroom, It is on the ground.,0.0,Where is the football? 
11,bedroom, Mary grabbed the milk there.,0.0,Where is the milk? 
12,bathroom, There is no apple.,0.0,Where is the apple? 
13,kitchen, Mary discarded the football.,0.0,Where is the football? 
14,bedroom, The apple is in the tree.,0.0,Where is the apple? 
15,garden, The apple is on the table.,0.0,Where is the apple? 
16,bedroom, The football is on the table.,0.0,Where is the football? 
17,bedroom, The apple is on the tree.,0.0,Where is the apple? 
18,garden, The milk is in the pail.  Where is the pail?  The pail,0.0,Where is the milk? 
19,garden, The milk is in the refrigerator.,0.0,Where is the milk? 
20,office, The apple is at the Ann.,0.0,Where is the apple? 
21,bedroom, The milk is in the fridge.,0.0,Where is the milk? 
22,garden, The milk is at the store.,0.0,Where is the milk? 
23,bathroom, The milk is there.,0.0,Where is the milk? 
24,office, The apple is there.,0.0,Where is the apple? 
25,garden, Mary left the football.,0.0,Where is the football? 
26,garden, Mary left the football.,0.0,Where is the football? 
27,bedroom, The apple is on the ground.,0.0,Where is the apple? 
28,hallway, There.,0.0,Where is the apple? 
29,hallway, Daniel left the apple.,0.0,Where is the apple? 
30,hallway, The apple is on the table.,0.0,Where is the apple? 
31,garden," I have it here.

I have it here.

I have it here.

I have it here",0.0,Where is the football? 
32,hallway, The apple is there.,0.0,Where is the apple? 
33,kitchen, The football is on the field.,0.0,Where is the football? 
34,hallway, Sandra took the milk there.,0.0,Where is the milk? 
35,kitchen, There,0.0,Where is the apple? 
36,office, Daniel put down the milk.,0.0,Where is the milk? 
37,hallway, There,0.0,Where is the milk? 
38,bathroom,1.  In the barn. 2.  In the house. 3.  In,0.0,Where is the milk? 
39,bathroom, It's in the fridge.,0.0,Where is the milk? 
40,bathroom, The football is at the tree.,0.0,Where is the football? 
41,hallway, I don't know.  I don't see it.  I don't see it.,0.0,Where is the football? 
42,garden," The apple is in Portland Place, London.",0.0,Where is the apple? 
43,bedroom, The apple is on the table.,0.0,Where is the apple? 
44,kitchen, John left the milk there.,0.0,Where is the milk? 
45,bedroom, I have some milk in the fridge.,0.0,Where is the milk? 
