,target,output,result,question
0,kitchen, There,0.0,Where is the football? 
1,garden, The milk is in the bathroom.,0.0,Where is the milk? 
2,bedroom, The apple is on the table.,0.0,Where is the apple? 
3,bedroom, It is on the table.,0.0,Where is the apple? 
4,kitchen, Daniel got the apple there.,0.0,Where is the apple? 
5,hallway, The apple is in Massachusetts.,0.0,Where is the apple? 
6,kitchen, John took the milk there.,0.0,Where is the milk? 
7,garden," I
have it here, mamma.

The doctor, with Pepper, was
already on his way",0.0,Where is the milk? 
8,bedroom," I left it on the table.

I'll go and get it.

I'll go and get",0.0,Where is the milk? 
9,bathroom, It's under the beam.,0.0,Where is the milk? 
10,bathroom, There is the football.,0.0,Where is the football? 
11,bedroom, Mary discarded the milk.,0.0,Where is the milk? 
12,bathroom, The apple is in the basket.,0.0,Where is the apple? 
13,kitchen, Mary has the football there.,0.0,Where is the football? 
14,bedroom, The apple is on the table.,0.0,Where is the apple? 
15,garden," the middle of the village green, stood a long table covered with a white cloth, on which",0.0,Where is the apple? 
16,bedroom," I dropped it.

I dropped the football.

I dropped the football.

I dropped the football.

",0.0,Where is the football? 
17,bedroom, Where is the apple?,0.0,Where is the apple? 
18,garden," I have been looking for it everywhere, and I can't find it.

""Where is the",0.0,Where is the milk? 
19,garden, It is downstairs somewhere.,0.0,Where is the milk? 
20,office, Mary took the apple there.,0.0,Where is the apple? 
21,bedroom, The milk is in the fridge.,0.0,Where is the milk? 
22,garden, The milk is in the kitchen.,0.0,Where is the milk? 
23,bathroom, The milk is in the kitchen.,0.0,Where is the milk? 
24,office, The apple is there.,0.0,Where is the apple? 
25,garden, Mary left the football.,0.0,Where is the football? 
26,garden, The football is on the field.,0.0,Where is the football? 
27,bedroom, The apple is at the Ann.,0.0,Where is the apple? 
28,hallway, There is an apple on the table.,0.0,Where is the apple? 
29,hallway, The apple is on the table.,0.0,Where is the apple? 
30,hallway, The apple is on the table.,0.0,Where is the apple? 
31,garden," I put it down here a moment ago.

I'll go and get it.”

“Where is",0.0,Where is the football? 
32,hallway, The apple is there.,0.0,Where is the apple? 
33,kitchen, It is on the table.,0.0,Where is the football? 
34,hallway, The milk is in the kitchen.,0.0,Where is the milk? 
35,kitchen, Sandra got the apple there.,0.0,Where is the apple? 
