,target,output,result,question
0,football, the football,1.0,What did Fred give to Jeff? 
1,Fred, Jeff,0.0,Who gave the football to Jeff? 
2,football, the football,1.0,What did Fred give to Jeff? 
3,Jeff,1,0.0,Who did Fred give the football to? 
4,Fred, Fred,1.0,Who did Jeff give the football to? 
5,Jeff, Jeff,1.0,Who gave the apple? 
6,Bill, Bill,1.0,Who received the apple? 
7,apple, milk,0.0,What did Bill give to Fred? 
8,apple, apple,1.0,What did Bill give to Fred? 
9,Fred, Fred,1.0,Who received the apple? 
10,Mary, Mary,1.0,Who received the milk? 
11,milk, milk,1.0,What did Mary give to Bill? 
12,Bill, Mary,0.0,Who received the milk? 
13,Bill, Bill,1.0,Who did Mary give the milk to? 
14,milk,1,0.0,What did Mary give to Bill? 
15,Jeff, Jeff,1.0,Who received the football? 
16,Fred, Jeff,0.0,Who gave the football to Jeff? 
17,football, football,1.0,What did Fred give to Jeff? 
18,Jeff, Jeff,1.0,Who received the football? 
19,Mary, Mary,1.0,Who gave the milk? 
20,milk, milk,1.0,What did Jeff give to Mary? 
21,Mary, Jeff,0.0,Who gave the milk to Jeff? 
22,Mary, Jeff,0.0,Who gave the milk to Jeff? 
23,Bill, Bill,1.0,Who gave the apple to Jeff? 
24,Jeff, Jeff,1.0,Who gave the apple? 
25,apple, milk,0.0,What did Jeff give to Fred? 
26,Fred, Bill,0.0,Who received the apple? 
27,Jeff, Jeff,1.0,Who received the apple? 
28,Jeff, Jeff,1.0,Who gave the apple? 
29,Fred, Fred,1.0,Who did Jeff give the apple to? 
30,Mary, Mary,1.0,Who gave the milk? 
31,Bill, Mary,0.0,Who gave the milk? 
32,Bill, Bill,1.0,Who gave the milk to Mary? 
33,milk, milk,1.0,What did Bill give to Mary? 
34,apple, apple,1.0,What did Mary give to Fred? 
35,Jeff, Jeff,1.0,Who did Fred give the milk to? 
36,Jeff, Jeff,1.0,Who did Fred give the milk to? 
37,milk, milk,1.0,What did Jeff give to Mary? 
38,milk, milk,1.0,What did Jeff give to Mary? 
39,Fred, Mary,0.0,Who gave the apple? 
40,Mary, Jeff,0.0,Who gave the milk? 
41,milk, milk,1.0,What did Mary give to Fred? 
42,Jeff, Jeff,1.0,Who gave the milk? 
43,Fred, Fred,1.0,Who received the milk? 
44,Mary, Jeff,0.0,Who gave the milk? 
45,Bill, Bill,1.0,Who did Mary give the milk to? 
46,milk, milk,1.0,What did Mary give to Bill? 
47,Mary, Mary,1.0,Who gave the milk? 
48,Mary, Mary,1.0,Who did Bill give the milk to? 
49,Bill, Mary,0.0,Who gave the milk to Mary? 
50,Mary, Mary,1.0,Who gave the apple to Fred? 
51,Fred, Jeff,0.0,Who gave the apple to Mary? 
52,apple, apple,1.0,What did Fred give to Mary? 
53,apple, the apple,1.0,What did Mary give to Jeff? 
54,apple, the apple,1.0,What did Mary give to Jeff? 
55,Fred, Fred,1.0,Who received the football? 
56,football, the apple,0.0,What did Bill give to Fred? 
57,Bill, Fred,0.0,Who gave the apple? 
58,Bill, Mary gave the apple to Fred.,0.0,Who did Mary give the apple to? 
59,Jeff,1,0.0,Who did Bill give the apple to? 
60,Jeff, Jeff,1.0,Who did Bill give the apple to? 
61,Bill, Bill,1.0,Who gave the apple to Jeff? 
62,Jeff,1,0.0,Who gave the apple to Bill? 
63,Bill, Jeff,0.0,Who received the apple? 
64,Mary, Mary,1.0,Who gave the milk? 
65,Mary, Mary,1.0,Who gave the apple to Bill? 
66,Bill, Bill,1.0,Who did Mary give the apple to? 
67,Mary, Mary,1.0,Who did Bill give the apple to? 
68,apple, the apple,1.0,What did Bill give to Mary? 
69,Mary, Mary,1.0,Who did Bill give the apple to? 
70,apple, apple,1.0,What did Fred give to Jeff? 
71,Jeff, Jeff,1.0,Who gave the football? 
72,Jeff, Jeff,1.0,Who gave the football? 
73,apple, apple,1.0,What did Fred give to Bill? 
74,apple, apple,1.0,What did Fred give to Bill? 
75,Fred, Mary,0.0,Who gave the football? 
76,Fred, Jeff,0.0,Who gave the football? 
77,Mary, Mary,1.0,Who received the football? 
78,Mary, Jeff,0.0,Who gave the football? 
79,football, football,1.0,What did Mary give to Fred? 
80,milk, milk,1.0,What did Fred give to Jeff? 
81,milk, milk,1.0,What did Fred give to Jeff? 
82,Fred, Fred,1.0,Who did Jeff give the milk to? 
83,milk, milk,1.0,What did Jeff give to Fred? 
84,Jeff, Jeff,1.0,Who gave the milk to Fred? 
85,Fred, Fred,1.0,Who did Mary give the apple to? 
86,Fred, Mary,0.0,Who gave the apple to Mary? 
87,Mary, Mary,1.0,Who gave the apple? 
88,Jeff, Mary gave the apple to Fred.,0.0,Who did Mary give the apple to? 
89,Jeff, Jeff,1.0,Who received the football? 
90,football, football,1.0,What did Mary give to Jeff? 
91,Mary, Mary,1.0,Who received the football? 
92,Mary, Jeff,0.0,Who gave the football? 
93,Jeff, Jeff,1.0,Who did Mary give the football to? 
94,Bill, Bill,1.0,Who did Fred give the apple to? 
95,Jeff, Jeff,1.0,Who did Mary give the apple to? 
96,Mary, Mary,1.0,Who gave the apple to Jeff? 
97,apple, the apple,1.0,What did Jeff give to Fred? 
98,Fred, Mary,0.0,Who did Jeff give the apple to? 
99,milk, milk,1.0,What did Bill give to Mary? 
100,Bill, Bill,1.0,Who did Mary give the apple to? 
101,Bill, Bill,1.0,Who received the apple? 
102,Fred, Mary,0.0,Who gave the apple? 
103,Bill, Mary,0.0,Who gave the apple? 
104,apple, apple,1.0,What did Mary give to Bill? 
105,Jeff, Jeff,1.0,Who received the milk? 
106,Mary, Mary,1.0,Who gave the milk? 
107,Jeff, Jeff,1.0,Who did Mary give the milk to? 
108,football, the football,1.0,What did Bill give to Mary? 
109,Mary, Mary,1.0,Who gave the football? 
110,apple, the apple,1.0,What did Jeff give to Mary? 
111,apple, the apple,1.0,What did Jeff give to Mary? 
112,Mary,1,0.0,Who gave the apple? 
113,Mary, Mary,1.0,Who gave the apple? 
114,Mary, Jeff,0.0,Who received the apple? 
115,Bill, Mary,0.0,Who gave the milk? 
116,milk, milk,1.0,What did Mary give to Bill? 
117,Bill, Bill,1.0,Who did Mary give the milk to? 
118,milk,1,0.0,What did Bill give to Mary? 
119,Mary, Mary,1.0,Who did Bill give the milk to? 
120,milk, milk,1.0,What did Mary give to Bill? 
121,Mary, Mary,1.0,Who gave the milk? 
122,Mary, Mary,1.0,Who gave the milk? 
123,Jeff, Jeff,1.0,Who did Bill give the football to? 
124,Bill, Bill,1.0,Who gave the football to Jeff? 
125,Jeff, Jeff,1.0,Who received the football? 
126,Jeff, Jeff,1.0,Who gave the football to Bill? 
127,football, football,1.0,What did Jeff give to Bill? 
128,football, football,1.0,What did Jeff give to Bill? 
129,apple,,0.0,What did Fred give to Mary? 
130,Bill, Bill,1.0,Who received the apple? 
131,apple, apple,1.0,What did Mary give to Bill? 
132,apple, apple,1.0,What did Mary give to Bill? 
133,apple, apple,1.0,What did Jeff give to Mary? 
134,Fred, Mary,0.0,Who gave the apple? 
135,football, football,1.0,What did Fred give to Jeff? 
136,football, football,1.0,What did Fred give to Jeff? 
137,Jeff, Jeff,1.0,Who gave the football? 
138,Fred, Fred,1.0,Who did Jeff give the football to? 
139,football, football,1.0,What did Fred give to Mary? 
140,football, football,1.0,What did Jeff give to Mary? 
141,Mary, Jeff,0.0,Who received the football? 
142,football, football,1.0,What did Mary give to Jeff? 
143,Jeff, Jeff,1.0,Who gave the football? 
144,Bill, Bill,1.0,Who received the apple? 
145,Fred, Fred,1.0,Who received the apple? 
146,Fred, Fred,1.0,Who received the apple? 
147,Mary, Mary,1.0,Who did Bill give the football to? 
148,Bill, Bill,1.0,Who gave the football to Mary? 
149,Fred, Mary,0.0,Who received the football? 
150,Bill, Bill,1.0,Who received the apple? 
151,Jeff, Jeff,1.0,Who gave the apple to Bill? 
152,Bill, Jeff,0.0,Who received the apple? 
153,Bill, Jeff,0.0,Who gave the apple to Jeff? 
154,apple, apple,1.0,What did Bill give to Jeff? 
155,football, the football,1.0,What did Mary give to Bill? 
156,football, the football,1.0,What did Mary give to Bill? 
157,Mary, Mary,1.0,Who did Bill give the football to? 
158,football, the apple,0.0,What did Bill give to Mary? 
159,Bill, Mary,0.0,Who received the apple? 
160,Bill, Bill,1.0,Who did Fred give the apple to? 
161,apple, apple,1.0,What did Fred give to Bill? 
162,apple,1,0.0,What did Fred give to Bill? 
163,Fred, Fred,1.0,Who gave the apple? 
164,Jeff, Fred,0.0,Who received the apple? 
165,Jeff, Jeff,1.0,Who received the apple? 
166,Jeff, Mary,0.0,Who received the apple? 
167,Jeff, Mary,0.0,Who received the apple? 
168,apple, the apple,1.0,What did Mary give to Jeff? 
169,Bill, Bill,1.0,Who gave the milk to Fred? 
170,football, football,1.0,What did Mary give to Bill? 
171,Bill, Bill,1.0,Who did Mary give the football to? 
172,football, the football,1.0,What did Bill give to Mary? 
173,football, the football,1.0,What did Bill give to Mary? 
174,Mary, Mary,1.0,Who did Bill give the football to? 
175,football, football,1.0,What did Jeff give to Bill? 
176,football, milk,0.0,What did Bill give to Mary? 
177,Mary, Mary,1.0,Who received the football? 
178,Bill, Jeff,0.0,Who gave the football? 
179,football, football,1.0,What did Bill give to Fred? 
180,Fred, Fred,1.0,Who gave the milk to Jeff? 
181,milk, milk,1.0,What did Jeff give to Mary? 
182,Mary, Mary,1.0,Who received the milk? 
183,Mary, Mary,1.0,Who gave the milk? 
184,Fred, Mary,0.0,Who received the milk? 
185,football, the football,1.0,What did Mary give to Bill? 
186,football, the football,1.0,What did Mary give to Bill? 
187,football, the football,1.0,What did Mary give to Bill? 
188,Bill, Mary,0.0,Who gave the football? 
189,football, the football,1.0,What did Bill give to Mary? 
190,Fred, Jeff,0.0,Who gave the football? 
191,Fred, Jeff,0.0,Who gave the football to Jeff? 
192,football, the football,1.0,What did Fred give to Jeff? 
193,apple, milk,0.0,What did Bill give to Fred? 
194,Bill, Jeff,0.0,Who gave the apple to Fred? 
195,milk, milk,1.0,What did Mary give to Bill? 
196,Mary, Jeff,0.0,Who gave the milk? 
197,Bill, Mary,0.0,Who gave the milk? 
198,milk, milk,1.0,What did Bill give to Mary? 
