,target,output,result,question
0,hallway, John is in the hallway.,1.0,Where is John? 
1,bathroom, Mary is in the bathroom.,1.0,Where is Mary? 
2,kitchen, Daniel is in the bathroom.,0.0,Where is Sandra? 
3,hallway, Sandra is in the kitchen.,0.0,Where is Sandra? 
4,kitchen, Daniel,0.0,Where is Sandra? 
5,hallway, She is in the hallway.,1.0,Where is Sandra? 
6,garden, The garden,1.0,Where is Sandra? 
7,hallway, Daniel is in the hallway.,1.0,Where is Daniel? 
8,office, Sandra is in the kitchen.,0.0,Where is Sandra? 
9,office, Daniel is in the hallway.,0.0,Where is Daniel? 
10,kitchen, John,0.0,Where is Mary? 
11,garden, Mary is in the garden.,1.0,Where is Mary? 
12,office, He is in the office.,1.0,Where is Daniel? 
13,bedroom, Mary is in the garden.,0.0,Where is Mary? 
14,bedroom, Mary is in the garden.,0.0,Where is Mary? 
15,kitchen, John is in the hallway.,0.0,Where is John? 
16,garden, John is in the hallway.,0.0,Where is John? 
17,kitchen, John is in the hallway.,0.0,Where is John? 
18,office, Daniel is in the office.,1.0,Where is Daniel? 
19,kitchen, John is in the hallway.,0.0,Where is John? 
20,hallway, Mary is in the kitchen.,0.0,Where is Mary? 
21,office, John is at the office.,1.0,Where is John? 
22,office, John is in the office.,1.0,Where is John? 
23,hallway, In the office,0.0,Where is Sandra? 
24,bedroom, Daniel is in the bedroom.,1.0,Where is Daniel? 
25,bedroom," I have not seen her since breakfast.

I am sure she is not well.

She has been",0.0,Where is Sandra? 
26,bedroom, She is in the kitchen.,0.0,Where is Mary? 
27,kitchen, Daniel is in the kitchen.,1.0,Where is Daniel? 
28,kitchen, Daniel is in the kitchen.,1.0,Where is Daniel? 
29,kitchen, Daniel is in the kitchen.,1.0,Where is Daniel? 
30,hallway, Daniel:  She's in the hallway.,1.0,Where is Sandra? 
31,office, John moved to the office.,1.0,Where is John? 
32,kitchen, Daniel went to the office.,0.0,Where is Sandra? 
33,kitchen, Sandra is in the kitchen.,1.0,Where is Sandra? 
34,bathroom, Sandra is in the kitchen.,0.0,Where is Sandra? 
35,office, Mary moved to the office.,1.0,Where is Mary? 
36,bathroom, Mary went back to the bedroom.,0.0,Where is Mary? 
37,garden, Mary is in the bedroom.,0.0,Where is Mary? 
38,kitchen, Sandra moved to the office.,0.0,Where is Sandra? 
39,bedroom, Daniel is in the bedroom.,1.0,Where is Daniel? 
40,bathroom, Sandra went to the office.,0.0,Where is Sandra? 
41,garden, Daniel moved to the garden.,1.0,Where is Daniel? 
42,bathroom, She is in the office.,0.0,Where is Sandra? 
43,hallway, Daniel is in the garden.,0.0,Where is Daniel? 
44,garden, Daniel is in the garden.,1.0,Where is Daniel? 
45,kitchen,"1. In the kitchen
2. In the bathroom
3. In the bedroom",1.0,Where is Mary? 
46,hallway, Daniel journeyed to the hallway.,1.0,Where is Daniel? 
47,bathroom, Sandra moved to the kitchen.,0.0,Where is Sandra? 
48,office, John is in the office.,1.0,Where is John? 
49,bedroom, John is in the office.,0.0,Where is John? 
50,bedroom,"37' 53"" for the
latitude.",0.0,Where is John? 
51,office, John is in the bedroom.,0.0,Where is John? 
52,garden, John is in the bedroom.,0.0,Where is John? 
53,garden, John is in the garden.,1.0,Where is John? 
54,kitchen, Daniel is in the garden.,0.0,Where is Daniel? 
55,bedroom, She is in the bedroom.,1.0,Where is Mary? 
56,kitchen, Mary is in the bedroom.,0.0,Where is Mary? 
57,hallway, She is in the bedroom.,0.0,Where is Mary? 
58,garden, Daniel is in the bathroom.,0.0,Where is Daniel? 
59,hallway, Sandra went to the office.,0.0,Where is Sandra? 
60,hallway," I want to see her!""  Pauline looked up, and saw a little girl, with a",0.0,Where is Sandra? 
61,office," Daniel was standing in the middle of the big, empty room.",0.0,Where is Daniel? 
62,bathroom, Sandra is in the hallway.,0.0,Where is Sandra? 
63,garden, John asked.,0.0,Where is Daniel? 
64,garden, Daniel is in the bedroom.,0.0,Where is Daniel? 
65,kitchen, John went back to the kitchen.,1.0,Where is John? 
66,kitchen, James?  Mark?  Hugh?  Alloa?  Daniel?,0.0,Where is John? 
67,bathroom, Daniel is in the bathroom.,1.0,Where is Daniel? 
68,office, Daniel is in the office.,1.0,Where is Daniel? 
69,office, Daniel is in the kitchen.,0.0,Where is Daniel? 
70,garden," I want to see her."" ""She's gone to the garden, sir,"" replied the servant",1.0,Where is Mary? 
71,hallway,1,0.0,Where is Sandra? 
72,garden, Mary travelled to the office.,0.0,Where is Mary? 
73,bedroom, Mary is in the bedroom.,1.0,Where is Mary? 
74,bathroom, Mary is in the garden.,0.0,Where is Mary? 
75,kitchen," I want to see him.

He is in the kitchen.

I want to see him.

He is",1.0,Where is Daniel? 
76,kitchen, Jeanne.  I have to talk to you.  I have to tell you something.,0.0,Where is John? 
77,kitchen, Pierre is in the garden.,0.0,Where is Daniel? 
78,hallway, Daniel is in the office.,0.0,Where is Daniel? 
79,office, Daniel is in the kitchen.,0.0,Where is Daniel? 
80,garden, John is in the garden.,1.0,Where is John? 
81,bathroom, John is in the bathroom.,1.0,Where is John? 
82,bedroom, Sandra is in the kitchen.,0.0,Where is Sandra? 
83,garden,4 deg.,0.0,Where is Mary? 
84,office, Daniel is in the garden.,0.0,Where is Daniel? 
