,target,output,result,question
0,hallway, I don't know.  I don't know.  I don't know.  I don,0.0,Where is John? 
1,bathroom, She's in the bathroom.,1.0,Where is Mary? 
2,kitchen," Daniel thought.

""Look at this,"" he said, holding out the paper.

She took it",0.0,Where is Sandra? 
3,hallway, Sandra is in the kitchen.,0.0,Where is Sandra? 
4,kitchen, Sandra is in the kitchen.,1.0,Where is Sandra? 
5,hallway, Sandra travelled to the hallway.,1.0,Where is Sandra? 
6,garden, She is in the garden.,1.0,Where is Sandra? 
7,hallway, Daniel is in the hallway.,1.0,Where is Daniel? 
8,office, Sandra is in the kitchen.,0.0,Where is Sandra? 
9,office," Daniel, I
mean.

I'm sorry, I'm sorry, I
know you're",0.0,Where is Daniel? 
10,kitchen," Where is she?""

""Where is she?""

""Where is she?""

""Where is she?""

""",0.0,Where is Mary? 
11,garden," I want to see her.

She's gone to the garden.

I'll go to the garden.

",1.0,Where is Mary? 
12,office," I want to see him.""

""Where is Daniel?  I want to see him.""

""Where",0.0,Where is Daniel? 
13,bedroom, Mary moved to the garden.,0.0,Where is Mary? 
14,bedroom," I've got something to tell you!""

Pauline, who had been expecting this call for some time",0.0,Where is Mary? 
15,kitchen, John is in the hallway.,0.0,Where is John? 
16,garden," John is in the hallway.

Where is John going?  John is going to the garden.

",1.0,Where is John? 
17,kitchen, John is in the hallway.,0.0,Where is John? 
18,office," Rosendo asked.

""Daniel is
here,"" said Padre Diego.

""Where is
Die",0.0,Where is Daniel? 
19,kitchen, Pierre is in the kitchen.,1.0,Where is John? 
20,hallway, Mary is in the kitchen.,0.0,Where is Mary? 
21,office, John is at the office.,1.0,Where is John? 
22,office, John is at the office.,1.0,Where is John? 
23,hallway, Daniel is in the bedroom.,0.0,Where is Sandra? 
24,bedroom, He is in the bedroom.,1.0,Where is Daniel? 
25,bedroom," Sandra, where is Hamilcar?",0.0,Where is Sandra? 
26,bedroom, Mary went to the bedroom.,1.0,Where is Mary? 
27,kitchen, Daniel is in Bordentown in the Jerseys.,0.0,Where is Daniel? 
28,kitchen, Daniel is in the kitchen.,1.0,Where is Daniel? 
29,kitchen, Daniel is in the kitchen.,1.0,Where is Daniel? 
30,hallway," Daniel asked.

""Si, signora, padrone,"" answered Dan.

She found all at",0.0,Where is Sandra? 
31,office, John is in the office.,1.0,Where is John? 
32,kitchen, Sandra went to the bathroom.,0.0,Where is Sandra? 
33,kitchen, Sandra is in the kitchen.,1.0,Where is Sandra? 
