,target,output,result,question
0,kitchen, The football is in the dome.,0.0,Where is the football? 
1,garden, The milk is in the kitchen.,0.0,Where is the milk? 
2,bedroom, The apple is in the ’Ann’.,0.0,Where is the apple? 
3,bedroom, The apple is in the writing desk.,0.0,Where is the apple? 
4,kitchen, The apple is in the kitchen.,1.0,Where is the apple? 
5,hallway, The apple is in the Ann.,0.0,Where is the apple? 
6,kitchen, The milk is in the kitchen.,1.0,Where is the milk? 
7,garden, The milk is in the kitchen.,0.0,Where is the milk? 
8,bedroom, The milk is in the garbage.,0.0,Where is the milk? 
9,bathroom, The milk is in the kitchen.,0.0,Where is the milk? 
10,bathroom, The football is in Bordentown.,0.0,Where is the football? 
11,bedroom, The milk is in the kitchen.,0.0,Where is the milk? 
12,bathroom, The apple is in the kitchen.,0.0,Where is the apple? 
13,kitchen, The football is in the field.,0.0,Where is the football? 
14,bedroom, The apple is in the tree.,0.0,Where is the apple? 
15,garden, The apple is in the child.,0.0,Where is the apple? 
16,bedroom, The football is in the field.,0.0,Where is the football? 
17,bedroom, The apple is in the tree.,0.0,Where is the apple? 
18,garden, The milk is in the kitchen.,0.0,Where is the milk? 
19,garden, The milk is in the basement.,0.0,Where is the milk? 
20,office, The apple is in the Ann.,0.0,Where is the apple? 
21,bedroom, The milk is in the kitchen.,0.0,Where is the milk? 
22,garden, The milk is in the kitchen.,0.0,Where is the milk? 
23,bathroom, The milk is in the kitchen.,0.0,Where is the milk? 
24,office, The apple is in the there.,0.0,Where is the apple? 
25,garden, The football is in London.,0.0,Where is the football? 
26,garden, The football is in the field.,0.0,Where is the football? 
27,bedroom, The apple is in the kitchen.,0.0,Where is the apple? 
28,hallway, The apple is in the apple tree.,0.0,Where is the apple? 
29,hallway, The apple is behind the organ.,0.0,Where is the apple? 
30,hallway, The apple is in the garden.,0.0,Where is the apple? 
31,garden, The football is in the field.,0.0,Where is the football? 
32,hallway, The apple is in the wagon box.,0.0,Where is the apple? 
33,kitchen, The football is in the field.,0.0,Where is the football? 
34,hallway, The milk is in the kitchen.,0.0,Where is the milk? 
35,kitchen, The apple is in the wagon box.,0.0,Where is the apple? 
36,office, The milk is in the kitchen.,0.0,Where is the milk? 
37,hallway, The milk is in the kitchen.,0.0,Where is the milk? 
38,bathroom, The milk is in the barn.,0.0,Where is the milk? 
39,bathroom, The milk is in the kitchen.,0.0,Where is the milk? 
40,bathroom, The football is in the field.,0.0,Where is the football? 
41,hallway, The football is in the field.,0.0,Where is the football? 
42,garden, The apple is in the garbage.,0.0,Where is the apple? 
43,bedroom,1,0.0,Where is the apple? 
44,kitchen, The milk is in the kitchen.,1.0,Where is the milk? 
45,bedroom, The milk is in the garbage.,0.0,Where is the milk? 
46,hallway, The apple is in the kitchen.,0.0,Where is the apple? 
47,garden, The milk is in the kitchen.,0.0,Where is the milk? 
48,kitchen," The football is in Barrow Hall, Derby.",0.0,Where is the football? 
49,bathroom, The football is in the field.,0.0,Where is the football? 
50,garden, The milk is in the kitchen.,0.0,Where is the milk? 
51,bedroom, The apple is in the location.,0.0,Where is the apple? 
52,hallway, The milk is in the city.,0.0,Where is the milk? 
53,hallway, The milk is in the kitchen.,0.0,Where is the milk? 
54,office, The milk is in the basement.,0.0,Where is the milk? 
55,kitchen, The apple is in front of the gate.,0.0,Where is the apple? 
56,bathroom, The milk is in the lady.,0.0,Where is the milk? 
