,target,output,result,question
0,hallway, John Rolfe is in the hallway.,1.0,Where is John? 
1,bathroom, Mary journeyed to the bathroom.,1.0,Where is Mary? 
2,kitchen, Sandra is in the kitchen.,1.0,Where is Sandra? 
3,hallway, Daniel went to the kitchen.,0.0,Where is Sandra? 
4,kitchen, Daniel went back to the bathroom.,0.0,Where is Sandra? 
5,hallway," I want to talk to her.""

""Where is she?"" Pauline called down the
stairs.

",0.0,Where is Sandra? 
6,garden, Sandra travelled to the kitchen.,0.0,Where is Sandra? 
7,hallway, Daniel is in the hallway.,1.0,Where is Daniel? 
8,office, Daniel journeyed to the office.,1.0,Where is Sandra? 
9,office, Daniel is in the hallway.,0.0,Where is Daniel? 
10,kitchen, Mary journeyed to the kitchen.,1.0,Where is Mary? 
11,garden, Mary is in the garden.,1.0,Where is Mary? 
12,office, Daniel is in the office.,1.0,Where is Daniel? 
13,bedroom, Mary is in the garden.,0.0,Where is Mary? 
14,bedroom, She's in the garden.,0.0,Where is Mary? 
15,kitchen, John is in the kitchen.,1.0,Where is John? 
16,garden," John is in the hallway.

Where is Jack?  Jack is in the garden.

Where is",1.0,Where is John? 
17,kitchen, John is in the hallway.,0.0,Where is John? 
18,office, Daniel is in the office.,1.0,Where is Daniel? 
19,kitchen, John is in the hallway.,0.0,Where is John? 
20,hallway, Mary is in the kitchen.,0.0,Where is Mary? 
21,office, John is in the office.,1.0,Where is John? 
22,office, John is in the kitchen.,0.0,Where is John? 
23,hallway," Rosendo asked.

Rosendo was standing at the door of the parish house.

Rosendo was",0.0,Where is Sandra? 
24,bedroom, Daniel is in the bedroom.,1.0,Where is Daniel? 
25,bedroom, Sandra moved to the bedroom.,1.0,Where is Sandra? 
26,bedroom, She is in the bedroom.,1.0,Where is Mary? 
27,kitchen, Daniel is in the bedroom.,0.0,Where is Daniel? 
28,kitchen, Daniel is in the kitchen.,1.0,Where is Daniel? 
29,kitchen, Daniel is in the kitchen.,1.0,Where is Daniel? 
30,hallway, Daniel went to the office.,0.0,Where is Sandra? 
31,office," Daniel asked.

John moved to the kitchen.

John is in the kitchen, Harry replied.",0.0,Where is John? 
32,kitchen, Daniel moved to the office.,0.0,Where is Sandra? 
33,kitchen, Sandra is in the kitchen.,1.0,Where is Sandra? 
34,bathroom, Sandra is in the bathroom.,1.0,Where is Sandra? 
35,office,"1. In the bedroom
2. In the office",1.0,Where is Mary? 
36,bathroom, She is in the bathroom.,1.0,Where is Mary? 
37,garden, Mary is in the office.,0.0,Where is Mary? 
38,kitchen, Sandra is in the hallway.,0.0,Where is Sandra? 
39,bedroom, Daniel is in the kitchen.,0.0,Where is Daniel? 
40,bathroom, Sandra is in the office.,0.0,Where is Sandra? 
41,garden, Daniel is in the garden.,1.0,Where is Daniel? 
42,bathroom, Sandra is in the office.,0.0,Where is Sandra? 
43,hallway, Daniel is in the garden.,0.0,Where is Daniel? 
44,garden, Daniel went to the garden.,1.0,Where is Daniel? 
45,kitchen, Mary is in the kitchen.,1.0,Where is Mary? 
46,hallway, Daniel is in the hallway.,1.0,Where is Daniel? 
47,bathroom, Sandra is in the bathroom.,1.0,Where is Sandra? 
48,office, Daniel?  Sandra?,0.0,Where is John? 
49,bedroom, John is in the office.,0.0,Where is John? 
50,bedroom, John is in the bedroom.,1.0,Where is John? 
51,office, John journeyed to the hallway.,0.0,Where is John? 
52,garden, John is in the garden.,1.0,Where is John? 
53,garden, John is in the garden.,1.0,Where is John? 
54,kitchen, Daniel is in the garden.,0.0,Where is Daniel? 
55,bedroom, Daniel is in the bathroom.,0.0,Where is Mary? 
56,kitchen, Daniel moved to the garden.,0.0,Where is Mary? 
57,hallway, Mary is in the bedroom.,0.0,Where is Mary? 
58,garden, Daniel journeyed to the bathroom.,0.0,Where is Daniel? 
59,hallway, Sandra is in the kitchen.,0.0,Where is Sandra? 
60,hallway, John?,0.0,Where is Sandra? 
61,office, Daniel is in the office.,1.0,Where is Daniel? 
62,bathroom, Sandra is in the bathroom.,1.0,Where is Sandra? 
63,garden, Daniel is in the garden.,1.0,Where is Daniel? 
64,garden, Daniel is in the bedroom.,0.0,Where is Daniel? 
65,kitchen," He is now in the prison of the condemned, and to-morrow at sunrise he must die",0.0,Where is John? 
66,kitchen, He is in the kitchen.,1.0,Where is John? 
67,bathroom, Daniel went to the bathroom.,1.0,Where is Daniel? 
68,office, Daniel went to the bathroom.,0.0,Where is Daniel? 
69,office, Daniel is in the kitchen.,0.0,Where is Daniel? 
70,garden, Mary journeyed to the garden.,1.0,Where is Mary? 
71,hallway, Sandra is in the hallway.,1.0,Where is Sandra? 
72,garden, Mary is in the kitchen.,0.0,Where is Mary? 
73,bedroom, Mary is in the garden.,0.0,Where is Mary? 
74,bathroom, Mary is in the garden.,0.0,Where is Mary? 
75,kitchen," I want to see him."" ""He is in the kitchen,"" I replied, ""and I will",1.0,Where is Daniel? 
76,kitchen, John is in the kitchen.,1.0,Where is John? 
77,kitchen, Daniel is in the kitchen.,1.0,Where is Daniel? 
78,hallway, Daniel is in the office.,0.0,Where is Daniel? 
79,office, Daniel is in the kitchen.,0.0,Where is Daniel? 
80,garden, Daniel?,0.0,Where is John? 
81,bathroom, John is in the bathroom.,1.0,Where is John? 
82,bedroom,1,0.0,Where is Sandra? 
83,garden, Mary is in the garden.,1.0,Where is Mary? 
84,office, Daniel is in the garden.,0.0,Where is Daniel? 
85,garden, John is in the garden.,1.0,Where is Sandra? 
86,garden, Mary is in the garden.,1.0,Where is Mary? 
87,hallway, John is in the hallway.,1.0,Where is John? 
88,kitchen, Sandra is in the kitchen.,1.0,Where is Sandra? 
89,kitchen, Daniel is in the kitchen.,1.0,Where is Daniel? 
90,bathroom, Sandra moved to the kitchen.,0.0,Where is Sandra? 
91,bathroom, John is in the bathroom.,1.0,Where is John? 
92,hallway, Sandra is in the kitchen.,0.0,Where is Sandra? 
93,bathroom, Sandra is in the kitchen.,0.0,Where is Sandra? 
94,bathroom, Sandra is in the hallway.,0.0,Where is Sandra? 
95,kitchen, John is in the kitchen.,1.0,Where is John? 
96,kitchen, Daniel went to the kitchen.,1.0,Where is Sandra? 
97,kitchen, Mary is in the kitchen.,1.0,Where is Mary? 
98,bedroom, Mary journeyed to the bedroom.,1.0,Where is Mary? 
99,bedroom, Mary is in the bedroom.,1.0,Where is Mary? 
100,bedroom," I asked her to come to me.

I have not seen her since she went to her room last",0.0,Where is Mary? 
101,bathroom, In the bathroom,1.0,Where is Sandra? 
102,office, Mary is in the bedroom.,0.0,Where is Mary? 
103,garden, Daniel is in the hallway.,0.0,Where is Daniel? 
104,garden, Daniel is in the hallway.,0.0,Where is Daniel? 
105,hallway, Mary moved to the hallway.,1.0,Where is Mary? 
106,bedroom, Daniel is in the bedroom.,1.0,Where is Daniel? 
107,bathroom, Daniel is in the bathroom.,1.0,Where is Daniel? 
108,office, Daniel is in the office.,1.0,Where is Daniel? 
109,bedroom, John is in the kitchen.,0.0,Where is John? 
110,bathroom, Where is Daniel?  Where is Daniel?  Where is Daniel?  Where is Daniel? ,0.0,Where is Daniel? 
111,bathroom, Daniel is in the office.,0.0,Where is Daniel? 
112,kitchen, John is in the office.,0.0,Where is John? 
113,hallway, John is in the kitchen.,0.0,Where is John? 
114,kitchen, John went to the office.,0.0,Where is Mary? 
115,garden," I thought she was with you.""

""Where is Sandra?  I thought she was with you",0.0,Where is Sandra? 
116,office, John is in the office.,1.0,Where is John? 
117,kitchen, Mary is in the kitchen.,1.0,Where is Mary? 
118,bathroom, Daniel is in the bathroom.,1.0,Where is Daniel? 
119,office, Daniel is in the office.,1.0,Where is Daniel? 
120,bedroom, Daniel is in the bedroom.,1.0,Where is Daniel? 
121,bathroom, She's in the bathroom.,1.0,Where is Mary? 
