,target,output,result,question
0,hallway, Mary got the milk there.,0.0,Where is the milk? 
1,hallway, John has the football.,0.0,Where is the football? 
2,hallway, The football is in the hallway.,1.0,Where is the football? 
3,hallway, The football is there.,0.0,Where is the football? 
4,garden, John went to the kitchen.,0.0,Where is the milk? 
5,garden, Sandra put it down in the garden.,1.0,Where is the milk? 
6,bedroom, The football is in the office.,0.0,Where is the football? 
7,bedroom, There,0.0,Where is the milk? 
8,kitchen, The football is in the garden.,0.0,Where is the football? 
9,kitchen, The football is in the garden.,0.0,Where is the football? 
10,bedroom, Daniel picked up the football there.,0.0,Where is the football? 
11,hallway, The football is at the office.,0.0,Where is the football? 
12,garden, Mary picked it up from the kitchen.,0.0,Where is the milk? 
13,garden, The milk is in the kitchen.,0.0,Where is the milk? 
14,bathroom, The apple is on the table.,0.0,Where is the apple? 
15,garden, Mary dropped the milk.,0.0,Where is the milk? 
16,garden, The milk is in the garden.,1.0,Where is the milk? 
17,garden, The milk is in the bathroom.,0.0,Where is the milk? 
18,kitchen, The apple is in the garden.,0.0,Where is the apple? 
19,kitchen, Daniel discarded the apple.,0.0,Where is the apple? 
20,bedroom," It is in the Barberini library at Rome, in 1630.",0.0,Where is the apple? 
21,bedroom, The apple is in the kitchen.,0.0,Where is the apple? 
22,bathroom," [The Bishop of BIRCHESTER, _who has been
listening to the conversation,",0.0,Where is the football? 
23,bathroom, It is on the floor.,0.0,Where is the football? 
24,bedroom, The milk is there.,0.0,Where is the milk? 
25,kitchen, It's in the kitchen.,1.0,Where is the milk? 
26,kitchen, The milk is in the kitchen.,1.0,Where is the milk? 
27,bathroom, The apple is in the kitchen.,0.0,Where is the apple? 
28,bathroom, The apple is in the kitchen.,0.0,Where is the apple? 
29,kitchen, The milk is on the counter.,0.0,Where is the milk? 
30,garden, It is on the table.,0.0,Where is the apple? 
31,garden, The apple is on the table.,0.0,Where is the apple? 
32,kitchen," The football is in the bedroom.

Where is the apple?  The apple is in the",0.0,Where is the football? 
33,kitchen, The apple is there.,0.0,Where is the apple? 
34,kitchen, The apple is there.,0.0,Where is the apple? 
35,office, The milk is in the hallway.,0.0,Where is the milk? 
36,kitchen, The football is in the hallway.,0.0,Where is the football? 
37,kitchen, Mary took the football to the office.,0.0,Where is the football? 
38,kitchen, The football is there.,0.0,Where is the football? 
39,bedroom," I put it down there.

Where?  Where did you put it?

I put it down",0.0,Where is the milk? 
40,bedroom, The milk is in the kitchen.,0.0,Where is the milk? 
41,office, The milk is in the fridge.,0.0,Where is the milk? 
42,office, The milk is in the kitchen.,0.0,Where is the milk? 
43,office, It is at the store.,0.0,Where is the milk? 
44,kitchen, The apple is in the garden.,0.0,Where is the apple? 
45,bedroom, Mary went back to the bedroom.,1.0,Where is the milk? 
46,office, It is there.,0.0,Where is the football? 
47,bathroom, I put it there.,0.0,Where is the football? 
48,bathroom, The football is there.,0.0,Where is the football? 
49,bedroom, The milk is in the kitchen.,0.0,Where is the milk? 
50,bathroom," demanded the judge.

The judge took the milk and drank it.

The judge took the milk and drank",0.0,Where is the milk? 
51,hallway, The apple is in the garden.,0.0,Where is the apple? 
52,kitchen, The football is in the garden.,0.0,Where is the football? 
53,kitchen, The football is in the garden.,0.0,Where is the football? 
54,kitchen, The football is in the garden.,0.0,Where is the football? 
55,bathroom, The apple is there.,0.0,Where is the apple? 
56,bathroom, The milk is in the kitchen.,0.0,Where is the milk? 
57,kitchen, John put the milk there.,0.0,Where is the milk? 
58,kitchen, The milk is at the office.,0.0,Where is the milk? 
59,bedroom, The apple is there.,0.0,Where is the apple? 
60,garden," Hefflefinger climbed up and
opened the shutter.  The window was too small for",0.0,Where is the milk? 
61,garden, Daniel took the milk there.,0.0,Where is the milk? 
62,kitchen, John picked it up there.,0.0,Where is the football? 
63,kitchen, John picked up the football there.,0.0,Where is the football? 
64,kitchen, The football is in the garden.,0.0,Where is the football? 
65,kitchen," Daniel, where is the football?  I know you have it.  I saw you take",0.0,Where is the football? 
66,kitchen, Daniel discarded the football.,0.0,Where is the football? 
67,bedroom, Daniel discarded the milk.,0.0,Where is the milk? 
68,bedroom, The milk is in the kitchen.,0.0,Where is the milk? 
69,bedroom, Daniel dropped the football.,0.0,Where is the football? 
70,garden, The apple is in the kitchen.,0.0,Where is the apple? 
71,garden, The apple is in the garden.,1.0,Where is the apple? 
72,bathroom, The apple is in the garden.,0.0,Where is the apple? 
73,bathroom, The apple is there.,0.0,Where is the apple? 
74,bathroom, The apple is there.,0.0,Where is the apple? 
75,office, The apple is on the table.,0.0,Where is the apple? 
76,hallway, The milk is at the Greenman house.,0.0,Where is the milk? 
77,hallway, The milk is in the kitchen.,0.0,Where is the milk? 
78,hallway, The milk is there.,0.0,Where is the milk? 
79,hallway, The milk is there.,0.0,Where is the milk? 
80,bathroom, John got the football there.,0.0,Where is the football? 
81,bathroom, John got the football there.,0.0,Where is the football? 
82,kitchen, The football is in the garden.,0.0,Where is the football? 
83,kitchen, Mary took the football to the garden.,0.0,Where is the football? 
84,kitchen, John discarded the football.,0.0,Where is the football? 
85,bathroom, The milk is on the table.,0.0,Where is the milk? 
86,kitchen, It is on the ground.,0.0,Where is the apple? 
87,bathroom, The milk is in the kitchen.,0.0,Where is the milk? 
88,bedroom," Darbey!----

SHEBA.

I've got it here.

THE DEAN.

",0.0,Where is the football? 
89,kitchen, The apple is there.,0.0,Where is the apple? 
90,kitchen, The milk is in the kitchen.,1.0,Where is the milk? 
91,kitchen, The milk is in the kitchen.,1.0,Where is the milk? 
92,kitchen, The milk is there.,0.0,Where is the milk? 
93,kitchen, Mary picked up the milk there.,0.0,Where is the milk? 
94,kitchen, The milk is there.,0.0,Where is the milk? 
95,bathroom, The football is in the last field before they turned.,0.0,Where is the football? 
96,bathroom, There is a high and strong gate leads to the last field.,0.0,Where is the football? 
97,bathroom, John got the football there.,0.0,Where is the football? 
98,bathroom, It is on the ground.,0.0,Where is the football? 
99,hallway, Mary discarded the milk.,0.0,Where is the milk? 
100,office, The milk is in the kitchen.,0.0,Where is the milk? 
101,office, The milk is in the kitchen.,0.0,Where is the milk? 
102,kitchen, Mary is in the kitchen.,1.0,Where is the milk? 
103,kitchen, Mary went to the kitchen.,1.0,Where is the milk? 
104,bedroom, John left the football there.,0.0,Where is the football? 
105,bathroom, Sandra took the football there.,0.0,Where is the football? 
106,bedroom, Mary discarded the milk.,0.0,Where is the milk? 
107,bathroom, The apple is in the bedroom.,0.0,Where is the apple? 
108,bedroom, The milk is there.,0.0,Where is the milk? 
109,bathroom, There.,0.0,Where is the apple? 
110,bedroom, John picked up the football there.,0.0,Where is the football? 
111,bedroom, John dropped the football.,0.0,Where is the football? 
112,bedroom, The football is there.,0.0,Where is the football? 
113,bedroom, John put down the football.,0.0,Where is the football? 
114,office, The apple is in the garden.,0.0,Where is the apple? 
115,office, The football is in the box.,0.0,Where is the football? 
116,hallway, There.,0.0,Where is the football? 
117,office, John grabbed the football there.,0.0,Where is the milk? 
118,bedroom, John grabbed the milk there.,0.0,Where is the milk? 
119,bathroom, The apple is on the table.,0.0,Where is the apple? 
120,hallway, John grabbed the apple there.,0.0,Where is the apple? 
121,bedroom, The milk is in the bedroom.,1.0,Where is the milk? 
122,garden, John grabbed the apple there.,0.0,Where is the apple? 
123,garden, The football is there.,0.0,Where is the football? 
124,garden, The football is there.,0.0,Where is the football? 
125,kitchen, Mary put down the football.,0.0,Where is the football? 
126,kitchen, Mary put down the football.,0.0,Where is the football? 
127,kitchen, The football is in the bathroom.,0.0,Where is the football? 
128,bedroom, Mary picked up the football there.,0.0,Where is the football? 
129,bedroom, The football is there.,0.0,Where is the football? 
130,kitchen, John took the football there.,0.0,Where is the football? 
131,kitchen, I don't know.,0.0,Where is the football? 
132,kitchen," asked Heywood.

Sandra put down the milk.

It was Heywood, somewhere on the
",0.0,Where is the milk? 
133,hallway, The football is there.,0.0,Where is the football? 
134,hallway, The football is there.,0.0,Where is the football? 
135,office, Mary put down the football.,0.0,Where is the football? 
136,office, The milk is in the kitchen.,0.0,Where is the milk? 
137,office, The football is in the office.,1.0,Where is the football? 
138,kitchen, The football is there.,0.0,Where is the football? 
139,bathroom, The football is there.,0.0,Where is the football? 
140,bedroom, It is on the ground.,0.0,Where is the football? 
141,bedroom, Daniel dropped the football.,0.0,Where is the football? 
142,bedroom, It is there.,0.0,Where is the football? 
143,bedroom, The football is there.,0.0,Where is the football? 
144,garden, The football is there.,0.0,Where is the football? 
145,kitchen, The apple is on the table.,0.0,Where is the apple? 
146,bathroom, Daniel asked.,0.0,Where is the milk? 
147,garden, Mary took the milk there.,0.0,Where is the milk? 
148,kitchen, Daniel got the apple there.,0.0,Where is the apple? 
149,kitchen, The apple is on the table.,0.0,Where is the apple? 
150,bedroom, The apple is on the table.,0.0,Where is the apple? 
151,bedroom," I left it on the table.

(_Exit._)",0.0,Where is the apple? 
152,bedroom," I left it on the table.

(_She goes to the table and picks it up._)

",0.0,Where is the apple? 
153,kitchen, Mary took the football there.,0.0,Where is the football? 
154,kitchen, Mary took the football there.,0.0,Where is the football? 
155,hallway, Mary took the football to the bathroom.,0.0,Where is the football? 
156,hallway, Mary put down the football.,0.0,Where is the football? 
157,bedroom, The milk is in the kitchen.,0.0,Where is the milk? 
158,bedroom, The milk is in the kitchen.,0.0,Where is the milk? 
159,hallway, Sandra grabbed the football there.,0.0,Where is the football? 
160,garden, The apple is on the tree.,0.0,Where is the apple? 
161,garden, The apple is there.,0.0,Where is the apple? 
162,garden, The apple is there.,0.0,Where is the apple? 
163,garden, The apple is there.,0.0,Where is the apple? 
164,bedroom, It is in the garden.,0.0,Where is the football? 
165,garden, John went back to the garden.,1.0,Where is the football? 
166,garden, I don't know.  I didn't see it.,0.0,Where is the football? 
167,hallway, The apple is in the kitchen.,0.0,Where is the apple? 
168,hallway, The apple is in the garden.,0.0,Where is the apple? 
169,office, Daniel discarded the football.,0.0,Where is the football? 
170,bedroom," MARY

I don't know.  I don't know.  I don't know",0.0,Where is the apple? 
171,bathroom," Jeanne

_Behind the screen._

I have it here.

JEANNE

_B",0.0,Where is the apple? 
172,hallway, The milk is in the kitchen.,0.0,Where is the milk? 
173,hallway, The milk is there.,0.0,Where is the milk? 
174,bathroom, The apple is on the table.,0.0,Where is the apple? 
175,kitchen, Mary went to the bathroom.,0.0,Where is the milk? 
176,hallway, In Rome.,0.0,Where is the apple? 
177,kitchen, Mary ate it.,0.0,Where is the apple? 
178,office, The milk is in the kitchen.,0.0,Where is the milk? 
179,office, The milk is in the kitchen.,0.0,Where is the milk? 
180,garden, The milk is at the garden.,1.0,Where is the milk? 
181,garden," Harry asked.

Sandra journeyed to the kitchen.",0.0,Where is the milk? 
182,garden, There is the milk.,0.0,Where is the milk? 
183,kitchen, The apple is in the garden.,0.0,Where is the apple? 
184,kitchen, John discarded the apple in the garden.,0.0,Where is the apple? 
185,office, Mary took the apple there.,0.0,Where is the apple? 
186,office, The apple is on the table.,0.0,Where is the apple? 
187,kitchen, The milk is on the table.,0.0,Where is the milk? 
188,office, The apple is on the table.,0.0,Where is the apple? 
189,kitchen, The milk is in the basket.,0.0,Where is the milk? 
190,garden, Daniel grabbed the apple there.,0.0,Where is the apple? 
191,garden, The apple is on the table.,0.0,Where is the apple? 
192,garden, The apple is on the table.,0.0,Where is the apple? 
193,bedroom, I don’t know.,0.0,Where is the milk? 
194,bedroom, The milk is in the bedroom.,1.0,Where is the milk? 
195,bathroom, John discarded the apple.,0.0,Where is the apple? 
196,bathroom, John discarded the apple.,0.0,Where is the apple? 
197,garden, Sandra left the milk there.,0.0,Where is the milk? 
198,kitchen, The milk is in the kitchen.,1.0,Where is the milk? 
199,kitchen, The milk is in the kitchen.,1.0,Where is the milk? 
200,office, Mary picked up the milk there.,0.0,Where is the milk? 
201,office, Mary picked up the milk there.,0.0,Where is the milk? 
202,hallway, The milk is at the store.,0.0,Where is the milk? 
203,garden, The milk is at the store.,0.0,Where is the milk? 
204,garden, The milk is on the table.,0.0,Where is the milk? 
205,office, The milk is in the kitchen.,0.0,Where is the milk? 
206,office, The milk is in the kitchen.,0.0,Where is the milk? 
207,garden, The apple is in the garden.,1.0,Where is the apple? 
208,bathroom, *       *       *       *       *,0.0,Where is the milk? 
209,bathroom," Daniel moved to the kitchen.

Where is the apple?  Mary moved to the kitchen.

Where",0.0,Where is the milk? 
210,kitchen, Mary dropped the football.,0.0,Where is the football? 
211,kitchen, The football is in the kitchen.,1.0,Where is the football? 
212,kitchen, The football is in the bathroom.,0.0,Where is the football? 
213,kitchen, The milk is in the kitchen.,1.0,Where is the milk? 
214,garden, The football is there.,0.0,Where is the football? 
215,office, The apple is there.,0.0,Where is the apple? 
216,office, The apple is there.,0.0,Where is the apple? 
217,office, The apple is on the table.,0.0,Where is the apple? 
218,bathroom, The milk is in the kitchen.,0.0,Where is the milk? 
219,bathroom, The milk is in the kitchen.,0.0,Where is the milk? 
220,office, The apple is on the table.,0.0,Where is the apple? 
221,office, The apple is on the table.,0.0,Where is the apple? 
222,office, The apple is in the kitchen.,0.0,Where is the apple? 
223,bedroom, The milk is in the bedroom.,1.0,Where is the milk? 
224,bedroom, The apple is there.,0.0,Where is the apple? 
225,bedroom, The apple is on the table.,0.0,Where is the apple? 
226,kitchen, The apple is in Sandra's hand.,0.0,Where is the apple? 
227,garden, Mary left the football.,0.0,Where is the football? 
228,bathroom, The milk is there.,0.0,Where is the milk? 
229,garden, Mary left the football.,0.0,Where is the football? 
230,bathroom, It is in the garden.,0.0,Where is the football? 
231,bathroom, Mary went to the garden.,0.0,Where is the football? 
232,bathroom, John journeyed to the garden.,0.0,Where is the football? 
233,garden, The apple is in the garden.,1.0,Where is the apple? 
234,bathroom," There is _only one position_ of the feet in the
Boston--the 4th",0.0,Where is the football? 
235,bedroom, The apple is in the bedroom.,1.0,Where is the apple? 
236,bedroom, Daniel picked up the apple there.,0.0,Where is the apple? 
237,kitchen, I dropped it.,0.0,Where is the football? 
238,office, The apple is there.,0.0,Where is the apple? 
239,garden, The milk is on the table.,0.0,Where is the milk? 
240,hallway, The apple is there.,0.0,Where is the apple? 
241,hallway, The apple is there.,0.0,Where is the apple? 
242,kitchen, The apple is there.,0.0,Where is the apple? 
243,bathroom, The apple is there.,0.0,Where is the apple? 
244,bathroom, The apple is there.,0.0,Where is the apple? 
245,hallway, Mary went back to the bathroom.,0.0,Where is the milk? 
246,garden, The milk is in the bathroom.,0.0,Where is the milk? 
247,garden, The milk is in the garden.,1.0,Where is the milk? 
248,garden, John grabbed the football.,0.0,Where is the football? 
249,garden, The football is in the garden.,1.0,Where is the football? 
250,bathroom, He asked.,0.0,Where is the apple? 
251,hallway, I don't see an apple.,0.0,Where is the apple? 
252,hallway, The apple is in the garden.,0.0,Where is the apple? 
253,hallway, The apple is on the table.,0.0,Where is the apple? 
254,hallway, The apple is in the kitchen.,0.0,Where is the apple? 
255,bathroom, The milk is in the kitchen.,0.0,Where is the milk? 
256,kitchen, The apple is in the garden.,0.0,Where is the apple? 
257,hallway, The apple is on the table.,0.0,Where is the apple? 
258,hallway, A.,0.0,Where is the apple? 
259,hallway, A.,0.0,Where is the apple? 
260,garden, There is the football.,0.0,Where is the football? 
261,garden, The football is in the garden.,1.0,Where is the football? 
262,garden, Daniel has the football.,0.0,Where is the football? 
263,bathroom, The apple is there.,0.0,Where is the apple? 
264,hallway, The apple is there.,0.0,Where is the apple? 
265,garden, The apple is there.,0.0,Where is the apple? 
266,garden, The apple is there.,0.0,Where is the apple? 
267,bathroom, The apple is there.,0.0,Where is the apple? 
268,bathroom, The apple is there.,0.0,Where is the apple? 
269,garden, The apple is there.,0.0,Where is the apple? 
270,kitchen, John put down the football.,0.0,Where is the football? 
271,office, The apple is on the table.,0.0,Where is the apple? 
272,office, The apple is in the kitchen.,0.0,Where is the apple? 
273,kitchen, Mary found the football.,0.0,Where is the football? 
274,office, Mary has the football.,0.0,Where is the apple? 
275,hallway," asked Cissy.

The boy pointed to
the kitchen.

Cissy went to the
kitchen",0.0,Where is the milk? 
276,hallway," asked Norah.

Sandra, in the back room, replied, ""I'll bring it.""

",0.0,Where is the milk? 
277,hallway, The milk is in the kitchen.,0.0,Where is the milk? 
278,kitchen, The apple is on the table.,0.0,Where is the apple? 
279,kitchen," The apple is on the table.

Where is the apple?  The apple is on the table",0.0,Where is the apple? 
280,bathroom," I'm going West the last of this month, and may be absent much of the winter.",0.0,Where is the football? 
281,bathroom, It is in the living room.,0.0,Where is the football? 
282,office, The milk is in the kitchen.,0.0,Where is the milk? 
283,office, Daniel put it down there.,0.0,Where is the milk? 
284,office, Daniel put down the milk.,0.0,Where is the milk? 
285,bedroom, The football is in the garden.,0.0,Where is the football? 
286,bedroom, Mary went to the hallway.,0.0,Where is the football? 
287,bedroom," John looked around.

John saw the football.

John picked up the football.

John kicked the football",0.0,Where is the football? 
288,bedroom, The football is there.,0.0,Where is the football? 
289,bedroom, The football is there.,0.0,Where is the football? 
290,office, The apple is in the kitchen.,0.0,Where is the apple? 
291,office, The apple is on the ground.,0.0,Where is the apple? 
292,office, Daniel dropped the apple there.,0.0,Where is the apple? 
293,office, The apple is on the table.,0.0,Where is the apple? 
294,bedroom, The milk is in the office.,0.0,Where is the milk? 
295,hallway, The milk is in the kitchen.,0.0,Where is the milk? 
296,hallway, The football is there.,0.0,Where is the football? 
297,hallway, The milk is in the kitchen.,0.0,Where is the milk? 
298,bathroom, The apple is there.,0.0,Where is the apple? 
299,bathroom, Mary put down the apple.,0.0,Where is the apple? 
300,bedroom, Mary took the football there.,0.0,Where is the football? 
301,bedroom, Mary took the football there.,0.0,Where is the football? 
302,office, The football is in the office.,1.0,Where is the football? 
303,bedroom, The football is in the garden.,0.0,Where is the football? 
304,bedroom, The football is there.,0.0,Where is the football? 
305,bathroom, Mary went to the bathroom.,1.0,Where is the milk? 
306,bathroom, The milk is in the kitchen.,0.0,Where is the milk? 
307,bathroom, The milk is in the kitchen.,0.0,Where is the milk? 
308,bathroom, Mary left the milk.,0.0,Where is the milk? 
309,bathroom, Mary left the milk.,0.0,Where is the milk? 
310,kitchen, Mary picked up the milk there.,0.0,Where is the milk? 
311,kitchen, The milk is in the kitchen.,1.0,Where is the milk? 
312,kitchen, The milk is in the kitchen.,1.0,Where is the milk? 
313,kitchen, The milk is in the kitchen.,1.0,Where is the milk? 
314,kitchen, The milk is in the kitchen.,1.0,Where is the milk? 
315,bathroom, The football is under a tree.,0.0,Where is the football? 
316,bathroom, Daniel left the football.,0.0,Where is the football? 
317,bathroom, Daniel picked up the football there.,0.0,Where is the football? 
318,office, The milk is in the kitchen.,0.0,Where is the milk? 
319,kitchen, Mary went back to the garden.,0.0,Where is the football? 
320,bathroom, The football is in the garden.,0.0,Where is the football? 
321,bathroom, Mary dropped the football.,0.0,Where is the football? 
322,bathroom, The football is there.,0.0,Where is the football? 
323,bathroom, The football is there.,0.0,Where is the football? 
324,bathroom, John left the football.,0.0,Where is the football? 
325,bathroom, The apple is in the garden.,0.0,Where is the apple? 
326,bathroom, The apple is in the garden.,0.0,Where is the apple? 
327,garden, The football is in the garden.,1.0,Where is the football? 
328,garden, Mary took the football there.,0.0,Where is the football? 
329,garden, The football is in the garden.,1.0,Where is the football? 
330,garden, The football is in the garden.,1.0,Where is the football? 
331,bathroom, The apple is on the table.,0.0,Where is the apple? 
332,bathroom, The apple is in the bedroom.,0.0,Where is the apple? 
333,hallway, The football is in the hallway.,1.0,Where is the football? 
334,hallway, It is in the hallway.,1.0,Where is the football? 
335,hallway, The football is in the garden.,0.0,Where is the football? 
336,hallway," A. On the ground
B. In the box
C. On the table",0.0,Where is the football? 
337,hallway, The football is in the garden.,0.0,Where is the football? 
338,hallway, The football is in the garden.,0.0,Where is the football? 
339,bedroom, The milk is on the table.,0.0,Where is the milk? 
340,garden, The milk is there.,0.0,Where is the milk? 
341,garden, The milk is in the fridge.,0.0,Where is the milk? 
342,hallway, Mary left the football there.,0.0,Where is the football? 
343,hallway, The football is in the garden.,0.0,Where is the football? 
344,hallway, I put it down.,0.0,Where is the milk? 
345,garden, Mary has it.,0.0,Where is the football? 
346,garden, I don't know.  I don't know.  I don't know.  I,0.0,Where is the football? 
347,garden, The apple is in the kitchen.,0.0,Where is the apple? 
348,garden, The apple is in the kitchen.,0.0,Where is the apple? 
349,garden, The apple is in the garden.,1.0,Where is the apple? 
