,target,output,result,question
0,bathroom, Mary was in the bathroom.,1.0,Where is Mary? 
1,kitchen, Pierre is in the kitchen.,1.0,Where is Sandra? 
2,kitchen, Mary is in the kitchen.,1.0,Where is Mary? 
3,kitchen, John is in the hallway.,0.0,Where is John? 
4,bedroom, I thought she was in the bedroom.,1.0,Where is Sandra? 
5,office, Where is the animal?  Where is the animal?  Where is the animal?  Where,0.0,Where is John? 
6,garden, Mary is in the kitchen.,0.0,Where is Mary? 
7,bathroom, Sandra went to the office.,0.0,Where is Sandra? 
8,kitchen, Where is my mother?  Where is my father?  Where is my sister?  Where is,0.0,Where is Mary? 
9,bedroom, John lives in New York.,0.0,Where is John? 
10,office, Daniel is in the office.,1.0,Where is Daniel? 
11,office, Daniel is in the office.,1.0,Where is Daniel? 
12,bathroom, Mary is in the garden.,0.0,Where is Mary? 
13,bathroom, I want to talk to her.,0.0,Where is Sandra? 
14,bathroom, Sandra is in the kitchen.,0.0,Where is Sandra? 
15,hallway, Mary is in the hallway.,1.0,Where is Mary? 
16,kitchen, Sandra went to the kitchen.,1.0,Where is Sandra? 
17,office," Daniel is in the office.

Where is Daniel going?  Daniel is going to the kitchen.

",1.0,Where is Daniel? 
18,kitchen, Sandra is in the kitchen.,1.0,Where is Sandra? 
19,bedroom, John is in the bathroom.,0.0,Where is John? 
20,hallway, Daniel,0.0,Where is Sandra? 
21,bedroom, Mary travelled to the bedroom.,1.0,Where is Mary? 
22,bedroom, The bedroom,1.0,Where is John? 
23,bedroom, She is in the bedroom.,1.0,Where is Mary? 
24,bedroom, Mary is in the bedroom.,1.0,Where is Mary? 
25,garden, Mary is in the kitchen.,0.0,Where is Mary? 
26,bedroom, Daniel is in the bedroom.,1.0,Where is Daniel? 
27,office, She's in the bathroom.,0.0,Where is Sandra? 
28,office,1,0.0,Where is Sandra? 
29,garden, Sandra went to the garden.,1.0,Where is Sandra? 
30,garden," Where is the Consul?--Where, oh, where is Manlius?",0.0,Where is Daniel? 
31,bathroom,"1.  In the
temple, 2.  In the garden, 3.",0.0,Where is Mary? 
32,office, Mary is in the office.,1.0,Where is Mary? 
33,kitchen," I want to see her.

SILVINA

She's in the garden.

JEANNE",0.0,Where is Sandra? 
34,garden, Sandra moved to the bathroom.,0.0,Where is Sandra? 
35,kitchen," I want to see her.

JEANNE

She's in the kitchen.

Where is Pierre?

",1.0,Where is Sandra? 
36,kitchen, She is in the kitchen.,1.0,Where is Sandra? 
37,garden, I am here.  I am here.  I am here.  I am here. ,0.0,Where is John? 
38,garden, Sandra is in the bedroom.,0.0,Where is Sandra? 
39,bathroom,1,0.0,Where is Sandra? 
40,bedroom, Mary is in the bedroom.,1.0,Where is Mary? 
41,kitchen, Daniel,0.0,Where is Sandra? 
42,office, Mary went to the garden.,0.0,Where is Mary? 
43,bedroom, She is in the kitchen.,0.0,Where is Mary? 
44,office, Daniel is in the office.,1.0,Where is Daniel? 
45,office, Sandra is in the bathroom.,0.0,Where is Sandra? 
46,bathroom,"1. Sandra went to the bathroom.
2. Sandra moved to the hallway.
3. Sandra journey",1.0,Where is Sandra? 
47,bedroom, Sandra is in the kitchen.,0.0,Where is Sandra? 
48,office, Daniel is in the office.,1.0,Where is Daniel? 
49,bedroom, She's in the bedroom.,1.0,Where is Sandra? 
50,hallway, Daniel is in the hallway.,1.0,Where is Daniel? 
51,bedroom, Sandra is in the bedroom.,1.0,Where is Sandra? 
52,office," I reckon he's in the office.""",1.0,Where is John? 
53,garden, John is in the garden.,1.0,Where is John? 
54,kitchen, Daniel is in the kitchen.,1.0,Where is Daniel? 
55,hallway, The hallway,1.0,Where is Mary? 
56,hallway, Sandra is in the office.,0.0,Where is Sandra? 
