,target,output,result,question
0,hallway, John is in the hallway.,1.0,Where is John? 
1,bathroom," I thought she was with you, Patience.

She's in the bathroom, mother.

I'll",1.0,Where is Mary? 
2,kitchen," I thought she was with you.""

""She was, but she
went off to the kitchen.""

""",1.0,Where is Sandra? 
3,hallway, Sandra is in the kitchen.,0.0,Where is Sandra? 
4,kitchen, Sandra is in the kitchen.,1.0,Where is Sandra? 
5,hallway, She is in the kitchen.,0.0,Where is Sandra? 
6,garden, She is in the garden.,1.0,Where is Sandra? 
7,hallway, Daniel is in the hallway.,1.0,Where is Daniel? 
8,office, Sandra is in the garden.,0.0,Where is Sandra? 
9,office, Daniel is in the hallway.,0.0,Where is Daniel? 
10,kitchen, Mary is in the kitchen.,1.0,Where is Mary? 
11,garden, John asked.,0.0,Where is Mary? 
12,office," I thought he was with you.

He was, but he went to the office.

The office",1.0,Where is Daniel? 
13,bedroom, Mary is in the garden.,0.0,Where is Mary? 
14,bedroom, Where is the key?  Where is the key?  Where is the key?  Where is,0.0,Where is Mary? 
15,kitchen, John is in the kitchen.,1.0,Where is John? 
16,garden, John is in the hallway.,0.0,Where is John? 
17,kitchen, John is in the hallway.,0.0,Where is John? 
18,office, Daniel is in the office.,1.0,Where is Daniel? 
19,kitchen, John is in the hallway.,0.0,Where is John? 
20,hallway, Mary is in the kitchen.,0.0,Where is Mary? 
21,office, John is in the office.,1.0,Where is John? 
22,office, John is in the office.,1.0,Where is John? 
23,hallway, Sandra is in the office.,0.0,Where is Sandra? 
24,bedroom, Daniel is in the bedroom.,1.0,Where is Daniel? 
25,bedroom, I don't know.  I haven't seen her since she went to the bedroom.,1.0,Where is Sandra? 
26,bedroom, I thought she was in the kitchen.,0.0,Where is Mary? 
27,kitchen, Daniel is in the bedroom.,0.0,Where is Daniel? 
28,kitchen, Daniel is in the kitchen.,1.0,Where is Daniel? 
29,kitchen, Daniel is in the kitchen.,1.0,Where is Daniel? 
30,hallway, Daniel asked.,0.0,Where is Sandra? 
31,office, John is in the office.,1.0,Where is John? 
32,kitchen, Daniel went to the office.,0.0,Where is Sandra? 
33,kitchen, Sandra is in the kitchen.,1.0,Where is Sandra? 
34,bathroom, Sandra is in the kitchen.,0.0,Where is Sandra? 
35,office, She is in the bedroom.,0.0,Where is Mary? 
36,bathroom, Mary is in the office.,0.0,Where is Mary? 
37,garden, She is in the office.,0.0,Where is Mary? 
38,kitchen, Sandra is in the hallway.,0.0,Where is Sandra? 
39,bedroom, Daniel is in the bedroom.  Barney is in the bedroom.  Barney is whispering.,1.0,Where is Daniel? 
40,bathroom, He's in the bathroom.,1.0,Where is Sandra? 
41,garden, Daniel is in the garden.,1.0,Where is Daniel? 
42,bathroom, In the bathroom,1.0,Where is Sandra? 
43,hallway, Daniel is in the garden.,0.0,Where is Daniel? 
44,garden, Daniel is in the garden.,1.0,Where is Daniel? 
45,kitchen, Mary is in the kitchen.,1.0,Where is Mary? 
46,hallway, Daniel is in the bedroom.,0.0,Where is Daniel? 
47,bathroom, Sandra is in the garden.,0.0,Where is Sandra? 
48,office, John is in the office.,1.0,Where is John? 
49,bedroom, John is in the bedroom.,1.0,Where is John? 
50,bedroom, John is in the hallway.,0.0,Where is John? 
51,office, John is in the hallway.,0.0,Where is John? 
52,garden, John is in the garden.,1.0,Where is John? 
53,garden, John is in the garden.,1.0,Where is John? 
54,kitchen, Daniel moved to the garden.,0.0,Where is Daniel? 
55,bedroom, He is gazing upwards in awestruck wonder to the shining sky.,0.0,Where is Mary? 
56,kitchen," Daniel asked.

""Where is Mary?"" Daniel asked.",0.0,Where is Mary? 
57,hallway, Mary is in the kitchen.,0.0,Where is Mary? 
58,garden, Daniel is in the bathroom.,0.0,Where is Daniel? 
59,hallway, Sandra is in the kitchen.,0.0,Where is Sandra? 
60,hallway," I don't know.  I'll go look for her.

I
don't know. ",0.0,Where is Sandra? 
61,office, Daniel is in the office.,1.0,Where is Daniel? 
62,bathroom," Daniel travelled to the office.

Where is Daniel?",0.0,Where is Sandra? 
63,garden, Daniel is in the bedroom.,0.0,Where is Daniel? 
64,garden, Daniel is at the office.,0.0,Where is Daniel? 
65,kitchen, John went back to the kitchen.,1.0,Where is John? 
66,kitchen, John is at Oxford.,0.0,Where is John? 
67,bathroom, Daniel is in the hallway.,0.0,Where is Daniel? 
68,office, Daniel is in the kitchen.,0.0,Where is Daniel? 
69,office, Daniel is in the kitchen.,0.0,Where is Daniel? 
70,garden, She is in the garden.,1.0,Where is Mary? 
71,hallway," Jimmieboy looked at him inquiringly.

""Where is she?"" he repeated.

""",0.0,Where is Sandra? 
72,garden, The kitchen.,0.0,Where is Mary? 
73,bedroom, Mary is in the bedroom.,1.0,Where is Mary? 
74,bathroom, Mary is in the kitchen.,0.0,Where is Mary? 
75,kitchen," John:  I have not seen him for a long time.

John:  I have not",0.0,Where is Daniel? 
76,kitchen, Daniel went to the garden.,0.0,Where is John? 
77,kitchen, Daniel is in the kitchen.,1.0,Where is Daniel? 
78,hallway, Daniel is in the office.,0.0,Where is Daniel? 
79,office, Daniel is in the kitchen.,0.0,Where is Daniel? 
80,garden," He is now in the prison of the condemned, and to-morrow at sunrise he must die",0.0,Where is John? 
81,bathroom, John travelled to the garden.,0.0,Where is John? 
82,bedroom,1,0.0,Where is Sandra? 
83,garden, Mary is in the garden.,1.0,Where is Mary? 
84,office, Daniel is in the garden.,0.0,Where is Daniel? 
85,garden, She is in the garden.,1.0,Where is Sandra? 
86,garden, I don't know.,0.0,Where is Mary? 
87,hallway,1,0.0,Where is John? 
88,kitchen, Sandra is in the garden.,0.0,Where is Sandra? 
89,kitchen, Daniel is in the kitchen.,1.0,Where is Daniel? 
90,bathroom," I don't know.  I lost track of her.  She was in the bathroom,",1.0,Where is Sandra? 
91,bathroom, John journeyed to the bathroom.,1.0,Where is John? 
92,hallway, Sandra is in the kitchen.,0.0,Where is Sandra? 
93,bathroom, Sandra is in the hallway.,0.0,Where is Sandra? 
94,bathroom, Sandra is in the hallway.,0.0,Where is Sandra? 
95,kitchen," John Wood's part, but no very great success was achieved; whereas in
Australia its reception",0.0,Where is John? 
96,kitchen," She's in the kitchen.

SHEBA.

[_Looking at the telegram._]  What",1.0,Where is Sandra? 
97,kitchen," Mary, where are you?

[_In the bedroom._] Here, mother.

[_To M",0.0,Where is Mary? 
98,bedroom, Mary is in the bedroom.,1.0,Where is Mary? 
99,bedroom, Mary is in the bedroom.,1.0,Where is Mary? 
100,bedroom, Mary is in the bedroom.,1.0,Where is Mary? 
101,bathroom,1,0.0,Where is Sandra? 
102,office, Mary is in the bedroom.,0.0,Where is Mary? 
103,garden, Daniel is in the hallway.,0.0,Where is Daniel? 
104,garden, Daniel is in the hallway.,0.0,Where is Daniel? 
105,hallway, Mary is in the hallway.,1.0,Where is Mary? 
106,bedroom," I want to see him.

He
is in the bedroom.

I
will go to him.

",1.0,Where is Daniel? 
107,bathroom, Daniel is in the bedroom.,0.0,Where is Daniel? 
108,office, Daniel is in the office.,1.0,Where is Daniel? 
109,bedroom, John is in the kitchen.,0.0,Where is John? 
110,bathroom, Daniel is in the office.,0.0,Where is Daniel? 
111,bathroom, Daniel is in the bathroom.,1.0,Where is Daniel? 
112,kitchen, John is in the office.,0.0,Where is John? 
113,hallway, He is in the office.,0.0,Where is John? 
114,kitchen, Mary is in the kitchen.,1.0,Where is Mary? 
115,garden, She is in the garden.,1.0,Where is Sandra? 
116,office, He is in the office.,1.0,Where is John? 
117,kitchen, She is in the kitchen.,1.0,Where is Mary? 
118,bathroom, Daniel is in the bathroom.,1.0,Where is Daniel? 
119,office, Daniel is in the bathroom.,0.0,Where is Daniel? 
120,bedroom," Where is Donogh, King Brian’s worthy son?

[2]
    And where are the",0.0,Where is Daniel? 
121,bathroom, The bathroom,1.0,Where is Mary? 
122,bedroom," I want to see him.

SIMON.

He's in the bedroom.

MRS. KNE",1.0,Where is Daniel? 
123,hallway, Daniel is in the bedroom.,0.0,Where is Daniel? 
124,bedroom, Mary is in the bedroom.,1.0,Where is Mary? 
125,office, She is at the office.,1.0,Where is Sandra? 
126,garden, John is in the kitchen.,0.0,Where is John? 
127,garden, Daniel is in the garden.,1.0,Where is Daniel? 
128,garden, Sandra is in the garden.,1.0,Where is Sandra? 
129,bathroom, In the office.,0.0,Where is Sandra? 
130,garden, Sandra journeyed to the garden.,1.0,Where is Sandra? 
131,hallway," Mary, where are you?  I want to talk to you.  I
want to tell",0.0,Where is Mary? 
132,bathroom, Sandra is in the bathroom.,1.0,Where is Sandra? 
133,garden, Sandra moved to the garden.,1.0,Where is Sandra? 
134,kitchen, John is in the bedroom.,0.0,Where is John? 
135,bathroom, Daniel?  I?  We?  You?  She?  He?  They,0.0,Where is Sandra? 
136,office, She is in the office.,1.0,Where is Sandra? 
137,kitchen, John is in the kitchen.,1.0,Where is John? 
