,target,output,result,question
0,hallway, Pierre is in the hallway.,1.0,Where is John? 
1,bathroom, Mary is in the bathroom.,1.0,Where is Mary? 
2,kitchen," Sandra is in the kitchen.

""Where is Sandra?"" asked Daniel.

""Where is Sandra?""",1.0,Where is Sandra? 
3,hallway,1,0.0,Where is Sandra? 
4,kitchen, Sandra is in the kitchen.,1.0,Where is Sandra? 
5,hallway, Sandra is in the kitchen.,0.0,Where is Sandra? 
6,garden, Mary went to the bathroom.,0.0,Where is Sandra? 
7,hallway, Daniel is in the hallway.,1.0,Where is Daniel? 
8,office, Sandra is in the kitchen.,0.0,Where is Sandra? 
9,office, Daniel journeyed to the office.,1.0,Where is Daniel? 
10,kitchen," Where is the mother of the child?

Where is the father of the child?

Where is the husband",0.0,Where is Mary? 
11,garden, She is in the garden.,1.0,Where is Mary? 
12,office, Daniel is in the kitchen.  Daniel is in the kitchen.  Daniel is in the kitchen,0.0,Where is Daniel? 
13,bedroom, Mary is in the garden.,0.0,Where is Mary? 
14,bedroom, Mary is in the garden.,0.0,Where is Mary? 
15,kitchen, John is in the hallway.,0.0,Where is John? 
16,garden, John is in the kitchen.,0.0,Where is John? 
17,kitchen, John is in the hallway.,0.0,Where is John? 
18,office, Where is Daniel?  Where is Daniel?  Where is Daniel?  Where is Daniel? ,0.0,Where is Daniel? 
19,kitchen, John is in the kitchen.,1.0,Where is John? 
20,hallway, Mary travelled to the hallway.,1.0,Where is Mary? 
21,office, Where is John?  Where is John?  Where is John?  Where is John? ,0.0,Where is John? 
22,office, John is in the office.,1.0,Where is John? 
23,hallway, Sandra is in the office.,0.0,Where is Sandra? 
24,bedroom, Daniel moved to the bedroom.,1.0,Where is Daniel? 
25,bedroom," Nora asked.

Sandra moved to the bedroom.

Nora recognized her even in the semi-darkness",1.0,Where is Sandra? 
26,bedroom,1.  In the bedroom. 2.  In the kitchen. 3.  In,1.0,Where is Mary? 
27,kitchen, Daniel is in the kitchen.,1.0,Where is Daniel? 
28,kitchen, Daniel is in the kitchen.,1.0,Where is Daniel? 
29,kitchen, Daniel is in the kitchen.,1.0,Where is Daniel? 
30,hallway, Daniel?,0.0,Where is Sandra? 
31,office, John is in the office.,1.0,Where is John? 
32,kitchen, Sandra moved to the hallway.,0.0,Where is Sandra? 
