,target,output,result,question
0,bedroom, hallway,0.0,What is the bathroom east of?
1,bedroom,1,0.0,What is west of the kitchen?
2,bathroom, bathroom,1.0,What is north of the garden?
3,bedroom, bedroom,1.0,What is south of the kitchen?
4,bedroom, bedroom,1.0,What is east of the kitchen?
5,garden, The garden,1.0,What is the bathroom west of?
6,kitchen,1,0.0,What is east of the bedroom?
7,bathroom, bedroom,0.0,What is the garden south of?
8,kitchen, kitchen,1.0,What is south of the office?
9,office, office,1.0,What is east of the hallway?
10,garden, The garden,1.0,What is north of the office?
11,garden,1,0.0,What is south of the kitchen?
12,bathroom, bathroom,1.0,What is east of the kitchen?
13,garden,1,0.0,What is west of the kitchen?
14,garden, office,0.0,What is north of the bedroom?
15,garden, The garden,1.0,What is east of the hallway?
16,hallway, hallway,1.0,What is east of the office?
17,office, office,1.0,What is south of the bathroom?
18,garden, kitchen,0.0,What is the bedroom north of?
19,garden,1,0.0,What is the kitchen west of?
20,garden, hallway,0.0,What is the office east of?
21,garden, kitchen,0.0,What is the bathroom south of?
22,bathroom, heights,0.0,What is north of the bedroom?
23,bathroom, kitchen,0.0,What is the bedroom south of?
24,hallway, office,0.0,What is the bedroom west of?
25,office, office,1.0,What is east of the bathroom?
26,office, office,1.0,What is north of the bedroom?
27,hallway, The hallway,1.0,What is west of the bathroom?
28,garden, office,0.0,What is the bathroom north of?
29,garden, office,0.0,What is north of the office?
30,bedroom, recess,0.0,What is east of the kitchen?
31,kitchen, the kitchen,1.0,What is the bathroom east of?
32,bathroom, bathroom,1.0,What is north of the garden?
33,kitchen, The hallway,0.0,What is the bedroom west of?
34,bedroom,1,0.0,What is the kitchen south of?
35,garden, garden,1.0,What is the bathroom east of?
36,office,238,0.0,What is south of the hallway?
37,bedroom, bedroom,1.0,What is north of the bathroom?
38,bedroom, office,0.0,What is the bathroom east of?
39,office, office,1.0,What is north of the bedroom?
40,bathroom,1,0.0,What is south of the kitchen?
41,bedroom, bedroom,1.0,What is west of the office?
42,kitchen, kitchen,1.0,What is the garden south of?
43,garden,1,0.0,What is south of the bedroom?
44,garden, hallway,0.0,What is the office south of?
45,hallway, the hallway,1.0,What is the office east of?
46,garden, garden,1.0,What is south of the office?
47,garden,1,0.0,What is west of the bedroom?
48,garden,1,0.0,What is east of the hallway?
49,garden, North,0.0,What is the office south of?
50,bedroom, the kitchen,0.0,What is the hallway north of?
51,garden,1,0.0,What is north of the bathroom?
52,hallway, kitchen,0.0,What is the bedroom north of?
53,bathroom, bedroom,0.0,What is east of the garden?
54,bathroom,1,0.0,What is west of the bedroom?
55,garden, the garden,1.0,What is east of the hallway?
56,hallway,1,0.0,What is the bedroom east of?
57,kitchen, kitchen,1.0,What is west of the hallway?
58,hallway, hallway,1.0,What is south of the bedroom?
59,kitchen,1,0.0,What is the garden north of?
60,hallway, kitchen,0.0,What is the bedroom north of?
61,bedroom, bedroom,1.0,What is south of the hallway?
62,kitchen, garden,0.0,What is the hallway north of?
63,hallway, The garden is west of the bedroom.,0.0,What is west of the bedroom?
64,bedroom, bedroom,1.0,What is east of the garden?
65,office,5,0.0,What is the bedroom north of?
66,bathroom, hallway,0.0,What is the bedroom north of?
67,office,1,0.0,What is the garden south of?
68,kitchen, kitchen,1.0,What is the bathroom west of?
69,garden, bathroom,0.0,What is the hallway east of?
70,bathroom,1,0.0,What is south of the bedroom?
71,kitchen,22,0.0,What is the garden south of?
72,garden,1,0.0,What is the bedroom south of?
73,bathroom, bathroom,1.0,What is north of the office?
74,bathroom, office,0.0,What is the hallway north of?
75,bedroom, the garden,0.0,What is south of the hallway?
76,bedroom, bathroom,0.0,What is the hallway east of?
77,bathroom, bathroom,1.0,What is north of the office?
78,kitchen,1,0.0,What is east of the garden?
79,hallway,1,0.0,What is the kitchen south of?
80,garden,1,0.0,What is west of the office?
81,office, kitchen,0.0,What is the bedroom west of?
82,kitchen, the kitchen,1.0,What is the hallway south of?
83,garden, bedroom,0.0,What is the office west of?
84,bathroom, The bathroom,1.0,What is north of the hallway?
85,office, office,1.0,What is west of the garden?
86,office, office,1.0,What is west of the garden?
87,garden, kitchen,0.0,What is east of the bathroom?
88,bathroom, bathroom,1.0,What is north of the office?
89,kitchen, hallway,0.0,What is the bedroom west of?
90,office, office,1.0,What is the bathroom south of?
91,office, office,1.0,What is east of the bedroom?
92,bedroom, hallway,0.0,What is south of the office?
93,bathroom, bedroom,0.0,What is the garden west of?
94,garden, The hallway,0.0,What is the bedroom west of?
95,hallway, hallway,1.0,What is north of the garden?
96,bedroom, The garden,0.0,What is the kitchen west of?
97,kitchen, The garden,0.0,What is west of the bedroom?
98,bathroom, bedroom,0.0,What is the kitchen north of?
99,garden, bedroom,0.0,What is the office north of?
100,bedroom, bedroom,1.0,What is east of the hallway?
101,kitchen,1,0.0,What is south of the hallway?
102,bedroom, bathroom,0.0,What is the office west of?
103,bathroom, bedroom,0.0,What is the kitchen north of?
104,hallway, The hallway is west of the bedroom.,1.0,What is west of the bedroom?
105,bedroom, bedroom,1.0,What is west of the kitchen?
106,office, bedroom,0.0,What is the kitchen south of?
107,bathroom,1,0.0,What is west of the garden?
108,bedroom,,0.0,What is the bathroom south of?
109,bathroom,3,0.0,What is the kitchen west of?
