,target,output,result,question
0,kitchen, The football was in the garden before Mary journeyed there.,0.0,Where was the football before the garden? 
1,bathroom, The apple was in the living room.,0.0,Where was the apple before the kitchen? 
2,kitchen, The apple was in the garden.,0.0,Where was the apple before the garden? 
3,garden, The apple was in the bedroom before Daniel took it.,0.0,Where was the apple before the bedroom? 
4,kitchen, The football was in the living room before it was moved to the bathroom.,0.0,Where was the football before the bathroom? 
5,office," Before the hallway, the football was in Daniel's hands.",0.0,Where was the football before the hallway? 
6,garden," Before the bathroom, the apple was left in the kitchen.",0.0,Where was the apple before the bathroom? 
7,office," Before the bathroom, the milk was in the kitchen.",0.0,Where was the milk before the bathroom? 
8,hallway," Before the bathroom, the apple was in the hands of Sandra.",0.0,Where was the apple before the bathroom? 
9,kitchen, The milk was in the kitchen before the garden.,1.0,Where was the milk before the garden? 
10,kitchen, The milk was in the kitchen.,1.0,Where was the milk before the bedroom? 
11,garden," Before the hallway, the football was in the living room.",0.0,Where was the football before the hallway? 
12,hallway, The milk was in the kitchen before it was dropped.,0.0,Where was the milk before the kitchen? 
13,bedroom, The apple was in the kitchen.,0.0,Where was the apple before the bathroom? 
14,bedroom, The apple was in the kitchen.,0.0,Where was the apple before the bathroom? 
15,kitchen, The milk was in the fridge before the office.,0.0,Where was the milk before the office? 
16,bedroom, The milk was in the hands of the milkmaid before it was in the kitchen.,0.0,Where was the milk before the kitchen? 
17,bathroom, the sitting room,0.0,Where was the football before the kitchen? 
18,garden, The milk was in the office.,0.0,Where was the milk before the office? 
19,bathroom, The football was in the bedroom before Mary took it.,0.0,Where was the football before the bedroom? 
20,kitchen," Before the office, the milk was at the milkman's.",0.0,Where was the milk before the office? 
21,kitchen, The apple was in the garden.,0.0,Where was the apple before the garden? 
22,bedroom, The milk was at the store before the office.,0.0,Where was the milk before the office? 
23,hallway," Before the bedroom, the apple was in the kitchen.",0.0,Where was the apple before the bedroom? 
24,bedroom, The apple was in the kitchen before Daniel took it.,0.0,Where was the apple before the kitchen? 
25,bathroom, The apple was in the kitchen.,0.0,Where was the apple before the hallway? 
26,bathroom, The milk was at the store before the office.,0.0,Where was the milk before the office? 
27,office," Before the bedroom, the football was outside.",0.0,Where was the football before the bedroom? 
28,bedroom," Before the hallway, Sandra got the football.",0.0,Where was the football before the hallway? 
29,kitchen, The apple was in John's hand before he moved to the bedroom.,0.0,Where was the apple before the bedroom? 
30,hallway, The football was in the living room before John picked it up and took it to the bathroom.,0.0,Where was the football before the bathroom? 
31,kitchen, The milk was in the fridge before it was dropped in the garden.,0.0,Where was the milk before the garden? 
32,office, The milk was in the fridge.,0.0,Where was the milk before the garden? 
33,bedroom, The milk was in the kitchen.,0.0,Where was the milk before the garden? 
34,hallway, The football was in the living room before it was moved to the bedroom.,0.0,Where was the football before the bedroom? 
35,hallway," Before the bathroom, the apple was in Daniel's hand.",0.0,Where was the apple before the bathroom? 
36,office," Before the bathroom, the milk was in the refrigerator.",0.0,Where was the milk before the bathroom? 
37,garden," Before the bedroom, the football was in the living room.",0.0,Where was the football before the bedroom? 
38,office, The milk was in the kitchen before it was picked up by John.,0.0,Where was the milk before the kitchen? 
39,garden, The milk was in the kitchen.,0.0,Where was the milk before the bedroom? 
40,hallway, The football was in the bathroom before Daniel took it.,0.0,Where was the football before the bathroom? 
41,kitchen," Before the bedroom, the apple was in the kitchen.",1.0,Where was the apple before the bedroom? 
42,garden, The apple was in the office before Sandra took it.,0.0,Where was the apple before the office? 
43,bedroom, The apple was in the garden.,0.0,Where was the apple before the garden? 
44,kitchen, The apple was in the bedroom before Mary discarded it there.,0.0,Where was the apple before the bedroom? 
45,garden, In the kitchen.,0.0,Where was the apple before the bathroom? 
46,office, The football was in the kitchen before it was moved to the bedroom.,0.0,Where was the football before the bedroom? 
47,office, The football was in the garden.,0.0,Where was the football before the garden? 
48,bathroom, The apple was in the living room before it was moved to the kitchen.,0.0,Where was the apple before the kitchen? 
49,bathroom, The football was in the office.,0.0,Where was the football before the office? 
50,bedroom," Before the kitchen, the football was with John.",0.0,Where was the football before the kitchen? 
51,bedroom, The football was in the living room before it was in the kitchen.,0.0,Where was the football before the kitchen? 
52,garden, The milk was in the kitchen.,0.0,Where was the milk before the bedroom? 
53,bathroom, The milk was in the fridge before the hallway.,0.0,Where was the milk before the hallway? 
