,target,output,result,question
0,bedroom, The hallway,0.0,What is the bathroom east of?
1,bedroom, The bedroom,1.0,What is west of the kitchen?
2,bathroom,1. The bathroom is north of the garden.,1.0,What is north of the garden?
3,bedroom, The bedroom,1.0,What is south of the kitchen?
4,bedroom, The bedroom,1.0,What is east of the kitchen?
5,garden, The hallway,0.0,What is the bathroom west of?
6,kitchen, The kitchen,1.0,What is east of the bedroom?
7,bathroom, The bedroom.,0.0,What is the garden south of?
8,kitchen, The kitchen,1.0,What is south of the office?
9,office, The office,1.0,What is east of the hallway?
10,garden, The garden,1.0,What is north of the office?
11,garden, The garden,1.0,What is south of the kitchen?
12,bathroom, The bathroom,1.0,What is east of the kitchen?
13,garden, The garden,1.0,What is west of the kitchen?
14,garden, The garden,1.0,What is north of the bedroom?
15,garden, The garden,1.0,What is east of the hallway?
16,hallway, The hallway,1.0,What is east of the office?
17,office, The kitchen,0.0,What is south of the bathroom?
18,garden, The kitchen,0.0,What is the bedroom north of?
19,garden, The bedroom,0.0,What is the kitchen west of?
20,garden, The hallway,0.0,What is the office east of?
21,garden, The kitchen,0.0,What is the bathroom south of?
22,bathroom, The bathroom,1.0,What is north of the bedroom?
23,bathroom, The bathroom,1.0,What is the bedroom south of?
24,hallway, The bedroom is west of the office.,0.0,What is the bedroom west of?
25,office, The kitchen,0.0,What is east of the bathroom?
26,office, The office,1.0,What is north of the bedroom?
27,hallway, The hallway,1.0,What is west of the bathroom?
28,garden, The office,0.0,What is the bathroom north of?
29,garden, The garden,1.0,What is north of the office?
30,bedroom, The bedroom,1.0,What is east of the kitchen?
31,kitchen, The kitchen,1.0,What is the bathroom east of?
32,bathroom, The bathroom,1.0,What is north of the garden?
33,kitchen, The hallway,0.0,What is the bedroom west of?
34,bedroom, The hallway,0.0,What is the kitchen south of?
35,garden, The bedroom,0.0,What is the bathroom east of?
36,office,365,0.0,What is south of the hallway?
37,bedroom, The bedroom,1.0,What is north of the bathroom?
38,bedroom, The office,0.0,What is the bathroom east of?
39,office, The office,1.0,What is north of the bedroom?
40,bathroom, The bathroom,1.0,What is south of the kitchen?
