,target,output,result,question
0,hallway, John is in the hallway.,1.0,Where is John? 
1,bathroom, Mary is in the bathroom.,1.0,Where is Mary? 
2,kitchen, John went to the hallway.,0.0,Where is Sandra? 
3,hallway, Sandra is in the kitchen.,0.0,Where is Sandra? 
4,kitchen, Sandra is in the kitchen.,1.0,Where is Sandra? 
5,hallway, Sandra travelled to the hallway.,1.0,Where is Sandra? 
6,garden, she in the garden?  I hope she's not in the kitchen.  I don't,1.0,Where is Sandra? 
7,hallway, Daniel is in the hallway.,1.0,Where is Daniel? 
8,office, Sandra is in the garden.,0.0,Where is Sandra? 
9,office, Daniel is in the office.,1.0,Where is Daniel? 
10,kitchen, John,0.0,Where is Mary? 
11,garden, Mary is in the garden.,1.0,Where is Mary? 
12,office, Daniel is in the office.,1.0,Where is Daniel? 
13,bedroom, Mary is in the garden.,0.0,Where is Mary? 
14,bedroom, Mary is in the garden.,0.0,Where is Mary? 
15,kitchen, John is in the hallway.,0.0,Where is John? 
16,garden, John is in the hallway.,0.0,Where is John? 
17,kitchen, John is in the kitchen.,1.0,Where is John? 
18,office, Daniel is in the office.,1.0,Where is Daniel? 
19,kitchen, John is in the hallway.,0.0,Where is John? 
20,hallway, Mary journeyed to the kitchen.,0.0,Where is Mary? 
21,office, John is in the office.,1.0,Where is John? 
22,office, John is in the office.,1.0,Where is John? 
23,hallway, In the office.,0.0,Where is Sandra? 
24,bedroom, Daniel is in the bedroom.,1.0,Where is Daniel? 
25,bedroom, Ginger went back to the kitchen.,0.0,Where is Sandra? 
26,bedroom, in the bedroom,1.0,Where is Mary? 
27,kitchen, bedroom.,0.0,Where is Daniel? 
28,kitchen, Daniel is in the kitchen.,1.0,Where is Daniel? 
29,kitchen, Daniel is in the kitchen.,1.0,Where is Daniel? 
30,hallway, Daniel?  Eleanor?  Beulah?,0.0,Where is Sandra? 
31,office, John moved to the office.,1.0,Where is John? 
32,kitchen, Sandra is in the kitchen.,1.0,Where is Sandra? 
33,kitchen, Sandra is in the kitchen.,1.0,Where is Sandra? 
34,bathroom, Sandra is in the kitchen.,0.0,Where is Sandra? 
35,office, Mary went back to the bedroom.,0.0,Where is Mary? 
36,bathroom, Mary is in the office.,0.0,Where is Mary? 
37,garden, In the office.,0.0,Where is Mary? 
38,kitchen, Sandra is in the hallway.,0.0,Where is Sandra? 
39,bedroom, Daniel is in the bedroom.,1.0,Where is Daniel? 
40,bathroom, The office,0.0,Where is Sandra? 
41,garden, Daniel is in the garden.,1.0,Where is Daniel? 
42,bathroom, In the bathroom,1.0,Where is Sandra? 
43,hallway, Daniel is in the garden.,0.0,Where is Daniel? 
44,garden, Daniel is in the garden.,1.0,Where is Daniel? 
45,kitchen, Daniel asked.,0.0,Where is Mary? 
46,hallway," Daniel is in the bedroom.

Where is Sandra?  Sandra is in the kitchen.

Where is",0.0,Where is Daniel? 
47,bathroom, Sandra moved to the bathroom.,1.0,Where is Sandra? 
48,office, John is in the office.,1.0,Where is John? 
49,bedroom, John is in the office.,0.0,Where is John? 
50,bedroom, John journeyed to the bedroom.,1.0,Where is John? 
51,office, John is in the office.,1.0,Where is John? 
52,garden, John is in the garden.,1.0,Where is John? 
53,garden, John is in the garden.,1.0,Where is John? 
54,kitchen, Daniel is in the kitchen.,1.0,Where is Daniel? 
55,bedroom, Mary is in the bedroom.,1.0,Where is Mary? 
56,kitchen, Mary is in the bedroom.,0.0,Where is Mary? 
57,hallway, Mary is in the kitchen.,0.0,Where is Mary? 
58,garden, Daniel is in the garden.,1.0,Where is Daniel? 
59,hallway, Sandra is in the office.,0.0,Where is Sandra? 
60,hallway," John asked.

In the bathroom, G. replied.

John moved to the bathroom.

G.",0.0,Where is Sandra? 
61,office, He is in the kitchen.,0.0,Where is Daniel? 
62,bathroom, Sandra is in the bathroom.,1.0,Where is Sandra? 
63,garden, Daniel is in the bedroom.,0.0,Where is Daniel? 
64,garden, Daniel is in the garden.,1.0,Where is Daniel? 
65,kitchen, He is in the kitchen.,1.0,Where is John? 
66,kitchen, Daniel went to the bathroom.,0.0,Where is John? 
67,bathroom, Daniel is in the bathroom.,1.0,Where is Daniel? 
68,office, Daniel is in the kitchen.,0.0,Where is Daniel? 
69,office, Daniel is in the office.,1.0,Where is Daniel? 
70,garden," I have been waiting for her for an hour.

JEANNE

She is in the garden.

",1.0,Where is Mary? 
71,hallway, Sandra is in the hallway.,1.0,Where is Sandra? 
72,garden, The kitchen.,0.0,Where is Mary? 
73,bedroom, Mary is in the bedroom.,1.0,Where is Mary? 
74,bathroom, Mary is in the garden.,0.0,Where is Mary? 
75,kitchen, Daniel is in the kitchen.,1.0,Where is Daniel? 
76,kitchen, He is in the kitchen.,1.0,Where is John? 
77,kitchen, Daniel is in the kitchen.,1.0,Where is Daniel? 
78,hallway, Daniel is in the hallway.,1.0,Where is Daniel? 
79,office, Daniel is in the kitchen.,0.0,Where is Daniel? 
80,garden,"1. John Williams at the Dolphin, where Sir W. Daniel went to the garden. 2",1.0,Where is John? 
81,bathroom, John is in the garden.,0.0,Where is John? 
82,bedroom,1,0.0,Where is Sandra? 
83,garden, Mary is in the garden.,1.0,Where is Mary? 
84,office, Daniel is in the garden.,0.0,Where is Daniel? 
