,target,output,result,question
0,Jeff, Jeff,1.0,Who did Fred give the football to? 
1,Bill, Mary gave the milk to Bill.,1.0,Who did Mary give the milk to? 
2,Jeff, Jeff,1.0,Who did Fred give the milk to? 
3,milk, Mary gave the milk to Fred.,1.0,What did Mary give to Fred? 
4,Fred, Mary,0.0,Who received the milk? 
5,apple, The apple,1.0,What did Mary give to Jeff? 
6,apple, Mary gave the apple to Jeff.,1.0,What did Mary give to Jeff? 
7,apple, The apple,1.0,What did Fred give to Bill? 
8,Jeff, Jeff,1.0,Who gave the milk to Fred? 
9,Fred, Fred,1.0,Who gave the apple to Mary? 
10,Jeff, Jeff,1.0,Who received the football? 
11,Jeff, Jeff,1.0,Who did Mary give the football to? 
12,milk, Mary gave the milk to Bill.,1.0,What did Mary give to Bill? 
13,Bill, Bill,1.0,Who did Mary give the milk to? 
14,milk, Mary gave the milk to Bill.,1.0,What did Mary give to Bill? 
15,apple, Fred gave the apple to Mary.,1.0,What did Fred give to Mary? 
16,Mary, Mary,1.0,Who received the football? 
17,apple, Fred gave the apple to Bill.,1.0,What did Fred give to Bill? 
18,Jeff, Jeff,1.0,Who received the apple? 
19,Bill, Mary gave the football to Bill.,1.0,Who did Mary give the football to? 
20,Fred, Fred,1.0,Who gave the milk to Jeff? 
21,Mary, Mary,1.0,Who received the milk? 
22,Mary, Jeff,0.0,Who gave the milk? 
23,milk, The milk,1.0,What did Bill give to Mary? 
24,milk, Jeff gave the milk to Bill.,1.0,What did Jeff give to Bill? 
25,football, Jeff gave the football to Fred.,1.0,What did Jeff give to Fred? 
26,Mary, Bill,0.0,Who gave the football? 
27,Mary, Mary,1.0,Who gave the apple to Bill? 
28,Fred, Mary,0.0,Who received the apple? 
29,Mary, Mary handed the milk to Bill.,1.0,Who gave the milk to Bill? 
30,milk, Mary gave milk to Jeff.,1.0,What did Mary give to Jeff? 
31,Mary, Mary,1.0,Who gave the milk? 
32,Fred, Fred,1.0,Who gave the apple to Mary? 
33,football, The apple,0.0,What did Bill give to Mary? 
34,apple, Fred gave the apple to Mary.,1.0,What did Fred give to Mary? 
35,apple, The apple,1.0,What did Fred give to Bill? 
36,Jeff, Mary,0.0,Who gave the milk? 
37,Bill, Bill,1.0,Who did Mary give the apple to? 
38,Fred, Mary,0.0,Who gave the football to Mary? 
39,milk, Mary gave the milk to Fred.,1.0,What did Mary give to Fred? 
40,milk, The milk,1.0,What did Fred give to Mary? 
41,Mary, Mary,1.0,Who gave the football? 
42,Fred, Jeff,0.0,Who received the apple? 
43,Mary, Mary,1.0,Who gave the apple? 
44,Fred, Mary gave the apple to Bill.,0.0,Who gave the apple to Bill? 
45,apple, Fred gave the apple to Bill.,1.0,What did Fred give to Bill? 
46,Fred, Bill,0.0,Who received the apple? 
47,Fred, Jeff,0.0,Who received the milk? 
48,Mary, Mary,1.0,Who received the football? 
49,apple, Bill gave an apple to Mary.,1.0,What did Bill give to Mary? 
50,apple, Mary gave an apple to Fred.,1.0,What did Mary give to Fred? 
51,apple, Fred gave the apple to Bill.,1.0,What did Fred give to Bill? 
52,apple, Fred gave an apple to Bill.,1.0,What did Fred give to Bill? 
53,milk, Jeff gave the milk to Fred.,1.0,What did Jeff give to Fred? 
54,Mary, Mary,1.0,Who received the milk? 
55,Jeff, Jeff,1.0,Who gave the football? 
56,Bill, Bill,1.0,Who gave the football to Fred? 
57,Mary, Mary,1.0,Who received the football? 
58,Mary, Mary,1.0,Who gave the football to Fred? 
59,Jeff, Jeff,1.0,Who did Bill give the milk to? 
60,Fred, Fred,1.0,Who gave the football to Jeff? 
61,Jeff, Jeff,1.0,Who gave the apple to Fred? 
62,Bill, Bill,1.0,Who received the milk? 
63,Jeff, Bill gave the apple to Fred.,0.0,Who did Bill give the apple to? 
64,milk, Mary gave the milk to Fred.,1.0,What did Mary give to Fred? 
65,Jeff, Fred,0.0,Who received the apple? 
66,Jeff, Jeff,1.0,Who gave the apple to Bill? 
67,apple, Mary gave the apple to Fred.,1.0,What did Mary give to Fred? 
68,Bill, Fred gave the apple to Bill.,1.0,Who did Fred give the apple to? 
69,Jeff, Bill,0.0,Who gave the apple? 
70,Bill, Bill,1.0,Who gave the milk to Fred? 
71,Bill, Jeff gave the football to Bill.,1.0,Who did Jeff give the football to? 
72,Fred, Fred,1.0,Who gave the milk? 
73,apple, Mary passed the apple to Bill.,1.0,What did Mary give to Bill? 
74,Jeff, Jeff,1.0,Who received the milk? 
75,Bill, Bill,1.0,Who did Fred give the milk to? 
76,Bill, Bill,1.0,Who gave the apple? 
77,Jeff, Bill,0.0,Who gave the apple? 
78,Fred, Mary,0.0,Who received the football? 
79,football, Mary gave the football to Fred.,1.0,What did Mary give to Fred? 
80,Mary, Jeff gave the apple to Mary.,1.0,Who did Jeff give the apple to? 
81,football, Jeff gave the football to Mary.,1.0,What did Jeff give to Mary? 
82,Mary,1,0.0,Who received the milk? 
83,milk, Mary gave the milk to Fred.,1.0,What did Mary give to Fred? 
84,Mary, Mary,1.0,Who gave the milk? 
85,Bill, Bill,1.0,Who gave the milk to Mary? 
86,Mary, Bill,0.0,Who received the football? 
87,Fred, Mary,0.0,Who gave the apple? 
88,milk, The milk,1.0,What did Fred give to Bill? 
89,Fred, Bill gave the milk to Fred.,1.0,Who did Bill give the milk to? 
90,Jeff, Mary,0.0,Who gave the apple? 
91,Fred, Fred,1.0,Who did Bill give the apple to? 
92,Bill, Bill,1.0,Who gave the football to Jeff? 
93,Bill, Jeff gave the apple to Bill.,1.0,Who did Jeff give the apple to? 
94,milk, Mary gave the milk to Bill.,1.0,What did Mary give to Bill? 
95,Mary, Mary,1.0,Who did Bill give the milk to? 
96,Mary," Bill handed the milk to Mary.

Mary handed the milk to Bill.

Mary took the milk there",1.0,Who gave the milk to Jeff? 
97,Fred, Mary,0.0,Who gave the milk? 
98,Bill, Jeff,0.0,Who received the milk? 
99,Fred, Bill,0.0,Who gave the football? 
