,target,output,question
0,hallway,"[The Queen, in her own way, had been very much in favour of the

conspiracy of the",Where is the milk? 
1,hallway,"The answer is: in the Temple. The Queen, who had been

in the Temple, was now in the Temple",Where is the football? 
2,hallway,"Madame Royale: ""The ball is in the hall,

""--[the ball is in the hall",Where is the football? 
3,hallway,"Answer: The garden.

[86] A small European song bird. John got the football there. [87]",Where is the football? 
4,garden,"Answer: In the milk of the sea.

Question: Where is the milk?

Answer: In",Where is the milk? 
5,garden,"Answer: The milk is in the middle of the floor. The feet are
obstructed by the floor. The",Where is the milk? 
6,bedroom,"Answer: The ball of the supporting foot is placed on the floor,

and the ball of the supporting foot",Where is the football? 
7,bedroom,"Answer: The milk is in the cellar.

Question: What is the milk?

Answer: The",Where is the milk? 
8,kitchen,"Answer: It is in the kitchen.

Question: What is the football?

Answer: It is",Where is the football? 
9,kitchen,"Answer: It is in the cellar of the
room where the fire was. The fire was in the cellar, and the",Where is the football? 
10,bedroom,"Mary: The ball was thrown in the garden. The ball was thrown in the garden.

Daniel: The",Where is the football? 
11,hallway,"Answer: The football was taken from the kitchen. It was taken from the kitchen.

Question: What is",Where is the football? 
12,garden,"Mary picked up the apple there. There was certainly some resemblance between negations dealing with the same narratives, but",Where is the milk? 
13,garden,"Paine's ""Theories of the Bible"" is a work of fiction. It is a

work of",Where is the milk? 
14,bathroom,"Answer: The apple is in the garden.

Question: Where is the apple?

Answer: The",Where is the apple? 
15,garden,"Answer: The milk is in the office.

Question: What is the milk?

Answer: The",Where is the milk? 
16,garden,"Answer: It is in the

house. Sandra went to the kitchen. Why is a man like a man who is",Where is the milk? 
17,garden,"Answer: It is in the milk-box.

Question: What is the milk?

Answer:",Where is the milk? 
18,kitchen,"Answer: It is in the cellar of the

cottage.

""I am sorry, but I",Where is the apple? 
19,kitchen,"Answer: The rabbit's Rinktum.

Question: What is the apple?

Answer:",Where is the apple? 
20,bedroom,"Answer: It is in the kitchen.

Question: What is the apple?

Answer: It is",Where is the apple? 
21,bedroom,"Answer: It is in the

office."" ""I am not sure,"" said Mary, ""but I am sure",Where is the apple? 
22,bathroom,"Answer: The ball.

Question: What is the ball?

Answer: The ball.",Where is the football? 
23,bathroom,"Answer: The football is in the office.

Question: Where is the football?

Answer: The",Where is the football? 
24,bedroom,"Answer: It is in the cellar of the
house of the
French-Canadian _Fils de la Liberte_.",Where is the milk? 
25,kitchen,"Brown, one of the officers of the militia, replied that the

Milk was in the cellar of the",Where is the milk? 
26,kitchen,"Answer: The milk was found in the basement of the hotel. The

room was filled with the milk of",Where is the milk? 
27,bathroom,"Answer: The apple was found in the garden of the Carpenter house. It was

found in the garden of",Where is the apple? 
28,bathroom,"Answer: It is in the garden.

Question: What is the apple?

Answer: It is",Where is the apple? 
29,kitchen,"Answer: It is in the cupboard, and I have no idea what it is.

Question: What",Where is the milk? 
30,garden,"Answer: It is in the garden.

Question: What is the apple?

Answer: It is",Where is the apple? 
31,garden,"Answer: in the garden.

Question: What is the apple?

Answer: in the garden.",Where is the apple? 
32,kitchen,"Answer: It is in the
room of the

doll’s dress.”)


The",Where is the football? 
33,kitchen,"Answer: It is in the kitchen.

Question: What is the apple?

Answer: It is",Where is the apple? 
34,kitchen,"Answer: It is in the yard of the house of the deceased.

Question: Where is the apple?",Where is the apple? 
35,office,"Margit said, ""I don't know, but I think it's

good."" Daniel went to the kitchen.",Where is the milk? 
36,kitchen,"Answer: It is in the cellar.

Question: Where is the ball? Answer: It is in the cellar.",Where is the football? 
37,kitchen,Answer: The ball is in the yard. The ball is in the yard. The ball is in the yard.,Where is the football? 
38,kitchen,"Answer: The ball is in the shape of a ball, and is in the shape of a ball, and is",Where is the football? 
39,bedroom,"Answer: It is in the cellar.

Question: Where is the milk?

Answer: It is",Where is the milk? 
40,bedroom,"""I have no idea,"" said Lockwood, ""but I have no idea that you
were the cause of",Where is the milk? 
41,office,"Answer: It is in the cellar of the
house. It is in the cellar of the house. It is in the",Where is the milk? 
42,office,"Answer: It is in the cellar of the house of the Earl of Coventry,

near the church of",Where is the milk? 
43,office,"Browne: ""I'm not sure. I'm not sure where it is. I'm not sure where it",Where is the milk? 
44,kitchen,"Mary: It's in the garden.

Question: Where is the apple?

Mary: It's",Where is the apple? 
45,bedroom,I don't know. I don't know what to do with it. I don't know what to do with,Where is the milk? 
46,office,"The answer is: It is in the

Prairie. The French have been playing it for a long time.",Where is the football? 
47,bathroom,"Answer: The football is in the

office. The

office is in the

office. The",Where is the football? 
48,bathroom,"Answer: It is in the

room of the

Church of the

Church of

The",Where is the football? 
49,bedroom,"Answer: It is in the kitchen. I have been
sitting there for a long time, and I have not seen",Where is the milk? 
50,bathroom,"Answer: The milk is in the cupboard.

Question: What is the milk?

Answer:",Where is the milk? 
51,hallway,"Answer: The apple is in the kitchen.

Question: Where is the apple?

Answer: The",Where is the apple? 
52,kitchen,"Answer: The football is in the backyard.

Question: Where is the football?

Answer: The",Where is the football? 
53,kitchen,"Answer: The football is in the kitchen.

Question: Where is the football?

Answer: The",Where is the football? 
54,kitchen,"Answer: The ball is in the middle of the archivolts. The archivolt is

the",Where is the football? 
55,bathroom,"Answer: It is in the middle of the archivolts, at the top of the arch. The",Where is the apple? 
56,bathroom,"Sandra: It's in the kitchen.

Bill: It's in the kitchen.

Sandra",Where is the milk? 
57,kitchen,"Answer: It's in the garden.

Question: Where is the milk?

Answer: It's",Where is the milk? 
58,kitchen,"Answer: It's in the

office.

Question: Where is the milk?

Answer:",Where is the milk? 
