,target,output,question
0,hallway,"Answer: In the
Court of Session. The Court of Session is the supreme body of the
Court of Session. It",Where is John? 
1,bathroom,"Answer: In the House of Commons.

Mary was the first woman to be elected to the House of Commons",Where is Mary? 
2,kitchen,"Answer: In the kitchen.

Question: Where is Sandra?

Answer: In the kitchen.",Where is Sandra? 
3,hallway,"Answer: In the Kimberley area of South Africa.

Sandra Rhodes, then a man of small means",Where is Sandra? 
4,kitchen,"Answer: In the kitchen.

Question: Where is Sandra?

Answer: In the kitchen.",Where is Sandra? 
5,hallway,"RODMAN: In the southern states.


Slave: In the southern states. Slave: In the southern",Where is Sandra? 
6,garden,"Answer: I am in the garden.

Question: What is your name?

Answer: Sandra.",Where is Sandra? 
7,hallway,"Zoie was startled to hear the answer. ""I don't know,"" he said, ""but I think",Where is Daniel? 
8,office,"Answer: In the office.

Question: What is the name of the office?

Answer: The",Where is Sandra? 
9,office,"Answer: In the office.

Question: Where is Daniel?

Answer: In the office.",Where is Daniel? 
10,kitchen,"Answer: In the chapel.

Question: What is Mary?

Answer: She is a woman of",Where is Mary? 
11,garden,"Mary: ""I am in the hospital,"" she said, ""and I am in the

hospital. I",Where is Mary? 
12,office,"""I am in the hospital,"" said the doctor, ""and I am not in the hospital. I am in",Where is Daniel? 
13,bedroom,"John went to the office. And as in pulling down an old house, commonly those materials are
commonly",Where is Mary? 
14,bedroom,"Answer: I have no doubt that she is in the garden.

Question: What is the meaning of this",Where is Mary? 
15,kitchen,"Answer: In the United States.

John Rhodes is a man of great character and of great character. He",Where is John? 
16,garden,"Answer: In the
country of Rhodesia.

Sandra: I am in the country of Rhodesia.",Where is John? 
17,kitchen,"Answer: In the office of the Governor.

John went to the kitchen. He was in the office of the Governor",Where is John? 
18,office,"Answer: I shall be in the office of the President of the
United States.

Question: Where is",Where is Daniel? 
19,kitchen,"""I am in the garden,"" he said, ""and I am in the garden. I am in the garden",Where is John? 
20,hallway,"Answer: In the church.

Question: What is the matter with you?

Answer: I am",Where is Mary? 
21,office,"Answer: In the city of Cape Town.

Question: Where is John?

Answer: In the",Where is John? 
22,office,"Answer: In the city of Johannesburg.

Sandra: I am in the city of Johannesburg.",Where is John? 
23,hallway,"Answer: In the
Doric. The Doric is a very large order, and it is not a very large",Where is Sandra? 
24,bedroom,"Answer: In the temple of Concord.

Question: Where is Daniel?

Answer: In the temple",Where is Daniel? 
25,bedroom,Sandra: I'm in the kitchen. I'm in the kitchen. I'm in the kitchen. I'm,Where is Sandra? 
26,bedroom,"""I 'ad to go to the

office, and 'e'll be there, 'e'll be there,",Where is Mary? 
27,kitchen,"Answer: In the kitchen.

Question: Where is Daniel?

Answer: In the kitchen.",Where is Daniel? 
28,kitchen,"/The/ is the same as the/ in the same way as the/ in the same

sense.",Where is Daniel? 
29,kitchen,"/When/ you draw from Nature, you must be at the distance of three times the height of the",Where is Daniel? 
30,hallway,"Answer: In the dark.


/I have/ seen/ seen/ seen/ seen/ seen/ seen/ seen",Where is Sandra? 
31,office,Eleanor: I'm in the hospital. I'm in the hospital. I'm in the hospital. I'm,Where is John? 
32,kitchen,"Sandra: I am in the garden.

Sandra: I am in the garden.

S",Where is Sandra? 
33,kitchen,"Answer: In the Ambassador's Palace.

Question: What is the matter?

Answer: I am",Where is Sandra? 
34,bathroom,"_Reg._ I am not here.

_Reg._ I am not here.

_Reg._",Where is Sandra? 
35,office,"I'm afraid I don't know. I'm afraid she's

in the wrong place at the wrong time. I",Where is Mary? 
36,bathroom,"""I'm in the valley,"" said the girl. ""I'm
knowin' where she is,"" said the",Where is Mary? 
37,garden,Mary: I am in the army. I am in the army. I am in the army. I am in,Where is Mary? 
38,kitchen,"Answer: In the United States.

Question: What is the remedy?

Answer: To make the",Where is Sandra? 
39,bedroom,"Sandra went to the kitchen. Daniel went to the bedroom. The experiment, though interesting, is not conclusive,",Where is Daniel? 
40,bathroom,"Answer: In the United States.

Sandra is the only Creamer or Milk Can which can be used water sealed",Where is Sandra? 
41,garden,"""I'm here,"" said Heywood, ""to see you, and to see you, and to see you",Where is Daniel? 
42,bathroom,"I'm afraid she's in the

pit. I'm afraid she's in the pit. I'm afraid she's",Where is Sandra? 
43,hallway,"Answer: In the kitchen.

TOBACCO AND THE MOUTH. The doctor had a small",Where is Daniel? 
44,garden,"Answer: In the garden.

Question: What is the place where Daniel is?

Answer: In",Where is Daniel? 
45,kitchen,"Mary was in the carriage, and was sitting on the back of the carriage.

The carriage was full of",Where is Mary? 
46,hallway,"""I am in the room, Mr. Schermerhorn. I am

in the room, Mr. Freddy.",Where is Daniel? 
47,bathroom,Sandra: I am in the city. I am in the city. I am in the city. I am,Where is Sandra? 
48,office,"Answer: in the office. ""I am in the office,"" said Quilp,

""and I am in",Where is John? 
49,bedroom,"""I am in the office,"" said Sandra. ""I am in the office, sir."" ""I am in the office",Where is John? 
50,bedroom,"""I am in the kitchen, and I am going to the
room where I am going to be working.",Where is John? 
51,office,John: I am in the hospital. I am in the hospital. I am in the hospital. I am in,Where is John? 
52,garden,"“He’s here.”

“He’s here.”",Where is John? 
53,garden,John: I don’t know. I don’t know. I don’t know.,Where is John? 
54,kitchen,"Answer: In the garden.

Question: Where is the printer?

Answer: In the garden.",Where is Daniel? 
55,bedroom,"Answer: In the
deep recesses of a wood, where formerly the oaks were vocal, and pronounced oracles to",Where is Mary? 
56,kitchen,"Answer: In the garden.

[39]

JOHN JAMES, who translated Le Blond's ""The",Where is Mary? 
57,hallway,"The answer is that she is in the south of Italy, and is in the north of
Italy, and is",Where is Mary? 
58,garden,"Answer: In the church of Rome.

Question: What is the name of the church?

Answer",Where is Daniel? 
59,hallway,"Answer: In the office of Governor Gates.

Question: What is the matter with you?

Answer",Where is Sandra? 
60,hallway,"Answer: In the
hospital.

Question: What is the name of the physician who performed the

treatment?",Where is Sandra? 
61,office,,Where is Daniel? 
62,bathroom,,Where is Sandra? 
63,garden,"""I have no answer,"" she says. ""I am afraid he is in a state of

dissatisfaction",Where is Daniel? 
64,garden,"Answer: In the hospital.

Question: What is the cause of his death?

Answer: He",Where is Daniel? 
65,kitchen,"Madame Royale: ""He was a man of great
interest to the Church. He was a man of great",Where is John? 
66,kitchen,"Daniel: In the city of Rome.

Question: Where is John?

Daniel: In the city",Where is John? 
67,bathroom,"JEANNE

He is in the hospital. He is in the hospital. He is in the hospital",Where is Daniel? 
68,office,"JEANNE

He is in the office. He is in the office. He is in the office. He",Where is Daniel? 
69,office,"EMIL GRELIEU

He is in the hospital. He is in the hospital. He is in the hospital",Where is Daniel? 
70,garden,"Answer: In the garden.

Mary, who was standing in the garden, was standing in the garden. She was",Where is Mary? 
71,hallway,"Sandra was the daughter of the great King of the Aztecs, the

King of the Azte",Where is Sandra? 
72,garden,"The answer was that she was in Cartagena. The King, who had been
the most faithful and faithful",Where is Mary? 
73,bedroom,"Answer: In the convent.

Question: What is the meaning of this?

Answer: The meaning",Where is Mary? 
74,bathroom,"Answer: In the garden.

Question: What is the matter with you?

Answer: I am",Where is Mary? 
