,target,output,question
0,football,"Label: apple

<context>
The first permanent English settlement in Virginia was established",What did Fred give to Jeff? 
1,Fred,"Label: Jeff
</context>
<context>
The letter protests in a",Who gave the football to Jeff? 
2,football,"Label: football

<context>
""I'm going to be a mission",What did Fred give to Jeff? 
3,Jeff,"Label: Fred

<context>
""I'm going to the city to",Who did Fred give the football to? 
4,Fred,"Label: Fred

<context>
""I'm going to have a little",Who did Jeff give the football to? 
5,Jeff,"Label: Fred

<context>
""Don't get mad at me,",Who gave the apple? 
6,Bill,"Label: Fred

<context>
""I'm going to have a little",Who received the apple? 
7,apple,Label: Bill handed the apple to Fred.,What did Bill give to Fred? 
8,apple,"Label: apple

<context>
The following is a list of the most important",What did Bill give to Fred? 
9,Fred,"Output: Fred

<context>

    MEHITABLE JUDSON",Who received the apple? 
10,Mary,Label: Fred,Who received the milk? 
11,milk,Label: milk,What did Mary give to Bill? 
12,Bill,"Label: Fred

<context>
Fred journeyed to the bedroom.",Who received the milk? 
13,Bill,"Label: Fred

<context>
‘I have been thinking of you all day",Who did Mary give the milk to? 
14,milk,Label: Fred,What did Mary give to Bill? 
15,Jeff,"Label: Fred

<context>
The Lycosa always works at night,",Who received the football? 
16,Fred,"Label: Fred

<context>
Their first act was to kill the p",Who gave the football to Jeff? 
17,football,"Label: apple

<context>
""I'm glad you're back",What did Fred give to Jeff? 
18,Jeff,"Label: Bill

<context>
I
          looked at 'em wi",Who received the football? 
19,Mary,"Label: Bill

<context>
Bill journeyed to the bedroom.",Who gave the milk? 
20,milk,"Label: apple

<context>
""I am quite well, Lauretta",What did Jeff give to Mary? 
21,Mary,"Label: Mary

<context>
Jeff went back to the hallway.",Who gave the milk to Jeff? 
22,Mary,"Label: Fred

<context>
Bill went to the hallway. Mary",Who gave the milk to Jeff? 
23,Bill,"Label: Bill

<context>
Bill journeyed to the hallway.",Who gave the apple to Jeff? 
24,Jeff,"Label: Bill

<context>
Bill went to the hallway. Mary",Who gave the apple? 
25,apple,Label: apple,What did Jeff give to Fred? 
26,Fred,"Label: Fred

<context>
""I'm going to the city to",Who received the apple? 
27,Jeff,"Label: Fred

<context>
Their first day in the city was spent",Who received the apple? 
28,Jeff,Output: Fred,Who gave the apple? 
