,target,output,question
0,bedroom,"Label: hallway

Question: What is the bedroom west of?",What is the bathroom east of?
1,bedroom,"Label: bedroom




CHAPTER IX. The _hur",What is west of the kitchen?
2,bathroom,"Label: bathroom

<context>",What is north of the garden?
3,bedroom,"Context: The kitchen is south of the bathroom. So soon
as his task was",What is south of the kitchen?
4,bedroom,"Label: office


Context: The boy was sitting on the floor, with his",What is east of the kitchen?
5,garden,"Label: the hallway

<context>
""Were there any evid",What is the bathroom west of?
6,kitchen,"Output: garden



SCENE V


_Night.",What is east of the bedroom?
7,bathroom,"Label: bedroom

<prompter> What is the garden south of?",What is the garden south of?
8,kitchen,"Context: The answer to the above question is ""the garden"".

Output: The",What is south of the office?
9,office,"Label: garden

<context>
_A distant, dull roaring of",What is east of the hallway?
10,garden,Label: hallway,What is north of the office?
11,garden,Label: garden,What is south of the kitchen?
12,bathroom,Label: bathroom,What is east of the kitchen?
13,garden,"Label: garden





<context>",What is west of the kitchen?
14,garden,"Context: The old man was rather stout

Output: bedroom",What is north of the bedroom?
15,garden,"Label: garden

<prompter> What is the name of the person who",What is east of the hallway?
16,hallway,Label: hallway,What is east of the office?
17,office,"Label: The office





<context>",What is south of the bathroom?
18,garden,"Output: garden




                              CHAPTER VII. –––––",What is the bedroom north of?
19,garden,"Label: The bedroom

<context>
We bought a quart of milk,",What is the kitchen west of?
20,garden,"Label: garden

<context>
Both the subjects of this sketch excel in",What is the office east of?
21,garden,"Context: ""The bathroom is south of the kitchen. In fact it is no ex",What is the bathroom south of?
22,bathroom,"Label: bathroom

<context>
So also as
respects the",What is north of the bedroom?
23,bathroom,"Label: bathroom


_Printed by_ R. & R. CL",What is the bedroom south of?
24,hallway,"Label: office

<context>

Answer: of the hallway",What is the bedroom west of?
25,office,"Label: office





<context>
""Well,"" continued Alfred",What is east of the bathroom?
26,office,"Label: hallway

<context>
Though not stainless in conduct",What is north of the bedroom?
27,hallway,Label: hallway,What is west of the bathroom?
28,garden,Label: office,What is the bathroom north of?
29,garden,"Output: garden
<context>
Why is a man's mouth when very large",What is north of the office?
30,bedroom,"Label: bedroom





<context>",What is east of the kitchen?
31,kitchen,"Context: The kitchen is east of the hallway. There was something
about the hand",What is the bathroom east of?
32,bathroom,"Context: ""That's so, capt'in, but it goes agin the",What is north of the garden?
33,kitchen,Context: The hallway is west of the bedroom. On arrival here the logs are,What is the bedroom west of?
34,bedroom,"Label: the hallway

<context>
Into the base of the log",What is the kitchen south of?
35,garden,Label: garden,What is the bathroom east of?
36,office,"Label: bathroom

<context>
""I'm going to be a",What is south of the hallway?
37,bedroom,"Label: bedroom

<context>
O'Farrel's a",What is north of the bathroom?
38,bedroom,"Context: The first free concert halls in the city were located on Bridge
Square",What is the bathroom east of?
