,target,output,question
0,football,"Context: 

BAR. I'm glad I'm different--not",What did Fred give to Jeff? 
1,Fred,"Label: Barend





<context>

Answer: Bar",Who gave the football to Jeff? 
2,football,Label: a football,What did Fred give to Jeff? 
3,Jeff,"Label: Jeff





<context>",Who did Fred give the football to? 
4,Fred,"Label: Fred

<context>
""Don't you suppose these animals would",Who did Jeff give the football to? 
5,Jeff,"Output: Fred
<context>
What is the difference between a man and a woman",Who gave the apple? 
6,Bill,"Label: Fred

<context>",Who received the apple? 
7,apple,"Label: apple





""The Snake Charmer""",What did Bill give to Fred? 
8,apple,Label: apple,What did Bill give to Fred? 
9,Fred,"Label: Fred

Question: Who received the apple?

Label: Fred",Who received the apple? 
10,Mary,Label: Fred,Who received the milk? 
11,milk,Label: milk,What did Mary give to Bill? 
12,Bill,"Label: Fred




1880

_June_",Who received the milk? 
13,Bill,"Label: Bill

Question: Who journeyed to the bedroom?

Label",Who did Mary give the milk to? 
14,milk,"Label: milk

<context>

Answer: Mary gave the milk to Bill",What did Mary give to Bill? 
15,Jeff,Label: Alfred,Who received the football? 
16,Fred,"Label: Alfred

<context>
""But nothing is going to happen to these",Who gave the football to Jeff? 
17,football,"Label: the confession



<context>",What did Fred give to Jeff? 
18,Jeff,"Context: ""I am obliged to congratulate myself, notwithstanding the gravity",Who received the football? 
19,Mary,"Label: Mary

<context>
In the first
place, it was dark",Who gave the milk? 
20,milk,"Label: milk

Context: The first edition of the Mittelstedt translation was published",What did Jeff give to Mary? 
21,Mary,"Label: Mary

<prompter> What is the name of the person who",Who gave the milk to Jeff? 
22,Mary,"Output: Mary




CHAPTER V. [Illustration: D]",Who gave the milk to Jeff? 
23,Bill,"Label: Bill

<context>
Fred journeyed to the hallway.",Who gave the apple to Jeff? 
24,Jeff,"Label: Jeff

<context>
Sometimes the stomach is so hurt",Who gave the apple? 
25,apple,"Label: an apple

Context: The man with the matted hair, and to",What did Jeff give to Fred? 
26,Fred,"Label: Fred





<context>",Who received the apple? 
27,Jeff,"Label: Fred

<context>",Who received the apple? 
28,Jeff,"Label: Jeff

<context>

Answer: Jeff gave the apple to Fred",Who gave the apple? 
29,Fred,"Label: Fred

<context>

Answer: Jeff gave the apple to Fred",Who did Jeff give the apple to? 
30,Mary,"Label: Bill





<context>",Who gave the milk? 
31,Bill,Label: Mary,Who gave the milk? 
32,Bill,"Label: Bill

<context>
These tangled intestines swarm",Who gave the milk to Mary? 
33,milk,"Label: milk




[Illustration: HORTICULTURAL]",What did Bill give to Mary? 
34,apple,Label: apple,What did Mary give to Fred? 
35,Jeff,"Context: The description from the catalogue is: ""The buds are
larger",Who did Fred give the milk to? 
36,Jeff,"Options:
- Fred
- Mary
- Jeff
- Bill

Output:",Who did Fred give the milk to? 
37,milk,"Label: milk





<context>
Title: The Greatest",What did Jeff give to Mary? 
38,milk,"Label: milk

Context: The Moors were defeated, and the French took possession",What did Jeff give to Mary? 
39,Fred,"Label: Mary

<context>
Bill went to the bathroom. Mary",Who gave the apple? 
40,Mary,"Context: <context>

Answer: Mary
</context>",Who gave the milk? 
41,milk,"Label: milk





<context>",What did Mary give to Fred? 
42,Jeff,"Label: Fred

<context>

Answer: Fred journeyed to the garden",Who gave the milk? 
43,Fred,"Context: The Queen, after having written and prayed, slept soundly for some",Who received the milk? 
44,Mary,Label: Mary,Who gave the milk? 
45,Bill,"Label: Bill



<context>
Title: The Great Ball of the",Who did Mary give the milk to? 
46,milk,"Label: milk




CHAPTER VI

""A LIT",What did Mary give to Bill? 
47,Mary,Label: Mary,Who gave the milk? 
48,Mary,"Label: Mary





<context>",Who did Bill give the milk to? 
49,Bill,"Label: Bill

<context>
Mary went back to the hallway.",Who gave the milk to Mary? 
50,Mary,"Label: Mary

<context>
Bill journeyed to the office. The",Who gave the apple to Fred? 
51,Fred,"Label: Fred

<context>

The answer to the above question: Fred",Who gave the apple to Mary? 
52,apple,"Label: apple

<context>
Bill went to the hallway. I",What did Fred give to Mary? 
53,apple,Label: apple,What did Mary give to Jeff? 
54,apple,Label: apple,What did Mary give to Jeff? 
55,Fred,"Label: Alfred

<context>

Question: What is the name of the",Who received the football? 
56,football,Label: a football,What did Bill give to Fred? 
57,Bill,Label: Mary,Who gave the apple? 
58,Bill,"Label: Bill





<context>",Who did Mary give the apple to? 
59,Jeff,"Label: Bill gave the apple to Jeff.



<context>",Who did Bill give the apple to? 
60,Jeff,"Label: Jeff

<context>

Answer: The cabbage of our modern",Who did Bill give the apple to? 
61,Bill,"Label: Bill

<context>
Mary went to the garden. The c",Who gave the apple to Jeff? 
