,target,output,question
0,"w,n","Based on the context provided, to go from the garden to the hallway, you would need to leave",How do you go from the garden to the hallway?
1,"e,e","To go from the office to the hallway, you would need to leave the office and head in a",How do you go from the office to the hallway?
2,"n,n","To go from the office to the bedroom, you would need to leave the office and head north.",How do you go from the office to the bedroom?
3,"w,n","To go from the bedroom to the garden, you would need to leave the bedroom and go through the",How do you go from the bedroom to the garden?
4,"w,w","To go from the hallway to the kitchen, you would need to move in the direction that places the",How do you go from the hallway to the kitchen?
5,"w,w","To go from the bedroom to the bathroom, you would need to leave the bedroom and go through the",How do you go from the bedroom to the bathroom?
6,"w,s","To go from the office to the kitchen, you would need to leave the office which is located to",How do you go from the office to the kitchen?
7,"w,n","To go from the bathroom to the kitchen, you would leave the bathroom and head north. The office",How do you go from the bathroom to the kitchen?
8,"s,s","To go from the office to the garden, you would need to leave the office and head south along",How do you go from the office to the garden?
9,"w,w","To go from the garden to the hallway, you would need to exit the garden and then travel north",How do you go from the garden to the hallway?
10,"e,e","To go from the kitchen to the office, you would need to leave the kitchen and head south through",How do you go from the kitchen to the office?
11,"s,e","To go from the office to the kitchen, you would need to exit the office and enter the bathroom",How do you go from the office to the kitchen?
12,"e,n","To go from the bedroom to the office, you would need to leave the bedroom and go through the",How do you go from the bedroom to the office?
13,"w,n","To go from the kitchen to the garden, you would need to exit the kitchen and head towards the",How do you go from the kitchen to the garden?
14,"n,e","To go from the bathroom to the hallway, you would need to exit the bathroom and head west.",How do you go from the bathroom to the hallway?
15,"e,s","To go from the office to the kitchen, you would need to leave the office and head south.",How do you go from the office to the kitchen?
16,"w,w","To get from the garden to the bedroom, you would need to go through the following sequence of rooms",How do you go from the garden to the bedroom?
17,"s,w","To go from the office to the hallway, you would need to exit the office and head in the",How do you go from the office to the hallway?
18,"n,n","To go from the bathroom to the hallway, you need to leave the bathroom and head north. So",How do you go from the bathroom to the hallway?
19,"s,s","To go from the bedroom to the kitchen, you would need to leave the bedroom and go through the",How do you go from the bedroom to the kitchen?
20,"s,w","To go from the kitchen to the bathroom, you would need to go through the hallway. Since the",How do you go from the kitchen to the bathroom?
21,"n,e","To go from the bathroom to the hallway, you would need to leave the bathroom and go in the",How do you go from the bathroom to the hallway?
22,"s,e","To go from the kitchen to the garden, you would need to exit the kitchen and head towards the",How do you go from the kitchen to the garden?
23,"w,n","To go from the hallway to the bathroom, you would need to travel in the direction of the bathroom",How do you go from the hallway to the bathroom?
24,"w,w","Based on the context provided, to go from the kitchen to the bedroom, you would need to go",How do you go from the kitchen to the bedroom?
25,"w,n","To go from the office to the garden, you would need to leave the office, which is located",How do you go from the office to the garden?
26,"e,e","To go from the bathroom to the office, you need to leave the bathroom and go west through the",How do you go from the bathroom to the office?
27,"s,e","Based on the context provided, to go from the bedroom to the office, you would need to leave",How do you go from the bedroom to the office?
28,"e,n","Based on the context provided, you cannot directly go from the kitchen to the hallway as there is no",How do you go from the kitchen to the hallway?
29,"s,s","Based on the context provided, you cannot directly go from the bathroom to the garden. The bathroom is",How do you go from the bathroom to the garden?
30,"n,e","To go from the bathroom to the kitchen, you would need to leave the bathroom and go in a",How do you go from the bathroom to the kitchen?
31,"s,e","To go from the bathroom to the office, you would need to leave the bathroom and go through the",How do you go from the bathroom to the office?
32,"s,w","To go from the kitchen to the bedroom, you would need to leave the kitchen and head in a",How do you go from the kitchen to the bedroom?
33,"n,n","To go from the hallway to the bathroom, you would need to leave the hallway and head north.",How do you go from the hallway to the bathroom?
34,"n,e","To go from the office to the garden, you would need to exit the office and head towards the",How do you go from the office to the garden?
35,"n,e","To go from the kitchen to the bathroom, you would need to leave the kitchen and go through the",How do you go from the kitchen to the bathroom?
36,"s,e","To go from the kitchen to the hallway, you need to leave the kitchen and head north. The",How do you go from the kitchen to the hallway?
37,"w,n","To go from the bedroom to the office, you would need to leave the bedroom and go through the",How do you go from the bedroom to the office?
38,"s,w","To go from the garden to the bathroom, you would need to go through the bedroom and then enter",How do you go from the garden to the bathroom?
39,"s,s","Based on the context provided, you can go from the garden to the kitchen by going through the hallway",How do you go from the garden to the kitchen?
40,"e,n","Based on the context provided, you cannot directly go from the hallway to the kitchen. The hallway is",How do you go from the hallway to the kitchen?
41,"n,n","To go from the bedroom to the bathroom, you would need to leave the bedroom and go through the",How do you go from the bedroom to the bathroom?
42,"s,s","To go from the bedroom to the garden, you would need to leave the bedroom which is located to",How do you go from the bedroom to the garden?
43,"e,n","To go from the garden to the office, you would need to leave the garden and head towards the",How do you go from the garden to the office?
44,"w,s","To go from the kitchen to the hallway, you would need to go through the garden since the garden",How do you go from the kitchen to the hallway?
45,"e,s","To go from the hallway to the bedroom, you would need to go west since the bedroom is south",How do you go from the hallway to the bedroom?
46,"n,w","To go from the bathroom to the kitchen, you would need to leave the bathroom and go north along",How do you go from the bathroom to the kitchen?
47,"w,s","To go from the bedroom to the bathroom, you would need to leave the bedroom and go through the",How do you go from the bedroom to the bathroom?
48,"e,s","To go from the kitchen to the hallway, you would need to exit the kitchen and go through the",How do you go from the kitchen to the hallway?
49,"n,e","To go from the bedroom to the kitchen, you would need to leave the bedroom and go in a",How do you go from the bedroom to the kitchen?
50,"n,e","To go from the office to the garden, you would need to exit the office and go through the",How do you go from the office to the garden?
51,"w,w","To go from the bedroom to the garden, you would need to leave the bedroom and head west since",How do you go from the bedroom to the garden?
52,"e,e","To go from the bathroom to the kitchen, you would need to leave the bathroom and go through the",How do you go from the bathroom to the kitchen?
