,target,output,question
0,hallway,John was last seen in the hallway.,Where is John? 
1,bathroom,"Mary is at the little house with her mother and sister, Christine.",Where is Mary? 
2,kitchen,Sandra was in the kitchen.,Where is Sandra? 
3,hallway,Sandra travelled to the hallway.,Where is Sandra? 
4,kitchen,Sandra moved to the kitchen.,Where is Sandra? 
5,hallway,Sandra travelled to the hallway.,Where is Sandra? 
6,garden,Sandra travelled to the garden.,Where is Sandra? 
7,hallway,Daniel is camping in a canyon with a stream at the bottom,Where is Daniel? 
8,office,Sandra is at the Indian encampment.,Where is Sandra? 
9,office,"Daniel is in a house in Boylston Street, where he has been",Where is Daniel? 
10,kitchen,Mary is in the kitchen.,Where is Mary? 
11,garden,Mary is in the kitchen.,Where is Mary? 
12,office,Daniel is at Sibyl's Isle.,Where is Daniel? 
13,bedroom,Mary moved to the kitchen.,Where is Mary? 
14,bedroom,Mary is in the bedroom.,Where is Mary? 
15,kitchen,John is at Vergennes.,Where is John? 
16,garden,John is on the hilltop with Rosendo and Dona Maria.,Where is John? 
17,kitchen,John went to the kitchen.,Where is John? 
18,office,Daniel went to the kitchen.,Where is Daniel? 
19,kitchen,John was in the kitchen when the context ended.,Where is John? 
20,hallway,Mary travelled to the hallway.,Where is Mary? 
21,office,I cannot determine the current location of John based on the provided context.,Where is John? 
22,office,John was at the office.,Where is John? 
23,hallway,Sandra travelled to the hallway.,Where is Sandra? 
24,bedroom,Daniel moved to the bedroom.,Where is Daniel? 
25,bedroom,Sandra moved to the bedroom.,Where is Sandra? 
26,bedroom,Mary is in the bedroom.,Where is Mary? 
27,kitchen,Daniel travelled to the kitchen.,Where is Daniel? 
28,kitchen,Daniel travelled to the kitchen.,Where is Daniel? 
29,kitchen,Daniel is in the kitchen.,Where is Daniel? 
30,hallway,"Sandra is in a house on Twenty-seventh street, between",Where is Sandra? 
31,office,John is in India.,Where is John? 
32,kitchen,Sandra moved to the kitchen.,Where is Sandra? 
33,kitchen,Sandra is in the kitchen.,Where is Sandra? 
34,bathroom,Sandra is at the White Springs Hotel with Dr. K.,Where is Sandra? 
35,office,"Mary is at the farmhouse with her husband, Schwitter.",Where is Mary? 
36,bathroom,Mary is in the room where the conspirators were meeting.,Where is Mary? 
37,garden,Mary was not mentioned in the context provided.,Where is Mary? 
38,kitchen,Sandra is in the hallway.,Where is Sandra? 
39,bedroom,Daniel is in the hallway.,Where is Daniel? 
40,bathroom,Sandra travelled to the bathroom.,Where is Sandra? 
41,garden,Daniel is not mentioned in the context provided. The context only discusses Cyr,Where is Daniel? 
42,bathroom,Sandra is in the bathroom.,Where is Sandra? 
43,hallway,Daniel is in the hallway.,Where is Daniel? 
44,garden,Daniel is at the garden.,Where is Daniel? 
45,kitchen,Mary went back to the kitchen.,Where is Mary? 
46,hallway,"Daniel is at his home, which is described as having a slattern",Where is Daniel? 
47,bathroom,Sandra moved to the bedroom.,Where is Sandra? 
48,office,John moves to the office.,Where is John? 
49,bedroom,John is in the bedroom.,Where is John? 
50,bedroom,John is on his way to the Sun Dance Trail.,Where is John? 
51,office,John is at the bedroom.,Where is John? 
52,garden,John is at the office.,Where is John? 
53,garden,John is in the hallway.,Where is John? 
54,kitchen,Daniel moved to the garden.,Where is Daniel? 
55,bedroom,Mary is at her aunt's house in Nantes.,Where is Mary? 
56,kitchen,Mary travelled to the kitchen.,Where is Mary? 
57,hallway,Mary is in the bedroom.,Where is Mary? 
58,garden,Daniel is in the bathroom.,Where is Daniel? 
59,hallway,Sandra was in the hallway when Horace and the Judge were speaking.,Where is Sandra? 
60,hallway,Sandra is in the hallway.,Where is Sandra? 
61,office,Daniel travelled to the office.,Where is Daniel? 
62,bathroom,Sandra is in the hallway.,Where is Sandra? 
63,garden,Daniel went back to the bedroom.,Where is Daniel? 
64,garden,Daniel travelled to the bathroom.,Where is Daniel? 
65,kitchen,John went back to the kitchen.,Where is John? 
66,kitchen,John went back to the kitchen.,Where is John? 
67,bathroom,Daniel is not mentioned in the context. The context only mentions Shelley,Where is Daniel? 
68,office,"Daniel was last seen in the text at the beginning, going back to the",Where is Daniel? 
69,office,Daniel is not mentioned in the context provided.,Where is Daniel? 
70,garden,Mary is in the garden.,Where is Mary? 
71,hallway,Sandra moved to the hallway.,Where is Sandra? 
72,garden,Mary journeyed to the kitchen.,Where is Mary? 
73,bedroom,Mary is sitting beside Raymond in the room.,Where is Mary? 
74,bathroom,Mary is in her house.,Where is Mary? 
75,kitchen,Daniel is not mentioned in the context provided.,Where is Daniel? 
76,kitchen,John is in Scotland.,Where is John? 
77,kitchen,Daniel moved to the kitchen.,Where is Daniel? 
78,hallway,Daniel is at the kitchen.,Where is Daniel? 
79,office,Daniel went back to the office.,Where is Daniel? 
80,garden,John travelled to the garden.,Where is John? 
81,bathroom,John travelled to the garden.,Where is John? 
82,bedroom,Sandra is in the bedroom.,Where is Sandra? 
83,garden,Mary is at Gerald's house.,Where is Mary? 
84,office,Daniel travelled to the office.,Where is Daniel? 
85,garden,Sandra is in the garden.,Where is Sandra? 
86,garden,Mary is in the garden.,Where is Mary? 
87,hallway,John was at the garden.,Where is John? 
88,kitchen,Sandra went back to the kitchen.,Where is Sandra? 
89,kitchen,Daniel went back to the kitchen.,Where is Daniel? 
90,bathroom,Sandra is in the kitchen.,Where is Sandra? 
91,bathroom,John is in Egypt.,Where is John? 
92,hallway,Sandra is in the bathroom.,Where is Sandra? 
93,bathroom,Sandra travelled to the bathroom.,Where is Sandra? 
94,bathroom,Sandra is in the bedroom.,Where is Sandra? 
95,kitchen,John was inside the house when the context ended.,Where is John? 
96,kitchen,Sandra is in the kitchen.,Where is Sandra? 
97,kitchen,Mary is at Schwitter's house.,Where is Mary? 
98,bedroom,Mary is in the kitchen.,Where is Mary? 
99,bedroom,Mary travelled to the bedroom.,Where is Mary? 
100,bedroom,Mary moved to the bedroom.,Where is Mary? 
101,bathroom,Sandra is in the cabin with Frank and Professor Scotch.,Where is Sandra? 
102,office,Mary is in the office.,Where is Mary? 
103,garden,Daniel is asking Sidney to marry him.,Where is Daniel? 
104,garden,Daniel moved to the hallway.,Where is Daniel? 
105,hallway,"Mary is on a boat, traveling to Montreal.",Where is Mary? 
106,bedroom,Daniel is a town named after the man who owns a great part of it,Where is Daniel? 
107,bathroom,Daniel is at the crossroad where a grand spelling match is taking place,Where is Daniel? 
108,office,Daniel is in the office.,Where is Daniel? 
109,bedroom,John travelled to the kitchen.,Where is John? 
110,bathroom,Daniel is at the office.,Where is Daniel? 
111,bathroom,Daniel is in the bathroom.,Where is Daniel? 
112,kitchen,"John went to the office. Therefore, the most recent location of John is",Where is John? 
113,hallway,John is not mentioned in the context. The context discusses various churches and,Where is John? 
114,kitchen,Mary moved to the kitchen.,Where is Mary? 
115,garden,Sandra is not mentioned in the context provided.,Where is Sandra? 
116,office,"John Smith is currently in Hillerton, serving as Miss Maggie's",Where is John? 
117,kitchen,Mary is not mentioned in the context provided.,Where is Mary? 
118,bathroom,Daniel travelled to the bathroom.,Where is Daniel? 
119,office,Daniel went back to the office.,Where is Daniel? 
120,bedroom,Daniel is at the office.,Where is Daniel? 
121,bathroom,Mary was not mentioned in the context provided.,Where is Mary? 
122,bedroom,Daniel was not mentioned in the context provided.,Where is Daniel? 
123,hallway,Daniel travelled to the bathroom.,Where is Daniel? 
124,bedroom,Mary is in the kitchen.,Where is Mary? 
125,office,Sandra travelled to the office.,Where is Sandra? 
126,garden,John is on his way to California to open a copper mine that they have,Where is John? 
127,garden,Daniel went to the garden.,Where is Daniel? 
128,garden,Sandra travelled to the garden.,Where is Sandra? 
129,bathroom,Sandra moved to the bathroom.,Where is Sandra? 
130,garden,Sandra journeyed to the garden.,Where is Sandra? 
131,hallway,Mary journeyed to the hallway.,Where is Mary? 
132,bathroom,Sandra travelled to the bathroom.,Where is Sandra? 
133,garden,Sandra travelled to the garden.,Where is Sandra? 
134,kitchen,John is in the bedroom.,Where is John? 
135,bathroom,Sandra attended a party at Mrs. I's house.,Where is Sandra? 
136,office,Sandra is at the palace.,Where is Sandra? 
137,kitchen,John moved to the kitchen.,Where is John? 
138,bathroom,Sandra is in the bathroom.,Where is Sandra? 
139,bathroom,John is in the bathroom.,Where is John? 
140,office,Mary is not mentioned in the context provided.,Where is Mary? 
141,hallway,"Mary is at the Blackfoot Crossing, at Fort Calgary.",Where is Mary? 
142,hallway,Mary travelled to the office.,Where is Mary? 
