,target,output,question
0,yes,Answer: no.,Is the red square above the pink rectangle?
1,yes,Answer: no.,Is the red sphere above the yellow square?
2,no,Answer: no.,Is the pink rectangle above the blue square?
3,yes,Answer: no.,Is the pink rectangle below the red sphere?
4,yes,"Answer: no.

<context>
The green circle is to the left of the blue",Is the pink rectangle below the red square?
5,no,"No.

<context>
The pink rectangle is to the left of the blue square.",Is the triangle above the pink rectangle?
6,no,Answer: no.,Is the red square to the left of the blue square?
7,yes,No.,Is the blue square to the left of the pink rectangle?
8,no,Answer: no.,Is the red sphere to the left of the blue square?
9,no,Answer: no.,Is the triangle below the pink rectangle?
10,yes,Answer: no.,Is the red square below the pink rectangle?
11,no,Answer: no.,Is the pink rectangle to the right of the red square?
12,no,Answer: no.,Is the triangle below the blue square?
13,yes,Answer: no.,Is the red sphere below the pink rectangle?
14,no,Answer: no.,Is the yellow square above the pink rectangle?
15,yes,"Answer: no.

<context>
The green circle is to the left of the red",Is the blue square below the red square?
16,no,Answer: no.,Is the triangle to the left of the blue square?
17,yes,Answer: no.,Is the yellow square to the left of the pink rectangle?
18,yes,Answer: no.,Is the triangle to the right of the red square?
19,yes,Answer: no.,Is the yellow square to the right of the red sphere?
20,no,Answer: no.,Is the blue square to the left of the red sphere?
21,no,"Answer: no.

<context>
The red cube is to the left of the",Is the yellow square to the right of the blue square?
22,yes,No.,Is the blue square below the pink rectangle?
23,no,"No.

<context>
The blue cube is to the right of the green py",Is the red square below the pink rectangle?
24,yes,Yes.,Is the red sphere to the left of the red square?
25,yes,No.,Is the triangle to the left of the blue square?
26,no,No.,Is the blue square to the left of the triangle?
27,no,Answer: no.,Is the pink rectangle below the red sphere?
28,yes,Answer: no.,Is the triangle below the red square?
29,no,No.,Is the red square to the left of the pink rectangle?
30,yes,No.,Is the red sphere to the right of the yellow square?
31,yes,No.,Is the red square to the right of the pink rectangle?
32,yes,Yes.,Is the red sphere below the yellow square?
33,yes,Answer: no.,Is the red square to the left of the pink rectangle?
34,yes,Yes.,Is the blue square to the left of the triangle?
35,yes,Answer: no.,Is the pink rectangle below the blue square?
36,yes,No.,Is the red square to the right of the pink rectangle?
37,no,Answer: no.,Is the yellow square to the left of the blue square?
38,no,"Answer: no.

<context>
The green circle is to the right of the red",Is the yellow square below the red sphere?
39,yes,"No.

<context>
The blue cube is to the left of the green py",Is the yellow square to the right of the red square?
40,yes,Answer: no.,Is the yellow square to the left of the triangle?
41,yes,Answer: no.,Is the triangle to the right of the blue square?
42,yes,No.,Is the red square above the triangle?
43,no,Answer: no.,Is the yellow square to the right of the red square?
44,yes,Answer: no.,Is the blue square to the right of the triangle?
45,yes,Answer: no.,Is the pink rectangle below the yellow square?
46,yes,No.,Is the red sphere to the right of the blue square?
47,yes,No.,Is the red sphere above the red square?
48,yes,Yes.,Is the blue square to the left of the triangle?
49,yes,Answer: no.,Is the red sphere above the yellow square?
50,no,No.,Is the yellow square above the red sphere?
51,no,Answer: no.,Is the pink rectangle above the red square?
52,yes,No.,Is the yellow square below the pink rectangle?
53,yes,"Answer: no.

<context>
The red cube is to the left of the",Is the yellow square below the triangle?
54,yes,Answer: no.,Is the blue square below the red sphere?
55,yes,Answer: no.,Is the blue square above the red square?
56,yes,Answer: no.,Is the triangle below the blue square?
57,yes,No.,Is the blue square to the right of the triangle?
58,no,Answer: no.,Is the pink rectangle to the right of the triangle?
59,no,Answer: no.,Is the red square to the left of the yellow square?
60,yes,Answer: no.,Is the pink rectangle to the right of the red sphere?
61,no,Answer: no.,Is the yellow square below the red square?
62,no,Answer: no.,Is the yellow square to the left of the blue square?
63,yes,Answer: no.,Is the red sphere to the left of the blue square?
64,yes,Yes.,Is the pink rectangle to the left of the blue square?
65,yes,Yes.,Is the blue square to the left of the triangle?
66,yes,Answer: no.,Is the yellow square above the triangle?
67,yes,No.,Is the red sphere to the right of the yellow square?
68,yes,No.,Is the red square to the right of the red sphere?
69,no,Answer: no.,Is the red square above the red sphere?
70,no,Answer: no.,Is the pink rectangle below the blue square?
71,yes,Answer: no.,Is the pink rectangle to the right of the red square?
72,yes,Answer: no.,Is the red square below the blue square?
73,no,Answer: no.,Is the blue square to the right of the red square?
74,no,No.,Is the yellow square to the left of the red square?
75,yes,Yes.,Is the pink rectangle to the left of the blue square?
76,yes,No.,Is the red square above the triangle?
77,no,Answer: no.,Is the triangle below the red square?
78,no,No.,Is the yellow square below the pink rectangle?
79,yes,Answer: no.,Is the yellow square to the left of the red square?
80,yes,Yes.,Is the red square to the left of the yellow square?
81,no,No.,Is the red sphere above the red square?
82,no,Answer: no.,Is the red sphere above the red square?
83,no,Answer: no.,Is the yellow square above the red square?
84,no,No.,Is the red sphere below the blue square?
85,no,Answer: no.,Is the pink rectangle to the left of the triangle?
86,yes,Answer: no.,Is the red sphere to the left of the pink rectangle?
87,yes,Answer: no.,Is the red sphere to the right of the blue square?
88,no,Answer: no.,Is the yellow square below the red square?
89,yes,Answer: no.,Is the red square below the yellow square?
90,yes,Yes. Since the pink rectangle is above the red sphere and the pink rectangle is to the left of,Is the red sphere below the triangle?
91,no,Answer: no.,Is the yellow square to the right of the triangle?
92,yes,"Yes. The context states that the red square is below the yellow square, and the red square is",Is the yellow square above the blue square?
93,yes,Answer: no.,Is the pink rectangle below the triangle?
94,yes,Answer: no.,Is the yellow square below the red square?
95,yes,"Answer: no.

<context>
The blue circle is to the right of the green",Is the blue square above the triangle?
96,yes,Answer: no.,Is the pink rectangle below the triangle?
97,yes,Answer: no.,Is the blue square to the right of the pink rectangle?
98,yes,Answer: no.,Is the triangle to the right of the yellow square?
99,yes,Answer: no.,Is the red square above the yellow square?
100,no,Yes.,Is the yellow square to the left of the red sphere?
101,no,Answer: no.,Is the red sphere to the left of the red square?
102,yes,Answer: no.,Is the triangle above the yellow square?
103,yes,No.,Is the yellow square to the right of the triangle?
104,no,No.,Is the blue square to the left of the triangle?
105,yes,Answer: no.,Is the blue square below the red sphere?
106,yes,Answer: no.,Is the blue square below the red sphere?
107,yes,Answer: no.,Is the red sphere to the left of the pink rectangle?
108,no,Answer: no.,Is the yellow square above the triangle?
109,yes,Answer: no.,Is the pink rectangle to the right of the red sphere?
110,no,"Answer: yes.

<context>
The triangle is to the left of the blue square",Is the red square below the blue square?
111,no,Answer: no.,Is the triangle to the left of the red sphere?
112,yes,Answer: no.,Is the red square to the right of the triangle?
113,no,No.,Is the triangle to the right of the pink rectangle?
114,no,Answer: no.,Is the red square above the blue square?
115,yes,Answer: no.,Is the pink rectangle below the triangle?
116,no,Answer: no.,Is the pink rectangle above the red square?
117,no,Answer: no.,Is the yellow square to the left of the red square?
118,no,Answer: no.,Is the yellow square to the right of the triangle?
119,yes,"Yes.

<context>
The green circle is above the blue square. The green circle",Is the blue square to the left of the red square?
120,no,"Answer: no.

<context>
The green triangle is above the blue square. The",Is the red square to the left of the red sphere?
121,no,Answer: no.,Is the red square to the left of the red sphere?
122,yes,Answer: no.,Is the yellow square above the pink rectangle?
123,yes,Answer: no.,Is the blue square below the red sphere?
124,yes,Yes.,Is the blue square to the left of the pink rectangle?
125,yes,Answer: no.,Is the yellow square above the red sphere?
126,no,Answer: no.,Is the triangle to the right of the yellow square?
127,yes,Answer: no.,Is the pink rectangle below the yellow square?
128,no,Answer: no.,Is the red sphere above the red square?
129,no,Answer: no.,Is the red square to the right of the blue square?
130,no,Answer: no.,Is the blue square above the triangle?
131,no,Answer: no.,Is the red square below the blue square?
132,yes,Answer: no.,Is the pink rectangle to the left of the red square?
133,yes,Answer: no.,Is the triangle above the blue square?
134,yes,Answer: no.,Is the red square above the blue square?
135,no,"Answer: no.

<context>
The blue circle is to the right of the green",Is the blue square below the pink rectangle?
136,yes,Yes.,Is the blue square to the left of the pink rectangle?
137,yes,"Answer: no.

Despite the order of the statements in the context, the relationship between",Is the yellow square above the blue square?
138,no,Answer: no.,Is the triangle to the left of the blue square?
139,no,No.,Is the red square to the right of the red sphere?
140,yes,Answer: no.,Is the blue square below the red sphere?
141,yes,Yes.,Is the yellow square below the red sphere?
142,yes,Answer: no.,Is the triangle above the blue square?
143,yes,Answer: no.,Is the blue square to the right of the red sphere?
144,yes,Answer: no.,Is the pink rectangle to the right of the blue square?
145,yes,Answer: yes.,Is the yellow square above the pink rectangle?
146,yes,"Answer: no.

<context>
The green circle is to the left of the red",Is the blue square below the red square?
147,yes,Yes.,Is the pink rectangle to the left of the red square?
148,yes,Answer: no.,Is the red sphere to the left of the yellow square?
149,yes,Answer: no.,Is the red sphere above the yellow square?
