,target,output,question
0,hallway,"Mary got the milk there. However, it is not clear from the context",Where is the milk? 
1,hallway,"The context does not provide information on where the football is. However, it",Where is the football? 
2,hallway,"The context does not provide information on where the football is. However, it",Where is the football? 
3,hallway,"John put down the football there. However, the context does not provide further",Where is the football? 
4,garden,The milk is mentioned in the text but its current location is not provided.,Where is the milk? 
5,garden,Sandra put down the milk there. This suggests that the milk was on,Where is the milk? 
6,bedroom,"Daniel took the football there. However, it is not mentioned again in the",Where is the football? 
7,bedroom,"The milk is mentioned several times in the text, but it is not clear",Where is the milk? 
8,kitchen,"The text mentions Daniel grabbing the football at different locations, but the",Where is the football? 
9,kitchen,"Daniel took the football there. However, the context does not specify which particular",Where is the football? 
10,bedroom,Robert got the football there.,Where is the football? 
11,hallway,The context does not provide information on where the football is after John discarded,Where is the football? 
12,garden,Daniel dropped the milk there. The context does not provide further information about where,Where is the milk? 
13,garden,The milk is mentioned several times in the text but it is not clear where,Where is the milk? 
14,bathroom,The apple was last mentioned when Mary journeyed to the kitchen.,Where is the apple? 
15,garden,Mary dropped the milk.,Where is the milk? 
16,garden,"The milk is mentioned several times in the text, but it is not clear",Where is the milk? 
17,garden,The milk is mentioned several times in the text but its location is not clear,Where is the milk? 
18,kitchen,"Daniel grabbed the apple there. However, he discarded it later in the",Where is the apple? 
19,kitchen,Daniel discarded the apple. The context does not provide information on where the,Where is the apple? 
20,bedroom,"Mary left the apple there. It is not clear where ""there"" is",Where is the apple? 
21,bedroom,"Mary left the apple there, but it is not mentioned again in the text",Where is the apple? 
22,bathroom,"The football is mentioned several times in the text, but its whereabouts",Where is the football? 
23,bathroom,"The football is mentioned several times in the text, but its location is not",Where is the football? 
24,bedroom,The milk is mentioned several times in the text but its location is not clear,Where is the milk? 
25,kitchen,John grabbed the milk there.,Where is the milk? 
26,kitchen,John travelled to the kitchen with the milk.,Where is the milk? 
27,bathroom,"The apple was dropped by Daniel in the text, but the exact location is",Where is the apple? 
28,bathroom,The apple was dropped by Daniel at an unspecified location in the text,Where is the apple? 
29,kitchen,"John put down the milk there. It is not clear where ""there""",Where is the milk? 
30,garden,Daniel dropped the apple. The context does not provide information on the current location,Where is the apple? 
31,garden,The apple was dropped by Daniel. The context does not provide any further information,Where is the apple? 
32,kitchen,The context does not provide information on the current location of the football.,Where is the football? 
33,kitchen,"The apple was last mentioned at ""Daniel got the apple there,"" but",Where is the apple? 
34,kitchen,"The apple was put down at the apex of the triangle, where",Where is the apple? 
35,office,The milk is not mentioned in the context provided.,Where is the milk? 
36,kitchen,"The context does not provide information on where the football is. However, it",Where is the football? 
37,kitchen,John left the football at the place where the battle took place. The context,Where is the football? 
38,kitchen,The football is at the place where John left it.,Where is the football? 
39,bedroom,The milk is put down in the hallway.,Where is the milk? 
40,bedroom,The milk is mentioned at the beginning of the passage but it is not clear,Where is the milk? 
41,office,"John put down the milk there, but later in the text, it is",Where is the milk? 
42,office,John went back to the bedroom with the milk.,Where is the milk? 
43,office,"The milk is mentioned several times in the text, but it is not clear",Where is the milk? 
44,kitchen,The apple was left in the kitchen.,Where is the apple? 
45,bedroom,Mary picked up the milk there. It is not clear from the context where,Where is the milk? 
46,office,"The football is mentioned in Chapter IX, but it is not clear where it",Where is the football? 
47,bathroom,Sandra moved to the office. The context does not provide information about where,Where is the football? 
48,bathroom,Sandra moved to the office with the football.,Where is the football? 
49,bedroom,"Mary picked up the milk there. [Illustration]

This",Where is the milk? 
50,bathroom,"Daniel took the milk there. It is not clear where ""there"" is",Where is the milk? 
51,hallway,"John grabbed the apple there. However, the context does not specify where """,Where is the apple? 
52,kitchen,Sandra went to the kitchen with the football.,Where is the football? 
53,kitchen,Sandra put down the football.,Where is the football? 
54,kitchen,The context does not mention the football after the initial mention of Sandra picking,Where is the football? 
55,bathroom,"John grabbed the apple there, likely implying that it was near the scene",Where is the apple? 
56,bathroom,"The milk is mentioned several times in the text, but it is not clear",Where is the milk? 
57,kitchen,"John picked up the milk there. It is not clear where ""there""",Where is the milk? 
58,kitchen,"The milk is mentioned several times in the text, but it is not clear",Where is the milk? 
59,bedroom,The apple is mentioned several times in the text but it is not clear where,Where is the apple? 
60,garden,The milk is mentioned at the beginning of the chapter but it is not clear,Where is the milk? 
61,garden,"John took the milk there. However, the context does not provide any further",Where is the milk? 
62,kitchen,The text does not provide information about where the football is. The context seems,Where is the football? 
63,kitchen,The context does not provide information about the location of the football.,Where is the football? 
64,kitchen,The football was dropped by John. The context does not provide information on its,Where is the football? 
65,kitchen,Daniel grabbed the football there. This suggests that the football is in the room,Where is the football? 
66,kitchen,Daniel discarded the football. The context does not provide information on where he,Where is the football? 
67,bedroom,"Daniel got the milk there, but there is no further mention of it in",Where is the milk? 
68,bedroom,"Daniel got the milk there, but it is not clear where ""there""",Where is the milk? 
69,bedroom,"The football was dropped by Daniel in the context provided. However, the exact",Where is the football? 
70,garden,The apple is mentioned in the context but its current location is not specified.,Where is the apple? 
71,garden,Daniel dropped the apple in the bathroom.,Where is the apple? 
72,bathroom,Daniel dropped the apple there. The context does not provide further information about its,Where is the apple? 
73,bathroom,The apple was last mentioned when Daniel picked it up in the bedroom.,Where is the apple? 
74,bathroom,The apple has been mentioned in various places throughout the text. It was first,Where is the apple? 
75,office,"Sandra got the apple there, but the text does not specify where """,Where is the apple? 
76,hallway,Mary went to the kitchen to get the milk.,Where is the milk? 
77,hallway,Mary left the milk in the kitchen.,Where is the milk? 
78,hallway,Mary left the milk there. The context does not provide further information about where,Where is the milk? 
79,hallway,"Mary left the milk there, but the specific location is not mentioned in the",Where is the milk? 
80,bathroom,"The football is mentioned in the context, but it is not clear who has",Where is the football? 
81,bathroom,The football is in the bathroom with John.,Where is the football? 
82,kitchen,John has discarded the football.,Where is the football? 
83,kitchen,The football is mentioned in the context but it is not clear where it is,Where is the football? 
84,kitchen,The football is in the kitchen.,Where is the football? 
85,bathroom,It is unclear from the context whether John dropped the milk or not.,Where is the milk? 
86,kitchen,The apple was dropped by Sandra at the end of the text. The,Where is the apple? 
87,bathroom,John dropped the milk. The context does not provide further information about where the,Where is the milk? 
88,bedroom,The football is mentioned in the context but there is no information provided about its,Where is the football? 
89,kitchen,The apple was dropped by John as he hurried along the road to ask Mr,Where is the apple? 
90,kitchen,Mary picked up the milk there.,Where is the milk? 
91,kitchen,Mary dropped the milk there. It is mentioned in the context but not clear,Where is the milk? 
92,kitchen,"Mary dropped the milk there. It is not clear where ""there"" is",Where is the milk? 
93,kitchen,"The milk was dropped by Mary in various places throughout the text, but it",Where is the milk? 
94,kitchen,"Mary picked up the milk there. However, the exact location is not clear",Where is the milk? 
95,bathroom,John got the football there.,Where is the football? 
