,target,output,question
0,hallway,Answer: John is in the hallway.,Where is John? 
1,bathroom,"Answer: Mary is with the other young ladies, admiring the",Where is Mary? 
2,kitchen,Answer: Sandra is in the kitchen.,Where is Sandra? 
3,hallway,Answer: Sandra is in the kitchen.,Where is Sandra? 
4,kitchen,Answer: Sandra is at the kitchen.,Where is Sandra? 
5,hallway,Answer: Sandra is in the kitchen.,Where is Sandra? 
6,garden,Answer: Sandra is in the garden.,Where is Sandra? 
7,hallway,Answer: Daniel is in the garden.,Where is Daniel? 
8,office,Answer: Sandra is in the garden.,Where is Sandra? 
9,office,Answer: Daniel is not mentioned in the passage provided.,Where is Daniel? 
10,kitchen,Answer: She is not mentioned in this context.,Where is Mary? 
11,garden,Answer: Mary is in the garden.,Where is Mary? 
12,office,Answer: Daniel is at the office.,Where is Daniel? 
13,bedroom,Answer: She is in the kitchen.,Where is Mary? 
14,bedroom,Answer: She is in the kitchen.,Where is Mary? 
15,kitchen,Answer: He is in the kitchen.,Where is John? 
16,garden,Answer: John is in the garden.,Where is John? 
17,kitchen,Answer: John is in the kitchen.,Where is John? 
18,office,Answer: Daniel is in the office.,Where is Daniel? 
19,kitchen,Answer: John is in the kitchen.,Where is John? 
20,hallway,"Answer: Mary is the mother of Jesus Christ, the Son of",Where is Mary? 
21,office,Answer: John is a young man who is a friend of Ruby',Where is John? 
22,office,"Answer: John is a character in the novel ""The Egg""",Where is John? 
23,hallway,"Answer: Sandra is a character in the story ""The Country",Where is Sandra? 
24,bedroom,Answer: Daniel is in the office.,Where is Daniel? 
25,bedroom,Answer: Sandra is the step-mother of Ruby.,Where is Sandra? 
26,bedroom,"Answer: She is the mother of Ruby, the main character in the",Where is Mary? 
27,kitchen,Answer: Daniel is in the kitchen.,Where is Daniel? 
28,kitchen,Answer: Daniel is in the kitchen.,Where is Daniel? 
29,kitchen,Answer: Daniel is in the office.,Where is Daniel? 
30,hallway,Answer: Sandra is in the hallway.,Where is Sandra? 
31,office,"Answer: John is a character in the story ""The Minster'",Where is John? 
32,kitchen,Answer: Sandra is in the kitchen.,Where is Sandra? 
33,kitchen,Answer: Sandra is in the kitchen.,Where is Sandra? 
34,bathroom,Answer: Sandra is in the bathroom.,Where is Sandra? 
35,office,Answer: She is in the office.,Where is Mary? 
36,bathroom,Answer: Mary is in the bathroom.,Where is Mary? 
37,garden,Answer: Mary is in the garden.,Where is Mary? 
38,kitchen,"Answer: Sandra is in the kitchen with her grandfather, Captain",Where is Sandra? 
39,bedroom,Answer: Daniel is in the bedroom.,Where is Daniel? 
40,bathroom,Answer: Sandra is in the bathroom.,Where is Sandra? 
41,garden,Answer: Daniel is in the garden.,Where is Daniel? 
42,bathroom,Answer: She is at the office.,Where is Sandra? 
43,hallway,Answer: Daniel is in the hallway.,Where is Daniel? 
44,garden,Answer: Daniel is in the garden.,Where is Daniel? 
45,kitchen,Answer: Mary is in the kitchen.,Where is Mary? 
46,hallway,Answer: In the lion's den.,Where is Daniel? 
47,bathroom,Answer: Sandra is in the bathroom.,Where is Sandra? 
48,office,Answer: John is in the office.,Where is John? 
49,bedroom,Answer: John is in the bedroom.,Where is John? 
50,bedroom,Answer: John is in the bedroom.,Where is John? 
51,office,Answer: John is in the hallway.,Where is John? 
52,garden,"Answer: John is at the office, working on his uncle's",Where is John? 
53,garden,"Answer: John is at the office, working on a project with his",Where is John? 
54,kitchen,Answer: He is in the kitchen.,Where is Daniel? 
55,bedroom,"Answer: She is in the kitchen, preparing the food for the guests",Where is Mary? 
56,kitchen,"Answer: Mary is in the kitchen.

Question: Where is",Where is Mary? 
57,hallway,Answer: Mary is in the kitchen.,Where is Mary? 
58,garden,Answer: Daniel moved to the garden.,Where is Daniel? 
59,hallway,Answer: Sandra is in the office.,Where is Sandra? 
60,hallway,"Answer: Sandra is in the hallway, waiting for her father",Where is Sandra? 
61,office,,Where is Daniel? 
62,bathroom,"Answer: Sandra is a character in the story ""The Bishop",Where is Sandra? 
63,garden,Answer: Daniel is in the garden.,Where is Daniel? 
64,garden,Answer: Daniel is in the garden.,Where is Daniel? 
65,kitchen,Answer: John is in the kitchen.,Where is John? 
66,kitchen,Answer: John is in the kitchen.,Where is John? 
67,bathroom,Answer: Daniel is in the hallway.,Where is Daniel? 
68,office,Answer: Daniel is in the office.,Where is Daniel? 
69,office,Answer: Daniel is in the office.,Where is Daniel? 
70,garden,Answer: Mary is in the garden.,Where is Mary? 
71,hallway,Answer: Sandra is in the hallway.,Where is Sandra? 
72,garden,Answer: Mary is in the kitchen.,Where is Mary? 
73,bedroom,"Answer: She is the mother of Ruby, the main character in the",Where is Mary? 
74,bathroom,Answer: She is in the kitchen.,Where is Mary? 
75,kitchen,Answer: Daniel is in the kitchen.,Where is Daniel? 
76,kitchen,"Answer: John is a character in the play ""The Burgom",Where is John? 
77,kitchen,"Answer: He is in the kitchen.
Question: What is he",Where is Daniel? 
78,hallway,Answer: Daniel is in the kitchen.,Where is Daniel? 
79,office,Answer: Daniel is in the kitchen.,Where is Daniel? 
80,garden,Answer: John is in the garden.,Where is John? 
