,target,output,question
0,hallway,"he, her, her, and her, and her, and her,",Where is John? 
1,bathroom,"it.
it.
it.
it.
It.",Where is Mary? 
2,kitchen,Question mark.,Where is Sandra? 
3,hallway,,Where is Sandra? 
4,kitchen,"too, but the windy, buttoo, butto",Where is Sandra? 
5,hallway,Answer: Sandra is in the kitchen.,Where is Sandra? 
6,garden,the truth'sweet'sweet'sweet'sweet',Where is Sandra? 
7,hallway,"""


""
the. ""the. ""the",Where is Daniel? 
8,office,"""
""
""
""
""
""
""",Where is Sandra? 
9,office,"he, and the
and the
and heel, and the",Where is Daniel? 
10,kitchen,"Well, and her, and her,Well,Well,Well, her",Where is Mary? 
11,garden,</s. He-20202020.,Where is Mary? 
12,office,,Where is Daniel? 
13,bedroom,"the, the, the, and the",Where is Mary? 
14,bedroom,Answer: She is in the kitchen.,Where is Mary? 
15,kitchen,"so, and the church. ""Why, and so, and the church",Where is John? 
16,garden,"well, well, no way to, no man.",Where is John? 
17,kitchen,"he, the, the, he, the, he, and she,",Where is John? 
18,office,"the, his, the, the, and the, his, the,",Where is Daniel? 
19,kitchen,"So, so, so, so, so, so, so, so",Where is John? 
20,hallway,,Where is Mary? 
21,office,,Where is John? 
22,office,"the, which, which, the, which, which, the, which",Where is John? 
23,hallway,"Question, and the, and the, and the",Where is Sandra? 
24,bedroom,,Where is Daniel? 
25,bedroom,,Where is Sandra? 
26,bedroom,"no, and no more, and no more, no more, no more",Where is Mary? 
27,kitchen,"in, his, the most desira's, his, his",Where is Daniel? 
28,kitchen,"in the, the, the, the, the, the, the",Where is Daniel? 
29,kitchen,,Where is Daniel? 
30,hallway,"the, the, the, the, the, his, the, his",Where is Sandra? 
31,office,,Where is John? 
32,kitchen,to the. Dr. She. The. The. The. Dr.,Where is Sandra? 
33,kitchen,’sos. I. The hospital. I. The hospital. I,Where is Sandra? 
34,bathroom,"What's and the, and, and, and, and, and",Where is Sandra? 
35,office,"He.
He knew. He. He. He. He. He",Where is Mary? 
36,bathroom,,Where is Mary? 
37,garden,,Where is Mary? 
38,kitchen,,Where is Sandra? 
39,bedroom,"Answer: Daniel is a character in the Bible, known for his faithful",Where is Daniel? 
40,bathroom,"""I. ""I. ""I. ""I. ""I.",Where is Sandra? 
41,garden,,Where is Daniel? 
42,bathroom,he; yet to be; yet to be; yet to be; yet,Where is Sandra? 
43,hallway,,Where is Daniel? 
