,target,output,question
0,hallway,,Where is the milk? 
1,hallway,,Where is the football? 
2,hallway,,Where is the football? 
3,hallway,,Where is the football? 
4,garden,,Where is the milk? 
5,garden,,Where is the milk? 
6,bedroom,,Where is the football? 
7,bedroom,,Where is the milk? 
8,kitchen,,Where is the football? 
9,kitchen,,Where is the football? 
10,bedroom,,Where is the football? 
11,hallway,,Where is the football? 
12,garden,,Where is the milk? 
13,garden,,Where is the milk? 
14,bathroom,,Where is the apple? 
15,garden,,Where is the milk? 
16,garden,,Where is the milk? 
17,garden,,Where is the milk? 
18,kitchen,,Where is the apple? 
19,kitchen,,Where is the apple? 
20,bedroom,,Where is the apple? 
21,bedroom,,Where is the apple? 
22,bathroom,,Where is the football? 
23,bathroom,,Where is the football? 
24,bedroom,,Where is the milk? 
25,kitchen,,Where is the milk? 
26,kitchen,,Where is the milk? 
27,bathroom,,Where is the apple? 
28,bathroom,,Where is the apple? 
29,kitchen,,Where is the milk? 
30,garden,,Where is the apple? 
31,garden,,Where is the apple? 
32,kitchen,,Where is the football? 
33,kitchen,,Where is the apple? 
34,kitchen,,Where is the apple? 
35,office,,Where is the milk? 
36,kitchen,,Where is the football? 
37,kitchen,,Where is the football? 
38,kitchen,,Where is the football? 
39,bedroom,,Where is the milk? 
40,bedroom,,Where is the milk? 
41,office,,Where is the milk? 
42,office,,Where is the milk? 
43,office,,Where is the milk? 
44,kitchen,,Where is the apple? 
45,bedroom,,Where is the milk? 
46,office,,Where is the football? 
47,bathroom,,Where is the football? 
48,bathroom,,Where is the football? 
49,bedroom,,Where is the milk? 
50,bathroom,,Where is the milk? 
51,hallway,,Where is the apple? 
52,kitchen,,Where is the football? 
53,kitchen,,Where is the football? 
54,kitchen,,Where is the football? 
55,bathroom,,Where is the apple? 
56,bathroom,,Where is the milk? 
57,kitchen,,Where is the milk? 
58,kitchen,,Where is the milk? 
59,bedroom,,Where is the apple? 
60,garden,,Where is the milk? 
61,garden,,Where is the milk? 
62,kitchen,,Where is the football? 
63,kitchen,,Where is the football? 
64,kitchen,,Where is the football? 
65,kitchen,,Where is the football? 
66,kitchen,,Where is the football? 
67,bedroom,,Where is the milk? 
68,bedroom,,Where is the milk? 
69,bedroom,,Where is the football? 
70,garden,,Where is the apple? 
71,garden,,Where is the apple? 
72,bathroom,,Where is the apple? 
73,bathroom,,Where is the apple? 
74,bathroom,,Where is the apple? 
75,office,,Where is the apple? 
76,hallway,,Where is the milk? 
77,hallway,,Where is the milk? 
78,hallway,,Where is the milk? 
79,hallway,,Where is the milk? 
80,bathroom,,Where is the football? 
81,bathroom,,Where is the football? 
82,kitchen,,Where is the football? 
83,kitchen,,Where is the football? 
84,kitchen,,Where is the football? 
85,bathroom,,Where is the milk? 
86,kitchen,,Where is the apple? 
87,bathroom,,Where is the milk? 
88,bedroom,,Where is the football? 
89,kitchen,,Where is the apple? 
90,kitchen,,Where is the milk? 
91,kitchen,,Where is the milk? 
92,kitchen,,Where is the milk? 
93,kitchen,,Where is the milk? 
94,kitchen,,Where is the milk? 
95,bathroom,,Where is the football? 
96,bathroom,,Where is the football? 
97,bathroom,,Where is the football? 
98,bathroom,,Where is the football? 
99,hallway,,Where is the milk? 
100,office,,Where is the milk? 
101,office,,Where is the milk? 
102,kitchen,,Where is the milk? 
103,kitchen,,Where is the milk? 
104,bedroom,,Where is the football? 
105,bathroom,,Where is the football? 
106,bedroom,,Where is the milk? 
107,bathroom,,Where is the apple? 
108,bedroom,,Where is the milk? 
109,bathroom,,Where is the apple? 
110,bedroom,,Where is the football? 
111,bedroom,,Where is the football? 
112,bedroom,,Where is the football? 
113,bedroom,,Where is the football? 
114,office,,Where is the apple? 
115,office,,Where is the football? 
116,hallway,,Where is the football? 
117,office,,Where is the milk? 
118,bedroom,,Where is the milk? 
119,bathroom,,Where is the apple? 
120,hallway,,Where is the apple? 
121,bedroom,,Where is the milk? 
122,garden,,Where is the apple? 
123,garden,,Where is the football? 
124,garden,,Where is the football? 
125,kitchen,,Where is the football? 
126,kitchen,,Where is the football? 
127,kitchen,,Where is the football? 
128,bedroom,,Where is the football? 
129,bedroom,,Where is the football? 
130,kitchen,,Where is the football? 
131,kitchen,,Where is the football? 
132,kitchen,,Where is the milk? 
133,hallway,,Where is the football? 
134,hallway,,Where is the football? 
135,office,,Where is the football? 
136,office,,Where is the milk? 
137,office,,Where is the football? 
138,kitchen,,Where is the football? 
139,bathroom,,Where is the football? 
140,bedroom,,Where is the football? 
141,bedroom,,Where is the football? 
142,bedroom,,Where is the football? 
143,bedroom,,Where is the football? 
144,garden,,Where is the football? 
145,kitchen,,Where is the apple? 
146,bathroom,,Where is the milk? 
147,garden,,Where is the milk? 
148,kitchen,,Where is the apple? 
149,kitchen,,Where is the apple? 
150,bedroom,,Where is the apple? 
151,bedroom,,Where is the apple? 
152,bedroom,,Where is the apple? 
153,kitchen,,Where is the football? 
154,kitchen,,Where is the football? 
155,hallway,,Where is the football? 
156,hallway,,Where is the football? 
157,bedroom,,Where is the milk? 
158,bedroom,,Where is the milk? 
159,hallway,,Where is the football? 
160,garden,,Where is the apple? 
161,garden,,Where is the apple? 
162,garden,,Where is the apple? 
163,garden,,Where is the apple? 
164,bedroom,,Where is the football? 
165,garden,,Where is the football? 
166,garden,,Where is the football? 
167,hallway,,Where is the apple? 
168,hallway,,Where is the apple? 
169,office,,Where is the football? 
170,bedroom,,Where is the apple? 
171,bathroom,,Where is the apple? 
172,hallway,,Where is the milk? 
173,hallway,,Where is the milk? 
174,bathroom,,Where is the apple? 
175,kitchen,,Where is the milk? 
176,hallway,,Where is the apple? 
177,kitchen,,Where is the apple? 
178,office,,Where is the milk? 
179,office,,Where is the milk? 
180,garden,,Where is the milk? 
181,garden,,Where is the milk? 
182,garden,Answer: The milk is in the bathroom.,Where is the milk? 
183,kitchen,,Where is the apple? 
184,kitchen,,Where is the apple? 
185,office,,Where is the apple? 
186,office,,Where is the apple? 
187,kitchen,,Where is the milk? 
188,office,,Where is the apple? 
189,kitchen,,Where is the milk? 
190,garden,,Where is the apple? 
191,garden,,Where is the apple? 
192,garden,,Where is the apple? 
193,bedroom,,Where is the milk? 
194,bedroom,,Where is the milk? 
195,bathroom,,Where is the apple? 
196,bathroom,,Where is the apple? 
197,garden,,Where is the milk? 
198,kitchen,,Where is the milk? 
199,kitchen,,Where is the milk? 
200,office,,Where is the milk? 
201,office,,Where is the milk? 
202,hallway,,Where is the milk? 
203,garden,,Where is the milk? 
204,garden,,Where is the milk? 
205,office,,Where is the milk? 
206,office,,Where is the milk? 
207,garden,,Where is the apple? 
208,bathroom,,Where is the milk? 
209,bathroom,,Where is the milk? 
210,kitchen,,Where is the football? 
211,kitchen,,Where is the football? 
212,kitchen,,Where is the football? 
213,kitchen,,Where is the milk? 
214,garden,,Where is the football? 
215,office,,Where is the apple? 
216,office,,Where is the apple? 
217,office,,Where is the apple? 
218,bathroom,,Where is the milk? 
219,bathroom,,Where is the milk? 
220,office,,Where is the apple? 
221,office,,Where is the apple? 
222,office,,Where is the apple? 
223,bedroom,,Where is the milk? 
224,bedroom,,Where is the apple? 
225,bedroom,,Where is the apple? 
226,kitchen,,Where is the apple? 
227,garden,,Where is the football? 
228,bathroom,,Where is the milk? 
229,garden,,Where is the football? 
230,bathroom,,Where is the football? 
231,bathroom,,Where is the football? 
232,bathroom,,Where is the football? 
233,garden,,Where is the apple? 
234,bathroom,,Where is the football? 
235,bedroom,,Where is the apple? 
236,bedroom,,Where is the apple? 
237,kitchen,,Where is the football? 
238,office,,Where is the apple? 
239,garden,,Where is the milk? 
240,hallway,,Where is the apple? 
241,hallway,,Where is the apple? 
242,kitchen,,Where is the apple? 
243,bathroom,,Where is the apple? 
244,bathroom,,Where is the apple? 
245,hallway,,Where is the milk? 
246,garden,,Where is the milk? 
247,garden,,Where is the milk? 
248,garden,,Where is the football? 
249,garden,,Where is the football? 
250,bathroom,,Where is the apple? 
251,hallway,,Where is the apple? 
252,hallway,,Where is the apple? 
253,hallway,,Where is the apple? 
254,hallway,,Where is the apple? 
255,bathroom,,Where is the milk? 
256,kitchen,,Where is the apple? 
257,hallway,,Where is the apple? 
258,hallway,,Where is the apple? 
259,hallway,,Where is the apple? 
260,garden,,Where is the football? 
261,garden,,Where is the football? 
262,garden,,Where is the football? 
263,bathroom,,Where is the apple? 
264,hallway,,Where is the apple? 
265,garden,,Where is the apple? 
266,garden,,Where is the apple? 
267,bathroom,,Where is the apple? 
268,bathroom,,Where is the apple? 
269,garden,,Where is the apple? 
270,kitchen,,Where is the football? 
271,office,,Where is the apple? 
272,office,,Where is the apple? 
273,kitchen,,Where is the football? 
274,office,,Where is the apple? 
275,hallway,,Where is the milk? 
276,hallway,,Where is the milk? 
277,hallway,,Where is the milk? 
278,kitchen,,Where is the apple? 
279,kitchen,,Where is the apple? 
280,bathroom,,Where is the football? 
281,bathroom,,Where is the football? 
282,office,,Where is the milk? 
283,office,,Where is the milk? 
284,office,,Where is the milk? 
285,bedroom,,Where is the football? 
286,bedroom,,Where is the football? 
287,bedroom,,Where is the football? 
288,bedroom,,Where is the football? 
289,bedroom,,Where is the football? 
290,office,,Where is the apple? 
291,office,,Where is the apple? 
292,office,,Where is the apple? 
293,office,,Where is the apple? 
294,bedroom,,Where is the milk? 
295,hallway,,Where is the milk? 
296,hallway,,Where is the football? 
297,hallway,,Where is the milk? 
298,bathroom,,Where is the apple? 
299,bathroom,,Where is the apple? 
300,bedroom,,Where is the football? 
301,bedroom,,Where is the football? 
302,office,,Where is the football? 
303,bedroom,,Where is the football? 
304,bedroom,,Where is the football? 
305,bathroom,,Where is the milk? 
306,bathroom,,Where is the milk? 
307,bathroom,,Where is the milk? 
308,bathroom,,Where is the milk? 
309,bathroom,,Where is the milk? 
310,kitchen,,Where is the milk? 
311,kitchen,,Where is the milk? 
312,kitchen,,Where is the milk? 
313,kitchen,,Where is the milk? 
314,kitchen,,Where is the milk? 
315,bathroom,,Where is the football? 
316,bathroom,,Where is the football? 
317,bathroom,,Where is the football? 
318,office,,Where is the milk? 
319,kitchen,,Where is the football? 
320,bathroom,,Where is the football? 
321,bathroom,,Where is the football? 
322,bathroom,,Where is the football? 
323,bathroom,,Where is the football? 
324,bathroom,,Where is the football? 
325,bathroom,,Where is the apple? 
326,bathroom,,Where is the apple? 
327,garden,,Where is the football? 
328,garden,,Where is the football? 
329,garden,,Where is the football? 
330,garden,,Where is the football? 
331,bathroom,,Where is the apple? 
332,bathroom,,Where is the apple? 
333,hallway,,Where is the football? 
334,hallway,,Where is the football? 
335,hallway,,Where is the football? 
336,hallway,,Where is the football? 
337,hallway,,Where is the football? 
338,hallway,,Where is the football? 
339,bedroom,,Where is the milk? 
340,garden,,Where is the milk? 
341,garden,,Where is the milk? 
342,hallway,,Where is the football? 
343,hallway,,Where is the football? 
344,hallway,,Where is the milk? 
345,garden,,Where is the football? 
346,garden,,Where is the football? 
347,garden,,Where is the apple? 
348,garden,,Where is the apple? 
349,garden,,Where is the apple? 
350,bedroom,,Where is the milk? 
351,office,,Where is the milk? 
352,office,,Where is the milk? 
353,office,,Where is the milk? 
354,kitchen,,Where is the football? 
355,hallway,,Where is the football? 
356,hallway,,Where is the football? 
357,office,,Where is the milk? 
358,hallway,,Where is the milk? 
359,hallway,,Where is the milk? 
360,bedroom,,Where is the football? 
361,bedroom,,Where is the football? 
362,bedroom,,Where is the apple? 
363,bedroom,,Where is the apple? 
364,bedroom,,Where is the football? 
365,kitchen,,Where is the apple? 
366,kitchen,,Where is the apple? 
367,garden,,Where is the milk? 
368,bedroom,,Where is the apple? 
369,bedroom,,Where is the apple? 
370,kitchen,,Where is the football? 
371,kitchen,,Where is the apple? 
372,kitchen,,Where is the apple? 
373,kitchen,,Where is the apple? 
374,hallway,,Where is the milk? 
375,kitchen,,Where is the milk? 
376,kitchen,,Where is the milk? 
377,kitchen,,Where is the milk? 
378,office,,Where is the apple? 
379,office,,Where is the apple? 
380,bathroom,,Where is the football? 
381,bathroom,,Where is the football? 
382,bathroom,,Where is the football? 
383,bedroom,,Where is the milk? 
384,bedroom,,Where is the milk? 
385,bathroom,,Where is the milk? 
386,bathroom,,Where is the football? 
387,bathroom,,Where is the football? 
388,hallway,,Where is the apple? 
389,hallway,,Where is the apple? 
390,hallway,,Where is the milk? 
391,garden,,Where is the milk? 
392,garden,,Where is the milk? 
393,garden,,Where is the milk? 
394,kitchen,,Where is the football? 
395,bedroom,,Where is the apple? 
