,target,output,question
0,office,"was.
was.
was.
was.
was.",Where was the apple before the bathroom? 
1,office,,Where was the apple before the hallway? 
2,office,"the, the, her, the, her, the, the, her",Where was the apple before the hallway? 
3,bathroom,"the, the, the, the, and the, and the, and",Where was the football before the garden? 
4,bathroom,,Where was the football before the garden? 
5,garden,</s.,Where was the apple before the bathroom? 
6,kitchen,,Where was the milk before the office? 
7,kitchen,,Where was the apple before the office? 
8,kitchen,,Where was the apple before the office? 
9,bedroom,,Where was the apple before the office? 
10,garden,,Where was the apple before the bedroom? 
11,garden,"is, the, and, and, and, the, and,",Where was the apple before the bedroom? 
12,garden,,Where was the milk before the bathroom? 
13,garden,"and her
and her
and her
and her
and, and",Where was the milk before the bathroom? 
14,garden,well-well-well-well-well-well-,Where was the milk before the bathroom? 
15,kitchen,"""Vot the",Where was the football before the garden? 
16,kitchen,,Where was the football before the garden? 
17,garden,"to the, and the, and the, and the, and the,",Where was the milk before the bedroom? 
18,garden,"Their.



Their.",Where was the milk before the bedroom? 
19,bedroom,,Where was the football before the bathroom? 
20,garden,"and the, and the, and, and, and, and, and",Where was the football before the hallway? 
21,garden,,Where was the football before the office? 
22,hallway,,Where was the football before the garden? 
23,office,,Where was the milk before the kitchen? 
24,kitchen,Well-well-well-well-well-well-en-well,Where was the milk before the bedroom? 
25,bathroom,was.,Where was the football before the bedroom? 
26,office,Answer: The football was in the office.,Where was the football before the bedroom? 
27,garden,Answer: The football was in the office.,Where was the football before the office? 
28,garden,to the kitchen.,Where was the football before the office? 
29,garden,in the,Where was the apple before the office? 
30,bathroom,Answer: The apple was in the garden.,Where was the apple before the hallway? 
31,office,Answer: The apple was in the office.,Where was the apple before the kitchen? 
32,office,,Where was the apple before the kitchen? 
33,hallway,"the, the, the, the, the, and the, the,",Where was the milk before the bedroom? 
34,bedroom,"yard.
yard.
yard.
yard.",Where was the milk before the garden? 
35,hallway,the.,Where was the apple before the bathroom? 
36,hallway,,Where was the football before the kitchen? 
37,bathroom,"yard.
yard.
yard.
yard",Where was the apple before the kitchen? 
