Unnamed: 0,target,output,question
0,office,"_She is heard in the next room._

COUNT CLAIRMONT

_Turning to her.",Where was the apple before the bathroom? 
1,office,"Options:

- A: In the office
- B: In the kitchen
- C: In the",Where was the apple before the hallway? 
2,office,"Options:
(A).
(B).
(C).
(D).",Where was the apple before the hallway? 
3,bathroom,"Fact: Daniel took the football.
Fact: Daniel moved to the bathroom.
Fact: Daniel travelled to the",Where was the football before the garden? 
4,bathroom,Answer: Before the garden the football was in the hallway.,Where was the football before the garden? 
5,garden,"Option A: In the garden

Option B: In the kitchen

Option C: In the office",Where was the apple before the bathroom? 
6,kitchen,Choices: (A) the garden (B) the kitchen (C) the hallway (D) the bedroom,Where was the milk before the office? 
7,kitchen,Answer: Before the office the apple was in the kitchen.,Where was the apple before the office? 
8,kitchen,"Answer: Before the office the apple was in the kitchen.

Question: Where was the milk before the office",Where was the apple before the office? 
9,bedroom,Answer: The apple was in the garden.,Where was the apple before the office? 
10,garden,,Where was the apple before the bedroom? 
11,garden,,Where was the apple before the bedroom? 
12,garden,"Option A: In the office

 Option B: In the kitchen

 Option C: In the bedroom",Where was the milk before the bathroom? 
13,garden,"Answer: The milk was in the office.

Question: Where was the milk before the office?",Where was the milk before the bathroom? 
14,garden,Answer: Before the bathroom the milk was in the kitchen.,Where was the milk before the bathroom? 
15,kitchen,"Answer: The football was in the office.

Question: Where was the football before the office?",Where was the football before the garden? 
16,kitchen,"Answer: The football was in the office.

Question: Where was the football before the office?",Where was the football before the garden? 
17,garden,"Answer: The milk was in the kitchen.

Question: Where was the milk before the kitchen?",Where was the milk before the bedroom? 
18,garden,"Options:

1. In the office
2. In the kitchen
3. In the bathroom
4",Where was the milk before the bedroom? 
19,bedroom,"Options:

1. The office
2. The garden
3. The kitchen
4. The bedroom",Where was the football before the bathroom? 
20,garden,"Options:

1. In the garden
2. In the kitchen
3. In the bedroom
4",Where was the football before the hallway? 
21,garden,"Options:

- In the garden
- In the kitchen
- In the hallway
- In the bedroom",Where was the football before the office? 
22,hallway,"Options:

1. In the office
2. In the kitchen
3. In the hallway
4",Where was the football before the garden? 
23,office,"Answer: Before the kitchen the milk was in the office.

Question: Where was the apple before the kitchen",Where was the milk before the kitchen? 
24,kitchen,"Options:

1. In the office
2. In the hallway
3. In the kitchen
4",Where was the milk before the bedroom? 
25,bathroom,Answer: Before the bedroom the football was in the garden.,Where was the football before the bedroom? 
26,office,"Answer: The football was in the office.

Question: Where was the football before the office?",Where was the football before the bedroom? 
27,garden,"Answer: The football was in the garden.

Question: Where was the apple before the kitchen?",Where was the football before the office? 
28,garden,Answer: Before the office the football was in the bedroom.,Where was the football before the office? 
29,garden,"Answer: Before the office the apple was in the kitchen.

Question: Where was the apple before the kitchen",Where was the apple before the office? 
30,bathroom,"Options:
(A)kitchen
(B)garden
(C)bathroom
(D)",Where was the apple before the hallway? 
31,office,Answer: Before the kitchen the apple was in the office.,Where was the apple before the kitchen? 
32,office,Answer: Before the kitchen the apple was in the office.,Where was the apple before the kitchen? 
33,hallway,Answer: The milk was in the office.,Where was the milk before the bedroom? 
34,bedroom,"Answer: The milk was in the office.

Question: Where was the apple before the office?",Where was the milk before the garden? 
35,hallway,"Option 1: In the kitchen

Option 2: In the hallway

Option 3: In",Where was the apple before the bathroom? 
36,hallway,"Options:

  - Sandra's pocket
  - Sandra's hand
  - Sandra's",Where was the football before the kitchen? 
37,bathroom,,Where was the apple before the kitchen? 
38,garden,"Options:

1. The kitchen
2. The garden
3. The hallway
4. The office",Where was the apple before the bathroom? 
39,garden,"Answer: The apple was in the kitchen.

Question: Where was the milk before the kitchen?",Where was the apple before the bathroom? 
40,garden,"Options:

1. kitchen
2. office
3. garden
4. bathroom
5. bedroom",Where was the football before the hallway? 
41,garden,"Options:

- The office
- The kitchen
- The garden
- The bedroom
- The bathroom",Where was the football before the hallway? 
42,garden,"Options: (A) kitchen (B) office (C) bathroom (D) garden

A",Where was the milk before the hallway? 
43,hallway,Choices: (A) the office (B) the hallway (C) the kitchen (D) the garden,Where was the milk before the bathroom? 
44,bathroom,,Where was the football before the hallway? 
45,bedroom,"Option A: in the kitchen

 Option B: in the bedroom

 Option C: in the bathroom",Where was the apple before the bathroom? 
46,bedroom,"Answer: The apple was in the bedroom.

Question: Where was the apple before the kitchen?",Where was the apple before the bathroom? 
47,bedroom,"Options:

1. In the bedroom
2. In the kitchen
3. In the bathroom
4",Where was the apple before the bathroom? 
48,bedroom,"Options:

1. In the kitchen
2. In the bedroom
3. In the bathroom
4",Where was the apple before the bathroom? 
49,bedroom,"Options:

1. In the kitchen
2. In the bedroom
3. In the bathroom
4",Where was the milk before the hallway? 
50,kitchen,Answer: Before the garden the apple was in the kitchen.,Where was the apple before the garden? 
51,garden,Answer: Before the bedroom the apple was in the kitchen.,Where was the apple before the bedroom? 
52,garden,"Answer: The football was in the garden.

Question: Where was the milk before the kitchen?",Where was the football before the kitchen? 
53,bathroom,"Options:

- A: kitchen
- B: garden
- C: bathroom
- D: office",Where was the apple before the bedroom? 
54,bathroom,Answer: Before the bedroom the apple was in the kitchen.,Where was the apple before the bedroom? 
55,office,Answer: The football was in the kitchen.,Where was the football before the hallway? 
56,kitchen,"Answer: Before the office the apple was in the kitchen.

Question: Where was the apple before the kitchen",Where was the apple before the office? 
57,office,"Options:

1. kitchen
2. office
3. bedroom
4. hallway
5. bathroom",Where was the football before the garden? 
58,office,"Options:

1. The office
2. The garden
3. The kitchen
4. The hallway",Where was the football before the bedroom? 
59,garden,"Options:

- The office
- The kitchen
- The garden
- The bathroom

Answer:",Where was the apple before the hallway? 
60,hallway,"Answer: Before the bedroom the football was in the kitchen.

Question: Where was the football before the kitchen",Where was the football before the bedroom? 
61,bathroom,Answer: The football was in the kitchen.,Where was the football before the hallway? 
62,bedroom,Answer: The football was in the garden.,Where was the football before the kitchen? 
63,garden,"Options:

- bedroom
- kitchen
- garden
- bathroom
- office
- hallway",Where was the football before the bathroom? 
64,garden,Answer: The football was in the kitchen.,Where was the football before the bathroom? 
65,bathroom,"[Illustration]




CHAPTER XI.

“_The Lord",Where was the milk before the office? 
66,bathroom,"Answer: Before the office the milk was in the kitchen.

Question: Where was the apple before the office",Where was the milk before the office? 
67,bathroom,Answer: The milk was in the bedroom before the office.,Where was the milk before the office? 
68,garden,Answer: Before the bedroom the football was in the kitchen.,Where was the football before the bedroom? 
69,kitchen,"Options:

- the office
- the garden
- the kitchen
- the bedroom

Answer:",Where was the football before the bathroom? 
70,office,"Options:

- A) the office
- B) the garden
- C) the kitchen
-",Where was the football before the hallway? 
71,hallway,"Fact: John got the apple.

Fact: John travelled to the garden.

Fact: John dropped",Where was the apple before the garden? 
72,bathroom,"Answer: The milk was in the bathroom.

Question: Where was the football before the office?",Where was the milk before the kitchen? 
73,kitchen,"Options:

1. In the kitchen
2. In the office
3. In the garden
4",Where was the apple before the bathroom? 
74,garden,"Options:

- A) The garden
- B) The kitchen
- C) The hallway
-",Where was the apple before the bathroom? 
75,garden,"Options:

1. In the office
2. In the garden
3. In the bedroom
4",Where was the milk before the hallway? 
76,hallway,"Options:

- hallway
- garden
- bathroom
- kitchen

Answer: hallway",Where was the milk before the office? 
77,garden,"Options:
(A)kitchen
(B)garden
(C)bathroom
(D",Where was the milk before the hallway? 
78,office,"Options:

1. In the office
2. In the garden
3. In the hallway
4",Where was the apple before the bathroom? 
79,office,"Answer: The apple was in the office.

Question: Where was the apple before the office?",Where was the apple before the bathroom? 
80,kitchen,Answer: The milk was in the kitchen.,Where was the milk before the office? 
81,kitchen,"Answer: Before the office the milk was in the kitchen.

Question: Where was the milk before the kitchen",Where was the milk before the office? 
82,kitchen,"Options:
(A)Bedroom (B)Kitchen (C)Bathroom (D)",Where was the milk before the office? 
83,bathroom,"Options:

1. In the office
2. In the kitchen
3. In the bedroom
4",Where was the apple before the hallway? 
84,bathroom,"Answer: The milk was in the kitchen.

Question: Where was the apple before the kitchen?",Where was the milk before the bedroom? 
85,garden,Answer: Before the bathroom the apple was in the office.,Where was the apple before the bathroom? 
86,bathroom,"Answer: Before the kitchen the milk was in the hallway.

Question: Where was the milk before the hallway",Where was the milk before the kitchen? 
87,bathroom,"Answer: The milk was in the office.

Question: Where was the apple before the kitchen?",Where was the milk before the kitchen? 
88,garden,"Options:

1. In the garden
2. In the office
3. In the kitchen
4",Where was the milk before the bathroom? 
89,bathroom,"Answer: The football was in the kitchen.

Question: Where was the milk before the kitchen?",Where was the football before the bedroom? 
90,hallway,"Options:

1. In the kitchen
2. In the office
3. In the hallway
4",Where was the milk before the kitchen? 
91,hallway,"Options:
(A).
(B).
(C).
(D).",Where was the milk before the kitchen? 
92,garden,"Answer: The milk was in the kitchen.

Question: Where was the apple before the hallway?",Where was the milk before the bedroom? 
93,bedroom,Answer: The football was in the office.,Where was the football before the kitchen? 
94,kitchen,Answer: Before the bedroom the apple was in the kitchen.,Where was the apple before the bedroom? 
95,kitchen,"Options:

- The bedroom
- The kitchen
- The bathroom
- The office

Answer:",Where was the apple before the hallway? 
96,kitchen,"Answer: Before the hallway the apple was in the kitchen.

Question: Where was the football before the kitchen",Where was the apple before the hallway? 
97,hallway,"Options:

- bedroom
- garden
- hallway
- office

Answer: The apple was in",Where was the apple before the kitchen? 
98,bedroom,"Options:

1. In the kitchen
2. In the bedroom
3. In the bathroom
4",Where was the milk before the bathroom? 
99,bathroom,"Options:

1. The kitchen
2. The hallway
3. The bathroom
4. The garden",Where was the milk before the bedroom? 
100,office,"Options:

1. The kitchen
2. The office
3. The garden
4. The hallway",Where was the milk before the bathroom? 
101,office,"Answer: The milk was in the kitchen.

Question: Where was the apple before the hallway?",Where was the milk before the bathroom? 
102,bedroom,Answer: The football was in the office.,Where was the football before the office? 
103,bedroom,Answer: Before the office the football was in the bathroom.,Where was the football before the office? 
104,office,"Answer: Before the bathroom the milk was in the office.

Question: Where was the apple before the office",Where was the milk before the bathroom? 
105,hallway,Answer: The football was in the kitchen before the bathroom.,Where was the football before the bathroom? 
106,garden,Answer: The football was in the kitchen before the hallway.,Where was the football before the hallway? 
107,garden,Answer: The football was in the garden before the hallway.,Where was the football before the hallway? 
108,hallway,,Where was the apple before the bathroom? 
109,hallway,"Answer: Before the bathroom the apple was in the hallway.

Question: Where was the football before the bathroom",Where was the apple before the bathroom? 
