Unnamed: 0,target,output,question
0,football,"{49}

The answer is, ""The Church of England.""

{50}",What did Fred give to Jeff? 
1,Fred,"Answer: The Bishop.

  The Church Universal, 127.
      "" the Church Militant,",Who gave the football to Jeff? 
2,football,"After the battle of Delhi, and the last time we were left in the jails at the
brigade under the",What did Fred give to Jeff? 
3,Jeff,[Footenotes are given in the appendix.] [Footnote 29] The sp,Who did Fred give the football to? 
4,Fred,"The author's appreciation of this episode is borrowed directly from Yorick's
sentiment. The manner",Who did Jeff give the football to? 
5,Jeff,"[Footen, the book is written in the second case, Leipzig, 1774, p",Who gave the apple? 
6,Bill,""" ""I am here in the vicinity of the water, so I am not afraid of you."" ""I am not",Who received the apple? 
7,apple,"The answer is not given.


     * * * * *


     * * * *",What did Bill give to Fred? 
8,apple,Answer: A blanket.,What did Bill give to Fred? 
9,Fred,"The little bells on the vestments of the high priest was called _kinnor_, which is almost identical with the",Who received the apple? 
10,Mary,"CHAPTER X.




CHAPTER XI.",Who received the milk? 
11,milk,"I am fully persuaded by the idea that is
is not in the way of boosting Osteopathy. But I will present",What did Mary give to Bill? 
12,Bill,""" ""No, no,"" said the doctor, ""I'll get him to go in and keep his eye on",Who received the milk? 
13,Bill,""" But I know the Superintendent with a note of defiance in his voice. But I know the Superintendent with a note of",Who did Mary give the milk to? 
14,milk,"End of the Project Gutenberg EBook of The Great Chief, but he will",What did Mary give to Bill? 
15,Jeff,"""I'm not going to give it to her,"" said Christine. ""I'm not going to give it",Who received the football? 
16,Fred,""" She waited a little while, and I got a thin smile on her face. She went out of the room, and",Who gave the football to Jeff? 
17,football,,What did Fred give to Jeff? 
18,Jeff,"I'm not sure of the way he is
discharged. I'm not sure of the way he is discharged",Who received the football? 
19,Mary,"Yes, because it was clear that he had a great repugnance to come out; but it certainly seemed more to",Who gave the milk? 
20,milk,"'I repeat it,' said Lord Vere, 'is the cause of the Whig leaders.' 'I repeat",What did Jeff give to Mary? 
21,Mary,,Who gave the milk to Jeff? 
22,Mary,,Who gave the milk to Jeff? 
23,Bill,"Answer: The Earl of Northumberland.

Question: What is the name of the first person to be",Who gave the apple to Jeff? 
