Unnamed: 0,target,output,question
0,hallway,It was then that the door across the street was closed. He hoped after all that it was not so bad. But he,Where is John? 
1,bathroom,""" I'll do all I can. But I am not proud of it at all. But I'll do all",Where is Mary? 
2,kitchen,"The only possible explanation that one has to cope with these evils by means of rules and restrictions.

The",Where is Sandra? 
3,hallway,"A lot of the 'Ch, the other, the
(and the other,', that the other,",Where is Sandra? 
4,kitchen,""" said the sprite, with a smile. ""I am sorry to say,"" said the sprite, with a",Where is Sandra? 
5,hallway,"The night is very still, and the night is very warm,
     And the night is very still,",Where is Sandra? 
6,garden,"But Grant said, without a quiver in his voice, ""I will hold my position to the last man."" But",Where is Sandra? 
7,hallway,"""No, no,"" said the doctor. ""But think of the greater passions. He thought rapidly, but after a",Where is Daniel? 
8,office,""" he said in a low voice. But all the same, I know that I am a better man."" The Inspector",Where is Sandra? 
9,office,""" I am not a very good judge of the situation, when I can make him insensible. I am not a very",Where is Daniel? 
10,kitchen,""" ""Well, I know it is possible to get out of this swamp, but I know it is possible to get out",Where is Mary? 
11,garden,""" ""Thot's plain, and I'm not a bit of a coward,"" said Frank, hoars",Where is Mary? 
12,office,"""In the Highlands, my lord, and with the purpose of being at
them. I have no reason to",Where is Daniel? 
13,bedroom,"Answer: He is in the church of the Carthusians, where the smith was at one instant or",Where is Mary? 
14,bedroom,""" ""Not before--and only once,"" Patience said, as she heard the postman's knock. """,Where is Mary? 
15,kitchen,""" ""I'll wait a bit,"" Jane said, as Pauline came out of the room. ""But I",Where is John? 
16,garden,""" The words were scarcely out of his mouth when Jose sat down and
crossed his legs. But he cried out",Where is John? 
17,kitchen,""" He said, ""I know you are real, very real. And I love you so much. He said, """,Where is John? 
18,office,""" ""Wal, I'm a-goin' to take a look at my foot."" She watched him closely",Where is Daniel? 
19,kitchen,""" It is now tolerably certain that he was not prepared for war. It was probably one of the most
important of",Where is John? 
20,hallway,"The answer is, in the
theological seminaries of the world. It is a great point with Paine that",Where is Mary? 
