Unnamed: 0,target,output,question
0,bedroom,"Option A: the bedroom

 Option B: the kitchen

 Option C: the dining room

 Option",What is the bathroom east of?
1,bedroom,"Answer: The hallway.

Question: What is west of the bedroom?

Answer: The hallway.",What is west of the kitchen?
2,bathroom,"Answer: The hallway.

Question: What is north of the bathroom?

Answer: The hallway.",What is north of the garden?
3,bedroom,"Answer: The bedroom.

Question: What is the bedroom?

Answer: The bedroom is south of",What is south of the kitchen?
4,bedroom,"Answer: The bedroom.

Question: What is west of the kitchen?

Answer: The stable.",What is east of the kitchen?
5,garden,"Answer: The garden.

Question: What is the garden west of?

Answer: The hallway.",What is the bathroom west of?
6,kitchen,"Answer: The garden.

Question: What is west of the bedroom?

Answer: The lake.",What is east of the bedroom?
7,bathroom,"Answer: The porch.

Question: What is the garden north of?

Answer: The bedroom.",What is the garden south of?
8,kitchen,"Answer: The kitchen.

Question: What did Patience say about the manor?

Answer:",What is south of the office?
9,office,"Answer: The garden.

Question: What is west of the hallway?

Answer: The office.",What is east of the hallway?
10,garden,"Answer: The garden.

Question: What is south of the office?

Answer: The church.",What is north of the office?
11,garden,"Options:

1. The river
2. The woods
3. The cabin
4. The river",What is south of the kitchen?
12,bathroom,"Answer: The bathroom.

Question: What is west of the kitchen?

Answer: The bedroom.",What is east of the kitchen?
13,garden,"Answer: The garden.

Question: What is east of the kitchen?

Answer: The bathroom.",What is west of the kitchen?
14,garden,"Answer: The dressing-room.

Question: What did Dan buy?

Answer: A handsome suit",What is north of the bedroom?
15,garden,Answer: A row of kegs.,What is east of the hallway?
16,hallway,"Answer: The hallway.

Question: What is west of the office?

Answer: The bathroom.",What is east of the office?
17,office,"Answer: The kitchen.

Question: What is north of the bathroom?

Answer: The kitchen.",What is south of the bathroom?
18,garden,"Answer: The kitchen.

Question: What is the garden south of?

Answer: The bedroom.",What is the bedroom north of?
19,garden,"Answer: The bedroom.

Question: What is the bedroom east of?

Answer: The kitchen.",What is the kitchen west of?
20,garden,"Answer: The office is east of the stable.

Question: What is the stable east of?",What is the office east of?
21,garden,"Answer: The garden.

Question: What is the garden north of?

Answer: The bathroom.",What is the bathroom south of?
22,bathroom,"Answer: The bathroom.

Question: What is south of the bedroom?

Answer: The kitchen.",What is north of the bedroom?
23,bathroom,"Answer: The bathroom.

Question: What is the bedroom north of?

Answer: The kitchen.",What is the bedroom south of?
24,hallway,"Answer: The office.

Question: What is the bedroom east of?

Answer: The office.",What is the bedroom west of?
25,office,"Answer: The kitchen.

Question: What is west of the bathroom?

Answer: The bedroom.",What is east of the bathroom?
26,office,Choices:  1. The kitchen. 2. The hallway. 3. The bathroom. 4,What is north of the bedroom?
27,hallway,"Answer: The office.

The unit had a very good time in Galatz, and the Serbian officers
were",What is west of the bathroom?
28,garden,"Answer: The office.

Question: What is the garden south of?

Answer: The bathroom.",What is the bathroom north of?
29,garden,"Answer: The garden.

Question: What is south of the bathroom?

Answer: The garden.",What is north of the office?
30,bedroom,"Answer: The bedroom.

Question: What is the name of the little girl?

Answer: Al",What is east of the kitchen?
31,kitchen,"Answer: The kitchen.

Question: What is the kitchen west of?

Answer: The bathroom.",What is the bathroom east of?
32,bathroom,"Options:

1. The swamp.
2. The bedroom.
3. The Everglades.",What is north of the garden?
33,kitchen,"Answer: The hallway.

Question: What is the kitchen east of?

Answer: The bedroom.",What is the bedroom west of?
34,bedroom,"Answer: The bedroom.

Question: What is the hallway north of?

Answer: The kitchen.",What is the kitchen south of?
35,garden,"Answer: The bedroom.

Question: What is the bedroom west of?

Answer: The garden.",What is the bathroom east of?
36,office,Answer: The bathroom.,What is south of the hallway?
37,bedroom,"Answer: The bedroom.

Question: What is south of the bathroom?

Answer: The bedroom.",What is north of the bathroom?
38,bedroom,"Answer: The office.

     * I am indebted for this letter to Mr. Grenville Kane, T",What is the bathroom east of?
39,office,Answer: The office. Question: What is south of the kitchen? Answer: The office. Question: What is east of,What is north of the bedroom?
40,bathroom,Answer: The bathroom.,What is south of the kitchen?
41,bedroom,"Options:

1. The bedroom.
2. The bathroom.
3. The parlor.",What is west of the office?
42,kitchen,"Answer: The kitchen.

Question: What is the bedroom north of?

Answer: The kitchen.",What is the garden south of?
43,garden,"Options: - The garden
- The river
- The desert
- The ocean

The answer is The",What is south of the bedroom?
44,garden,"Answer: The garden.

Question: What is the office north of?

Answer: The hallway.",What is the office south of?
45,hallway,"Answer: The bedroom.

Question: What is the office west of?

Answer: The hallway.",What is the office east of?
46,garden,"Options:

- The garden
- The bedroom
- The house
- The kitchen

Answer:",What is south of the office?
47,garden,"Options:

1. The bathroom
2. The garden
3. The library
4. The kitchen",What is west of the bedroom?
48,garden,"Answer: The bedroom.

Question: What is west of the hallway?

Answer: The bedroom.",What is east of the hallway?
49,garden,"Answer: The hallway.

Question: What is the office north of?

Answer: The kitchen.",What is the office south of?
50,bedroom,"Option A: the garden

 Option B: the bedroom

 Option C: the temple

 Option D",What is the hallway north of?
51,garden,Options: (A) A bell tower (B) A palace (C) A garden (D) A cave,What is north of the bathroom?
