Unnamed: 0,target,output,question
0,football,"Fact: Fred picked up the football there.
Fact: Fred handed the apple to Bill.
Fact: Bill",What did Fred give to Jeff? 
1,Fred,Answer: Fred,Who gave the football to Jeff? 
2,football,,What did Fred give to Jeff? 
3,Jeff,Answer: Jeff,Who did Fred give the football to? 
4,Fred,Answer: Fred,Who did Jeff give the football to? 
5,Jeff,Answer: Fred,Who gave the apple? 
6,Bill,Answer: Fred,Who received the apple? 
7,apple,"Fact: Fred travelled to the hallway.
Fact: Fred travelled to the hallway.
Fact: Fred travelled to",What did Bill give to Fred? 
8,apple,Answer: apple,What did Bill give to Fred? 
9,Fred,"THE LITTLE WOMEN

A Comedy in Three Acts

_By <NAME",Who received the apple? 
10,Mary,"Fact1: Mary picked up the apple there.
Fact2: Mary gave the apple to Fred.
Fact",Who received the milk? 
11,milk,milk,What did Mary give to Bill? 
12,Bill,"Fact: Fred got the milk there.

Fact: Bill got the milk there.

Fact: Mary",Who received the milk? 
13,Bill,Bill,Who did Mary give the milk to? 
14,milk,Answer: milk,What did Mary give to Bill? 
15,Jeff,Answer: Fred,Who received the football? 
16,Fred,Fred.,Who gave the football to Jeff? 
17,football,Answer: football,What did Fred give to Jeff? 
18,Jeff,Fred.,Who received the football? 
19,Mary,,Who gave the milk? 
20,milk,"Fact: Jeff got the milk there.
Fact: Jeff passed the milk to Mary.
Fact: Fred grabbed",What did Jeff give to Mary? 
21,Mary,Mary.,Who gave the milk to Jeff? 
22,Mary,Mary.,Who gave the milk to Jeff? 
23,Bill,Bill.,Who gave the apple to Jeff? 
24,Jeff,Bill,Who gave the apple? 
25,apple,Answer: milk,What did Jeff give to Fred? 
26,Fred,Fred.,Who received the apple? 
27,Jeff,Answer: Jeff,Who received the apple? 
28,Jeff,Answer: Fred,Who gave the apple? 
29,Fred,Answer: Fred,Who did Jeff give the apple to? 
30,Mary,Answer: Bill,Who gave the milk? 
31,Bill,Answer: Bill,Who gave the milk? 
32,Bill,Bill.,Who gave the milk to Mary? 
33,milk,"Fact: Bill took the milk there.
Fact: Bill gave the milk to Mary.
Fact: Mary got",What did Bill give to Mary? 
34,apple,apple.,What did Mary give to Fred? 
35,Jeff,Jeff.,Who did Fred give the milk to? 
36,Jeff,Jeff.,Who did Fred give the milk to? 
37,milk,"Fact: Fred passed the milk to Jeff.
Fact: Jeff passed the milk to Mary.
Fact: Fred",What did Jeff give to Mary? 
38,milk,milk.,What did Jeff give to Mary? 
39,Fred,Answer: Fred,Who gave the apple? 
40,Mary,,Who gave the milk? 
41,milk,apple.,What did Mary give to Fred? 
42,Jeff,Answer: Fred,Who gave the milk? 
43,Fred,Answer: Mary.,Who received the milk? 
44,Mary,Answer: Mary,Who gave the milk? 
45,Bill,"Fact: Mary gave the milk to Bill.

Fact: Bill travelled to the kitchen.

Fact:",Who did Mary give the milk to? 
46,milk,"Fact: Mary went back to the bathroom.
Fact: Mary went to the bedroom.
Fact: Mary went",What did Mary give to Bill? 
47,Mary,,Who gave the milk? 
48,Mary,"Fact: Bill got the milk there.
Fact: Bill passed the milk to Mary.
Fact: Mary grabbed",Who did Bill give the milk to? 
49,Bill,"Fact: Mary travelled to the garden.
Fact: Bill got the milk there.
Fact: Bill journeyed",Who gave the milk to Mary? 
50,Mary,Answer: Mary,Who gave the apple to Fred? 
51,Fred,Fred,Who gave the apple to Mary? 
52,apple,apple,What did Fred give to Mary? 
53,apple,Answer: apple,What did Mary give to Jeff? 
54,apple,apple.,What did Mary give to Jeff? 
55,Fred,Answer: Fred,Who received the football? 
56,football,"Fact: Bill gave the football to Fred.

Fact: Fred picked up the apple there.

Fact",What did Bill give to Fred? 
57,Bill,,Who gave the apple? 
58,Bill,,Who did Mary give the apple to? 
59,Jeff,Answer: Mary,Who did Bill give the apple to? 
60,Jeff,Answer: Jeff,Who did Bill give the apple to? 
61,Bill,Answer: Bill,Who gave the apple to Jeff? 
62,Jeff,Answer: Jeff,Who gave the apple to Bill? 
63,Bill,Answer: Fred,Who received the apple? 
64,Mary,Answer: Mary,Who gave the milk? 
65,Mary,Answer: Mary,Who gave the apple to Bill? 
66,Bill,Answer: Fred,Who did Mary give the apple to? 
67,Mary,apple,Who did Bill give the apple to? 
68,apple,Answer: apple,What did Bill give to Mary? 
69,Mary,Answer: Mary,Who did Bill give the apple to? 
70,apple,"Answer: apple

Question: What did Mary give to Fred?

Answer: nothing

Question:",What did Fred give to Jeff? 
71,Jeff,"Fact: Jeff gave the football to Fred.

Answer: Fred",Who gave the football? 
72,Jeff,Answer: Jeff,Who gave the football? 
73,apple,"Fact: Fred gave the apple to Bill.

Fact: Fred handed the apple to Bill.

Fact",What did Fred give to Bill? 
74,apple,Answer: apple,What did Fred give to Bill? 
75,Fred,,Who gave the football? 
76,Fred,,Who gave the football? 
77,Mary,,Who received the football? 
78,Mary,Answer: Fred,Who gave the football? 
79,football,Answer: football,What did Mary give to Fred? 
80,milk,milk,What did Fred give to Jeff? 
81,milk,milk,What did Fred give to Jeff? 
82,Fred,Fred.,Who did Jeff give the milk to? 
83,milk,Answer: milk,What did Jeff give to Fred? 
84,Jeff,,Who gave the milk to Fred? 
85,Fred,Fred,Who did Mary give the apple to? 
86,Fred,"Fact1: Mary picked up the apple there.
Fact2: Mary gave the apple to Fred.
Fact",Who gave the apple to Mary? 
87,Mary,"Answer: Fred

Question: Who gave the apple to Bill?

Answer: Mary

Question:",Who gave the apple? 
88,Jeff,,Who did Mary give the apple to? 
