Unnamed: 0,target,output,question
0,bedroom,"Answer: bedroom

Question: What is the bedroom west of?

Answer: bathroom

Question:",What is the bathroom east of?
1,bedroom,"Option A: bedroom

Option B: hallway

Option C: garden

Option D: lake",What is west of the kitchen?
2,bathroom,"Answer: The bathroom.

Question: What is south of the bathroom?

Answer: The hallway.",What is north of the garden?
3,bedroom,"Answer: The bedroom.

Question: What is south of the bathroom?

Answer: The kitchen.",What is south of the kitchen?
4,bedroom,"Answer: bedroom

Question: What is west of the bedroom?

Answer: office

Question:",What is east of the kitchen?
5,garden,"Options:

1. the hallway
2. the kitchen
3. the bedroom
4. the garden",What is the bathroom west of?
6,kitchen,"Options:

1) The kitchen

2) The garden

3) The bedroom

4",What is east of the bedroom?
7,bathroom,"Option A: the bedroom

Option B: the kitchen

Option C: the bathroom

Option D",What is the garden south of?
8,kitchen,"Answer: The kitchen.

Question: What is north of the kitchen?

Answer: The bedroom.",What is south of the office?
9,office,"Answer: The office.

Question: What is south of the kitchen?

Answer: The garden.",What is east of the hallway?
10,garden,"Answer: The hallway.

Question: What is south of the office?

Answer: The hallway.",What is north of the office?
11,garden,,What is south of the kitchen?
12,bathroom,"Answer: bathroom

Question: What is west of the kitchen?

Answer: bedroom

Question:",What is east of the kitchen?
13,garden,"Option A: The bathroom

Option B: The garden

Option C: The bedroom

Option D",What is west of the kitchen?
14,garden,"Answer: The garden.

Question: What is north of the office?

Answer: The bedroom.",What is north of the bedroom?
15,garden,"Answer: garden

Question: What is west of the hallway?

Answer: bathroom

Question:",What is east of the hallway?
16,hallway,"Answer: hallway

Question: What is south of the hallway?

Answer: bathroom

Question:",What is east of the office?
17,office,"Answer: The office.

Question: What is north of the kitchen?

Answer: The office.",What is south of the bathroom?
18,garden,"Answer: garden

Question: What is the kitchen south of?

Answer: bedroom

Question:",What is the bedroom north of?
19,garden,Answer: the bedroom.,What is the kitchen west of?
20,garden,"Answer: hallway

Question: What is the office west of?

Answer: garden

Question:",What is the office east of?
21,garden,"Answer: kitchen

Question: What is the skipper south of?

Answer: kitchen

Question",What is the bathroom south of?
22,bathroom,"Answer: The bathroom.

Question: What is south of the kitchen?

Answer: The hallway.",What is north of the bedroom?
23,bathroom,"Answer: The bathroom.

Question: What is the bedroom north of?

Answer: The bathroom.",What is the bedroom south of?
24,hallway,"Answer: The hallway

Question: What is the office east of?

Answer: The bedroom",What is the bedroom west of?
25,office,"Answer: The kitchen.

Question: What is west of the kitchen?

Answer: The bedroom.",What is east of the bathroom?
26,office,"Options:

1. The hallway
2. The kitchen
3. The office
4. The garden",What is north of the bedroom?
27,hallway,"Answer: The hallway.

Question: What is east of the bathroom?

Answer: The office.",What is west of the bathroom?
28,garden,,What is the bathroom north of?
29,garden,"Answer: The garden.

Question: What is south of the bathroom?

Answer: The garden.",What is north of the office?
30,bedroom,"Answer: The bedroom.

Question: What is west of the bedroom?

Answer: The office.",What is east of the kitchen?
31,kitchen,,What is the bathroom east of?
32,bathroom,"Answer: The bathroom.

Question: What is south of the garden?

Answer: The bedroom.",What is north of the garden?
33,kitchen,"Answer: hallway

Question: What is the kitchen east of?

Answer: bedroom

Question:",What is the bedroom west of?
34,bedroom,"Answer: hallway

Question: What is the bedroom north of?

Answer: kitchen

Question:",What is the kitchen south of?
35,garden,"Answer: the bedroom

Question: What is the bedroom east of?

Answer: the bathroom",What is the bathroom east of?
36,office,"Answer: The bathroom.

Question: What is south of the kitchen?

Answer: The hallway.",What is south of the hallway?
37,bedroom,"Answer: The bedroom.

Question: What is south of the kitchen?

Answer: The hallway.",What is north of the bathroom?
38,bedroom,"Answer: The bedroom.

Question: What is the office east of?

Answer: The bedroom.",What is the bathroom east of?
39,office,"Answer: The office.

Question: What is south of the kitchen?

Answer: The office.",What is north of the bedroom?
40,bathroom,"Answer: The hallway.

Question: What is south of the kitchen?

Answer: The hallway.",What is south of the kitchen?
41,bedroom,"Answer: The bedroom.











End of the Project Guten",What is west of the office?
42,kitchen,,What is the garden south of?
43,garden,"Answer: garden

Question: What is north of the bathroom?

Answer: place

Question:",What is south of the bedroom?
44,garden,"Answer: The hallway.

Question: What is the office north of?

Answer: The bedroom.",What is the office south of?
45,hallway,Answer: the bedroom.,What is the office east of?
46,garden,Answer: The garden.,What is south of the office?
47,garden,"Answer: The garden.

Question: What is south of the kitchen?

Answer: The hallway.",What is west of the bedroom?
48,garden,,What is east of the hallway?
49,garden,"Answer: hallway

Question: What is the hallway south of?

Answer: office

Question:",What is the office south of?
50,bedroom,"Answer: garden

Question: What is the hallway south of?

Answer: bedroom

Question:",What is the hallway north of?
51,garden,"Answer: garden

Question: What is south of the kitchen?

Answer: office

Question:",What is north of the bathroom?
52,hallway,"Answer: The hallway.

Question: What is the garden north of?

Answer: The bedroom.",What is the bedroom north of?
53,bathroom,"Answer: The bathroom.

Question: What is east of the bathroom?

Answer: The garden.",What is east of the garden?
54,bathroom,"Answer: The bathroom.

Question: What is east of the bedroom?

Answer: The office.",What is west of the bedroom?
55,garden,"Answer: The garden.

Question: What is west of the hallway?

Answer: The bedroom.",What is east of the hallway?
56,hallway,"Answer: hallway

Question: What is the hallway west of?

Answer: bedroom

Question:",What is the bedroom east of?
57,kitchen,"Option1: The kitchen

 Option2: The bedroom

 Option3: The garden

 Option4",What is west of the hallway?
58,hallway,"Option A: The hallway

Option B: The garden

Option C: The roof

Option D",What is south of the bedroom?
59,kitchen,"Options:

1) the kitchen
2) the bedroom
3) the bathroom
4) the field",What is the garden north of?
60,hallway,"Answer: The hallway.

Question: What is the bathroom south of?

Answer: The hallway.",What is the bedroom north of?
61,bedroom,Answer: The bedroom.,What is south of the hallway?
62,kitchen,"Answer: the kitchen.

Question: What is the hallway south of?

Answer: the bedroom.",What is the hallway north of?
63,hallway,"Answer: hallway

Question: What is east of the hallway?

Answer: kitchen

Question:",What is west of the bedroom?
64,bedroom,"Option A: bedroom

 Option B: the office

 Option C: the bedroom

 Option D:",What is east of the garden?
65,office,,What is the bedroom north of?
66,bathroom,"Fact: The hallway is north of the bedroom.

Answer: hallway

Question: What is the bathroom",What is the bedroom north of?
67,office,Answer: the bedroom.,What is the garden south of?
68,kitchen,Answer: the kitchen,What is the bathroom west of?
69,garden,"Answer: bathroom

Question: What is the hallway west of?

Answer: garden

Question:",What is the hallway east of?
70,bathroom,Answer: hallway,What is south of the bedroom?
71,kitchen,"Answer: kitchen

Question: What is the kitchen south of?

Answer: garden

Question:",What is the garden south of?
72,garden,"Answer: The hallway.

Question: What is the hallway south of?

Answer: The garden.",What is the bedroom south of?
73,bathroom,"Options:

1)bathroom
2)kitchen
3)bedroom
4)hallway",What is north of the office?
