Unnamed: 0,target,output,question
0,football,"Answer: The football.

Question: Who gave the football to Jeff?

Answer: Fred.",What did Fred give to Jeff? 
1,Fred,"Answer: Fred.

Question: Who gave the football to Fred?

Answer: Jeff.",Who gave the football to Jeff? 
2,football,"Answer: football

Question: What did Jeff give to Fred?

Answer: milk

Question:",What did Fred give to Jeff? 
3,Jeff,Answer: Jeff.,Who did Fred give the football to? 
4,Fred,Answer: Fred,Who did Jeff give the football to? 
5,Jeff,"Fact: Fred gave the apple to Mary.

Fact: Mary gave the apple to Fred.

Fact",Who gave the apple? 
6,Bill,,Who received the apple? 
7,apple,"Answer: Bill gave the apple to Fred.

Question: Who got the apple?

Answer: Fred",What did Bill give to Fred? 
8,apple,,What did Bill give to Fred? 
9,Fred,"Answer: Fred

Question: Who gave the apple?

Answer: Bill

Question: Who travelled",Who received the apple? 
10,Mary,"Answer: Mary.

Question: Who was the leader of the four soldiers?

Answer: Captain Bas",Who received the milk? 
11,milk,"Fact: Mary gave the milk to Bill.

Fact: Fred gave the milk to Bill.

Fact",What did Mary give to Bill? 
12,Bill,"Option A: Fred

Option B: Bill

Option C: Mary

Option D: None of",Who received the milk? 
13,Bill,Answer: Bill,Who did Mary give the milk to? 
14,milk,,What did Mary give to Bill? 
15,Jeff,"Options:

1. Fred
2. Jeff
3. Asaph Hall
4. Angeline Hall",Who received the football? 
16,Fred,,Who gave the football to Jeff? 
17,football,"Fact: Fred gave the football to Jeff.

Fact: Fred handed the football to Jeff.

Fact",What did Fred give to Jeff? 
18,Jeff,"Fact: Fred received the football.

Fact: Jeff received the football.

Fact: Mary received the",Who received the football? 
19,Mary,"Answer: Mary

Question: Who took the milk?

Answer: Fred

Question: Who dropped",Who gave the milk? 
20,milk,"Question: What did Mary give to Bill?

Question: What did Bill give to Fred?

Question",What did Jeff give to Mary? 
21,Mary,"Options:

1. Mary
2. Fred
3. Bill
4. Jeff
5. El",Who gave the milk to Jeff? 
22,Mary,"Answer: Mary.

Question: Who grabbed the football?

Answer: Fred.

Question:",Who gave the milk to Jeff? 
23,Bill,"Answer: Fred

Question: Who grabbed the milk?

Answer: Jeff

Question: Who travelled",Who gave the apple to Jeff? 
24,Jeff,"Answer: Bill.

Question: Who got the apple?

Answer: Bill.

Question:",Who gave the apple? 
25,apple,,What did Jeff give to Fred? 
26,Fred,"Options:

- Fred
- Bill
- Jeff
- Mary
- Evidently
- Bill",Who received the apple? 
27,Jeff,"Choices: - Fred
- Jeff
- Bill
- Ruby
- Jenny
- Lena
-",Who received the apple? 
28,Jeff,"Answer: Fred.

Question: Who discarded the milk?

Answer: Jeff.

Question:",Who gave the apple? 
29,Fred,Answer: Fred,Who did Jeff give the apple to? 
30,Mary,"Fact: Bill took the milk there.

Fact: Mary handed the milk to Bill.

Fact:",Who gave the milk? 
31,Bill,"Answer: Mary.

Question: Who picked up the apple?

Answer: Fred.

Question",Who gave the milk? 
32,Bill,"Options:

1. Fred
2. Bill
3. Jeff
4. Mary

Answer:",Who gave the milk to Mary? 
33,milk,"Fact: Bill gave the milk to Mary.

Question: What did Mary drop?

Fact: Mary",What did Bill give to Mary? 
34,apple,Answer: the apple,What did Mary give to Fred? 
35,Jeff,Answer: Jeff,Who did Fred give the milk to? 
36,Jeff,Answer: Jeff,Who did Fred give the milk to? 
37,milk,"Options:

1. the football
2. the milk
3. the apple
4. the gold",What did Jeff give to Mary? 
38,milk,"Answer: milk

Question: What did Fred give to Bill?

Answer: football

Question:",What did Jeff give to Mary? 
39,Fred,Answer: Fred,Who gave the apple? 
40,Mary,Answer: Mary.,Who gave the milk? 
41,milk,Options: (A) a glass of water (B) a glass of milk (C) a glass of beer,What did Mary give to Fred? 
42,Jeff,"Options:

1. Mary
2. Bill
3. Fred
4. Jeff

Answer:",Who gave the milk? 
43,Fred,"Answer: Fred, Mary, Bill, Jeff

Question: Who put down the milk?

Answer:",Who received the milk? 
44,Mary,"Options:

1). Fred
2). Bill
3). Jeff
4). Mary",Who gave the milk? 
45,Bill,"Fact: Mary gave the milk to Bill.

Question: Who was the skipper?

Fact:",Who did Mary give the milk to? 
46,milk,"Fact: Mary gave the milk to Bill.

Question: Who is the author of the book?",What did Mary give to Bill? 
47,Mary,,Who gave the milk? 
48,Mary,"Answer: Mary

Question: Who did Fred give the apple to?

Answer: Bill

Question",Who did Bill give the milk to? 
49,Bill,Answer: Bill.,Who gave the milk to Mary? 
50,Mary,"Fact: Fred travelled to the kitchen.

Fact: Fred moved to the hallway.

Fact: Fred",Who gave the apple to Fred? 
51,Fred,Answer: Fred,Who gave the apple to Mary? 
52,apple,"Fact: Fred gave the apple to Mary.

Fact: Fred moved to the bathroom.

Fact:",What did Fred give to Mary? 
53,apple,Answer: apple,What did Mary give to Jeff? 
54,apple,"Option A: apple

Option B: milk

Option C: cheese

Option D: bread",What did Mary give to Jeff? 
55,Fred,Answer: Fred,Who received the football? 
56,football,Answer: football,What did Bill give to Fred? 
57,Bill,Answer: Bill,Who gave the apple? 
58,Bill,Answer: Fred,Who did Mary give the apple to? 
59,Jeff,Answer: Fred,Who did Bill give the apple to? 
60,Jeff,Answer: Jeff,Who did Bill give the apple to? 
