Unnamed: 0,target,output,question
0,bedroom,The hallway.,What is the bathroom east of?
1,bedroom,hallway.,What is west of the kitchen?
2,bathroom,bathroom.,What is north of the garden?
3,bedroom,"Options: (A) bathroom (B) bedroom (C) bathroom (D) bedroom

D",What is south of the kitchen?
4,bedroom,office.,What is east of the kitchen?
5,garden,The garden.,What is the bathroom west of?
6,kitchen,kitchen.,What is east of the bedroom?
7,bathroom,Answer: bathroom,What is the garden south of?
8,kitchen,The garden.,What is south of the office?
9,office,office.,What is east of the hallway?
10,garden,garden.,What is north of the office?
11,garden,garden.,What is south of the kitchen?
12,bathroom,bathroom.,What is east of the kitchen?
13,garden,garden.,What is west of the kitchen?
14,garden,office.,What is north of the bedroom?
15,garden,bathroom.,What is east of the hallway?
16,hallway,hallway.,What is east of the office?
17,office,office.,What is south of the bathroom?
18,garden,Answer: The kitchen.,What is the bedroom north of?
19,garden,"Options: (A) garden (B) bedroom (C) bathroom (D) living room

A",What is the kitchen west of?
20,garden,hallway.,What is the office east of?
21,garden,"Options: (A) kitchen (B) garden (C) the kitchen (D) the garden

B",What is the bathroom south of?
22,bathroom,bathroom.,What is north of the bedroom?
23,bathroom,office.,What is the bedroom south of?
24,hallway,office.,What is the bedroom west of?
25,office,office.,What is east of the bathroom?
26,office,office.,What is north of the bedroom?
27,hallway,office.,What is west of the bathroom?
28,garden,office.,What is the bathroom north of?
29,garden,bathroom.,What is north of the office?
30,bedroom,office.,What is east of the kitchen?
31,kitchen,kitchen.,What is the bathroom east of?
32,bathroom,bathroom.,What is north of the garden?
33,kitchen,kitchen.,What is the bedroom west of?
34,bedroom,hallway.,What is the kitchen south of?
35,garden,"Options: - (A) garden
- (B) bedroom
- (C) house
- (D",What is the bathroom east of?
36,office,office.,What is south of the hallway?
37,bedroom,bedroom.,What is north of the bathroom?
38,bedroom,office.,What is the bathroom east of?
39,office,office.,What is north of the bedroom?
40,bathroom,"bathroom, hallway.",What is south of the kitchen?
41,bedroom,The bedroom.,What is west of the office?
42,kitchen,"Options: - (A) The kitchen.
- (B) The bedroom.
- (C) The",What is the garden south of?
43,garden,bathroom.,What is south of the bedroom?
44,garden,Answer: The hallway.,What is the office south of?
45,hallway,Answer: the hallway,What is the office east of?
46,garden,Answer: garden,What is south of the office?
47,garden,Options: - (A) garden (B) bathroom (C) house (D) home (E) apartment,What is west of the bedroom?
48,garden,garden.,What is east of the hallway?
49,garden,Answer: The hallway.,What is the office south of?
50,bedroom,"Options: (A) bedroom (B) garden (C) hallway (D) hallway

A",What is the hallway north of?
51,garden,office.,What is north of the bathroom?
52,hallway,Answer: hallway,What is the bedroom north of?
53,bathroom,kitchen.,What is east of the garden?
54,bathroom,bathroom.,What is west of the bedroom?
55,garden,garden.,What is east of the hallway?
56,hallway,hallway.,What is the bedroom east of?
57,kitchen,kitchen.,What is west of the hallway?
58,hallway,garden.,What is south of the bedroom?
59,kitchen,"Options: - (A) bathroom
- (B) kitchen
- (C) house
- (D",What is the garden north of?
60,hallway,bathroom.,What is the bedroom north of?
61,bedroom,office.,What is south of the hallway?
62,kitchen,The garden.,What is the hallway north of?
63,hallway,garden.,What is west of the bedroom?
64,bedroom,Answer: bedroom,What is east of the garden?
65,office,office.,What is the bedroom north of?
66,bathroom,Answer: The hallway.,What is the bedroom north of?
67,office,office.,What is the garden south of?
68,kitchen,"Options: - (A) The garden.
- (B) The kitchen.
- (C) The",What is the bathroom west of?
69,garden,bathroom.,What is the hallway east of?
70,bathroom,bathroom.,What is south of the bedroom?
71,kitchen,office.,What is the garden south of?
72,garden,The garden.,What is the bedroom south of?
73,bathroom,bathroom.,What is north of the office?
74,bathroom,office.,What is the hallway north of?
75,bedroom,garden.,What is south of the hallway?
76,bedroom,bathroom.,What is the hallway east of?
77,bathroom,bathroom.,What is north of the office?
78,kitchen,"Options: - (A) kitchen
- (B) bathroom
- (C) house
- (D",What is east of the garden?
79,hallway,office.,What is the kitchen south of?
80,garden,garden.,What is west of the office?
81,office,hallway.,What is the bedroom west of?
82,kitchen,bathroom.,What is the hallway south of?
83,garden,Answer: the garden,What is the office west of?
84,bathroom,bathroom.,What is north of the hallway?
85,office,office.,What is west of the garden?
86,office,office.,What is west of the garden?
87,garden,"Options: - (A) garden
- (B) kitchen
- (C) house
- (D",What is east of the bathroom?
88,bathroom,kitchen.,What is north of the office?
89,kitchen,kitchen.,What is the bedroom west of?
90,office,The hallway.,What is the bathroom south of?
91,office,office.,What is east of the bedroom?
92,bedroom,hallway.,What is south of the office?
93,bathroom,kitchen.,What is the garden west of?
94,garden,The hallway.,What is the bedroom west of?
95,hallway,hallway.,What is north of the garden?
96,bedroom,bedroom.,What is the kitchen west of?
97,kitchen,office.,What is west of the bedroom?
98,bathroom,office.,What is the kitchen north of?
99,garden,The bedroom.,What is the office north of?
100,bedroom,The bedroom.,What is east of the hallway?
101,kitchen,kitchen.,What is south of the hallway?
102,bedroom,bathroom.,What is the office west of?
103,bathroom,Choices: (A) The garden (B) The bathroom (C) The bedroom (D) The living,What is the kitchen north of?
104,hallway,hallway.,What is west of the bedroom?
105,bedroom,bedroom.,What is west of the kitchen?
106,office,office.,What is the kitchen south of?
107,bathroom,bathroom.,What is west of the garden?
108,bedroom,"Options: (A) hallway (B) bedroom (C) bathroom (D) hallway

A",What is the bathroom south of?
109,bathroom,bathroom.,What is the kitchen west of?
110,garden,garden.,What is the hallway west of?
111,hallway,"Options: (A) hallway (B) bathroom (C) hallway (D) bathroom

A",What is the kitchen south of?
112,office,office.,What is south of the bathroom?
113,hallway,hallway.,What is the office west of?
114,bedroom,Answer: The bedroom.,What is the kitchen north of?
115,office,office.,What is the garden east of?
116,bedroom,office.,What is the hallway south of?
117,bedroom,hallway.,What is the garden west of?
118,hallway,hallway.,What is north of the office?
119,office,office.,What is west of the hallway?
120,bedroom,"Options: (A) hallway (B) bedroom (C) hallway (D) bedroom

D",What is the bathroom north of?
121,kitchen,The bedroom.,What is the hallway north of?
122,office,office.,What is east of the bathroom?
123,bathroom,bathroom.,What is north of the hallway?
124,bathroom,Answer: The hallway.,What is the bedroom north of?
125,kitchen,office.,What is west of the garden?
126,bathroom,"Options: - (A) The garden.
- (B) The bathroom.
- (C) The",What is north of the kitchen?
127,hallway,Answer: hallway,What is the bedroom east of?
128,garden,Options: (A) The kitchen (B) The garden (C) The bathroom (D) The living room,What is the bedroom south of?
129,hallway,hallway.,What is east of the bathroom?
130,garden,hallway.,What is the bedroom east of?
131,kitchen,kitchen.,What is south of the bathroom?
132,kitchen,The kitchen.,What is east of the garden?
133,bathroom,office.,What is the hallway east of?
134,office,office.,What is the hallway east of?
135,kitchen,Answer: The kitchen.,What is the garden east of?
136,bathroom,"Options: (A) kitchen (B) bathroom (C) hallway (D) living room

A",What is the bedroom south of?
137,hallway,kitchen.,What is the garden east of?
138,kitchen,"Choices: (A) garden (B) kitchen (C) hallway (D) garden

B",What is south of the hallway?
139,hallway,garden.,What is west of the kitchen?
140,kitchen,"Options: - (A) kitchen
- (B) bathroom
- (C) house
- (D",What is north of the garden?
141,office,office.,What is the kitchen west of?
142,bathroom,Answer: The bathroom.,What is the kitchen north of?
143,bathroom,bathroom.,What is east of the kitchen?
144,bathroom,bathroom.,What is east of the garden?
145,kitchen,office.,What is the office south of?
146,hallway,garden.,What is the kitchen north of?
147,hallway,hallway.,What is the bedroom west of?
148,bathroom,bathroom.,What is the office west of?
149,hallway,bathroom.,What is the office south of?
150,bathroom,"bathroom, garden.",What is north of the hallway?
151,garden,The hallway.,What is the bathroom east of?
152,kitchen,Answer: garden,What is the bathroom east of?
153,hallway,hallway.,What is south of the kitchen?
154,hallway,hallway.,What is south of the office?
155,garden,Answer: The garden.,What is the bedroom west of?
156,office,office.,What is south of the bedroom?
157,bathroom,bathroom.,What is north of the garden?
158,garden,office.,What is the bedroom east of?
159,bedroom,bedroom.,What is south of the kitchen?
160,hallway,Answer: the bedroom,What is the office south of?
161,bathroom,bathroom.,What is north of the garden?
162,hallway,The hallway.,What is east of the bathroom?
163,hallway,bathroom.,What is the office east of?
164,bathroom,bathroom.,What is the office west of?
165,kitchen,hallway.,What is west of the bedroom?
166,office,office.,What is north of the hallway?
167,garden,Answer: The bathroom.,What is the office north of?
168,kitchen,kitchen.,What is west of the hallway?
169,bedroom,Answer: the bedroom,What is the garden south of?
170,hallway,office.,What is the bedroom north of?
171,bathroom,bathroom.,What is the hallway west of?
172,kitchen,office.,What is north of the garden?
173,hallway,"Options: (A) hallway (B) garden (C) hallway (D) garden

A",What is the bathroom north of?
174,bathroom,bathroom.,What is south of the office?
175,office,office.,What is east of the bathroom?
176,hallway,Answer: The hallway.,What is the bedroom west of?
177,hallway,hallway.,What is the office south of?
178,kitchen,kitchen.,What is south of the office?
179,bathroom,office.,What is the garden south of?
180,hallway,"Options: (A) hallway (B) bathroom (C) south (D) north

A",What is the bedroom north of?
181,bathroom,bathroom.,What is east of the hallway?
182,bedroom,bedroom.,What is the hallway west of?
183,bathroom,bathroom.,What is south of the garden?
184,bedroom,Answer: the bedroom,What is the office west of?
185,bathroom,kitchen.,What is west of the bedroom?
186,garden,office.,What is the office west of?
187,garden,hallway.,What is south of the bedroom?
188,kitchen,garden.,What is south of the office?
189,hallway,The hallway.,What is east of the bathroom?
190,bathroom,The hallway.,What is the kitchen east of?
191,bathroom,Answer: the bedroom,What is the office east of?
192,bedroom,hallway.,What is the office south of?
193,office,office.,What is the kitchen south of?
194,bedroom,bedroom.,What is east of the garden?
195,office,office.,What is east of the bathroom?
196,kitchen,kitchen.,What is north of the hallway?
197,office,The office.,What is the kitchen south of?
198,garden,"Options: - (A) hallway.
- (B) garden.
- (C) bedroom.",What is south of the hallway?
199,kitchen,office.,What is the bathroom south of?
200,bedroom,The garden.,What is the hallway south of?
201,hallway,hallway.,What is east of the garden?
202,office,The hallway.,What is the bathroom north of?
203,kitchen,kitchen.,What is west of the hallway?
204,office,office.,What is the bathroom east of?
205,garden,bathroom.,What is the bedroom east of?
206,garden,Answer: The hallway.,What is the office north of?
207,garden,hallway.,What is the office north of?
208,garden,garden.,What is south of the office?
209,bathroom,bathroom.,What is south of the kitchen?
210,office,office.,What is south of the bedroom?
211,kitchen,Answer: The kitchen.,What is the office east of?
212,office,office.,What is west of the bedroom?
213,hallway,The bathroom.,What is the bedroom south of?
214,hallway,The bathroom.,What is the kitchen south of?
215,bedroom,"Options: (A) bathroom (B) bedroom (C) bathroom (D) bedroom

B",What is west of the hallway?
216,bedroom,The bedroom.,What is west of the office?
217,hallway,garden.,What is east of the bathroom?
218,office,office.,What is the garden south of?
219,hallway,garden.,What is east of the office?
220,office,office.,What is south of the bedroom?
221,kitchen,"Options: - (A) hallway
- (B) kitchen
- (C) living room
- (",What is west of the bedroom?
222,kitchen,kitchen.,What is west of the garden?
223,bedroom,"Choices: (A) hallway (B) bedroom

A",What is the bathroom west of?
224,kitchen,Answer: The kitchen.,What is the office west of?
225,hallway,Answer: The hallway.,What is the garden east of?
226,hallway,bathroom.,What is north of the kitchen?
227,kitchen,Answer: The kitchen.,What is the garden north of?
228,hallway,Answer: The hallway.,What is the garden north of?
229,kitchen,kitchen.,What is west of the bedroom?
230,garden,garden.,What is north of the hallway?
231,garden,bedroom.,What is the hallway west of?
232,hallway,office.,What is the bathroom east of?
233,bedroom,Choices: (A) bathroom (B) bedroom (C) living room (D) dining room,What is the kitchen south of?
234,bathroom,Answer: The garden.,What is the office west of?
235,kitchen,kitchen.,What is east of the bedroom?
236,office,office.,What is east of the bedroom?
237,bathroom,bathroom.,What is east of the kitchen?
238,bedroom,The bedroom.,What is west of the kitchen?
239,office,bathroom.,What is the kitchen north of?
240,garden,hallway.,What is north of the bedroom?
241,bathroom,bathroom.,What is east of the kitchen?
242,office,office.,What is north of the garden?
243,bedroom,bathroom.,What is the hallway south of?
244,office,office.,What is the kitchen west of?
245,garden,kitchen.,What is south of the bedroom?
246,garden,garden.,What is west of the office?
247,kitchen,The hallway.,What is the garden north of?
248,office,office.,What is west of the kitchen?
249,bedroom,office.,What is the hallway west of?
250,office,office.,What is south of the bathroom?
251,kitchen,kitchen.,What is west of the bedroom?
252,office,office.,What is the hallway north of?
253,bedroom,Garden.,What is east of the hallway?
254,office,office.,What is south of the bathroom?
255,hallway,bathroom.,What is the bedroom north of?
