Unnamed: 0,target,output,question
0,office,,Where was the apple before the bathroom? 
1,office,,Where was the apple before the hallway? 
2,office,Answer: Before the hallway the apple was in the garden.,Where was the apple before the hallway? 
3,bathroom,Answer: Before the garden the football was in the office.,Where was the football before the garden? 
4,bathroom,Answer: Before the garden the football was in the office.,Where was the football before the garden? 
5,garden,,Where was the apple before the bathroom? 
6,kitchen,Answer: Before the office the milk was in the kitchen.,Where was the milk before the office? 
7,kitchen,Answer: Before the office the apple was in the kitchen.,Where was the apple before the office? 
8,kitchen,Answer: Before the office the apple was in the garden.,Where was the apple before the office? 
9,bedroom,Answer: Before the office the apple was in the kitchen.,Where was the apple before the office? 
10,garden,Answer: Before the kitchen the apple was in the bathroom.,Where was the apple before the bedroom? 
11,garden,Answer: Before the bedroom the apple was in the kitchen.,Where was the apple before the bedroom? 
12,garden,Answer: Before the bathroom the milk was in the office.,Where was the milk before the bathroom? 
13,garden,,Where was the milk before the bathroom? 
14,garden,Answer: Before the bathroom the milk was in the office.,Where was the milk before the bathroom? 
15,kitchen,Before the garden the football was in the office.,Where was the football before the garden? 
16,kitchen,Answer: Before the garden the football was in the office.,Where was the football before the garden? 
17,garden,,Where was the milk before the bedroom? 
18,garden,,Where was the milk before the bedroom? 
19,bedroom,,Where was the football before the bathroom? 
20,garden,Answer: Before the hallway the football was in the garden.,Where was the football before the hallway? 
21,garden,"Answer: Before the office the football was in the kitchen.

Question: Where was the apple before the office",Where was the football before the office? 
22,hallway,"Answer: Before the garden the football was in the office.

Question: Where was the apple before the kitchen",Where was the football before the garden? 
23,office,"Options:

1. In the office
2. In the garden
3. In the hallway
4",Where was the milk before the kitchen? 
24,kitchen,"Fact1: Sandra put down the milk.
Fact2: Sandra went back to the office.
Fact3",Where was the milk before the bedroom? 
25,bathroom,,Where was the football before the bedroom? 
26,office,Answer: Before the bedroom the football was in the office.,Where was the football before the bedroom? 
27,garden,,Where was the football before the office? 
28,garden,,Where was the football before the office? 
29,garden,Answer: Before the office the apple was in the kitchen.,Where was the apple before the office? 
30,bathroom,,Where was the apple before the hallway? 
31,office,,Where was the apple before the kitchen? 
32,office,Answer: Before the kitchen the apple was in the bathroom.,Where was the apple before the kitchen? 
33,hallway,Answer: Before the bedroom the milk was in the kitchen.,Where was the milk before the bedroom? 
34,bedroom,Answer: Before the garden the milk was in the hallway.,Where was the milk before the garden? 
35,hallway,,Where was the apple before the bathroom? 
36,hallway,Answer: Before the kitchen the football was in the garden.,Where was the football before the kitchen? 
37,bathroom,Answer: Before the kitchen the apple was in the bathroom.,Where was the apple before the kitchen? 
38,garden,Answer: Before the bathroom the apple was in the kitchen.,Where was the apple before the bathroom? 
39,garden,Answer: Before the bathroom the apple was in the kitchen.,Where was the apple before the bathroom? 
40,garden,Answer: Before the hallway the football was in the garden.,Where was the football before the hallway? 
41,garden,Answer: Before the hallway the football was in the office.,Where was the football before the hallway? 
42,garden,,Where was the milk before the hallway? 
43,hallway,Answer: Before the bathroom the milk was in the office.,Where was the milk before the bathroom? 
44,bathroom,Answer: Before the hallway the football was in the office.,Where was the football before the hallway? 
45,bedroom,Answer: Before the kitchen the apple was in the bathroom.,Where was the apple before the bathroom? 
46,bedroom,Answer: Before the kitchen the apple was in the bathroom.,Where was the apple before the bathroom? 
47,bedroom,Answer: Before the bathroom the apple was in the bedroom.,Where was the apple before the bathroom? 
48,bedroom,Answer: Before the bathroom the apple was in the bedroom.,Where was the apple before the bathroom? 
49,bedroom,Answer: Before the hallway the milk was in the garden.,Where was the milk before the hallway? 
50,kitchen,Answer: Before the garden the apple was in the office.,Where was the apple before the garden? 
51,garden,Answer: Before the bedroom the apple was in the kitchen.,Where was the apple before the bedroom? 
52,garden,the garden.,Where was the football before the kitchen? 
53,bathroom,Answer: Before the bedroom the apple was in the kitchen.,Where was the apple before the bedroom? 
54,bathroom,Answer: Before the bedroom the apple was in the kitchen.,Where was the apple before the bedroom? 
55,office,Answer: Before the hallway the football was in the kitchen.,Where was the football before the hallway? 
56,kitchen,Answer: Before the office the apple was in the garden.,Where was the apple before the office? 
57,office,Answer: Before the garden the football was in the kitchen.,Where was the football before the garden? 
58,office,Answer: Before the bedroom the football was in the office.,Where was the football before the bedroom? 
59,garden,Answer: Before the hallway the apple was in the office.,Where was the apple before the hallway? 
60,hallway,,Where was the football before the bedroom? 
61,bathroom,Answer: Before the hallway the football was in the kitchen.,Where was the football before the hallway? 
62,bedroom,Answer: Before the kitchen the football was in the garden.,Where was the football before the kitchen? 
63,garden,Answer: Before the bathroom the football was in the kitchen.,Where was the football before the bathroom? 
64,garden,Answer: Before the bathroom the football was in the kitchen.,Where was the football before the bathroom? 
65,bathroom,Answer: Before the office the milk was in the kitchen.,Where was the milk before the office? 
66,bathroom,Answer: Before the office the milk was in the kitchen.,Where was the milk before the office? 
67,bathroom,Answer: Before the office the milk was in the kitchen.,Where was the milk before the office? 
68,garden,"Options:

- the office
- the kitchen
- the garden
- the bathroom
- the hallway",Where was the football before the bedroom? 
69,kitchen,"Options:

- the office
- the kitchen
- the garden
- the bathroom
- the bedroom",Where was the football before the bathroom? 
70,office,,Where was the football before the hallway? 
71,hallway,Answer: Before the garden the apple was in the kitchen.,Where was the apple before the garden? 
72,bathroom,Answer: Before the kitchen the milk was in the bathroom.,Where was the milk before the kitchen? 
73,kitchen,Answer: Before the bathroom the apple was in the kitchen.,Where was the apple before the bathroom? 
74,garden,Answer: Before the bathroom the apple was in the garden.,Where was the apple before the bathroom? 
75,garden,Answer: Before the hallway the milk was in the office.,Where was the milk before the hallway? 
76,hallway,Answer: Before the office the milk was in the kitchen.,Where was the milk before the office? 
77,garden,Answer: Before the hallway the milk was in the office.,Where was the milk before the hallway? 
78,office,,Where was the apple before the bathroom? 
79,office,,Where was the apple before the bathroom? 
80,kitchen,,Where was the milk before the office? 
81,kitchen,,Where was the milk before the office? 
82,kitchen,Answer: Before the office the milk was in the kitchen.,Where was the milk before the office? 
83,bathroom,Answer: Before the hallway the apple was in the kitchen.,Where was the apple before the hallway? 
84,bathroom,Answer: Before the bedroom the milk was in the office.,Where was the milk before the bedroom? 
85,garden,,Where was the apple before the bathroom? 
86,bathroom,"Fact1: John journeyed to the garden.
Fact2: Mary went to the office.
Fact3",Where was the milk before the kitchen? 
87,bathroom,Answer: Before the kitchen the milk was in the office.,Where was the milk before the kitchen? 
88,garden,Answer: Before the bathroom the milk was in the kitchen.,Where was the milk before the bathroom? 
89,bathroom,,Where was the football before the bedroom? 
90,hallway,,Where was the milk before the kitchen? 
91,hallway,,Where was the milk before the kitchen? 
92,garden,,Where was the milk before the bedroom? 
93,bedroom,"Answer: Before the kitchen the football was in the garden.

Question: Where was the apple before the kitchen",Where was the football before the kitchen? 
94,kitchen,,Where was the apple before the bedroom? 
95,kitchen,Answer: Before the hallway the apple was in the kitchen.,Where was the apple before the hallway? 
96,kitchen,Answer: Before the hallway the apple was in the garden.,Where was the apple before the hallway? 
97,hallway,Answer: Before the kitchen the apple was in the garden.,Where was the apple before the kitchen? 
98,bedroom,Answer: Before the bathroom the milk was in the kitchen.,Where was the milk before the bathroom? 
99,bathroom,Answer: Before the bedroom the milk was in the kitchen.,Where was the milk before the bedroom? 
100,office,Answer: Before the bathroom the milk was in the kitchen.,Where was the milk before the bathroom? 
101,office,"Options:

1. The kitchen
2. The office
3. The hallway
4. The garden",Where was the milk before the bathroom? 
102,bedroom,Answer: Before the office the football was in the hallway.,Where was the football before the office? 
103,bedroom,Answer: Before the office the football was in the hallway.,Where was the football before the office? 
104,office,Answer: Before the bathroom the milk was in the kitchen.,Where was the milk before the bathroom? 
105,hallway,Answer: Before the bathroom the football was in the garden.,Where was the football before the bathroom? 
106,garden,,Where was the football before the hallway? 
107,garden,,Where was the football before the hallway? 
108,hallway,,Where was the apple before the bathroom? 
109,hallway,Answer: Before the bathroom the apple was in the garden.,Where was the apple before the bathroom? 
110,garden,,Where was the apple before the hallway? 
111,garden,,Where was the apple before the hallway? 
112,hallway,,Where was the football before the kitchen? 
113,hallway,Answer: Before the kitchen the football was in the bathroom.,Where was the football before the kitchen? 
114,kitchen,Answer: Before the garden the apple was in the kitchen.,Where was the apple before the garden? 
115,hallway,,Where was the milk before the bathroom? 
116,hallway,Answer: Before the bathroom the milk was in the kitchen.,Where was the milk before the bathroom? 
117,hallway,Answer: Before the bathroom the milk was in the kitchen.,Where was the milk before the bathroom? 
118,bedroom,Answer: Before the office the football was in the garden.,Where was the football before the office? 
119,bedroom,,Where was the football before the office? 
120,garden,Answer: Before the kitchen the apple was in the bathroom.,Where was the apple before the kitchen? 
121,garden,Answer: Before the hallway the milk was in the kitchen.,Where was the milk before the hallway? 
122,garden,Answer: Before the hallway the milk was in the garden.,Where was the milk before the hallway? 
123,garden,"Answer: Before the hallway the milk was in the garden.

Question: Where was the apple before the kitchen",Where was the milk before the hallway? 
