Unnamed: 0,target,output,question
0,office,Answer: the office,Where was the apple before the bathroom? 
1,office,Answer: the office,Where was the apple before the hallway? 
2,office,"Context: John got the milk. The blasts grew less violent, or became only the natural resistance of
the",Where was the apple before the hallway? 
3,bathroom,,Where was the football before the garden? 
4,bathroom,Answer: office,Where was the football before the garden? 
5,garden,"Answer: The apple was in the hallway.

Question: Where was the apple before the hallway?",Where was the apple before the bathroom? 
6,kitchen,Options: (A) The kitchen (B) The bedroom (C) The hallway (D) The garden,Where was the milk before the office? 
7,kitchen,"Context: John went back to the kitchen. Grandmother says she hopes we will
treasure up all these things",Where was the apple before the office? 
8,kitchen,Context: John went back to the kitchen. Daniel picked up the milk. Sandra went back to the bedroom. Mary,Where was the apple before the office? 
9,bedroom,Context: John went back to the kitchen. Daniel picked up the milk. The savage weapons were no match for,Where was the apple before the office? 
10,garden,Answer: garden,Where was the apple before the bedroom? 
11,garden,Answer: the office,Where was the apple before the bedroom? 
12,garden,"Answer: The kitchen.

Question: Where was the milk before the office?

Answer: The kitchen",Where was the milk before the bathroom? 
13,garden,Answer: office,Where was the milk before the bathroom? 
14,garden,Answer: office,Where was the milk before the bathroom? 
15,kitchen,"Answer: The football was in the office before the garden.

Question: Where was the football before the office",Where was the football before the garden? 
16,kitchen,Answer: office,Where was the football before the garden? 
17,garden,"Answer: The milk was in the office.

Question: Where was the milk before the office?",Where was the milk before the bedroom? 
18,garden,Answer: the office,Where was the milk before the bedroom? 
19,bedroom,Choices: 1. The office. 2. The hallway. 3. The kitchen. 4,Where was the football before the bathroom? 
20,garden,Answer: office,Where was the football before the hallway? 
21,garden,"Context: John took the football. Went to America in 1875 alone, but at end of",Where was the football before the office? 
22,hallway,"Context: John took the football. Meantime, and before any other vessels from Bengal arrive, the
ap",Where was the football before the garden? 
23,office,Answer: office,Where was the milk before the kitchen? 
24,kitchen,office,Where was the milk before the bedroom? 
25,bathroom,Answer: office,Where was the football before the bedroom? 
26,office,Answer: office,Where was the football before the bedroom? 
27,garden,Answer: bedroom,Where was the football before the office? 
28,garden,Answer: garden,Where was the football before the office? 
29,garden,Answer: hallway,Where was the apple before the office? 
30,bathroom,Answer: office,Where was the apple before the hallway? 
31,office,Answer: the office,Where was the apple before the kitchen? 
32,office,Answer: office,Where was the apple before the kitchen? 
33,hallway,Answer: hallway,Where was the milk before the bedroom? 
34,bedroom,Choices: 1. The office. 2. The hallway. 3. The kitchen. 4,Where was the milk before the garden? 
35,hallway,"## 10.

Context: Sandra travelled to the kitchen. “I don’t think it’",Where was the apple before the bathroom? 
36,hallway,"Option A: In the garden.

Option B: In the office.

Option C: In the",Where was the football before the kitchen? 
37,bathroom,,Where was the apple before the kitchen? 
38,garden,"Context: Sandra travelled to the kitchen. Daniel took the milk. Fred made
his report to General Schoep",Where was the apple before the bathroom? 
39,garden,"Context: Sandra travelled to the kitchen. ""I am so glad; a heavy load has been lifted from my mind",Where was the apple before the bathroom? 
40,garden,Answer: bathroom,Where was the football before the hallway? 
41,garden,Answer: garden,Where was the football before the hallway? 
42,garden,Answer: bathroom,Where was the milk before the hallway? 
43,hallway,Answer: hallway,Where was the milk before the bathroom? 
44,bathroom,Answer: office,Where was the football before the hallway? 
45,bedroom,Answer: hallway,Where was the apple before the bathroom? 
46,bedroom,Answer: hallway,Where was the apple before the bathroom? 
47,bedroom,Answer: hallway,Where was the apple before the bathroom? 
48,bedroom,"Answer: The apple was in the bedroom before the bathroom.

Question: Where was the milk before the bedroom",Where was the apple before the bathroom? 
49,bedroom,"Answer: The milk was in the kitchen.

Question: Where was the apple before the hallway?",Where was the milk before the hallway? 
50,kitchen,Answer: office,Where was the apple before the garden? 
51,garden,"Answer: The apple was in the office before the bedroom.

Question: Where was the apple before the office",Where was the apple before the bedroom? 
52,garden,garden.,Where was the football before the kitchen? 
53,bathroom,Options: (A) The office (B) The kitchen (C) The garden (D) The hallway,Where was the apple before the bedroom? 
54,bathroom,Answer: office,Where was the apple before the bedroom? 
55,office,"Option A: in the kitchen

 Option B: in the office

 Option C: in the bedroom",Where was the football before the hallway? 
56,kitchen,"Option A: kitchen

 Option B: garden

 Option C: hallway

 Option D: bathroom",Where was the apple before the office? 
57,office,"Option A: office

 Option B: hallway

 Option C: kitchen

 Option D: bedroom",Where was the football before the garden? 
58,office,Answer: office,Where was the football before the bedroom? 
59,garden,Answer: the office,Where was the apple before the hallway? 
60,hallway,Answer: the office,Where was the football before the bedroom? 
61,bathroom,True,Where was the football before the hallway? 
62,bedroom,,Where was the football before the kitchen? 
63,garden,"Answer: The football was in the office.

Question: Where was the football before the office?",Where was the football before the bathroom? 
64,garden,"Answer: The football was in the bedroom.

Question: Where was the football before the office?",Where was the football before the bathroom? 
65,bathroom,"Option A: office

 Option B: garden

 Option C: kitchen

 Option D: bedroom",Where was the milk before the office? 
66,bathroom,bathroom.,Where was the milk before the office? 
67,bathroom,"Context: John picked up the football. One element of his success was no doubt the
change in the charter of",Where was the milk before the office? 
68,garden,Answer: the hallway,Where was the football before the bedroom? 
69,kitchen,Answer: hallway,Where was the football before the bathroom? 
70,office,Answer: office,Where was the football before the hallway? 
71,hallway,Answer: kitchen,Where was the apple before the garden? 
72,bathroom,"Answer: hallway

Question: Where was the football before the office?

Answer: hallway

Question",Where was the milk before the kitchen? 
73,kitchen,Choices: 1. The hallway. 2. The kitchen. 3. The office. 4,Where was the apple before the bathroom? 
74,garden,Answer: kitchen,Where was the apple before the bathroom? 
75,garden,Choices:  1. The office. 2. The garden. 3. The bathroom. 4,Where was the milk before the hallway? 
76,hallway,Answer: the office,Where was the milk before the office? 
77,garden,Answer: the office,Where was the milk before the hallway? 
78,office,Answer: The apple was in the office.,Where was the apple before the bathroom? 
79,office,,Where was the apple before the bathroom? 
80,kitchen,"Answer: The milk was in the kitchen.

Question: Where was the milk before the kitchen?",Where was the milk before the office? 
81,kitchen,Answer: kitchen,Where was the milk before the office? 
82,kitchen,Answer: The kitchen.,Where was the milk before the office? 
83,bathroom,bathroom.,Where was the apple before the hallway? 
84,bathroom,"Answer: The milk was in the kitchen before the bedroom.

Question: Where was the football before the bedroom",Where was the milk before the bedroom? 
85,garden,"Context: John grabbed the apple. I went to new Bedlam Hospital, magnificently
built, and most",Where was the apple before the bathroom? 
86,bathroom,"Context: John grabbed the apple. He at once
attacked and drove it back through a village in its rear",Where was the milk before the kitchen? 
87,bathroom,"Answer: The milk was in the office.

Question: Where was the milk before the office?",Where was the milk before the kitchen? 
88,garden,Answer: hallway,Where was the milk before the bathroom? 
89,bathroom,Choices:  1. In the garden. 2. In the kitchen. 3. In the office,Where was the football before the bedroom? 
90,hallway,Answer: office,Where was the milk before the kitchen? 
91,hallway,Choices: 1. The office. 2. The garden. 3. The hallway. 4,Where was the milk before the kitchen? 
92,garden,Choices: 1. The office. 2. The garden. 3. The kitchen. 4,Where was the milk before the bedroom? 
93,bedroom,the office,Where was the football before the kitchen? 
94,kitchen,Context: John travelled to the bedroom. John travelled to the office. John travelled to the kitchen. John travelled to,Where was the apple before the bedroom? 
95,kitchen,Choices: 1. The garden. 2. The office. 3. The kitchen. 4,Where was the apple before the hallway? 
96,kitchen,Choices: 1. The office. 2. The kitchen. 3. The bedroom. 4,Where was the apple before the hallway? 
97,hallway,Answer: hallway,Where was the apple before the kitchen? 
98,bedroom,Answer: hallway,Where was the milk before the bathroom? 
99,bathroom,Answer: The kitchen.,Where was the milk before the bedroom? 
100,office,Answer: kitchen,Where was the milk before the bathroom? 
101,office,"Context: Daniel went to the hallway. John got the apple. New
and foreign elements have from time to time",Where was the milk before the bathroom? 
102,bedroom,Answer: garden,Where was the football before the office? 
103,bedroom,Answer: hallway,Where was the football before the office? 
104,office,Answer: kitchen,Where was the milk before the bathroom? 
105,hallway,Answer: the garden,Where was the football before the bathroom? 
106,garden,Answer: The football was in the kitchen.,Where was the football before the hallway? 
107,garden,Answer: The football was in the office.,Where was the football before the hallway? 
108,hallway,Answer: The office.,Where was the apple before the bathroom? 
109,hallway,Answer: The apple was in the kitchen.,Where was the apple before the bathroom? 
110,garden,Choices: 1. In the kitchen. 2. In the bathroom. 3. In the garden,Where was the apple before the hallway? 
111,garden,Choices:  1. In the kitchen. 2. In the office. 3. In the bathroom,Where was the apple before the hallway? 
112,hallway,Answer: hallway,Where was the football before the kitchen? 
113,hallway,Answer: The football was in the office before the kitchen.,Where was the football before the kitchen? 
114,kitchen,"Answer: The kitchen.

Question: Where was the football before the garden?

Answer: The office",Where was the apple before the garden? 
115,hallway,"Options:
(A)The office.
(B)The kitchen.
(C)The bedroom.",Where was the milk before the bathroom? 
116,hallway,"Option A: In the kitchen

 Option B: In the office

 Option C: In the garden",Where was the milk before the bathroom? 
117,hallway,Answer: The kitchen.,Where was the milk before the bathroom? 
118,bedroom,Answer: garden,Where was the football before the office? 
119,bedroom,Answer: garden,Where was the football before the office? 
120,garden,Answer: hallway,Where was the apple before the kitchen? 
121,garden,garden.,Where was the milk before the hallway? 
122,garden,Answer: the kitchen,Where was the milk before the hallway? 
123,garden,Answer: garden,Where was the milk before the hallway? 
124,office,Context: Mary went back to the office. Mary travelled to the garden. John took the apple. Sandra journeyed,Where was the apple before the garden? 
125,kitchen,"Options:

- the office
- the kitchen
- the bathroom
- the bedroom

Ans",Where was the milk before the garden? 
126,kitchen,"Options:

  - The office
  - The kitchen
  - The bathroom
  - The bedroom",Where was the milk before the garden? 
127,kitchen,,Where was the milk before the garden? 
128,office,Choices: 1. The hallway. 2. The office. 3. The bedroom. 4,Where was the apple before the kitchen? 
129,office,"Answer: The apple was in the hallway.

Question: Where was the football before the office?",Where was the apple before the kitchen? 
130,garden,Answer: office,Where was the milk before the kitchen? 
131,bathroom,Answer: kitchen,Where was the milk before the office? 
